阿斐,a'fei
我要搭救他使他尊贵,wo'yao'da'jiu'ta'shi'ta'zun'gui
我要单单敬拜你耶稣,wo'yao'dan'dan'jing'bai'ni'ye'su
我要单单为主你而活,wo'yao'dan'dan'wei'zhu'ni'er'huo
我要定睛在你身上,wo'yao'ding'jing'zai'ni'shen'shang
我要高歌为生命喜悦,wo'yao'gao'ge'wei'sheng'ming'xi'yue
我要歌唱耶和华的慈爱,wo'yao'ge'chang'ye'he'hua'de'ci'ai
我要跪下跪下,wo'yao'gui'xia'gui'xia
我要建立你的后裔,wo'yao'jian'li'ni'de'hou'yi
我要将生命献给你,wo'yao'jiang'sheng'ming'xian'gei'ni
我要教导你,wo'yao'jiao'dao'ni
我要紧紧地跟随你,wo'yao'jin'jin'de'gen'sui'ni
我要敬拜敬拜,wo'yao'jing'bai'jing'bai
我要举手敬拜他,wo'yao'ju'shou'jing'bai'ta
我要开口向你赞美称谢,wo'yao'kai'kou'xiang'ni'zan'mei'cheng'xie
我要论到耶和华说,wo'yao'lun'dao'ye'he'hua'shuo
我要时时称颂你的名,wo'yao'shi'shi'cheng'song'ni'de'ming
我要使他的,wo'yao'shi'ta'de
我要使他足享长寿,wo'yao'shi'ta'zu'xiang'chang'shou
我要抬起头张开双臂,wo'yao'tai'qi'tou'zhang'kai'shuang'bi
我要弹琴歌唱称颂你名,wo'yao'tan'qin'ge'chang'cheng'song'ni'ming
我要为他存留我的慈爱,wo'yao'wei'ta'cun'liu'wo'de'ci'ai
我要向山举目,wo'yao'xiang'shan'ju'mu
我要向最高的山举目,wo'yao'xiang'zui'gao'de'shan'ju'mu
我要欣然向你献上自己,wo'yao'xin'ran'xiang'ni'xian'shang'zi'ji
我要因你手的工作欢呼,wo'yao'yin'ni'shou'de'gong'zuo'huan'hu
我要用口,wo'yao'yong'kou
我要永远在你的怀里,wo'yao'yong'yuan'zai'ni'de'huai'li
我要与他坚定所立的约,wo'yao'yu'ta'jian'ding'suo'li'de'yue
我要与他同在,wo'yao'yu'ta'tong'zai
我要在他面前,wo'yao'zai'ta'mian'qian
我要照着耶和华的公义称谢他,wo'yao'zhao'zhe'ye'he'hua'de'gong'yi'cheng'xie'ta
我也要立他为长子,wo'ye'yao'li'ta'wei'zhang'zi
我已把救助之力,wo'yi'ba'jiu'zhu'zhi'li
我因唉哼而困乏,wo'yin'ai'heng'er'kun'fa
我因忧愁眼睛干瘪,wo'yin'you'chou'yan'jing'gan'bie
我用我的声音求告耶和华,wo'yong'wo'de'sheng'yin'qiu'gao'ye'he'hua
我用星星画出你,wo'yong'xing'xing'hua'chu'ni
我用音符赞美你,wo'yong'yin'fu'zan'mei'ni
我有天堂在我的心,wo'you'tian'tang'zai'wo'de'xin
我与他立的约必要坚定,wo'yu'ta'li'de'yue'bi'yao'jian'ding
我与我所拣选的人立约,wo'yu'wo'suo'jian'xuan'de'ren'li'yue
我与众天使,wo'yu'zhong'tian'shi
我与众天使俯伏深深,wo'yu'zhong'tian'shi'fu'fu'shen'shen
我愿将你话语,wo'yuan'jiang'ni'hua'yu
我愿落在耶和华的手里,wo'yuan'luo'zai'ye'he'hua'de'shou'li
我愿男人无忿怒无争论,wo'yuan'nan'ren'wu'fen'nu'wu'zheng'lun
我愿意降服,wo'yuan'yi'xiang'fu
我愿意降服我愿意降服,wo'yuan'yi'xiang'fu'wo'yuan'yi'xiang'fu
我在你圣洁光中,wo'zai'ni'sheng'jie'guang'zhong
我在其中赞美欢欣,wo'zai'qi'zhong'zan'mei'huan'xin
我早晨的祷告,wo'zao'chen'de'dao'gao
我整颗心被幸福围绕,wo'zheng'ke'xin'bei'xing'fu'wei'rao
我正在寻找那慈爱双手,wo'zheng'zai'xun'zhao'na'ci'ai'shuang'shou
我知道这是最美的祝福,wo'zhi'dao'zhe'shi'zui'mei'de'zhu'fu
我众今靠主功劳,wo'zhong'jin'kao'zhu'gong'lao
我众齐声高歌颂扬,wo'zhong'qi'sheng'gao'ge'song'yang
我众虔诚同屈膝,wo'zhong'qian'cheng'tong'qu'xi
我终日等候仰望你,wo'zhong'ri'deng'hou'yang'wang'ni
我众行世路,wo'zhong'xing'shi'lu
我众也来同应,wo'zhong'ye'lai'tong'ying
我昼夜在你面前呼吁,wo'zhou'ye'zai'ni'mian'qian'hu'yu
我自幼受苦几乎死亡,wo'zi'you'shou'ku'ji'hu'si'wang
无错误,wu'cuo'wu
吾珥,wu'er
乌尔班二世,wu'er'ban'er'shi
乌非拉,wu'fei'la
无过失,wu'guo'shi
无花果树,wu'hua'guo'shu
武加大,wu'jia'da
武加大译本,wu'jia'da'yi'ben
乌加列,wu'jia'lie
无酵饼,wu'jiao'bing
无酵节,wu'jiao'jie
乌拉图,wu'la'tu
乌利亚,wu'li'ya
乌利亚赫人,wu'li'ya'he'ren
乌列基比亚人,wu'lie'ji'bi'ya'ren
乌列利未人,wu'lie'li'wei'ren
乌陵与土明,wu'ling'yu'tu'ming
乌路,wu'lu
无论今生来世,wu'lun'jin'sheng'lai'shi
无论经过何等试炼,wu'lun'jing'guo'he'deng'shi'lian
无论是住在美丽的高山,wu'lun'shi'zhu'zai'mei'li'de'gao'shan
侮慢人,wu'man'ren
无欠缺什么,wu'qian'que'shen'me
无千禧年,wu'qian'xi'nian
无千禧年派,wu'qian'xi'nian'pai
乌撒,wu'sa
乌萨,wu'sa
无涉,wu'she
无神论,wu'shen'lun
无神论者,wu'shen'lun'zhe
无神论者的悲哀,wu'shen'lun'zhe'de'bei'ai
乌斯,wu'si
无死亡,wu'si'wang
无所不能,wu'suo'bu'neng
无所不在,wu'suo'bu'zai
无所不知,wu'suo'bu'zhi
乌西雅,wu'xi'ya
悟性,wu'xing
乌薛,wu'xue
五旬节,wu'xun'jie
五旬节教会,wu'xun'jie'jiao'hui
午夜时分,wu'ye'shi'fen
物质主义,wu'zhi'zhu'yi
吾众赞美歌声,wu'zhong'zan'mei'ge'sheng
无罪时代,wu'zui'shi'dai
锡安,xi'an
锡安的处女,xi'an'de'chu'nv
锡安的子女,xi'an'de'zi'nv
锡安山,xi'an'shan
洗巴,xi'ba
西巴,xi'ba
西比玛,xi'bi'ma
西庇太,xi'bi'tai
西比太,xi'bi'tai
西庇太的儿子,xi'bi'tai'de'er'zi
洗扁,xi'bian
洗扁王善以别,xi'bian'wang'shan'yi'bie
希伯,xi'bo
西波拉,xi'bo'la
希伯来,xi'bo'lai
希伯来历史,xi'bo'lai'li'shi
希伯来民族史,xi'bo'lai'min'zu'shi
希伯来书,xi'bo'lai'shu
希伯来书阐释,xi'bo'lai'shu'chan'shi
希伯来文,xi'bo'lai'wen
希伯仑,xi'bo'lun
希伯仑幔利的橡树,xi'bo'lun'man'li'de'xiang'shu
洗波音,xi'bo'yin
西布伦,xi'bu'lun
洗德,xi'de
洗的重,xi'de'zhong
西底家,xi'di'jia
西底家基拿拿之子,xi'di'jia'ji'na'na'zhi'zi
西底家犹大之王,xi'di'jia'you'da'zhi'wang
希底结,xi'di'jie
西订谷,xi'ding'gu
熙笃修道会,xi'du'xiu'dao'hui
西顿,xi'dun
西珥,xi'er
希耳米,xi'er'mi
西珥山,xi'er'shan
西发,xi'fa
洗法谷,xi'fa'gu
希法律腓利,xi'fa'lv'fei'li
西法瓦音,xi'fa'wa'yin
西番雅,xi'fan'ya
西番雅书,xi'fan'ya'shu
洗革拉,xi'ge'la
西古提人,xi'gu'ti'ren
西曷河,xi'he'he
西宏,xi'hong
洗脚,xi'jiao
洗净了我沉重的罪孽,xi'jing'le'wo'chen'zhong'de'zui'nie
希腊,xi'la
悉拉,xi'la
洗拉,xi'la
细拉,xi'la
西拉,xi'la
希拉波立,xi'la'bo'li
希腊文,xi'la'wen
西莱雅,xi'lai'ya
希兰,xi'lan
喜乐,xi'le
洗勒,xi'le
喜乐充满在心头燃烧,xi'le'chong'man'zai'xin'tou'ran'shao
希勒家,xi'le'jia
喜乐泉源涌自心底,xi'le'quan'yuan'yong'zi'xin'di
希立,xi'li
洗礼,xi'li
喜利比拿,xi'li'bi'na
希利尼人,xi'li'ni'ren
希利斯,xi'li'si
希列学派,xi'lie'xue'pai
西流基,xi'liu'ji
西流基一世,xi'liu'ji'yi'shi
西鹿,xi'lu
洗鲁雅,xi'lu'ya
希罗底,xi'luo'di
希罗多德,xi'luo'duo'de
西罗非哈,xi'luo'fei'ha
西罗亚,xi'luo'ya
西罗亚池,xi'luo'ya'chi
西罗亚楼,xi'luo'ya'lou
西罗亚水道,xi'luo'ya'shui'dao
西罗亚文碑,xi'luo'ya'wen'bei
希律,xi'lv
希律党,xi'lv'dang
希律的,xi'lv'de
希律的女人,xi'lv'de'nv'ren
希律加尔西斯,xi'lv'jia'er'xi'si
希律王,xi'lv'wang
洗玛利人,xi'ma'li'ren
希幔,xi'man
西门,xi'men
西门巴科巴,xi'men'ba'ke'ba
西门古利奈人,xi'men'gu'li'nai'ren
西门麻疯病人,xi'men'ma'feng'bing'ren
西门马古士,xi'men'ma'gu'shi
西缅,xi'mian
西面,xi'mian
西缅雅各之子,xi'mian'ya'ge'zhi'zi
西敏信条,xi'min'xin'tiao
希拿,xi'na
西拿,xi'na
西纳,xi'na
西拿基立,xi'na'ji'li
西奈,xi'nai
西乃抄本,xi'nai'chao'ben
西奈旷野,xi'nai'kuang'ye
西乃山,xi'nai'shan
西尼人,xi'ni'ren
悉帕,xi'pa
希奇,xi'qi
西塞罗,xi'sai'luo
希实本,xi'shi'ben
昔受无穷之爱,xi'shou'wu'qiong'zhi'ai
希斯莱,xi'si'lai
希斯仑,xi'si'lun
希太,xi'tai
系统神学,xi'tong'shen'xue
希未人,xi'wei'ren
洗我罪恶清洁,xi'wo'zui'e'qing'jie
希悉,xi'xi
希西家,xi'xi'jia
西西拉,xi'xi'la
西亚们,xi'ya'men
西亚门,xi'ya'men
希伊勒,xi'yi'le
昔在而今在,xi'zai'er'jin'zai
昔在今天永生,xi'zai'jin'tian'yong'sheng
洗濯盆,xi'zhuo'pen
下池,xia'chi
下垂的手再一次举起来,xia'chui'de'shou'zai'yi'ci'ju'qi'lai
辖管,xia'guan
夏甲,xia'jia
夏甲人,xia'jia'ren
下坑的人,xia'keng'de'ren
夏琐,xia'suo
夏娃,xia'wa
显出爱痛的根据,xian'chu'ai'tong'de'gen'ju
显出神圣见证感化众人,xian'chu'shen'sheng'jian'zheng'gan'hua'zhong'ren
现代派,xian'dai'pai
现代中文译本,xian'dai'zhong'wen'yi'ben
献殿节,xian'dian'jie
宪法,xian'fa
献花,xian'hua
献祭,xian'ji
献为祭,xian'wei'ji
闲言,xian'yan
现在你们君王应当省悟,xian'zai'ni'men'jun'wang'ying'dang'xing'wu
先知,xian'zhi
先知迦得,xian'zhi'jia'de
先知书,xian'zhi'shu
向大卫立誓,xiang'da'wei'li'shi
香膏,xiang'gao
相交,xiang'jiao
向来等候耶和华,xiang'lai'deng'hou'ye'he'hua
享乐主义,xiang'le'zhu'yi
香炉,xiang'lu
香木,xiang'mu
香品,xiang'pin
享受天父所赐的恩典,xiang'shou'tian'fu'suo'ci'de'en'dian
向我的仆人大卫起了誓,xiang'wo'de'pu'ren'da'wei'qi'le'shi
向我们施行慈爱,xiang'wo'men'shi'xing'ci'ai
相信就能蒙福,xiang'xin'jiu'neng'meng'fu
相信就有喜乐,xiang'xin'jiu'you'xi'le
向耶和华唱的流离歌,xiang'ye'he'hua'chang'de'liu'li'ge
向永生上帝,xiang'yong'sheng'shang'di
向永生之主称谢,xiang'yong'sheng'zhi'zhu'cheng'xie
向着我照亮,xiang'zhe'wo'zhao'liang
象征,xiang'zheng
象征性,xiang'zheng'xing
效法基督,xiao'fa'ji'du
小孩,xiao'hai
孝敬,xiao'jing
笑声与歌声响彻天边,xiao'sheng'yu'ge'sheng'xiang'che'tian'bian
孝顺,xiao'shun
小亚西亚,xiao'ya'xi'ya
晓谕,xiao'yu
晓谕你的圣民说,xiao'yu'ni'de'sheng'min'shuo
亵渎,xie'du
亵渎的话,xie'du'de'hua
邪恶的王,xie'e'de'wang
邪教,xie'jiao
谢捐,xie'juan
谢拉,xie'la
邪灵,xie'ling
邪术,xie'shu
卸下飘泊的心情,xie'xia'piao'bo'de'xin'qing
新的诫命,xin'de'jie'ming
新福音派,xin'fu'yin'pai
新国际译本,xin'guo'ji'yi'ben
信基督,xin'ji'du
新教,xin'jiao
心兰,xin'lan
心利,xin'li
心灵为你的殿堂,xin'ling'wei'ni'de'dian'tang
新门,xin'men
欣嫩谷,xin'nen'gu
新年,xin'nian
新年年节,xin'nian'nian'jie
辛奴亥,xin'nu'hai
信任,xin'ren
辛沙依士坤,xin'sha'yi'shi'kun
新神学,xin'shen'xue
新神学派,xin'shen'xue'pai
新生活,xin'sheng'huo
新生命,xin'sheng'ming
信实,xin'shi
新时代运动,xin'shi'dai'yun'dong
新天新地,xin'tian'xin'di
信条,xin'tiao
信徒,xin'tu
信徒的知识,xin'tu'de'zhi'shi
信徒合一,xin'tu'he'yi
信徒快乐秘诀,xin'tu'kuai'le'mi'jue
馨香的没药,xin'xiang'de'mei'yao
信心,xin'xin
信心格外增长,xin'xin'ge'wai'zeng'zhang
信心生活的秘诀,xin'xin'sheng'huo'de'mi'jue
信心与行为,xin'xin'yu'xing'wei
信仰,xin'yang
信仰的原委,xin'yang'de'yuan'wei
信仰告白,xin'yang'gao'bai
信仰回答,xin'yang'hui'da
信仰至道为主牺牲,xin'yang'zhi'dao'wei'zhu'xi'sheng
新耶路撒冷,xin'ye'lu'sa'leng
心意更新,xin'yi'geng'xin
新约,xin'yue
新约导读,xin'yue'dao'du
新约概论,xin'yue'gai'lun
新约历史导论,xin'yue'li'shi'dao'lun
新约神学简介,xin'yue'shen'xue'jian'jie
新约综览,xin'yue'zong'lan
新造的人,xin'zao'de'ren
心正手洁,xin'zheng'shou'jie
新正统派,xin'zheng'tong'pai
心中的暖流冉冉升起,xin'zhong'de'nuan'liu'ran'ran'sheng'qi
行动,xing'dong
刑罚,xing'fa
刑法之处,xing'fa'zhi'chu
行奸淫,xing'jian'yin
行为,xing'wei
形像,xing'xiang
行在你前面,xing'zai'ni'qian'mian
兄弟,xiong'di
凶恶之子也不苦害他,xiong'e'zhi'zi'ye'bu'ku'hai'ta
凶顽强暴化驯良,xiong'wan'qiang'bao'hua'xun'liang
修道主义,xiu'dao'zhu'yi
修道主义之父,xiu'dao'zhu'yi'zhi'fu
修殿节,xiu'dian'jie
羞辱了你的仆人,xiu'ru'le'ni'de'pu'ren
羞辱了你受膏者的脚踪,xiu'ru'le'ni'shou'gao'zhe'de'jiao'zong
修西底德,xiu'xi'di'de
叙加,xu'jia
虚空,xu'kong
叙拉古,xu'la'gu
叙利亚,xu'li'ya
叙利亚以法莲之战役,xu'li'ya'yi'fa'lian'zhi'zhan'yi
许米乃,xu'mi'nai
虚心,xu'xin
许愿,xu'yuan
序乐,xu'yue
宣告我们是光明之子,xuan'gao'wo'men'shi'guang'ming'zhi'zi
宣告主已得胜,xuan'gao'zhu'yi'de'sheng
宣教传福音,xuan'jiao'chuan'fu'yin
宣教士,xuan'jiao'shi
宣召,xuan'zhao
血仇,xue'chou
血田,xue'tian
殉道,xun'dao
殉道者,xun'dao'zhe
汛的旷野,xun'de'kuang'ye
循都基,xun'dou'ji
巡抚,xun'fu
训诲诗,xun'hui'shi
寻求真理爱慕善良,xun'qiu'zhen'li'ai'mu'shan'liang
熏尸,xun'shi
寻找,xun'zhao
雅八,ya'ba
亚巴顿,ya'ba'dun
亚罢拿,ya'ba'na
亚罢拿河,ya'ba'na'he
亚巴人,ya'ba'ren
亚巴人帕莱,ya'ba'ren'pa'lai
亚比该,ya'bi'gai
亚比亥,ya'bi'hai
亚比户,ya'bi'hu
亚比兰,ya'bi'lan
亚比利,ya'bi'li
亚比里,ya'bi'li
亚比里士合弗拉,ya'bi'li'shi'he'fu'la
亚比玛利,ya'bi'ma'li
亚比米勒,ya'bi'mi'le
亚比拿达看守约柜的,ya'bi'na'da'kan'shou'yue'gui'de
亚比拿达耶西的儿子之一,ya'bi'na'da'ye'xi'de'er'zi'zhi'yi
亚比煞,ya'bi'sha
亚比筛,ya'bi'shai
亚比乌市,ya'bi'wu'shi
亚比雅,ya'bi'ya
亚比亚本,ya'bi'ya'ben
亚比雅祭司支派之首,ya'bi'ya'ji'si'zhi'pai'zhi'shou
亚比雅罗波安之子,ya'bi'ya'luo'bo'an'zhi'zi
亚比亚他,ya'bi'ya'ta
亚比雅耶罗波安之子,ya'bi'ya'ye'luo'bo'an'zhi'zi
亚比以谢,ya'bi'yi'xie
亚比以谢族人,ya'bi'yi'xie'zu'ren
亚伯,ya'bo
雅博渡口,ya'bo'du'kou
雅博河,ya'bo'he
亚伯拉罕,ya'bo'la'han
亚伯拉罕的主,ya'bo'la'han'de'zhu
亚伯拉罕的主歌,ya'bo'la'han'de'zhu'ge
亚伯拉罕之约,ya'bo'la'han'zhi'yue
亚伯兰,ya'bo'lan
亚波罗,ya'bo'luo
亚伯尼歌,ya'bo'ni'ge
雅博书库,ya'bo'shu'ku
亚大,ya'da
亚大得尼拉力三世,ya'da'de'ni'la'li'san'shi
亚大利,ya'da'li
亚大米田,ya'da'mi'tian
亚达谢西二世,ya'da'xie'xi'er'shi
亚达谢西三世,ya'da'xie'xi'san'shi
亚达谢西一世,ya'da'xie'xi'yi'shi
亚达月,ya'da'yue
亚当,ya'dang
亚当之约,ya'dang'zhi'yue
亚得列,ya'de'lie
亚得米勒,ya'de'mi'le
亚底米,ya'di'mi
亚底挪,ya'di'nuo
亚底亚,ya'di'ya
亚底亚海,ya'di'ya'hai
雅典,ya'dian
亚杜兰洞,ya'du'lan'dong
押顿,ya'dun
亚多兰,ya'duo'lan
亚多尼比色,ya'duo'ni'bi'se
亚多尼兰,ya'duo'ni'lan
亚多尼洗德,ya'duo'ni'xi'de
亚多尼雅,ya'duo'ni'ya
睚珥,ya'er
亚珥拔,ya'er'ba
亚尔比努,ya'er'bi'nu
睚珥人,ya'er'ren
睚珥以色列的士师,ya'er'yi'se'lie'di'shi'shi
亚发,ya'fa
雅法,ya'fa
亚法撒,ya'fa'sa
亚腓亚,ya'fei'ya
亚弗,ya'fu
雅弗,ya'fu
亚富罗底特,ya'fu'luo'di'te
雅弗之子,ya'fu'zhi'zi
亚该亚,ya'gai'ya
亚干,ya'gan
雅各,ya'ge
雅歌,ya'ge
亚革波,ya'ge'bo
亚革大马,ya'ge'da'ma
雅各的分,ya'ge'de'fen
雅各的母亲,ya'ge'de'mu'qin
亚割谷,ya'ge'gu
雅各和约翰的父亲,ya'ge'he'yue'han'de'fu'qin
雅各书,ya'ge'shu
亚革悉,ya'ge'xi
雅各西比太之子,ya'ge'xi'bi'tai'zhi'zi
雅各亚勒腓之子,ya'ge'ya'le'fei'zhi'zi
亚古珥,ya'gu'er
亚古士督,ya'gu'shi'du
亚哈,ya'ha
亚哈拜,ya'ha'bai
亚哈拜的儿子以利法列,ya'ha'bai'de'er'zi'yi'li'fa'lie
亚哈斯,ya'ha'si
亚哈随鲁,ya'ha'sui'lu
亚哈瓦,ya'ha'wa
亚哈谢,ya'ha'xie
亚哈谢以色列王,ya'ha'xie'yi'se'lie'wang
亚海,ya'hai
亚何利亚伯,ya'he'li'ya'bo
亚合人,ya'he'ren
亚合人撒们,ya'he'ren'sa'men
亚吉,ya'ji
亚基,ya'ji
亚基布,ya'ji'bu
亚基老,ya'ji'lao
亚基帕,ya'ji'pa
亚基帕王,ya'ji'pa'wang
亚基人,ya'ji'ren
亚甲,ya'jia
押甲,ya'jia
亚迦布,ya'jia'bu
雅斤,ya'jin
亚居拉,ya'ju'la
亚居拉的妻子,ya'ju'la'de'qi'zi
亚卡,ya'ka
亚克里比阿,ya'ke'li'bi'a
亚拉,ya'la
亚拉巴,ya'la'ba
亚拉伯,ya'la'bo
亚拉伯女王,ya'la'bo'nv'wang
亚拉腊,ya'la'la
亚兰,ya'lan
亚兰玛迦,ya'lan'ma'jia
亚兰民族,ya'lan'min'zu
亚兰人,ya'lan'ren
亚兰王,ya'lan'wang
亚兰文意译本,ya'lan'wen'yi'yi'ben
亚兰语言,ya'lan'yu'yan
亚劳拿,ya'lao'na
雅雷俄珥金,ya'lei'e'er'jin
亚哩达,ya'li'da
亚里达古,ya'li'da'gu
亚利多布,ya'li'duo'bu
亚利马太,ya'li'ma'tai
亚力山大,ya'li'shan'da
亚历山大,ya'li'shan'da
亚历山大一世,ya'li'shan'da'yi'shi
亚历山大犹太人的发言人,ya'li'shan'da'you'tai'ren'de'fa'yan'ren
雅里斯底德,ya'li'si'di'de
亚利伊勒,ya'li'yi'le
亚利伊勒耶路撒冷,ya'li'yi'le'ye'lu'sa'leng
亚列,ya'lie
雅列,ya'lie
亚流异端,ya'liu'yi'duan
亚流主义,ya'liu'zhu'yi
睚鲁,ya'lu
亚略,ya'lue
亚略巴古,ya'lue'ba'gu
亚略作以拉撒王,ya'lue'zuo'yi'la'sa'wang
亚伦,ya'lun
亚罗珥,ya'luo'er
押玛,ya'ma
亚玛力,ya'ma'li
亚玛力全地,ya'ma'li'quan'di
亚玛力人,ya'ma'li'ren
亚玛拿,ya'ma'na
亚马拿泥版,ya'ma'na'ni'ban
亚玛撒,ya'ma'sa
亚玛斯雅,ya'ma'si'ya
亚马他,ya'ma'ta
押玛王示纳,ya'ma'wang'shi'na
亚玛谢,ya'ma'xie
亚玛谢伯特利的祭司,ya'ma'xie'bo'te'li'de'ji'si
亚美尼亚,ya'mei'ni'ya
亚美斯提丝,ya'mei'si'ti'si
亚们,ya'men
亚扪,ya'men
亚门诺,ya'men'nuo
亚门诺裴斯二世,ya'men'nuo'pei'si'er'shi
亚扪人,ya'men'ren
亚扪人洗勒,ya'men'ren'xi'le
亚米忽,ya'mi'hu
亚米利,ya'mi'li
亚米拿达,ya'mi'na'da
亚摩答,ya'mo'da
亚摩利人,ya'mo'li'ren
亚摩利人幔利的橡树,ya'mo'li'ren'man'li'de'xiang'shu
亚摩尼,ya'mo'ni
亚摩司,ya'mo'si
亚摩斯,ya'mo'si
亚模西士,ya'mo'xi'shi
亚拿,ya'na
亚那,ya'na
亚拿大,ya'na'da
亚拿米勒,ya'na'mi'le
亚拿米人,ya'na'mi'ren
亚拿尼亚撒非喇的丈夫,ya'na'ni'ya'sa'fei'la'de'zhang'fu
亚拿尼亚住在大数的,ya'na'ni'ya'zhu'zai'da'shu'de
亚拿尼亚尊贵的祭司,ya'na'ni'ya'zun'gui'de'ji'si
亚拿突,ya'na'tu
亚拿突人,ya'na'tu'ren
亚拿突人亚比以谢,ya'na'tu'ren'ya'bi'yi'xie
亚衲族人,ya'na'zu'ren
亚乃,ya'nai
亚难雅,ya'nan'ya
亚嫩河,ya'nen'he
雅尼,ya'ni
押尼珥,ya'ni'er
亚皮斯,ya'pi'si
亚撒,ya'sa
亚萨,ya'sa
亚撒黑,ya'sa'hei
亚撒利雅撒都之子,ya'sa'li'ya'sa'dou'zhi'zi
亚撒利雅乌西雅,ya'sa'li'ya'wu'xi'ya
亚撒利雅希勒家的儿子,ya'sa'li'ya'xi'le'jia'de'er'zi
亚撒利雅亚伯尼歌,ya'sa'li'ya'ya'bo'ni'ge
亚撒利雅亚玛谢之子,ya'sa'li'ya'ya'ma'xie'zhi'zi
亚撒尼亚利甲族,ya'sa'ni'ya'li'jia'zu
亚撒尼亚沙番之子,ya'sa'ni'ya'sha'fan'zhi'zi
雅撒尼亚以色列人的首领,ya'sa'ni'ya'yi'se'lie'ren'de'shou'ling
亚瑟索,ya'se'suo
雅煞,ya'sha
雅煞珥书,ya'sha'er'shu
押沙龙,ya'sha'long
押沙龙之女,ya'sha'long'zhi'nv
雅善,ya'shan
雅善儿子中的约拿单,ya'shan'er'zi'zhong'de'yue'na'dan
亚设,ya'she
亚舍拉,ya'she'la
亚实基伦,ya'shi'ji'lun
亚实基拿,ya'shi'ji'na
亚实突,ya'shi'tu
亚述,ya'shu
亚述拿塞巴二世,ya'shu'na'sai'ba'er'shi
亚述人,ya'shu'ren
亚述王,ya'shu'wang
亚述王朝的记录,ya'shu'wang'chao'de'ji'lu
亚述乌巴列,ya'shu'wu'ba'lie
亚朔,ya'shuo
押斯玛弗,ya'si'ma'fu
亚斯那巴,ya'si'na'ba
亚斯他录,ya'si'ta'lu
亚司温,ya'si'wen
亚琐,ya'suo
亚他利亚,ya'ta'li'ya
亚他利雅,ya'ta'li'ya
亚特,ya'te
亚特律加宁,ya'te'lv'jia'ning
亚瓦,ya'wa
亚瓦底人,ya'wa'di'ren
雅完,ya'wan
亚威浓,ya'wei'nong
亚文,ya'wen
亚惜,ya'xi
亚希暗,ya'xi'an
亚希多弗,ya'xi'duo'fu
亚希多弗的儿子以连,ya'xi'duo'fu'de'er'zi'yi'lian
亚希甘,ya'xi'gan
亚西加,ya'xi'jia
亚希律,ya'xi'lv
亚希玛斯,ya'xi'ma'si
亚希玛斯撒督之子,ya'xi'ma'si'sa'du'zhi'zi
亚希米勒赫人的领袖,ya'xi'mi'le'he'ren'de'ling'xiu
亚希米勒亚比亚他的亲戚,ya'xi'mi'le'ya'bi'ya'ta'de'qin'qi
亚希米勒亚希突的儿子,ya'xi'mi'le'ya'xi'tu'de'er'zi
亚希暖,ya'xi'nuan
亚希突非尼哈之子,ya'xi'tu'fei'ni'ha'zhi'zi
亚希突撒督之父,ya'xi'tu'sa'du'zhi'fu
亚西亚,ya'xi'ya
亚希亚祭司,ya'xi'ya'ji'si
亚希雅先知,ya'xi'ya'xian'zhi
亚希约,ya'xi'yue
雅谢,ya'xie
亚雅仑,ya'ya'lun
雅亿,ya'yi
亚有关,ya'you'guan
雅杂,ya'za
盐谷,yan'gu
盐海,yan'hai
掩面不顾我,yan'mian'bu'gu'wo
盐约,yan'yue
佯庇,yang'bi
阳光为我们绽放笑脸,yang'guang'wei'wo'men'zhan'fang'xiao'lian
羊门,yang'men
样式,yang'shi
仰望,yang'wang
要称赞你的信实,yao'cheng'zan'ni'de'xin'shi
要达到你面前,yao'da'dao'ni'mian'qian
要敌挡耶和华,yao'di'dang'ye'he'hua
要建立你的宝座,yao'jian'li'ni'de'bao'zuo
要节,yao'jie
要救他们的命脱离死亡,yao'jiu'ta'men'de'ming'tuo'li'si'wang
要满了汁浆而常发青,yao'man'le'zhi'jiang'er'chang'fa'qing
要使他们归,yao'shi'ta'men'gui
要施行的慈爱在哪里呢,yao'shi'xing'de'ci'ai'zai'na'li'ne
要性,yao'xing
也必不叫我的信实废弃,ye'bi'bu'jiao'wo'de'xin'shi'fei'qi
耶宾,ye'bin
也不改变我口中所出的,ye'bu'gai'bian'wo'kou'zhong'suo'chu'de
也不怕黑夜行的瘟疫,ye'bu'pa'hei'ye'xing'de'wen'yi
耶布斯人,ye'bu'si'ren
耶布斯人亚劳拿,ye'bu'si'ren'ya'lao'na
也不要在烈怒中惩罚我,ye'bu'yao'zai'lie'nu'zhong'cheng'fa'wo
耶底底亚,ye'di'di'ya
耶杜顿,ye'du'dun
耶弗他,ye'fu'ta
耶哥尼雅,ye'ge'ni'ya
野狗井,ye'gou'jing
耶和华,ye'he'hua
耶和华啊,ye'he'hua'a
耶和华啊你为何丢弃我,ye'he'hua'a'ni'wei'he'diu'qi'wo
耶和华啊求你照着,ye'he'hua'a'qiu'ni'zhao'zhe
耶和华啊我呼求你,ye'he'hua'a'wo'hu'qiu'ni
耶和华啊这要到几时呢,ye'he'hua'a'zhe'yao'dao'ji'shi'ne
耶和华必收纳我的祷告,ye'he'hua'bi'shou'na'wo'de'dao'gao
耶和华必预备,ye'he'hua'bi'yu'bei
耶和华不算为有罪的,ye'he'hua'bu'suan'wei'you'zui'de
耶和华曾对我说,ye'he'hua'ceng'dui'wo'shuo
耶和华从天上观看,ye'he'hua'cong'tian'shang'guan'kan
