埃殆为病,ai'dai'wei'bing
古之道人,gu'zhi'dao'ren
古之道术有在于是者,gu'zhi'dao'shu'you'zai'yu'shi'zhe
古之道也,gu'zhi'dao'ye
古之得道者,gu'zhi'de'dao'zhe
故至德之世,gu'zhi'de'zhi'shi
故执德之谓纪,gu'zhi'de'zhi'wei'ji
古之君人者,gu'zhi'jun'ren'zhe
古之君天下,gu'zhi'jun'tian'xia
古之人,gu'zhi'ren
古之人乎,gu'zhi'ren'hu
古之人其备乎,gu'zhi'ren'qi'bei'hu
古之人外化而内不化,gu'zhi'ren'wai'hua'er'nei'bu'hua
古之人与其不可传也死矣,gu'zhi'ren'yu'qi'bu'ke'chuan'ye'si'yi
古之丧礼,gu'zhi'sang'li
古之所大也,gu'zhi'suo'da'ye
古之所谓道术者,gu'zhi'suo'wei'dao'shu'zhe
古之所谓得志者,gu'zhi'suo'wei'de'zhi'zhe
古之所谓隐士者,gu'zhi'suo'wei'yin'shi'zhe
故知天乐者,gu'zhi'tian'le'zhe
古之行身者,gu'zhi'xing'shen'zhe
故止也,gu'zhi'ye
古之有也,gu'zhi'you'ye
古之语大道者,gu'zhi'yu'da'dao'zhe
古之真人,gu'zhi'zhen'ren
古之治道者,gu'zhi'zhi'dao'zhe
故知止其所不知,gu'zhi'zhi'qi'suo'bu'zhi
古之至人,gu'zhi'zhi'ren
故逐于大盗,gu'zhu'yu'da'dao
古子君子,gu'zi'jun'zi
故自无适有以至于三,gu'zi'wu'shi'you'yi'zhi'yu'san
故足以动人,gu'zu'yi'dong'ren
故足之于地也践,gu'zu'zhi'yu'di'ye'jian
寡不道以欢成,gua'bu'dao'yi'huan'cheng
寡君之欲,gua'jun'zhi'yu
寡能备于天地之美,gua'neng'bei'yu'tian'di'zhi'mei
寡人不攫也,gua'ren'bu'jue'ye
寡人丑乎,gua'ren'chou'hu
寡人传国焉,gua'ren'chuan'guo'yan
寡人读书,gua'ren'du'shu
寡人恤焉若有亡也,gua'ren'xu'yan'ruo'you'wang'ye
寡人愿闻之,gua'ren'yuan'wen'zhi
寡人召而观之,gua'ren'zhao'er'guan'zhi
观动静之变,guan'dong'jing'zhi'bian
观古今之异,guan'gu'jin'zhi'yi
官事不治,guan'shi'bu'zhi
官施而不失其宜,guan'shi'er'bu'shi'qi'yi
官事果乎众宜,guan'shi'guo'hu'zhong'yi
观室者周于寝庙,guan'shi'zhe'zhou'yu'qin'miao
观天性形躯,guan'tian'xing'xing'qu
关尹老聃乎,guan'yin'lao'dan'hu
关尹老聃闻其风而悦之,guan'yin'lao'dan'wen'qi'feng'er'yue'zhi
关尹曰,guan'yin'yue
观于大海,guan'yu'da'hai
观于大山,guan'yu'da'shan
观于天地之谓也,guan'yu'tian'di'zhi'wei'ye
观于浊水而迷于清渊,guan'yu'zhuo'shui'er'mi'yu'qing'yuan
观者如市,guan'zhe'ru'shi
冠枝木之冠,guan'zhi'mu'zhi'guan
官治其职,guan'zhi'qi'zhi
官知止而神欲行,guan'zhi'zhi'er'shen'yu'xing
管仲有病,guan'zhong'you'bing
管仲御,guan'zhong'yu
管仲曰,guan'zhong'yue
广成子蹶然而起,guang'cheng'zi'jue'ran'er'qi
广成子南首而卧,guang'cheng'zi'nan'shou'er'wo
广成子曰,guang'cheng'zi'yue
广成子之谓天矣,guang'cheng'zi'zhi'wei'tian'yi
广广乎其无不容也,guang'guang'hu'qi'wu'bu'rong'ye
广莫之野,guang'mo'zhi'ye
光曜不得问,guang'yao'bu'de'wen
光曜问乎无有曰,guang'yao'wen'hu'wu'you'yue
光曜曰,guang'yao'yue
光矣而不耀,guang'yi'er'bu'yao
规不可以为圆,gui'bu'ke'yi'wei'yuan
龟长于蛇,gui'chang'yu'she
贵道几矣,gui'dao'ji'yi
归到鲁东门外,gui'dao'lu'dong'men'wai
鬼得而诛之,gui'de'er'zhu'zhi
鬼恶能伤公,gui'e'neng'shang'gong
贵富显严名利六者,gui'fu'xian'yan'ming'li'liu'zhe
规规然自失也,gui'gui'ran'zi'shi'ye
贵贱不在己,gui'jian'bu'zai'ji
贵贱履位,gui'jian'lv'wei
贵贱无义,gui'jian'wu'yi
贵贱有时,gui'jian'you'shi
贵贱有仪,gui'jian'you'yi
贵贱有义乎,gui'jian'you'yi'hu
贵贱之分,gui'jian'zhi'fen
归精神乎无始,gui'jing'shen'hu'wu'shi
桂可食,gui'ke'shi
贵人富商之家求禅傍者斩之,gui'ren'fu'shang'zhi'jia'qiu'chan'bang'zhe'zhan'zhi
鬼神不扰,gui'shen'bu'rao
鬼神将来舍,gui'shen'jiang'lai'she
诡衔窃辔,gui'xian'qie'pei
归休乎君,gui'xiu'hu'jun
归以告壶子,gui'yi'gao'hu'zi
归亦捧心而颦其里,gui'yi'peng'xin'er'pin'qi'li
贵在于我而不失于变,gui'zai'yu'wo'er'bu'shi'yu'bian
归则下之,gui'ze'xia'zhi
龟至,gui'zhi
鬼之一也,gui'zhi'yi'ye
跪坐以进之,gui'zuo'yi'jin'zhi
果败而反,guo'bai'er'fan
果保汝矣,guo'bao'ru'yi
果不乐邪,guo'bu'le'xie
果不足以德彼之情,guo'bu'zu'yi'de'bi'zhi'qing
国财并焉,guo'cai'bing'yan
过度益也,guo'du'yi'ye
果恶乎在,guo'e'hu'zai
过而弗悔,guo'er'fu'hui
裹饭而往食之,guo'fan'er'wang'shi'zhi
过扶摇之枝,guo'fu'yao'zhi'zhi
果瓜有理,guo'gua'you'li
过汉阴,guo'han'yin
过惠子之墓,guo'hui'zi'zhi'mu
国家昏乱,guo'jia'hun'luan
国爵并焉,guo'jue'bing'yan
郭内之田十亩,guo'nei'zhi'tian'shi'mu
国其有瘳乎,guo'qi'you'chou'hu
果且无彼是乎哉,guo'qie'wu'bi'shi'hu'zai
果且无成与亏乎哉,guo'qie'wu'cheng'yu'kui'hu'zai
果且有彼是乎哉,guo'qie'you'bi'shi'hu'zai
果且有成与亏乎哉,guo'qie'you'cheng'yu'kui'hu'zai
果孰是邪,guo'shu'shi'xie
国衰,guo'shuai
国为虚厉,guo'wei'xu'li
国无宰,guo'wu'zai
过也,guo'ye
果以恶骇天下,guo'yi'e'hai'tian'xia
裹以四时,guo'yi'si'shi
果有乐无有哉,guo'you'le'wu'you'zai
果有名实,guo'you'ming'shi
果有言邪,guo'you'yan'xie
过之而不守,guo'zhi'er'bu'shou
国之利器不可以示人,guo'zhi'li'qi'bu'ke'yi'shi'ren
还干蟹与蝌蚪,hai'gan'xie'yu'ke'dou
害民之始也,hai'min'zhi'shi'ye
骇溺于冯气,hai'ni'yu'feng'qi
海水震荡,hai'shui'zhen'dang
还以物与人,hai'yi'wu'yu'ren
海运则将徙于南冥,hai'yun'ze'jiang'xi'yu'nan'ming
含哺而熙,han'bu'er'xi
汗流至踵,han'liu'zhi'zhong
寒暑不时,han'shu'bu'shi
寒暑弗能害,han'shu'fu'neng'hai
寒暑之和不成,han'shu'zhi'he'bu'cheng
韩魏为铗,han'wei'wei'jia
韩魏相与争侵地,han'wei'xiang'yu'zheng'qin'di
韩之轻于天下亦远矣,han'zhi'qing'yu'tian'xia'yi'yuan'yi
好和而恶奸,hao'he'er'e'jian
豪杰相与笑之曰,hao'jie'xiang'yu'xiao'zhi'yue
好经大事,hao'jing'da'shi
好面誉人者,hao'mian'yu'ren'zhe
号天而哭之,hao'tian'er'ku'zhi
好恶者,hao'wu'zhe
号物之数谓之万,hao'wu'zhi'shu'wei'zhi'wan
好言人之恶,hao'yan'ren'zhi'e
号曰,hao'yue
嚎者,hao'zhe
好之不厌,hao'zhi'bu'yan
河伯曰,he'bo'yue
何不号于国中曰,he'bu'hao'yu'guo'zhong'yue
何不虑以为大樽,he'bu'lv'yi'wei'da'zun
何不树之于无何有之乡,he'bu'shu'zhi'yu'wu'he'you'zhi'xiang
何不为乎,he'bu'wei'hu
盍不为行,he'bu'wei'xing
阖不亦问是已,he'bu'yi'wen'shi'yi
和不欲出,he'bu'yu'chu
纥草饮水,he'cao'yin'shui
曷尝不法圣人哉,he'chang'bu'fa'sheng'ren'zai
曷尝出乎众哉,he'chang'chu'hu'zhong'zai
阖尝舍之,he'chang'she'zhi
何处何服则安道,he'chu'he'fu'ze'an'dao
何从何道则得道,he'cong'he'dao'ze'de'dao
何从至此哉,he'cong'zhi'ci'zai
何得车之多也,he'de'che'zhi'duo'ye
和而不唱,he'er'bu'chang
合而成体,he'er'cheng'ti
何夫子之娱也,he'fu'zi'zhi'yu'ye
合冈吊闻之,he'gang'diao'wen'zhi
何故若是,he'gu'ruo'shi
何故也,he'gu'ye
何贵何贱,he'gui'he'jian
河汉冱而不能寒,he'han'hu'er'bu'neng'han
赫赫发乎地,he'he'fa'hu'di
阖胡尝视其良,he'hu'chang'shi'qi'liang
合乎大同,he'hu'da'tong
合乎德,he'hu'de
阖户昼瞑,he'hu'zhou'ming
合喙鸣,he'hui'ming
鹤胫虽长,he'jing'sui'chang
鹤颈有所节,he'jing'you'suo'jie
何居乎,he'ju'hu
何可胜言,he'ke'sheng'yan
何可易邪,he'ke'yi'xie
何苦也,he'ku'ye
合譬饰辞聚众也,he'pi'shi'ci'ju'zhong'ye
合其德,he'qi'de
何其偏也,he'qi'pian'ye
何其无特操与,he'qi'wu'te'cao'yu
何其下邪,he'qi'xia'xie
合气于漠,he'qi'yu'mo
何其愈甚邪,he'qi'yu'shen'xie
何其愈下邪,he'qi'yu'xia'xie
何如德之衰也,he'ru'de'zhi'shuai'ye
河润九里,he'run'jiu'li
河上有家贫,he'shang'you'jia'pin
何少何多,he'shao'he'duo
何适而无有道邪,he'shi'er'wu'you'dao'xie
合十姓百名而以为风俗也,he'shi'xing'bai'ming'er'yi'wei'feng'su'ye
何术之有,he'shu'zhi'you
何思何虑则知道,he'si'he'lv'ze'zhi'dao
阖四境之内,he'si'jing'zhi'nei
和天下,he'tian'xia
合同异,he'tong'yi
何为不仁,he'wei'bu'ren
何谓才全,he'wei'cai'quan
何谓朝三,he'wei'chao'san
何谓道,he'wei'dao
何谓德不形,he'wei'de'bu'xing
何为而不得,he'wei'er'bu'de
何谓和之以天倪,he'wei'he'zhi'yi'tian'ni
何为乎,he'wei'hu
何谓丘里之言,he'wei'qiu'li'zhi'yan
何谓人,he'wei'ren
何谓仁义,he'wei'ren'yi
何谓人与天一邪,he'wei'ren'yu'tian'yi'xie
何谓少乎,he'wei'shao'hu
何谓始乎故,he'wei'shi'hu'gu
何谓天,he'wei'tian
何谓无始而非卒,he'wei'wu'shi'er'fei'zu
何谓无受人益难,he'wei'wu'shou'ren'yi'nan
何谓邪,he'wei'xie
何谓也,he'wei'ye
何谓真人,he'wei'zhen'ren
何谓中德,he'wei'zhong'de
何谓坐忘,he'wei'zuo'wang
何问之不豫也,he'wen'zhi'bu'yu'ye
和喜怒之节,he'xi'nu'zhi'jie
何暇至乎人贵人贱哉,he'xia'zhi'hu'ren'gui'ren'jian'zai
何暇至于暴人之所行,he'xia'zhi'yu'bao'ren'zhi'suo'xing
何暇至于悦生而恶死,he'xia'zhi'yu'yue'sheng'er'wu'si
何先生之惫邪,he'xian'sheng'zhi'bei'xie
何相孰也,he'xiang'shu'ye
何邪,he'xie
赫胥氏,he'xu'shi
何言邪,he'yan'xie
何言哉,he'yan'zai
何也,he'ye
和也,he'ye
河也有损焉,he'ye'you'sun'yan
何以加此,he'yi'jia'ci
和以天倪,he'yi'tian'ni
何以谓之人,he'yi'wei'zhi'ren
合异以为同,he'yi'yi'wei'tong
何以知其然邪,he'yi'zhi'qi'ran'xie
何与,he'yu
合于桑林之舞,he'yu'sang'lin'zhi'wu
合于天伦,he'yu'tian'lun
何哉,he'zai
合则成体,he'ze'cheng'ti
合则离,he'ze'li
喝者反冬乎冷风,he'zhe'fan'dong'hu'leng'feng
和之以天倪,he'zhi'yi'tian'ni
纥之则啼,he'zhi'ze'ti
和之至也,he'zhi'zhi'ye
何作为报也,he'zuo'wei'bao'ye
黑白之朴,hei'bai'zhi'pu
横说胡子则以诗书礼乐,heng'shuo'hu'zi'ze'yi'shi'shu'li'yue
横行天下,heng'xing'tian'xia
宏大而辟,hong'da'er'pi
鸿蒙方将拊髀雀跃而游,hong'meng'fang'jiang'fu'bi'que'yue'er'you
鸿蒙拊髀雀跃不辍,hong'meng'fu'bi'que'yue'bu'chuo
鸿蒙拊髀雀跃掉头曰,hong'meng'fu'bi'que'yue'diao'tou'yue
鸿蒙仰而视云将曰,hong'meng'yang'er'shi'yun'jiang'yue
鸿蒙曰,hong'meng'yue
后仕,hou'shi
后世绝灭,hou'shi'jue'mie
后世其人与人相食与,hou'shi'qi'ren'yu'ren'xiang'shi'yu
后世之乱,hou'shi'zhi'luan
后世之学者,hou'shi'zhi'xue'zhe
侯王之佐与,hou'wang'zhi'zuo'yu
后之伐桀也谋乎我,hou'zhi'fa'jie'ye'mou'hu'wo
后之为人也,hou'zhi'wei'ren'ye
后之以发,hou'zhi'yi'fa
后重前轻,hou'zhong'qian'qing
胡不仕乎,hu'bu'shi'hu
胡不直使彼以死生为一条,hu'bu'zhi'shi'bi'yi'si'sheng'wei'yi'tiao
蝴蝶胥也,hu'die'xu'ye
蝴蝶之梦为周与,hu'die'zhi'meng'wei'zhou'yu
忽乎何适,hu'hu'he'shi
忽乎芒乎,hu'hu'mang'hu
惚乎若亡,hu'hu'ruo'wang
胡可得而必乎哉,hu'ke'de'er'bi'hu'zai
虎狼,hu'lang
惚漠无形,hu'mo'wu'xing
户内之烦壤,hu'nei'zhi'fan'rang
忽然而已,hu'ran'er'yi
忽然无异骐骥之驰过隙也,hu'ran'wu'yi'qi'ji'zhi'chi'guo'xi'ye
呼我马也而谓之马,hu'wo'ma'ye'er'wei'zhi'ma
虎之与人异类,hu'zhi'yu'ren'yi'lei
壶子曰,hu'zi'yue
化贷万物而民弗恃,hua'dai'wan'wu'er'min'fu'shi
画地而趋,hua'di'er'qu
化而为虫,hua'er'wei'chong
化而为鸟,hua'er'wei'niao
华封人曰,hua'feng'ren'yue
化其万物而不知其禅之者,hua'qi'wan'wu'er'bu'zhi'qi'chan'zhi'zhe
砉然响然,hua'ran'xiang'ran
化声之相待,hua'sheng'zhi'xiang'dai
化育万物,hua'yu'wan'wu
滑欲于俗思,hua'yu'yu'su'si
化则无常也,hua'ze'wu'chang'ye
华子闻而丑之,hua'zi'wen'er'chou'zhi
环堵之室,huan'du'zhi'shi
桓公读书于堂上,huan'gong'du'shu'yu'tang'shang
桓公说之,huan'gong'shuo'zhi
桓公田于泽,huan'gong'tian'yu'ze
桓公问之曰,huan'gong'wen'zhi'yue
桓公曰,huan'gong'yue
桓公振然而笑曰,huan'gong'zhen'ran'er'xiao'yue
缓急相摩,huan'ji'xiang'mo
缓佩袂者事至而断,huan'pei'mei'zhe'shi'zhi'er'duan
患其无用,huan'qi'wu'yong
桓团公孙龙辩者之徒,huan'tuan'gong'sun'long'bian'zhe'zhi'tu
还乡而立,huan'xiang'er'li
黄帝得之,huang'di'de'zhi
黄帝将见大槐乎具茨之山,huang'di'jiang'jian'da'huai'hu'ju'ci'zhi'shan
黄帝立为天子十九年,huang'di'li'wei'tian'zi'shi'jiu'nian
黄帝尚不能全德,huang'di'shang'bu'neng'quan'de
黄帝顺下风,huang'di'shun'xia'feng
黄帝退,huang'di'tui
黄帝游乎赤水之北,huang'di'you'hu'chi'shui'zhi'bei
皇帝又问,huang'di'you'wen
黄帝有咸池,huang'di'you'xian'chi
黄帝曰,huang'di'yue
黄帝再拜稽首,huang'di'zai'bai'qi'shou
黄帝再拜稽首曰,huang'di'zai'bai'qi'shou'yue
黄帝之圃,huang'di'zhi'pu
黄帝之无其知,huang'di'zhi'wu'qi'zhi
黄帝之治天下,huang'di'zhi'zhi'tian'xia
皇华,huang'hua
黄马骊牛三,huang'ma'li'niu'san
荒唐之言,huang'tang'zhi'yan
黄祝生乎九猷,huang'zhu'sheng'hu'jiu'you
皇子曰,huang'zi'yue
回不愿仕,hui'bu'yuan'shi
回尝闻之夫子曰,hui'chang'wen'zhi'fu'zi'yue
回尝闻诸夫子曰,hui'chang'wen'zhu'fu'zi'yue
挥斥八极,hui'chi'ba'ji
会撮指天,hui'cuo'zhi'tian
毁道德以为仁义,hui'dao'de'yi'wei'ren'yi
回东之齐,hui'dong'zhi'qi
回敢问其游,hui'gan'wen'qi'you
惠蛄不知春秋,hui'gu'bu'zhi'chun'qiu
毁古之礼乐,hui'gu'zhi'li'le
恢诡谲怪,hui'gui'jue'guai
恢恢乎其于游刃必有余地矣,hui'hui'hu'qi'yu'you'ren'bi'you'yu'di'yi
毁回之家贫,hui'hui'zhi'jia'pin
毁绝钩绳,hui'jue'gou'sheng
喙鸣合,hui'ming'he
惠施不辞而应,hui'shi'bu'ci'er'ying
惠施不能以此自宁,hui'shi'bu'neng'yi'ci'zi'ning
惠施多方,hui'shi'duo'fang
惠施日以其知与人之辩,hui'shi'ri'yi'qi'zhi'yu'ren'zhi'bian
惠施雄而无术,hui'shi'xiong'er'wu'shu
惠施以此为大观于天下而晓辩者,hui'shi'yi'ci'wei'da'guan'yu'tian'xia'er'xiao'bian'zhe
惠施之才,hui'shi'zhi'cai
回忘礼乐矣,hui'wang'li'yue'yi
回忘仁义矣,hui'wang'ren'yi'yi
会闻卫君,hui'wen'wei'jun
毁也,hui'ye
回壹怪之,hui'yi'guai'zhi
惠以欢为骜,hui'yi'huan'wei'ao
回亦言道也,hui'yi'yan'dao'ye
回益矣,hui'yi'yi
回有郭外之田五十亩,hui'you'guo'wai'zhi'tian'wu'shi'mu
毁誉饥渴寒暑,hui'yu'ji'ke'han'shu
会于仁而不恃,hui'yu'ren'er'bu'shi
回曰,hui'yue
回之未始得使,hui'zhi'wei'shi'dei'shi
回之意,hui'zhi'yi
徽之以天,hui'zhi'yi'tian
惠子吊之,hui'zi'diao'zhi
惠子见,hui'zi'jian
惠子谓庄子曰,hui'zi'wei'zhuang'zi'yue
惠子闻之,hui'zi'wen'zhi
惠子相梁,hui'zi'xiang'liang
惠子曰,hui'zi'yue
惠子之据梧也,hui'zi'zhi'ju'wu'ye
回坐忘矣,hui'zuo'wang'yi
混沌不得成,hun'dun'bu'de'cheng
浑沌待之甚善,hun'dun'dai'zhi'shen'shan
浑浑沌沌,hun'hun'dun'dun
昏昏默默,hun'hun'mo'mo
魂魄将往,hun'po'jiang'wang
昏然若亡而存,hun'ran'ruo'wang'er'cun
或不免与并辟光,huo'bu'mian'yu'bing'pi'guang
火不热,huo'bu're
或不足于数,huo'bu'zu'yu'shu
货财弗争,huo'cai'fu'zheng
货财聚然后睹所争,huo'cai'ju'ran'hou'du'suo'zheng
货财也,huo'cai'ye
火驰而不顾,huo'chi'er'bu'gu
火传也,huo'chuan'ye
祸福溷溷,huo'fu'hun'hun
火弗能热,huo'fu'neng're
祸福寿夭,huo'fu'shou'yao
祸福无有,huo'fu'wu'you
祸福相生,huo'fu'xiang'sheng
或鼓琴,huo'gu'qin
惑故愚,huo'gu'yu
祸及止虫,huo'ji'zhi'chong
祸莫大焉,huo'mo'da'yan
或聘于庄子,huo'pin'yu'zhuang'zi
或使莫为,huo'shi'mo'wei
或使则实,huo'shi'ze'shi
或谓惠子曰,huo'wei'hui'zi'yue
或为之纪而莫见其形,huo'wei'zhi'ji'er'mo'jian'qi'xing
或谓之荣,huo'wei'zhi'rong
或谓之生,huo'wei'zhi'sheng
或谓之实,huo'wei'zhi'shi
或谓之死,huo'wei'zhi'si
祸亦不至,huo'yi'bu'zhi
或以封,huo'yi'feng
火与日,huo'yu'ri
或曰,huo'yue
或者若鲁遽者邪,huo'zhe'ruo'lu'ju'zhe'xie
惑者少也,huo'zhe'shao'ye
惑者胜也,huo'zhe'sheng'ye
祸之长也兹萃,huo'zhi'chang'ye'zi'cui
或之使,huo'zhi'shi
祸重乎地,huo'zhong'hu'di
藉白茅,ji'bai'mao
及奔逸绝尘而回瞠若乎后者,ji'ben'yi'jue'chen'er'hui'cheng'ruo'hu'hou'zhe
几不免虎口哉,ji'bu'mian'hu'kou'zai
季彻局局然笑曰,ji'che'ju'ju'ran'xiao'yue
季彻曰,ji'che'yue
冀得其来之泽,ji'de'qi'lai'zhi'ze
冀得为其后世,ji'de'wei'qi'hou'shi
既雕既琢,ji'diao'ji'zhuo
己独取后,ji'du'qu'hou
己独曲全,ji'du'qu'quan
己独去虚,ji'du'qu'xu
既而有生,ji'er'you'sheng
积伐而美者以犯之,ji'fa'er'mei'zhe'yi'fan'zhi
既犯患若是矣,ji'fan'huan'ruo'shi'yi
肌肤若冰雪,ji'fu'ruo'bing'xue
藉夫子者无禁,ji'fu'zi'zhe'wu'jin
鸡狗之音相闻,ji'gou'zhi'yin'xiang'wen
几何侥幸而不丧人之国乎,ji'he'jiao'xing'er'bu'sang'ren'zhi'guo'hu
技盍至乎此乎,ji'he'zhi'hu'ci'hu
几乎后言夫兼爱,ji'hu'hou'yan'fu'jian'ai
暨乎门,ji'hu'men
寂乎若清,ji'hu'ruo'qing
及期年也,ji'ji'nian'ye
汲汲然唯恐其似己也,ji'ji'ran'wei'kong'qi'si'ji'ye
技兼于事,ji'jian'yu'shi
及将军兼此三者,ji'jiang'jun'jian'ci'san'zhe
即将疏戚无伦,ji'jiang'shu'qi'wu'lun
技经肯綮之未尝,ji'jing'ken'qing'zhi'wei'chang
饥渴寒暑,ji'ke'han'shu
疾雷破山,ji'lei'po'shan
鸡鸣狗吠,ji'ming'gou'fei
期年而不得鱼,ji'nian'er'bu'de'yu
及其得柘棘枳枸之间也,ji'qi'de'zhe'ji'zhi'gou'zhi'jian'ye
计其患,ji'qi'huan
及其患至,ji'qi'huan'zhi
及其牵而入于太庙,ji'qi'qian'er'ru'yu'tai'miao
及其已陈也,ji'qi'yi'chen'ye
及其有睫也而内视,ji'qi'you'jie'ye'er'nei'shi
及其至于王所,ji'qi'zhi'yu'wang'suo
几且伪哉,ji'qie'wei'zai
鲫蛆甘带,ji'qu'gan'dai
亟去走归,ji'qu'zou'gui
畸人者,ji'ren'zhe
计人之所知,ji'ren'zhi'suo'zhi
鸡三足,ji'san'zu
及神农黄帝始为天下,ji'shen'nong'huang'di'shi'wei'tian'xia
纪省子为王养斗鸡,ji'sheng'zi'wei'wang'yang'dou'ji
既使我与若辩矣,ji'shi'wo'yu'ruo'bian'yi
既受食于天,ji'shou'shi'yu'tian
几死,ji'si
计四海之在天地之间也,ji'si'hai'zhi'zai'tian'di'zhi'jian'ye
鸡虽有鸣者,ji'sui'you'ming'zhe
纪他,ji'ta
纪他闻之,ji'ta'wen'zhi
及唐虞始为天下,ji'tang'yu'shi'wei'tian'xia
几天与之也,ji'tian'yu'zhi'ye
既同乎我矣,ji'tong'hu'wo'yi
既同乎我与若矣,ji'tong'hu'wo'yu'ruo'yi
及屠羊说,ji'tu'yang'shuo
藉外论之,ji'wai'lun'zhi
齑万物而不为戾,ji'wan'wu'er'bu'wei'li
齑万物而不为义,ji'wan'wu'er'bu'wei'yi
既为秋柏之实矣,ji'wei'qiu'bai'zhi'shi'yi
及为无有矣,ji'wei'wu'you'yi
既谓之人,ji'wei'zhi'ren
极物而已,ji'wu'er'yi
极物之真,ji'wu'zhi'zhen
激西江之水而迎子,ji'xi'jiang'zhi'shui'er'ying'zi
吉祥止止,ji'xiang'zhi'zhi
机心存于胸中,ji'xin'cun'yu'xiong'zhong
技也,ji'ye
忌也出走,ji'ye'chu'zou
几矣,ji'yi
既已告矣,ji'yi'gao'yi
鸡已乎,ji'yi'hu
既异乎我与若矣,ji'yi'hu'wo'yu'ruo'yi
既已为一矣,ji'yi'wei'yi'yi
既已谓之一矣,ji'yi'wei'zhi'yi'yi
既已县矣,ji'yi'xian'yi
既以与人己愈有,ji'yi'yu'ren'ji'yu'you
既已知吾知之而问我,ji'yi'zhi'wu'zhi'zhi'er'wen'wo
鸡臃也,ji'yong'ye
系于末度,ji'yu'mo'du
畸于人而侔于天,ji'yu'ren'er'mou'yu'tian
既与若同矣,ji'yu'ruo'tong'yi
稽于圣人,ji'yu'sheng'ren
急与之期而观其信,ji'yu'zhi'qi'er'guan'qi'xin
记曰,ji'yue
几在乎无耻而信,ji'zai'hu'wu'chi'er'xin
疾则苦而不入,ji'ze'ku'er'bu'ru
激者,ji'zhe
寄者也,ji'zhe'ye
季真之莫为,ji'zhen'zhi'mo'wei
寄之,ji'zhi
及至伯乐曰,ji'zhi'bo'le'yue
际之不际也,ji'zhi'bu'ji'ye
饥之渴之,ji'zhi'ke'zhi
计之利,ji'zhi'li
稷之马将败,ji'zhi'ma'jiang'bai
及至圣人,ji'zhi'sheng'ren
鸡之与鸡,ji'zhi'yu'ji
计中国之在海内,ji'zhong'guo'zhi'zai'hai'nei
箕子狂,ji'zi'kuang
季子闻而耻之,ji'zi'wen'er'chi'zhi
计子之德,ji'zi'zhi'de
疾走不休,ji'zou'bu'xiu
疾走归,ji'zou'gui
疾走料虎头,ji'zou'liao'hu'tou
假道于仁,jia'dao'yu'ren
加富二等,jia'fu'er'deng
家贫居卑,jia'pin'ju'bei
加汝肩尻乎雕俎之上,jia'ru'jian'kao'hu'diao'zu'zhi'shang
嘉孺子而哀妇人,jia'ru'zi'er'ai'fu'ren
甲氏也,jia'shi'ye
假于异物,jia'yu'yi'wu
兼爱无私,jian'ai'wu'si
见百岁骷髅,jian'bai'sui'ku'lou
坚闭门而不出,jian'bi'men'er'bu'chu
见大木,jian'da'mu
见大木焉,jian'da'mu'yan
见弹而求枭炙,jian'dan'er'qiu'xiao'zhi
见得而忘其形,jian'de'er'wang'qi'xing
见独而后能无古今,jian'du'er'hou'neng'wu'gu'jin
贱而不可不任者,jian'er'bu'ke'bu'ren'zhe
见而非也,jian'er'fei'ye
简发而栉,jian'fa'er'zhi
见夫子万乘不分庭抗礼,jian'fu'zi'wan'sheng'bu'fen'ting'kang'li
肩高于顶,jian'gao'yu'ding
肩高于项,jian'gao'yu'xiang
见功多者,jian'gong'duo'zhe
见佝偻者承蜩,jian'gou'lou'zhe'cheng'tiao
见辜人焉,jian'gu'ren'yan
见鬼焉,jian'gui'yan
见过不更,jian'guo'bu'geng
监河侯曰,jian'he'hou'yue
兼怀万物,jian'huai'wan'wu
见黄帝而问焉,jian'huang'di'er'wen'yan
见空骷髅,jian'kong'ku'lou
见利而忘其真,jian'li'er'wang'qi'zhen
见利轻亡其身,jian'li'qing'wang'qi'shen
见栎社树,jian'li'she'shu
见良人黑色而髯,jian'liang'ren'hei'se'er'ran
见卵而求时夜,jian'luan'er'qiu'shi'ye
鉴明则尘垢不止,jian'ming'ze'chen'gou'bu'zhi
见其鬼,jian'qi'gui
减其情,jian'qi'qing
见其所知而喜,jian'qi'suo'zhi'er'xi
见巧乎王,jian'qiao'hu'wang
兼人之土地,jian'ren'zhi'tu'di
蹇裳攫步,jian'shang'jue'bu
见湿灰焉,jian'shi'hui'yan
剑士夹门而客三千余人,jian'shi'jia'men'er'ke'san'qian'yu'ren
剑士皆服毙其处也,jian'shi'jie'fu'bi'qi'chu'ye
剑事已毕奏矣,jian'shi'yi'bi'zou'yi
见似人者而喜矣,jian'si'ren'zhe'er'xi'yi
见所尝见于国中者喜,jian'suo'chang'jian'yu'guo'zhong'zhe'xi
见太子曰,jian'tai'zi'yue
见王不拜,jian'wang'bu'bai
兼忘天下难,jian'wang'tian'xia'nan
兼忘天下易,jian'wang'tian'xia'yi
见侮不辱,jian'wu'bu'ru
肩吾得之,jian'wu'de'zhi
肩吾见狂接舆,jian'wu'jian'kuang'jie'yu
肩吾问于连叔曰,jian'wu'wen'yu'lian'shu'yue
肩吾问于孙叔敖曰,jian'wu'wen'yu'sun'shu'ao'yue
肩吾曰,jian'wu'yue
见贤不尊,jian'xian'bu'zun
见贤人若此其肃也,jian'xian'ren'ruo'ci'qi'su'ye
