曾几何时,ceng'ji'he'shi
赵四将军,zhao'si'jiang'jun
照天蜡烛,zhao'tian'la'zhu
招亡纳叛,zhao'wang'na'pan
昭威耀武,zhao'wei'yao'wu
招贤礼士,zhao'xian'li'shi
招贤纳士,zhao'xian'na'shi
招贤下士,zhao'xian'xia'shi
招降纳附,zhao'xiang'na'fu
招降纳款,zhao'xiang'na'kuan
招降纳叛,zhao'xiang'na'pan
招降纳顺,zhao'xiang'na'shun
爪牙之将,zhao'ya'zhi'jiang
爪牙之士,zhao'ya'zhi'shi
招摇过市,zhao'yao'guo'shi
照妖镜,zhao'yao'jing
招摇撞骗,zhao'yao'zhuang'pian
照萤映雪,zhao'ying'ying'xue
招灾揽祸,zhao'zai'lan'huo
招灾惹祸,zhao'zai're'huo
兆载永劫,zhao'zai'yong'jie
照章办事,zhao'zhang'ban'shi
棹棹轧轧,zhao'zhao'ya'ya
昭昭在目,zhao'zhao'zai'mu
昭昭之明,zhao'zhao'zhi'ming
昭昭之宇,zhao'zhao'zhi'yu
招之不来,zhao'zhi'bu'lai
招之不来麾之不去,zhao'zhi'bu'lai'hui'zhi'bu'qu
召之即来,zhao'zhi'ji'lai
招之即来,zhao'zhi'ji'lai
召之即来挥之即去,zhao'zhi'ji'lai'hui'zhi'ji'qu
招之即来挥之即去,zhao'zhi'ji'lai'hui'zhi'ji'qu
折臂三公,zhe'bi'san'gong
折长补短,zhe'chang'bu'duan
折冲将军,zhe'chong'jiang'jun
折冲口舌之间,zhe'chong'kou'she'zhi'jian
折冲千里,zhe'chong'qian'li
折冲万里,zhe'chong'wan'li
折冲厌难,zhe'chong'yan'nan
折冲御侮,zhe'chong'yu'wu
折冲之臣,zhe'chong'zhi'chen
折冲尊俎,zhe'chong'zun'zu
折冲樽俎,zhe'chong'zun'zu
遮地盖天,zhe'di'gai'tian
遮地漫天,zhe'di'man'tian
折鼎覆餗,zhe'ding'fu'su
折而族之,zhe'er'zu'zhi
遮风挡雨,zhe'feng'dang'yu
辄鲋之急,zhe'fu'zhi'ji
辙鲋之急,zhe'fu'zhi'ji
折槁振落,zhe'gao'zhen'luo
折桂攀蟾,zhe'gui'pan'chan
辙涸羁臣,zhe'he'ji'chen
辙环天下,zhe'huan'tian'xia
折戟沉沙,zhe'ji'chen'sha
着屐登山,zhe'ji'deng'shan
折笄之杖,zhe'ji'zhi'zhang
折简相召,zhe'jian'xiang'zhao
折胶堕指,zhe'jiao'duo'zhi
折角之口,zhe'jiao'zhi'kou
折节待士,zhe'jie'dai'shi
折节读书,zhe'jie'du'shu
折节礼士,zhe'jie'li'shi
折节下谋士,zhe'jie'xia'mou'shi
折节下士,zhe'jie'xia'shi
折节下贤人,zhe'jie'xia'xian'ren
折节向学,zhe'jie'xiang'xue
折矩周规,zhe'ju'zhou'gui
遮空蔽日,zhe'kong'bi'ri
折柳攀花,zhe'liu'pan'hua
辙乱旂靡,zhe'luan'qi'mi
辙乱旗靡,zhe'luan'qi'mi
遮前掩后,zhe'qian'yan'hou
折券弃债,zhe'quan'qi'zhai
遮人耳目,zhe'ren'er'mu
哲人其萎,zhe'ren'qi'wei
遮人眼目,zhe'ren'yan'mu
折锐摧矜,zhe'rui'cui'jin
遮三瞒四,zhe'san'man'si
这山望见那山高,zhe'shan'wang'jian'na'shan'gao
这山望着那山高,zhe'shan'wang'zhe'na'shan'gao
折首不悔,zhe'shou'bu'hui
着书立说,zhe'shu'li'shuo
遮天蔽日,zhe'tian'bi'ri
遮天盖地,zhe'tian'gai'di
遮天盖日,zhe'tian'gai'ri
遮天迷地,zhe'tian'mi'di
遮天压地,zhe'tian'ya'di
遮天映日,zhe'tian'ying'ri
遮头安脚,zhe'tou'an'jiao
遮羞包丑,zhe'xiu'bao'chou
遮羞布,zhe'xiu'bu
遮掩耳目,zhe'yan'er'mu
折腰升斗,zhe'yao'sheng'dou
者也之乎,zhe'ye'zhi'hu
赭衣半道,zhe'yi'ban'dao
赭衣满道,zhe'yi'man'dao
赭衣塞路,zhe'yi'sai'lu
詟谀立懦,zhe'yu'li'nuo
讋谀立懦,zhe'yu'li'nuo
遮吒迦鸟,zhe'zha'jia'niao
遮咤迦鸟,zhe'zha'jia'niao
着帐郎君,zhe'zhang'lang'jun
者者谦谦,zhe'zhe'qian'qian
遮遮捂捂,zhe'zhe'wu'wu
遮遮掩掩,zhe'zhe'yan'yan
柘枝花帽,zhe'zhi'hua'mao
折足覆餗,zhe'zu'fu'su
辄作数日恶,zhe'zuo'shu'ri'e
振笔疾书,zhen'bi'ji'shu
振臂一呼,zhen'bi'yi'hu
振兵泽旅,zhen'bing'shi'lv
振兵释旅,zhen'bing'shi'lv
贞不絶俗,zhen'bu'jue'su
贞不绝俗,zhen'bu'jue'su
甄才品能,zhen'cai'pin'neng
真才实学,zhen'cai'shi'xue
珍藏密敛,zhen'cang'mi'lian
针插不进水泼不进,zhen'cha'bu'jin'shui'po'bu'jin
珍产淫货,zhen'chan'yin'huo
真刀真枪,zhen'dao'zhen'qiang
镇殿将军,zhen'dian'jiang'jun
枕典席文,zhen'dian'xi'wen
镇定自若,zhen'ding'zi'ruo
真独简贵,zhen'du'jian'gui
震耳欲聋,zhen'er'yu'long
甄烦就简,zhen'fan'jiu'jian
甄繁就简,zhen'fan'jiu'jian
枕方寝绳,zhen'fang'qin'sheng
振奋人心,zhen'fen'ren'xin
贞风亮节,zhen'feng'liang'jie
震风陵雨,zhen'feng'ling'yu
针锋相对,zhen'feng'xiang'dui
贞夫烈妇,zhen'fu'lie'fu
枕干而寝,zhen'gan'er'qin
枕干之雠,zhen'gan'zhi'chou
贞高绝俗,zhen'gao'jue'su
枕戈尝胆,zhen'ge'chang'dan
枕戈达旦,zhen'ge'da'dan
枕戈待旦,zhen'ge'dai'dan
枕戈待敌,zhen'ge'dai'di
枕戈待命,zhen'ge'dai'ming
枕戈汗马,zhen'ge'han'ma
枕戈击楫,zhen'ge'ji'ji
枕戈披甲,zhen'ge'pi'jia
枕戈泣血,zhen'ge'qi'xue
枕戈寝甲,zhen'ge'qin'jia
枕戈以待,zhen'ge'yi'dai
枕戈饮胆,zhen'ge'yin'dan
枕戈饮血,zhen'ge'yin'xue
枕戈剚刃,zhen'ge'zi'ren
枕戈坐甲,zhen'ge'zuo'jia
振古如兹,zhen'gu'ru'zi
震古烁今,zhen'gu'shuo'jin
震古铄今,zhen'gu'shuo'jin
贞观之理,zhen'guan'zhi'li
贞观之治,zhen'guan'zhi'zhi
箴规磨切,zhen'gui'mo'qie
振国之患,zhen'guo'zhi'huan
震撼寰宇,zhen'han'huan'yu
震撼人心,zhen'han'ren'xin
枕籍经史,zhen'ji'jing'shi
枕籍诗书,zhen'ji'shi'shu
真假难辨,zhen'jia'nan'bian
针尖不倒,zhen'jian'bu'dao
针尖对麦芒,zhen'jian'dui'mai'mang
贞节牌坊,zhen'jie'pai'fang
针芥相投,zhen'jie'xiang'tou
针芥之合,zhen'jie'zhi'he
针芥之契,zhen'jie'zhi'qi
针芥之投,zhen'jie'zhi'tou
真金不镀,zhen'jin'bu'du
真金不怕火,zhen'jin'bu'pa'huo
真金不怕火来烧,zhen'jin'bu'pa'huo'lai'shao
真金不怕火炼,zhen'jin'bu'pa'huo'lian
真金烈火,zhen'jin'lie'huo
振景拔迹,zhen'jing'ba'ji
枕经籍书,zhen'jing'ji'shu
真空地带,zhen'kong'di'dai
鍼口结舌,zhen'kou'jie'she
枕冷衾寒,zhen'leng'qin'han
振领提纲,zhen'ling'ti'gang
枕流漱石,zhen'liu'shu'shi
振聋发聩,zhen'long'fa'kui
震聋发聩,zhen'long'fa'kui
真龙活现,zhen'long'huo'xian
振聋启聩,zhen'long'qi'kui
真龙天子,zhen'long'tian'zi
珍楼宝屋,zhen'lou'bao'wu
振鹭充庭,zhen'lu'chong'ting
振鹭在庭,zhen'lu'zai'ting
振旅而归,zhen'lv'er'gui
阵马风樯,zhen'ma'feng'qiang
振民育德,zhen'min'yu'de
真命天子,zhen'ming'tian'zi
贞模圣表,zhen'mo'sheng'biao
轸念殊深,zhen'nian'shu'shen
赈贫贷乏,zhen'pin'dai'fa
振贫济乏,zhen'pin'ji'fa
赈贫济乏,zhen'pin'ji'fa
真凭实据,zhen'ping'shi'ju
甄奇录异,zhen'qi'lu'yi
甄奇録异,zhen'qi'lu'yi
真枪实弹,zhen'qiang'shi'dan
珍禽奇兽,zhen'qin'qi'shou
珍禽异兽,zhen'qin'yi'shou
真情实感,zhen'qing'shi'gan
真情实意,zhen'qing'shi'yi
赈穷济乏,zhen'qiong'ji'fa
振穷恤寡,zhen'qiong'xu'gua
振穷恤贫,zhen'qiong'xu'pin
振裘持领,zhen'qiu'chi'ling
枕麴藉糟,zhen'qu'ji'zao
枕曲藉糟,zhen'qu'jie'zao
枕麹藉糟,zhen'qu'jie'zao
真人不露相,zhen'ren'bu'lou'xiang
真人面前不说假,zhen'ren'mian'qian'bu'shuo'jia
真人面前不说假话,zhen'ren'mian'qian'bu'shuo'jia'hua
真人真事,zhen'ren'zhen'shi
镇日镇夜,zhen'ri'zhen'ye
枕山臂江,zhen'shan'bi'jiang
枕善而居,zhen'shan'er'ju
枕山负海,zhen'shan'fu'hai
枕山襟海,zhen'shan'jin'hai
枕山栖谷,zhen'shan'qi'gu
镇山太岁,zhen'shan'tai'sui
真山真水,zhen'shan'zhen'shui
震慑人心,zhen'she'ren'xin
镇神头势,zhen'shen'tou'shi
枕剩衾余,zhen'sheng'qin'yu
枕石寝绳,zhen'shi'qin'sheng
枕石漱流,zhen'shi'shou'liu
枕石嗽流,zhen'shi'sou'liu
真实无妄,zhen'shi'wu'wang
贞松劲柏,zhen'song'jing'bai
侦探小说,zhen'tan'xiao'shuo
侦探小説,zhen'tan'xiao'yue
震天动地,zhen'tian'dong'di
震天骇地,zhen'tian'hai'di
震天撼地,zhen'tian'han'di
震天铄地,zhen'tian'shuo'di
针头线脑,zhen'tou'xian'nao
针头线尾,zhen'tou'xian'wei
针头削铁,zhen'tou'xue'tie
珍味佳肴,zhen'wei'jia'yao
真伪莫辨,zhen'wei'mo'bian
真伪难辨,zhen'wei'nan'bian
臻微入妙,zhen'wei'ru'miao
枕稳衾温,zhen'wen'qin'wen
枕席过师,zhen'xi'guo'shi
枕席还师,zhen'xi'huan'shi
枕席未安,zhen'xi'wei'an
枕席之爱,zhen'xi'zhi'ai
枕席之欢,zhen'xi'zhi'huan
枕席之事,zhen'xi'zhi'shi
贞下起元,zhen'xia'qi'yuan
真相毕露,zhen'xiang'bi'lu
真相大白,zhen'xiang'da'bai
真心诚意,zhen'xin'cheng'yi
甄心动惧,zhen'xin'dong'ju
真心实意,zhen'xin'shi'yi
真心真意,zhen'xin'zhen'yi
振兴中华,zhen'xing'zhong'hua
真凶实犯,zhen'xiong'shi'fan
珍羞美味,zhen'xiu'mei'wei
珍馐美馔,zhen'xiu'mei'zhuan
枕岩漱流,zhen'yan'shu'liu
枕嵓漱流,zhen'yan'shu'liu
珍肴异馔,zhen'yao'yi'zhuan
振衣提领,zhen'yi'ti'ling
振衣濯足,zhen'yi'zhuo'zu
振缨公朝,zhen'ying'gong'chao
振缨王室,zhen'ying'wang'shi
振缨中朝,zhen'ying'zhong'chao
畛域之见,zhen'yu'zhi'jian
贞元朝士,zhen'yuan'chao'shi
贞元会合,zhen'yuan'hui'he
贞元旧谱,zhen'yuan'jiu'pu
真脏实犯,zhen'zang'shi'fan
真赃实犯,zhen'zang'shi'fan
真赃实证,zhen'zang'shi'zheng
真赃真贼,zhen'zang'zhen'zei
针针丛棘,zhen'zhen'cong'ji
臻臻簇簇,zhen'zhen'cu'cu
真真假假,zhen'zhen'jia'jia
榛榛狉狉,zhen'zhen'pi'pi
真真实实,zhen'zhen'shi'shi
振振有词,zhen'zhen'you'ci
振振有辞,zhen'zhen'you'ci
臻臻至至,zhen'zhen'zhi'zhi
真知卓见,zhen'zhi'zhuo'jian
真知灼见,zhen'zhi'zhuo'jian
枕中鸿宝,zhen'zhong'hong'bao
枕中鸿寳,zhen'zhong'hong'bao
枕中鸿寶,zhen'zhong'hong'bao
震主之威,zhen'zhu'zhi'wei
斟酌损益,zhen'zhuo'sun'yi
振作有为,zhen'zuo'you'wei
正本澄源,zheng'ben'cheng'yuan
整本大套,zheng'ben'da'tao
正本清源,zheng'ben'qing'yuan
正本溯源,zheng'ben'su'yuan
争长黄池,zheng'chang'huang'chi
争长竞短,zheng'chang'jing'duan
争长论短,zheng'chang'lun'duan
争长争短,zheng'chang'zheng'duan
政出多门,zheng'chu'duo'men
正大不阿,zheng'da'bu'e
正大高明,zheng'da'gao'ming
正大光明,zheng'da'guang'ming
正大堂煌,zheng'da'tang'huang
正大堂皇,zheng'da'tang'huang
正道坦途,zheng'dao'tan'tu
正道直行,zheng'dao'zhi'xing
正点背画,zheng'dian'bei'hua
争短论长,zheng'duan'lun'chang
整顿干坤,zheng'dun'gan'kun
整顿乾坤,zheng'dun'qian'kun
争多竞少,zheng'duo'jing'shao
争多论少,zheng'duo'lun'shao
正儿八经,zheng'er'ba'jing
正儿巴经,zheng'er'ba'jing
正法眼藏,zheng'fa'yan'cang
正法直度,zheng'fa'zhi'du
争分夺秒,zheng'fen'duo'miao
拯焚救溺,zheng'fen'jiu'ni
整纷剔蠹,zheng'fen'ti'du
争锋吃醋,zheng'feng'chi'cu
争风吃醋,zheng'feng'chi'cu
征风召雨,zheng'feng'zhao'yu
证父攘羊,zheng'fu'rang'yang
正复为奇,zheng'fu'wei'qi
整躬率物,zheng'gong'shuai'wu
郑公听履,zheng'gong'ting'lv
蒸骨验尸,zheng'gu'yan'shi
正冠李下,zheng'guan'li'xia
整冠纳履,zheng'guan'na'lv
正冠纳履,zheng'guan'na'lv
争光日月,zheng'guang'ri'yue
证龟成鳖,zheng'gui'cheng'bie
征贵征贱,zheng'gui'zheng'jian
郑国三良,zheng'guo'san'liang
争红斗紫,zheng'hong'dou'zi
政荒民弊,zheng'huang'min'bi
争鸡失羊,zheng'ji'shi'yang
正己守道,zheng'ji'shou'dao
郑家婢妾,zheng'jia'bi'qie
整甲缮兵,zheng'jia'shan'bing
郑家诗婢,zheng'jia'shi'bi
正谏不讳,zheng'jian'bu'hui
政简刑清,zheng'jian'xing'qing
症结所在,zheng'jie'suo'zai
正襟安坐,zheng'jin'an'zuo
争斤论两,zheng'jin'lun'liang
整襟危坐,zheng'jin'wei'zuo
正襟危坐,zheng'jin'wei'zuo
正经八摆,zheng'jing'ba'bai
正经八百,zheng'jing'ba'bai
正经八板,zheng'jing'ba'ban
正经八本,zheng'jing'ba'ben
整旧如新,zheng'jiu'ru'xin
证据确凿,zheng'ju'que'zao
整军饬武,zheng'jun'chi'wu
整军经武,zheng'jun'jing'wu
郑康成婢,zheng'kang'cheng'bi
正理平治,zheng'li'ping'zhi
征敛无度,zheng'lian'wu'du
征敛无期,zheng'lian'wu'qi
政令不一,zheng'ling'bu'yi
正龙拍虎,zheng'long'pai'hu
整篓洒油满地拣芝麻,zheng'lou'sa'you'man'di'jian'zhi'ma
整旅厉卒,zheng'lv'li'zu
争猫丢牛,zheng'mao'diu'niu
正名定分,zheng'ming'ding'fen
争名夺利,zheng'ming'duo'li
正明公道,zheng'ming'gong'dao
争名竞利,zheng'ming'jing'li
铮明瓦亮,zheng'ming'wa'liang
争名于朝争利于市,zheng'ming'yu'chao'zheng'li'yu'shi
征名责实,zheng'ming'ze'shi
徵名责实,zheng'ming'ze'shi
正名责实,zheng'ming'ze'shi
争名逐利,zheng'ming'zhu'li
睁目张须,zheng'mu'zhang'xu
正南巴北,zheng'nan'ba'bei
拯溺扶危,zheng'ni'fu'wei
拯溺救焚,zheng'ni'jiu'fen
整年累月,zheng'nian'lei'yue
狰狞可畏,zheng'ning'ke'wei
狰狞面孔,zheng'ning'mian'kong
狰狞面貌,zheng'ning'mian'mao
狰狞面目,zheng'ning'mian'mu
政庞土裂,zheng'pang'tu'lie
整瓶不摇半瓶摇,zheng'ping'bu'yao'ban'ping'yao
政平讼理,zheng'ping'song'li
政平讼息,zheng'ping'song'xi
争奇斗艳,zheng'qi'dou'yan
争奇斗异,zheng'qi'dou'yi
整齐划一,zheng'qi'hua'yi
整齐画一,zheng'qi'hua'yi
正气凛然,zheng'qi'lin'ran
正其谊不谋其利,zheng'qi'yi'bu'mou'qi'li
正气之歌,zheng'qi'zhi'ge
争前恐后,zheng'qian'kong'hou
郑虔三絶,zheng'qian'san'jue
郑虔三绝,zheng'qian'san'jue
争强斗狠,zheng'qiang'dou'hen
争强斗胜,zheng'qiang'dou'sheng
争强好胜,zheng'qiang'hao'sheng
争强显胜,zheng'qiang'xian'sheng
政清人和,zheng'qing'ren'he
政清狱简,zheng'qing'yu'jian
争权夺利,zheng'quan'duo'li
争权攘利,zheng'quan'rang'li
争权逐利,zheng'quan'zhu'li
正人君子,zheng'ren'jun'zi
郑人买履,zheng'ren'mai'lv
郑人实履,zheng'ren'shi'lv
正人先正己,zheng'ren'xian'zheng'ji
郑人争年,zheng'ren'zheng'nian
峥嵘崔嵬,zheng'rong'cui'wei
正容亢色,zheng'rong'kang'se
争荣夸耀,zheng'rong'kua'yao
峥嵘岁月,zheng'rong'sui'yue
峥嵘轩峻,zheng'rong'xuan'jun
正色敢言,zheng'se'gan'yan
正色立朝,zheng'se'li'chao
正色厉声,zheng'se'li'sheng
正色危言,zheng'se'wei'yan
正色直绳,zheng'se'zhi'sheng
正色直言,zheng'se'zhi'yan
蒸沙成饭,zheng'sha'cheng'fan
蒸沙为饭,zheng'sha'wei'fan
蒸沙作饭,zheng'sha'zuo'fan
正身明法,zheng'shen'ming'fa
正身清心,zheng'shen'qing'xin
正身率下,zheng'shen'shuai'xia
郑声乱雅,zheng'sheng'luan'ya
正声雅音,zheng'sheng'ya'yin
郑氏羣虎,zheng'shi'qun'hu
郑氏群虎,zheng'shi'qun'hu
正视绳行,zheng'shi'sheng'xing
郑氏丫环,zheng'shi'ya'huan
正始之音,zheng'shi'zhi'yin
争天抗俗,zheng'tian'kang'su
政通人和,zheng'tong'ren'he
挣头科脑,zheng'tou'ke'nao
正头娘子,zheng'tou'niang'zi
正头香主,zheng'tou'xiang'zhu
拯危扶溺,zheng'wei'fu'ni
拯危济困,zheng'wei'ji'kun
郑卫桑间,zheng'wei'sang'jian
郑卫之曲,zheng'wei'zhi'qu
郑卫之声,zheng'wei'zhi'sheng
郑卫之音,zheng'wei'zhi'yin
郑衞之音,zheng'wei'zhi'yin
郑五歇后,zheng'wu'xie'hou
争先恐后,zheng'xian'kong'hou
争先士卒,zheng'xian'shi'zu
正心诚意,zheng'xin'cheng'yi
郑玄家婢,zheng'xuan'jia'bi
正言不讳,zheng'yan'bu'hui
争妍斗奇,zheng'yan'dou'qi
争妍斗艳,zheng'yan'dou'yan
争妍竞艳,zheng'yan'jing'yan
正言厉色,zheng'yan'li'se
正颜厉色,zheng'yan'li'se
正言厉颜,zheng'yan'li'yan
正言若反,zheng'yan'ruo'fan
睁眼苫眉,zheng'yan'shan'mei
睁眼瞎子,zheng'yan'xia'zi
正言直谏,zheng'yan'zhi'jian
政以贿成,zheng'yi'hui'cheng
争一口气,zheng'yi'kou'qi
整衣敛容,zheng'yi'lian'rong
正义凛然,zheng'yi'lin'ran
整衣危坐,zheng'yi'wei'zuo
正义之师,zheng'yi'zhi'shi
睁一只眼闭一只眼,zheng'yi'zhi'yan'bi'yi'zhi'yan
政由己出,zheng'you'ji'chu
徵羽之操,zheng'yu'zhi'cao
争长相雄,zheng'zhang'xiang'xiong
郑昭宋聋,zheng'zhao'song'long
铮铮不屈,zheng'zheng'bu'qu
正正当当,zheng'zheng'dang'dang
铮铮佼佼,zheng'zheng'jiao'jiao
整整截截,zheng'zheng'jie'jie
正正经经,zheng'zheng'jing'jing
整整齐齐,zheng'zheng'qi'qi
正正气气,zheng'zheng'qi'qi
蒸蒸日进,zheng'zheng'ri'jin
蒸蒸日上,zheng'zheng'ri'shang
蒸蒸日盛,zheng'zheng'ri'sheng
正正堂堂,zheng'zheng'tang'tang
铮铮铁骨,zheng'zheng'tie'gu
铮铮铁汉,zheng'zheng'tie'han
铮铮有声,zheng'zheng'you'sheng
正正之旗,zheng'zheng'zhi'qi
正直公平,zheng'zhi'gong'ping
正直无阿,zheng'zhi'wu'a
正直无私,zheng'zhi'wu'si
正直无邪,zheng'zhi'wu'xie
睁只眼闭只眼,zheng'zhi'yan'bi'zhi'yan
正枝正叶,zheng'zhi'zheng'ye
正中己怀,zheng'zhong'ji'huai
郑重其辞,zheng'zhong'qi'ci
正中其怀,zheng'zhong'qi'huai
郑重其事,zheng'zhong'qi'shi
正中下怀,zheng'zhong'xia'huai
整装待发,zheng'zhuang'dai'fa
郑庄好客,zheng'zhuang'hao'ke
治阿之宰,zhi'a'zhi'zai
芝艾并焚,zhi'ai'bing'fen
芝艾共焚,zhi'ai'gong'fen
芝艾俱焚,zhi'ai'ju'fen
芝艾俱尽,zhi'ai'ju'jin
窒碍难行,zhi'ai'nan'xing
芝艾同焚,zhi'ai'tong'fen
知安忘危,zhi'an'wang'wei
知白守黑,zhi'bai'shou'hei
织白守黑,zhi'bai'shou'hei
知白守辱,zhi'bai'shou'ru
直百五铢,zhi'bai'wu'zhu
止谤莫如自修,zhi'bang'mo'ru'zi'xiu
止谤莫若自修,zhi'bang'mo'ruo'zi'xiu
纸包不住火,zhi'bao'bu'zhu'huo
止暴禁非,zhi'bao'jin'fei
纸笔喉舌,zhi'bi'hou'she
栉比鳞差,zhi'bi'lin'ci
栉比鳞次,zhi'bi'lin'ci
栉比鳞臻,zhi'bi'lin'zhen
知必言言必尽,zhi'bi'yan'yan'bi'jin
知彼知己,zhi'bi'zhi'ji
直笔之史,zhi'bi'zhi'shi
执鞭随蹬,zhi'bian'sui'deng
执鞭随镫,zhi'bian'sui'deng
执鞭坠蹬,zhi'bian'zhui'deng
执鞭坠镫,zhi'bian'zhui'deng
治标不治本,zhi'biao'bu'zhi'ben
知表不知里,zhi'biao'bu'zhi'li
枝别条异,zhi'bie'tiao'yi
治病救人,zhi'bing'jiu'ren
炙冰使燥,zhi'bing'shi'zao
治兵以信,zhi'bing'yi'xin
治兵振旅,zhi'bing'zhen'lv
直镈蒙璆,zhi'bo'meng'qiu
直不笼统,zhi'bu'long'tong
指不胜偻,zhi'bu'sheng'lv
指不胜屈,zhi'bu'sheng'qu
指不胜数,zhi'bu'sheng'shu
治不忘乱,zhi'bu'wang'luan
枝布叶分,zhi'bu'ye'fen
知不诈愚,zhi'bu'zha'yu
芝残蕙焚,zhi'can'hui'fen
智藏瘝在,zhi'cang'guan'zai
芝草无根,zhi'cao'wu'gen
支策据梧,zhi'ce'ju'wu
直肠直肚,zhi'chang'zhi'du
至诚高节,zhi'cheng'gao'jie
志诚君子,zhi'cheng'jun'zi
至诚如神,zhi'cheng'ru'shen
至诚无昧,zhi'cheng'wu'mei
指成之间,zhi'cheng'zhi'jian
知耻近乎勇,zhi'chi'jin'hu'yong
咫尺千里,zhi'chi'qian'li
咫尺天涯,zhi'chi'tian'ya
咫尺天颜,zhi'chi'tian'yan
咫尺万里,zhi'chi'wan'li
咫尺威颜,zhi'chi'wei'yan
稚齿婑媠,zhi'chi'wo'tuo
咫尺颜,zhi'chi'yan
咫尺之功,zhi'chi'zhi'gong
咫尺之书,zhi'chi'zhi'shu
咫尺之义,zhi'chi'zhi'yi
志冲斗牛,zhi'chong'dou'niu
直冲横撞,zhi'chong'heng'zhuang
志冲牛斗,zhi'chong'niu'dou
织楚成门,zhi'chu'cheng'men
智出乎争,zhi'chu'hu'zheng
知出乎争,zhi'chu'hu'zheng
直出直入,zhi'chu'zhi'ru
支床叠屋,zhi'chuang'die'wu
支床迭屋,zhi'chuang'die'wu
支牀叠屋,zhi'chuang'die'wu
支牀有龟,zhi'chuang'you'gui
只词褒贬,zhi'ci'bao'bian
枝词蔓说,zhi'ci'man'shuo
枝词蔓语,zhi'ci'man'yu
枝辞蔓语,zhi'ci'man'yu
只此一家别无分店,zhi'ci'yi'jia'bie'wu'fen'dian
执粗井灶,zhi'cu'jing'zao
执粗井竈,zhi'cu'jing'zao
志存高远,zhi'cun'gao'yuan
知错就改,zhi'cuo'jiu'gai
志大才短,zhi'da'cai'duan
志大才疏,zhi'da'cai'shu
志大量小,zhi'da'liang'xiao
至大无外,zhi'da'wu'wai
枝大于本,zhi'da'yu'ben
指大于臂,zhi'da'yu'bi
至大至刚,zhi'da'zhi'gang
直待雨淋头,zhi'dai'yu'lin'tou
至当不易,zhi'dang'bu'yi
织当访婢,zhi'dang'fang'bi
植党营私,zhi'dang'ying'si
植党自私,zhi'dang'zi'si
直道不容,zhi'dao'bu'rong
直道而行,zhi'dao'er'xing
直捣黄龙,zhi'dao'huang'long
直道事人,zhi'dao'shi'ren
直道守节,zhi'dao'shou'jie
志得气盈,zhi'de'qi'ying
至德要道,zhi'de'yao'dao
志得意满,zhi'de'yi'man
掷地赋声,zhi'di'fu'sheng
掷地金声,zhi'di'jin'sheng
指敌忘身,zhi'di'wang'shen
掷地有声,zhi'di'you'sheng
掷地之材,zhi'di'zhi'cai
知地知天,zhi'di'zhi'tian
掷地作金石声,zhi'di'zuo'jin'shi'sheng
指点江山,zhi'dian'jiang'shan
直钓缺丁,zhi'diao'que'ding
指东打西,zhi'dong'da'xi
指冬瓜骂葫芦,zhi'dong'gua'ma'hu'lu
指东划西,zhi'dong'hua'xi
指东画西,zhi'dong'hua'xi
指东话西,zhi'dong'hua'xi
指东骂西,zhi'dong'ma'xi
指东说西,zhi'dong'shuo'xi
纸短情长,zhi'duan'qing'chang
枝对叶比,zhi'dui'ye'bi
知恩报德,zhi'en'bao'de
知恩报恩,zhi'en'bao'en
知恩必报,zhi'en'bi'bao
执而不化,zhi'er'bu'hua
质而不俚,zhi'er'bu'li
直而不肆,zhi'er'bu'si
直而不挺,zhi'er'bu'ting
置而不问,zhi'er'bu'wen
知而不言,zhi'er'bu'yan
质而不野,zhi'er'bu'ye
知而不争,zhi'er'bu'zheng
知而故犯,zhi'er'gu'fan
知二五而不知十,zhi'er'wu'er'bu'zhi'shi
知二五而未识于十,zhi'er'wu'er'wei'shi'yu'shi
侄儿媳妇,zhi'er'xi'fu
执法不阿,zhi'fa'bu'e
执法不公,zhi'fa'bu'gong
植发冲冠,zhi'fa'chong'guan
植发穿冠,zhi'fa'chuan'guan
执法犯法,zhi'fa'fan'fa
知法犯法,zhi'fa'fan'fa
织发夫人,zhi'fa'fu'ren
栉发耨苗,zhi'fa'nou'miao
执法如山,zhi'fa'ru'shan
执法无私,zhi'fa'wu'si
陟罚臧否,zhi'fa'zang'pi
枝繁叶茂,zhi'fan'ye'mao
指方画圆,zhi'fang'hua'yuan
质非文是,zhi'fei'wen'shi
止沸益薪,zhi'fei'yi'xin
芝焚蕙叹,zhi'fen'hui'tan
支分节解,zhi'fen'jie'jie
支纷节解,zhi'fen'jie'jie
枝分缕解,zhi'fen'lv'jie
枝分叶散,zhi'fen'ye'san
支分族解,zhi'fen'zu'jie
只凤孤凰,zhi'feng'gu'huang
栉风沐雨,zhi'feng'mu'yu
炙凤烹龙,zhi'feng'peng'long
栉风酾雨,zhi'feng'shi'yu
指腹裁襟,zhi'fu'cai'jin
指腹成亲,zhi'fu'cheng'qin
执斧伐柯,zhi'fu'fa'ke
指腹割衿,zhi'fu'ge'jin
炙肤皲足,zhi'fu'jun'zu
雉伏鼠窜,zhi'fu'shu'cuan
指腹为婚,zhi'fu'wei'hun
指腹为亲,zhi'fu'wei'qin
枝附叶从,zhi'fu'ye'cong
枝附叶连,zhi'fu'ye'lian
枝附叶著,zhi'fu'ye'zhu
枝附叶着,zhi'fu'ye'zhuo
枝附影从,zhi'fu'ying'cong
