阿坝当归,a'ba'dang'gui
莲座狗舌草,lian'zuo'gou'she'cao
莲座蓟,lian'zuo'ji
镰座景天,lian'zuo'jing'tian
莲座蕨科,lian'zuo'jue'ke
莲座藜属,lian'zuo'li'shu
莲座鳞蕊芥,lian'zuo'lin'rui'jie
莲座梅,lian'zuo'mei
莲座梅属,lian'zuo'mei'shu
莲座蒲儿根,lian'zuo'pu'er'gen
莲座千里木属,lian'zuo'qian'li'mu'shu
莲座石蝴蝶,lian'zuo'shi'hu'die
莲座瘦片菊,lian'zuo'shou'pian'ju
莲座瘦片菊属,lian'zuo'shou'pian'ju'shu
莲座菀属,lian'zuo'wan'shu
莲座叶斑叶兰,lian'zuo'ye'ban'ye'lan
莲座叶龙胆,lian'zuo'ye'long'dan
莲座叶通泉草,lian'zuo'ye'tong'quan'cao
莲座玉凤花,lian'zuo'yu'feng'hua
莲座獐牙菜,lian'zuo'zhang'ya'cai
莲座状党参,lian'zuo'zhuang'dang'shen
莲座紫金牛,lian'zuo'zi'jin'niu
亮白黄芪,liang'bai'huang'qi
亮白小报春,liang'bai'xiao'bao'chun
亮苞蒿,liang'bao'hao
两耳草,liang'er'cao
两耳鬼箭,liang'er'gui'jian
凉粉草,liang'fen'cao
凉粉草属,liang'fen'cao'shu
亮竿竹,liang'gan'zhu
亮冠鸡菊花属,liang'guan'ji'ju'hua'shu
两广柄唇兰,liang'guang'bing'chun'lan
两广冬青,liang'guang'dong'qing
两广杜鹃,liang'guang'du'juan
两广凤尾蕨,liang'guang'feng'wei'jue
两广栝楼,liang'guang'gua'lou
两广黄芩,liang'guang'huang'qin
亮光菊属,liang'guang'ju'shu
两广棱罗,liang'guang'leng'luo
两广鳞毛蕨,liang'guang'lin'mao'jue
两广鳞始蕨,liang'guang'lin'shi'jue
两广瘤足蕨,liang'guang'liu'zu'jue
两广螺序草,liang'guang'luo'xu'cao
两广猕猴桃,liang'guang'mi'hou'tao
两广蛇根草,liang'guang'she'gen'cao
两广石山棕,liang'guang'shi'shan'zong
两广铁角蕨,liang'guang'tie'jiao'jue
两广铁线莲,liang'guang'tie'xian'lian
两广锡兰莲,liang'guang'xi'lan'lian
两广线叶爵床,liang'guang'xian'ye'jue'chuang
两广杨桐,liang'guang'yang'tong
两广野桐,liang'guang'ye'tong
亮果薹草,liang'guo'tai'cao
两行荠属,liang'hang'ji'shu
亮蒿,liang'hao
亮褐秋鼠麹草,liang'he'qiu'shu'qu'cao
亮红杜鹃,liang'hong'du'juan
亮红树萝卜,liang'hong'shu'luo'bo
亮红苋属,liang'hong'xian'shu
亮花假鹰爪,liang'hua'jia'ying'zhao
亮花木属,liang'hua'mu'shu
亮黄玉属,liang'huang'yu'shu
粮芥,liang'jie
两节豆,liang'jie'dou
两节豆属,liang'jie'dou'shu
两节荠,liang'jie'ji
两节假木豆,liang'jie'jia'mu'dou
凉菊,liang'ju
凉菊属,liang'ju'shu
两裂婆婆纳,liang'lie'po'po'na
两裂升麻,liang'lie'sheng'ma
两列栒子,liang'lie'xun'zi
亮鳞杜鹃,liang'lin'du'juan
亮鳞肋毛蕨,liang'lin'lei'mao'jue
亮绿蒿,liang'lv'hao
亮绿嵩草,liang'lv'song'cao
亮绿薹草,liang'lv'tai'cao
亮绿玉山竹,liang'lv'yu'shan'zhu
亮脉木属,liang'mai'mu'shu
两芒山羊草,liang'mang'shan'yang'cao
亮毛杜鹃,liang'mao'du'juan
亮毛红豆,liang'mao'hong'dou
亮毛堇菜,liang'mao'jin'cai
亮毛菊属,liang'mao'ju'shu
亮毛蕨,liang'mao'jue
亮毛蕨属,liang'mao'jue'shu
两面刺,liang'mian'ci
两面针,liang'mian'zhen
亮皮树科,liang'pi'shu'ke
亮皮树属,liang'pi'shu'shu
梁平柚,liang'ping'you
两栖蓼,liang'qi'liao
两歧飘拂草,liang'qi'piao'fu'cao
两蕊甜茅,liang'rui'tian'mao
两色冻绿,liang'se'dong'lv
两色杜鹃,liang'se'du'juan
两色金鸡菊,liang'se'jin'ji'ju
两色鳞毛蕨,liang'se'lin'mao'jue
两色清风藤,liang'se'qing'feng'teng
两色乌头,liang'se'wu'tou
两色帚菊,liang'se'zhou'ju
凉山白刺花,liang'shan'bai'ci'hua
梁山慈,liang'shan'ci
凉山翠雀花,liang'shan'cui'que'hua
凉山灯台报春,liang'shan'deng'tai'bao'chun
凉山杜鹃,liang'shan'du'juan
凉山娥眉蕨,liang'shan'e'mei'jue
谅山鹅掌柴,liang'shan'e'zhang'chai
凉山开口箭,liang'shan'kai'kou'jian
凉山千里光,liang'shan'qian'li'guang
凉山石杉,liang'shan'shi'shan
凉山乌头,liang'shan'wu'tou
凉山香茶菜,liang'shan'xiang'cha'cai
凉山香茅,liang'shan'xiang'mao
凉山悬钩子,liang'shan'xuan'gou'zi
凉山羊茅,liang'shan'yang'mao
凉山银莲花,liang'shan'yin'lian'hua
晾衫竹,liang'shan'zhu
凉山紫菀,liang'shan'zi'wan
亮蛇床,liang'she'chuang
亮蛇床属,liang'she'chuang'shu
亮鼠麹,liang'shu'qu
亮鼠麹属,liang'shu'qu'shu
两似蟹甲草,liang'si'xie'jia'cao
量天尺,liang'tian'chi
量天尺属,liang'tian'chi'shu
亮头菊,liang'tou'ju
亮头菊属,liang'tou'ju'shu
两头连,liang'tou'lian
两头毛,liang'tou'mao
梁王茶,liang'wang'cha
梁王茶属,liang'wang'cha'shu
两型豆,liang'xing'dou
两型豆属,liang'xing'dou'shu
两形果鹤虱,liang'xing'guo'he'shi
两型花属,liang'xing'hua'shu
两性蓼树属,liang'xing'liao'shu'shu
两性柃,liang'xing'ling
两性木贼麻黄,liang'xing'mu'zei'ma'huang
两型小檗,liang'xing'xiao'bo
两型小檗属,liang'xing'xiao'bo'shu
两型叶乳源槭,liang'xing'ye'ru'yuan'qi
两型叶紫果枫,liang'xing'ye'zi'guo'feng
亮叶报春,liang'ye'bao'chun
亮叶吊灯花,liang'ye'diao'deng'hua
亮叶冬青,liang'ye'dong'qing
亮叶杜鹃,liang'ye'du'juan
亮叶耳蕨,liang'ye'er'jue
亮叶猴耳环,liang'ye'hou'er'huan
亮叶厚皮香,liang'ye'hou'pi'xiang
亮叶桦,liang'ye'hua
亮叶幌伞枫,liang'ye'huang'san'feng
亮叶鳞始蕨,liang'ye'lin'shi'jue
亮叶龙船花,liang'ye'long'chuan'hua
亮叶龙胆,liang'ye'long'dan
亮叶马钱,liang'ye'ma'qian
亮叶木兰寄生,liang'ye'mu'lan'ji'sheng
亮叶木莲,liang'ye'mu'lian
亮叶槭,liang'ye'qi
亮叶芹,liang'ye'qin
亮叶芹属,liang'ye'qin'shu
亮叶青冈,liang'ye'qing'gang
亮叶雀梅藤,liang'ye'que'mei'teng
亮叶忍冬,liang'ye'ren'dong
亮叶山香圆,liang'ye'shan'xiang'yuan
亮叶山小橘,liang'ye'shan'xiao'ju
亮叶十大功劳,liang'ye'shi'da'gong'lao
亮叶石杉,liang'ye'shi'shan
亮叶鼠李,liang'ye'shu'li
亮叶素馨,liang'ye'su'xin
亮叶围涎树,liang'ye'wei'xian'shu
亮叶小檗,liang'ye'xiao'bo
亮叶栒子,liang'ye'xun'zi
亮叶崖豆藤,liang'ye'ya'dou'teng
亮叶杨桐,liang'ye'yang'tong
亮叶银背藤,liang'ye'yin'bei'teng
亮叶月季,liang'ye'yue'ji
亮叶越橘,liang'ye'yue'ju
亮叶中南鱼藤,liang'ye'zhong'nan'yu'teng
亮叶紫菀,liang'ye'zi'wan
两粤黄檀,liang'yue'huang'tan
亮泽兰属,liang'ze'lan'shu
梁子菜,liang'zi'cai
疗齿草,liao'chi'cao
疗齿草属,liao'chi'cao'shu
料慈竹,liao'ci'zhu
辽东丁香,liao'dong'ding'xiang
辽东蒿,liao'dong'hao
辽东堇菜,liao'dong'jin'cai
辽东栎,liao'dong'li
辽东蓼,liao'dong'liao
辽东桤木,liao'dong'qi'mu
辽东水蜡树,liao'dong'shui'la'shu
辽东楤木,liao'dong'song'mu
辽东薹草,liao'dong'tai'cao
辽东小叶杨,liao'dong'xiao'ye'yang
辽椴,liao'duan
辽藁本,liao'gao'ben
疗喉草属,liao'hou'cao'shu
辽吉侧金盏花,liao'ji'ce'jin'zhan'hua
辽冀茴芹,liao'ji'hui'qin
蓼科,liao'ke
蓼蓝,liao'lan
辽宁堇菜,liao'ning'jin'cai
辽宁山楂,liao'ning'shan'zha
辽宁香茶菜,liao'ning'xiang'cha'cai
辽宁杏,liao'ning'xing
蓼属,liao'shu
蓼树属,liao'shu'shu
辽西扁苜蓿,liao'xi'bian'mu'xu
辽西虫实,liao'xi'chong'shi
辽西杜鹃,liao'xi'du'juan
辽西黄芪,liao'xi'huang'qi
辽细辛,liao'xi'xin
辽杨,liao'yang
蓼叶风毛菊,liao'ye'feng'mao'ju
蓼叶堇菜,liao'ye'jin'cai
辽野豌豆,liao'ye'wan'dou
蓼叶远志,liao'ye'yuan'zhi
蓼状微孔草,liao'zhuang'wei'kong'cao
蓼子草,liao'zi'cao
蓼子朴,liao'zi'pu
裂瓣翠雀,lie'ban'cui'que
裂瓣角盘兰,lie'ban'jiao'pan'lan
裂瓣芥属,lie'ban'jie'shu
裂瓣球兰,lie'ban'qiu'lan
裂瓣石头花属,lie'ban'shi'tou'hua'shu
裂瓣鼠尾草,lie'ban'shu'wei'cao
裂瓣穗状报春,lie'ban'sui'zhuang'bao'chun
裂瓣无心菜,lie'ban'wu'xin'cai
裂瓣小檗,lie'ban'xiao'bo
裂瓣小芹,lie'ban'xiao'qin
裂瓣羊耳蒜,lie'ban'yang'er'suan
裂瓣玉凤花,lie'ban'yu'feng'hua
裂瓣紫堇,lie'ban'zi'jin
裂苞艾纳香,lie'bao'ai'na'xiang
裂苞粗距紫堇,lie'bao'cu'ju'zi'jin
裂苞东俄芹,lie'bao'dong'e'qin
裂苞鹅掌草,lie'bao'e'zhang'cao
裂苞栝楼,lie'bao'gua'lou
裂苞鬼椒属,lie'bao'gui'jiao'shu
裂苞瘤果芹,lie'bao'liu'guo'qin
裂苞省藤,lie'bao'sheng'teng
裂苞铁苋菜,lie'bao'tie'xian'cai
裂苞香科科,lie'bao'xiang'ke'ke
裂苞舟瓣芹,lie'bao'zhou'ban'qin
裂翅菊,lie'chi'ju
裂翅菊属,lie'chi'ju'shu
裂齿苔科,lie'chi'tai'ke
裂唇糙苏,lie'chun'cao'su
裂唇革叶兔耳草,lie'chun'ge'ye'tu'er'cao
裂唇虎舌兰,lie'chun'hu'she'lan
裂唇卷瓣兰,lie'chun'juan'ban'lan
裂唇舌喙兰,lie'chun'she'hui'lan
裂唇线柱兰,lie'chun'xian'zhu'lan
裂唇羊耳蒜,lie'chun'yang'er'suan
裂唇鸢尾兰,lie'chun'yuan'wei'lan
鬣刺属,lie'ci'shu
列当,lie'dang
列当科,lie'dang'ke
列当属,lie'dang'shu
裂盾菌科,lie'dun'jun'ke
裂萼补血草属,lie'e'bu'xue'cao'shu
裂萼草莓,lie'e'cao'mei
裂萼糙苏,lie'e'cao'su
裂萼大乌泡,lie'e'da'wu'pao
裂萼钉柱委陵菜,lie'e'ding'zhu'wei'ling'cai
裂萼杜鹃,lie'e'du'juan
裂萼蔓龙胆,lie'e'man'long'dan
裂萼鼠尾草,lie'e'shu'wei'cao
裂萼水玉簪,lie'e'shui'yu'zan
裂萼钟萼鼠尾草,lie'e'zhong'e'shu'wei'cao
裂稃草,lie'fu'cao
裂稃草属,lie'fu'cao'shu
裂稃茅,lie'fu'mao
裂稃茅属,lie'fu'mao'shu
裂稃雀麦,lie'fu'que'mai
裂稃燕麦,lie'fu'yan'mai
裂盖海马齿属,lie'gai'hai'ma'chi'shu
裂盖鳞毛蕨,lie'gai'lin'mao'jue
裂瓜,lie'gua
裂瓜属,lie'gua'shu
裂冠藤,lie'guan'teng
裂冠藤属,lie'guan'teng'shu
裂冠紫堇,lie'guan'zi'jin
裂冠醉魂藤,lie'guan'zui'hun'teng
裂果红科,lie'guo'hong'ke
裂果金花,lie'guo'jin'hua
裂果金花属,lie'guo'jin'hua'shu
裂果猫爪苋属,lie'guo'mao'zhua'xian'shu
裂果女贞,lie'guo'nv'zhen
裂果漆,lie'guo'qi
裂果薯,lie'guo'shu
裂果薯属,lie'guo'shu'shu
裂果卫矛,lie'guo'wei'mao
裂喙马先蒿,lie'hui'ma'xian'hao
裂距凤仙花,lie'ju'feng'xian'hua
裂距虾脊兰,lie'ju'xia'ji'lan
裂壳孢科,lie'ke'bao'ke
裂口花属,lie'kou'hua'shu
裂鳞景天,lie'lin'jing'tian
裂鳞云杉,lie'lin'yun'shan
裂毛杜鹃,lie'mao'du'juan
裂毛菊属,lie'mao'ju'shu
裂毛雪山杜鹃,lie'mao'xue'shan'du'juan
裂膜蔓龙胆,lie'mo'man'long'dan
裂盘藜属,lie'pan'li'shu
裂舌垂头菊,lie'she'chui'tou'ju
裂舌姜,lie'she'jiang
裂舌菊,lie'she'ju
裂舌菊属,lie'she'ju'shu
裂舌少穗竹,lie'she'shao'sui'zhu
裂舌橐吾,lie'she'tuo'wu
裂丝毛菌科,lie'si'mao'jun'ke
裂托菊属,lie'tuo'ju'shu
裂箨铁竹,lie'tuo'tie'zhu
烈味脚骨脆,lie'wei'jiao'gu'cui
烈香杜鹃,lie'xiang'du'juan
烈香黄芪,lie'xiang'huang'qi
裂檐苣苔,lie'yan'ju'tai
裂檐苣苔属,lie'yan'ju'tai'shu
裂药花科,lie'yao'hua'ke
裂叶安息香,lie'ye'an'xi'xiang
裂叶波罗花,lie'ye'bo'luo'hua
裂叶茶藨子,lie'ye'cha'biao'zi
裂叶垂头菊,lie'ye'chui'tou'ju
裂叶脆蒴报春,lie'ye'cui'shuo'bao'chun
裂叶地黄,lie'ye'di'huang
裂叶点地梅,lie'ye'dian'di'mei
裂叶独活,lie'ye'du'huo
裂叶独行菜,lie'ye'du'xing'cai
裂叶耳蕨,lie'ye'er'jue
裂叶粉花绣线菊,lie'ye'fen'hua'xiu'xian'ju
裂叶风毛菊,lie'ye'feng'mao'ju
裂叶蒿,lie'ye'hao
裂叶褐毛石楠,lie'ye'he'mao'shi'nan
裂叶红景天,lie'ye'hong'jing'tian
裂叶华西委陵菜,lie'ye'hua'xi'wei'ling'cai
裂叶黄芩,lie'ye'huang'qin
裂叶黄穗悬钩子,lie'ye'huang'sui'xuan'gou'zi
裂叶火炬树,lie'ye'huo'ju'shu
裂叶碱毛茛,lie'ye'jian'mao'gen
裂叶堇菜,lie'ye'jin'cai
裂叶金盏苣苔,lie'ye'jin'zhan'ju'tai
裂叶荆芥,lie'ye'jing'jie
裂叶荆芥属,lie'ye'jing'jie'shu
裂叶蓝钟花,lie'ye'lan'zhong'hua
裂叶鳞蕊藤,lie'ye'lin'rui'teng
裂叶罗汉果,lie'ye'luo'han'guo
裂叶马兰,lie'ye'ma'lan
裂叶毛茛,lie'ye'mao'gen
裂叶毛果委陵菜,lie'ye'mao'guo'wei'ling'cai
裂叶囊瓣芹,lie'ye'nang'ban'qin
列叶盆距兰,lie'ye'pen'ju'lan
裂叶婆婆纳,lie'ye'po'po'na
裂叶荨麻,lie'ye'qian'ma
裂叶牵牛,lie'ye'qian'niu
裂叶秋海棠,lie'ye'qiu'hai'tang
裂叶桑,lie'ye'sang
裂叶沙参,lie'ye'sha'shen
裂叶山楂,lie'ye'shan'zha
裂叶水榆花楸,lie'ye'shui'yu'hua'qiu
裂叶苔科,lie'ye'tai'ke
裂叶天胡荽,lie'ye'tian'hu'sui
裂叶铁角蕨,lie'ye'tie'jiao'jue
裂叶铁线莲,lie'ye'tie'xian'lian
裂叶兔耳草,lie'ye'tu'er'cao
裂叶莴苣,lie'ye'wo'ju
裂叶西康绣线梅,lie'ye'xi'kang'xiu'xian'mei
裂叶星果草,lie'ye'xing'guo'cao
裂叶绣线菊,lie'ye'xiu'xian'ju
裂叶悬钩子,lie'ye'xuan'gou'zi
裂叶宜昌荚蒾,lie'ye'yi'chang'jia'mi
裂叶翼首花,lie'ye'yi'shou'hua
裂叶淫羊藿,lie'ye'yin'yang'huo
裂叶罂粟,lie'ye'ying'su
裂叶罂粟属,lie'ye'ying'su'shu
裂叶榆,lie'ye'yu
裂叶月见草,lie'ye'yue'jian'cao
裂叶重羽菊,lie'ye'zhong'yu'ju
裂翼黄芪,lie'yi'huang'qi
裂银叶铁线莲,lie'yin'ye'tie'xian'lian
裂颖棒头草,lie'ying'bang'tou'cao
裂颖茅,lie'ying'mao
裂颖茅属,lie'ying'mao'shu
裂颖雀稗,lie'ying'que'bai
裂羽崇澍蕨,lie'yu'chong'shu'jue
裂羽鳞毛蕨,lie'yu'lin'mao'jue
裂羽斜方复叶耳蕨,lie'yu'xie'fang'fu'ye'er'jue
裂褶菌科,lie'zhe'jun'ke
裂柱莲属,lie'zhu'lian'shu
裂柱蜘蛛抱蛋,lie'zhu'zhi'zhu'bao'dan
林艾蒿,lin'ai'hao
临安槭,lin'an'qi
鳞斑荚蒾,lin'ban'jia'mi
鳞斑毛嘴杜鹃,lin'ban'mao'zui'du'juan
鳞苞菊属,lin'bao'ju'shu
鳞苞乳菀,lin'bao'ru'wan
鳞苞薹草,lin'bao'tai'cao
鳞苞针蔺,lin'bao'zhen'lin
鳞被嵩草,lin'bei'song'cao
鳞秕油果樟,lin'bi'you'guo'zhang
鳞秕泽米铁,lin'bi'ze'mi'tie
鳞柄叉蕨,lin'bing'cha'jue
鳞柄短肠蕨,lin'bing'duan'chang'jue
鳞柄毛蕨,lin'bing'mao'jue
临沧地不容,lin'cang'di'bu'rong
临沧牛奶菜,lin'cang'niu'nai'cai
临沧崖爬藤,lin'cang'ya'pa'teng
林刺葵,lin'ci'kui
林大戟,lin'da'ji
林当归,lin'dang'gui
林地离瓣寄生,lin'di'li'ban'ji'sheng
林地披碱草,lin'di'pi'jian'cao
林地前胡,lin'di'qian'hu
林地山龙眼,lin'di'shan'long'yan
林地鼠曲草,lin'di'shu'qu'cao
林地鼠尾草,lin'di'shu'wei'cao
林地水苏,lin'di'shui'su
林地通泉草,lin'di'tong'quan'cao
林地乌头,lin'di'wu'tou
林地苋,lin'di'xian
林地苋属,lin'di'xian'shu
林地小檗,lin'di'xiao'bo
林地早熟禾,lin'di'zao'shu'he
鳞萼棘豆,lin'e'ji'dou
林繁缕,lin'fan'lv
林风毛菊,lin'feng'mao'ju
鳞稃雀麦,lin'fu'que'mai
鳞盖蕨属,lin'gai'jue'shu
鳞隔堇,lin'ge'jin
鳞隔堇属,lin'ge'jin'shu
鳞根柳叶菜,lin'gen'liu'ye'cai
鳞梗杉属,lin'geng'shan'shu
鳞冠菊属,lin'guan'ju'shu
鳞冠鼠麹草,lin'guan'shu'qu'cao
鳞冠鼠麹草属,lin'guan'shu'qu'cao'shu
临桂杜鹃,lin'gui'du'juan
临桂猕猴桃,lin'gui'mi'hou'tao
临桂石楠,lin'gui'shi'nan
林桂属,lin'gui'shu
临桂香草,lin'gui'xiang'cao
临桂绣球,lin'gui'xiu'qiu
临桂钻地风,lin'gui'zuan'di'feng
鳞果变豆菜,lin'guo'bian'dou'cai
鳞果草,lin'guo'cao
鳞果草属,lin'guo'cao'shu
鳞果虫实,lin'guo'chong'shi
鳞果褐叶榕,lin'guo'he'ye'rong
鳞果苣属,lin'guo'ju'shu
鳞果星蕨,lin'guo'xing'jue
鳞果星蕨属,lin'guo'xing'jue'shu
鳞花草,lin'hua'cao
鳞花草属,lin'hua'cao'shu
鳞花杜鹃,lin'hua'du'juan
鳞花木,lin'hua'mu
鳞花木属,lin'hua'mu'shu
林华鼠尾草,lin'hua'shu'wei'cao
鳞花樱草杜鹃,lin'hua'ying'cao'du'juan
林蓟,lin'ji
临江延胡索,lin'jiang'yan'hu'suo
邻近风轮菜,lin'jin'feng'lun'cai
林金腰,lin'jin'yao
鳞茎碱茅,lin'jing'jian'mao
鳞茎堇菜,lin'jing'jin'cai
鳞茎燕麦草,lin'jing'yan'mai'cao
鳞茎早熟禾,lin'jing'zao'shu'he
鳞茎砖子苗,lin'jing'zhuan'zi'miao
鳞菊木属,lin'ju'mu'shu
淋漓锥,lin'li'zhui
林柳,lin'liu
鳞蕗蕨,lin'lu'jue
林马蓝,lin'ma'lan
鳞毛柏拉木,lin'mao'bai'la'mu
鳞毛贯众,lin'mao'guan'zhong
鳞毛蕨科,lin'mao'jue'ke
鳞毛蕨属,lin'mao'jue'shu
鳞毛溲疏,lin'mao'sou'shu
鳞毛蚊母树,lin'mao'wen'mu'shu
鳞毛肿足蕨,lin'mao'zhong'zu'jue
橉木,lin'mu
林木贼,lin'mu'zei
蔺木贼,lin'mu'zei
林奈蝇子草,lin'nai'ying'zi'cao
鳞皮冷杉,lin'pi'leng'shan
鳞片冷水花,lin'pian'leng'shui'hua
鳞片柳叶菜,lin'pian'liu'ye'cai
鳞片水麻,lin'pian'shui'ma
鳞片沼泽蕨,lin'pian'zhao'ze'jue
鳞球穗科,lin'qiu'sui'ke
鳞球穗属,lin'qiu'sui'shu
鳞蕊芥,lin'rui'jie
鳞蕊芥属,lin'rui'jie'shu
鳞蕊藤,lin'rui'teng
鳞蕊藤属,lin'rui'teng'shu
鳞桑属,lin'sang'shu
林沙参,lin'sha'shen
林生斑鸠菊,lin'sheng'ban'jiu'ju
林生藨草,lin'sheng'biao'cao
林生粗叶木,lin'sheng'cu'ye'mu
林生顶冰花,lin'sheng'ding'bing'hua
林生杜鹃,lin'sheng'du'juan
林生风毛菊,lin'sheng'feng'mao'ju
林生凤仙花,lin'sheng'feng'xian'hua
林生假福王草,lin'sheng'jia'fu'wang'cao
林生蓝刺头,lin'sheng'lan'ci'tou
林生杧果,lin'sheng'mang'guo
林生茜草,lin'sheng'qian'cao
林生香茶菜,lin'sheng'xiang'cha'cai
林生沿阶草,lin'sheng'yan'jie'cao
林生越橘,lin'sheng'yue'ju
林生长蒴苣苔,lin'sheng'zhang'shuo'ju'tai
林生紫堇,lin'sheng'zi'jin
林石草,lin'shi'cao
林石草属,lin'shi'cao'shu
林氏杜鹃,lin'shi'du'juan
林氏观音座莲,lin'shi'guan'yin'zuo'lian
临时救,lin'shi'jiu
鳞始蕨,lin'shi'jue
鳞始蕨科,lin'shi'jue'ke
鳞始蕨属,lin'shi'jue'shu
林氏马先蒿,lin'shi'ma'xian'hao
林氏茜草,lin'shi'qian'cao
林氏薹草,lin'shi'tai'cao
鳞托菊,lin'tuo'ju
鳞托菊属,lin'tuo'ju'shu
鳞瓦韦,lin'wa'wei
鳞尾木,lin'wei'mu
鳞尾木属,lin'wei'mu'shu
鳞苇属,lin'wei'shu
林下凤尾蕨,lin'xia'feng'wei'jue
林下凸轴蕨,lin'xia'tu'zhou'jue
林仙,lin'xian
鳞腺杜鹃,lin'xian'du'juan
林仙科,lin'xian'ke
鳞藓科,lin'xian'ke
林仙属,lin'xian'shu
林仙翁属,lin'xian'weng'shu
林星花,lin'xing'hua
林星花属,lin'xing'hua'shu
鳞叶点地梅,lin'ye'dian'di'mei
鳞叶番杏属,lin'ye'fan'xing'shu
鳞叶菊,lin'ye'ju
鳞叶菊属,lin'ye'ju'shu
鳞叶肋泽兰属,lin'ye'lei'ze'lan'shu
鳞叶柳杉,lin'ye'liu'shan
鳞叶龙胆,lin'ye'long'dan
鳞叶马尾杉,lin'ye'ma'wei'shan
鳞叶树科,lin'ye'shu'ke
鳞叶铁属,lin'ye'tie'shu
鳞叶小檗,lin'ye'xiao'bo
鳞叶阴石蕨,lin'ye'yin'shi'jue
鳞叶紫堇,lin'ye'zi'jin
林荫合耳菊,lin'yin'he'er'ju
林荫千里光,lin'yin'qian'li'guang
林缘披碱草,lin'yuan'pi'jian'cao
林仔竹,lin'zai'zhu
林早熟禾,lin'zao'shu'he
林泽兰,lin'ze'lan
林芝报春,lin'zhi'bao'chun
林芝杜鹃,lin'zhi'du'juan
林芝凤仙花,lin'zhi'feng'xian'hua
林芝虎耳草,lin'zhi'hu'er'cao
林芝茴芹,lin'zhi'hui'qin
林芝鳞毛蕨,lin'zhi'lin'mao'jue
林芝龙胆,lin'zhi'long'dan
林芝马先蒿,lin'zhi'ma'xian'hao
林芝蔓龙胆,lin'zhi'man'long'dan
林芝橐吾,lin'zhi'tuo'wu
林芝小檗,lin'zhi'xiao'bo
林芝野青茅,lin'zhi'ye'qing'mao
林芝蝇子草,lin'zhi'ying'zi'cao
林芝云杉,lin'zhi'yun'shan
林中拂子茅,lin'zhong'fu'zi'mao
鳞轴短肠蕨,lin'zhou'duan'chang'jue
林周风毛菊,lin'zhou'feng'mao'ju
林周蒲公英,lin'zhou'pu'gong'ying
鳞轴小膜盖蕨,lin'zhou'xiao'mo'gai'jue
蔺状隐花草,lin'zhuang'yin'hua'cao
鳞籽莎,lin'zi'sha
鳞籽莎属,lin'zi'sha'shu
灵宝翠雀花,ling'bao'cui'que'hua
灵宝杜鹃,ling'bao'du'juan
菱苞桦,ling'bao'hua
菱苞橐吾,ling'bao'tuo'wu
绫波属,ling'bo'shu
灵川酸竹,ling'chuan'suan'zhu
灵川小花苣苔,ling'chuan'xiao'hua'ju'tai
菱唇毛兰,ling'chun'mao'lan
领春木,ling'chun'mu
领春木科,ling'chun'mu'ke
领春木属,ling'chun'mu'shu
菱唇山姜,ling'chun'shan'jiang
菱唇石斛,ling'chun'shi'hu
铃铛刺,ling'dang'ci
铃铛刺属,ling'dang'ci'shu
铃铛子,ling'dang'zi
凌风草,ling'feng'cao
凌风草属,ling'feng'cao'shu
领冠落苞菊,ling'guan'luo'bao'ju
领冠落苞菊属,ling'guan'luo'bao'ju'shu
菱果菊属,ling'guo'ju'shu
领果菊属,ling'guo'ju'shu
菱果柯,ling'guo'ke
菱果裂叶铁线莲,ling'guo'lie'ye'tie'xian'lian
菱果薹草,ling'guo'tai'cao
菱果羊蹄甲,ling'guo'yang'ti'jia
铃花黄兰,ling'hua'huang'lan
灵惠麻科,ling'hui'ma'ke
菱荚红豆,ling'jia'hong'dou
令箭荷花,ling'jian'he'hua
令箭荷花属,ling'jian'he'hua'shu
苓菊,ling'ju
苓菊属,ling'ju'shu
菱科,ling'ke
铃兰,ling'lan
铃兰科,ling'lan'ke
铃兰属,ling'lan'shu
菱裂毛鳞菊,ling'lie'mao'lin'ju
零陵唇柱苣苔,ling'ling'chun'zhu'ju'tai
铃铃淡黄香青,ling'ling'dan'huang'xiang'qing
铃铃花,ling'ling'hua
铃铃乳白香青,ling'ling'ru'bai'xiang'qing
铃铃属,ling'ling'shu
铃铃香青,ling'ling'xiang'qing
玲珑兜兰,ling'long'dou'lan
玲珑冷水花,ling'long'leng'shui'hua
岭罗麦,ling'luo'mai
岭罗麦属,ling'luo'mai'shu
柃木,ling'mu
铃木冬青,ling'mu'dong'qing
柃木属,ling'mu'shu
铃木油点草,ling'mu'you'dian'cao
岭南臭椿,ling'nan'chou'chun
岭南杜鹃,ling'nan'du'juan
岭南凤尾蕨,ling'nan'feng'wei'jue
岭南花椒,ling'nan'hua'jiao
岭南来江藤,ling'nan'lai'jiang'teng
岭南梨,ling'nan'li
岭南鳞盖蕨,ling'nan'lin'gai'jue
岭南槭,ling'nan'qi
岭南青冈,ling'nan'qing'gang
岭南山茉莉,ling'nan'shan'mo'li
岭南山竹子,ling'nan'shan'zhu'zi
岭南柿,ling'nan'shi
岭南思簩竹,ling'nan'si'lao'zhu
岭南酸枣,ling'nan'suan'zao
岭南铁角蕨,ling'nan'tie'jiao'jue
灵山醉魂藤,ling'shan'zui'hun'teng
岭上杜鹃,ling'shang'du'juan
灵石,ling'shi
凌氏马先蒿,ling'shi'ma'xian'hao
灵石属,ling'shi'shu
菱属,ling'shu
陵水暗罗,ling'shui'an'luo
陵水胡椒,ling'shui'hu'jiao
灵香草,ling'xiang'cao
