阿大多为,a'da'duo'wei
带式张力牵引轮,dai'shi'zhang'li'qian'yin'lun
带式制动器,dai'shi'zhi'dong'qi
带式直线型牵引轮,dai'shi'zhi'xian'xing'qian'yin'lun
带塑料侧板的线盘,dai'su'liao'ce'ban'de'xian'pan
代替,dai'ti
带条,dai'tiao
带条形标志,dai'tiao'xing'biao'zhi
带条形标志机,dai'tiao'xing'biao'zhi'ji
带铜,dai'tong
带同轴电缆的探示器,dai'tong'zhou'dian'lan'de'tan'shi'qi
带头,dai'tou
带头人,dai'tou'ren
带隙电压参考,dai'xi'dian'ya'can'kao
带些,dai'xie
带薪,dai'xin
待续,dai'xu
带旋转头的绞制机,dai'xuan'zhuan'tou'de'jiao'zhi'ji
代用材料,dai'yong'cai'liao
代用色带,dai'yong'se'dai
代用色带盒,dai'yong'se'dai'he
带有,dai'you
带有保护装置的分线接线盒,dai'you'bao'hu'zhuang'zhi'de'fen'xian'jie'xian'he
带有插塞的电话软线,dai'you'cha'sai'de'dian'hua'ruan'xian
带有插塞和插座的电话软线,dai'you'cha'sai'he'cha'zuo'de'dian'hua'ruan'xian
带有低压报警接点的油压计,dai'you'di'ya'bao'jing'jie'dian'de'you'ya'ji
带有电导体的竖井光缆,dai'you'dian'dao'ti'de'shu'jing'guang'lan
带有电导体的天花板隔层光缆,dai'you'dian'dao'ti'de'tian'hua'ban'ge'ceng'guang'lan
带有动轮式速度控制臂的拉线机,dai'you'dong'lun'shi'su'du'kong'zhi'bi'de'la'xian'ji
带有非冷流材料的终端,dai'you'fei'leng'liu'cai'liao'de'zhong'duan
带有或没有拉线模的静盘成圈机,dai'you'huo'mei'you'la'xian'mo'de'jing'pan'cheng'quan'ji
带有机械手的自动双盘收线装置,dai'you'ji'xie'shou'de'zi'dong'shuang'pan'shou'xian'zhuang'zhi
带有交叉混绞器的双绞机,dai'you'jiao'cha'hun'jiao'qi'de'shuang'jiao'ji
带有静盘成圈收线装置的拉线机,dai'you'jing'pan'cheng'quan'shou'xian'zhuang'zhi'de'la'xian'ji
带有模压侧板的线盘,dai'you'mo'ya'ce'ban'de'xian'pan
带有收缩线盘的成圈机,dai'you'shou'suo'xian'pan'de'cheng'quan'ji
带有双柱支架的立式挤出机,dai'you'shuang'zhu'zhi'jia'de'li'shi'ji'chu'ji
带有同心刀环的干式模面制粒机,dai'you'tong'xin'dao'huan'de'gan'shi'mo'mian'zhi'li'ji
带有推线刀的牵引轮,dai'you'tui'xian'dao'de'qian'yin'lun
带有推线环的牵引轮,dai'you'tui'xian'huan'de'qian'yin'lun
带有振动装置的双绞机,dai'you'zhen'dong'zhuang'zhi'de'shuang'jiao'ji
带有中心管储线器的绞制机,dai'you'zhong'xin'guan'chu'xian'qi'de'jiao'zhi'ji
带有中心通信光纤的全合金导线,dai'you'zhong'xin'tong'xin'guang'xian'de'quan'he'jin'dao'xian
带预制插头的电缆,dai'yu'zhi'cha'tou'de'dian'lan
带状导体,dai'zhuang'dao'ti
带状导线,dai'zhuang'dao'xian
带状电缆,dai'zhuang'dian'lan
带状多芯电缆,dai'zhuang'duo'xin'dian'lan
带状光缆,dai'zhuang'guang'lan
带状光纤,dai'zhuang'guang'xian
带状光纤缆芯开槽型光缆,dai'zhuang'guang'xian'lan'xin'kai'cao'xing'guang'lan
带状光纤入骨架槽式,dai'zhuang'guang'xian'ru'gu'jia'cao'shi
带状光纤涂覆塔,dai'zhuang'guang'xian'tu'fu'ta
带状馈线,dai'zhuang'kui'xian
带状内导体微同轴电缆,dai'zhuang'nei'dao'ti'wei'tong'zhou'dian'lan
带状线,dai'zhuang'xian
带锥形可调筒体的机用线盘,dai'zhui'xing'ke'tiao'tong'ti'de'ji'yong'xian'pan
带子成型器,dai'zi'cheng'xing'qi
带子叠合器,dai'zi'die'he'qi
带子断裂,dai'zi'duan'lie
带子绕包,dai'zi'rao'bao
带子绕包角,dai'zi'rao'bao'jiao
带子张力,dai'zi'zhang'li
带子张力控制,dai'zi'zhang'li'kong'zhi
带子纵包设备,dai'zi'zong'bao'she'bei
单班生产,dan'ban'sheng'chan
单班制,dan'ban'zhi
单包层光纤,dan'bao'ceng'guang'xian
单倍束线机,dan'bei'shu'xian'ji
单臂电桥,dan'bi'dian'qiao
单臂翻转式放线装置,dan'bi'fan'zhuan'shi'fang'xian'zhuang'zhi
单玻璃丝包漆包圆线,dan'bo'li'si'bao'qi'bao'yuan'xian
单槽轮牵引装置,dan'cao'lun'qian'yin'zhuang'zhi
单槽双轮挤线机,dan'cao'shuang'lun'ji'xian'ji
单侧印字机,dan'ce'yin'zi'ji
单侧终端引线,dan'ce'zhong'duan'yin'xian
单层包覆模头,dan'ceng'bao'fu'mo'tou
单层编织屏蔽电缆,dan'ceng'bian'zhi'ping'bi'dian'lan
单层编织式外导体同轴电缆,dan'ceng'bian'zhi'shi'wai'dao'ti'tong'zhou'dian'lan
单层电缆,dan'ceng'dian'lan
单层滚筒七头拉线机,dan'ceng'gun'tong'qi'tou'la'xian'ji
单层缓冲管,dan'ceng'huan'chong'guan
单层环氧漆包圆铜电磁线,dan'ceng'huan'yang'qi'bao'yuan'tong'dian'ci'xian
单层挤出,dan'ceng'ji'chu
单层挤出十字机头,dan'ceng'ji'chu'shi'zi'ji'tou
单层甲板大帆船,dan'ceng'jia'ban'da'fan'chuan
单层绞线,dan'ceng'jiao'xian
单层铠装电缆,dan'ceng'kai'zhuang'dian'lan
单层螺旋形骨架槽,dan'ceng'luo'xuan'xing'gu'jia'cao
单层绕组,dan'ceng'rao'zu
单层式,dan'ceng'shi
单层式金属丝编织机,dan'ceng'shi'jin'shu'si'bian'zhi'ji
单层纸,dan'ceng'zhi
单层纸包圆铜电磁线,dan'ceng'zhi'bao'yuan'tong'dian'ci'xian
单掺杂激光器,dan'chan'za'ji'guang'qi
单程次卷绕试验,dan'cheng'ci'juan'rao'shi'yan
但从,dan'cong
单道开坯大拉机,dan'dao'kai'pi'da'la'ji
单道拉线,dan'dao'la'xian
单道冷却槽,dan'dao'leng'que'cao
单导体,dan'dao'ti
丹迪,dan'di
单点互联,dan'dian'hu'lian
单电缆传输系统,dan'dian'lan'chuan'shu'xi'tong
单电缆制,dan'dian'lan'zhi
单电源,dan'dian'yuan
淡度,dan'du
单独传动装置,dan'du'chuan'dong'zhuang'zhi
单独屏蔽的电缆线芯,dan'du'ping'bi'de'dian'lan'xian'xin
单段电缆,dan'duan'dian'lan
单段绞线机,dan'duan'jiao'xian'ji
单段式挤出机,dan'duan'shi'ji'chu'ji
但对,dan'dui
单对绞电缆,dan'dui'jiao'dian'lan
但对这次,dan'dui'zhe'ci
但对这次调考,dan'dui'zhe'ci'tiao'kao
单法兰变送器,dan'fa'lan'bian'song'qi
单法兰液位变送器,dan'fa'lan'ye'wei'bian'song'qi
单法兰远传变送器,dan'fa'lan'yuan'chuan'bian'song'qi
担负,dan'fu
担纲,dan'gang
单根导线,dan'gen'dao'xian
单根电缆垂直燃烧测试,dan'gen'dian'lan'chui'zhi'ran'shao'ce'shi
单根电线垂直燃烧测试,dan'gen'dian'xian'chui'zhi'ran'shao'ce'shi
单工,dan'gong
单股,dan'gu
但故障,dan'gu'zhang
但故障点,dan'gu'zhang'dian
单管式松套光缆,dan'guan'shi'song'tao'guang'lan
单管同轴电缆,dan'guan'tong'zhou'dian'lan
单管系统,dan'guan'xi'tong
单轨式油压剪,dan'gui'shi'you'ya'jian
单横模激光器,dan'heng'mo'ji'guang'qi
淡红色,dan'hong'se
单护套,dan'hu'tao
单护套电缆,dan'hu'tao'dian'lan
氮化硅纤维编织层,dan'hua'gui'xian'wei'bian'zhi'ceng
氮化硅纤维编织带,dan'hua'gui'xian'wei'bian'zhi'dai
氮化硅纤维编织套管,dan'hua'gui'xian'wei'bian'zhi'tao'guan
氮化硅纤维绝缘线,dan'hua'gui'xian'wei'jue'yuan'xian
单滑轮导缆器,dan'hua'lun'dao'lan'qi
单环标志,dan'huan'biao'zhi
单幻像回路,dan'huan'xiang'hui'lu
单幻象回路,dan'huan'xiang'hui'lu
淡灰色,dan'hui'se
单击,dan'ji
单机,dan'ji
单极处理机,dan'ji'chu'li'ji
单极电机,dan'ji'dian'ji
单击电路,dan'ji'dian'lu
单级电晕法鼓式分离器,dan'ji'dian'yun'fa'gu'shi'fen'li'qi
单极高压直流输电线路,dan'ji'gao'ya'zhi'liu'shu'dian'xian'lu
单级计量螺杆,dan'ji'ji'liang'luo'gan
单机架线材压扁机,dan'ji'jia'xian'cai'ya'bian'ji
单机架轧机,dan'ji'jia'zha'ji
单机列轧机,dan'ji'lie'zha'ji
单级喂料螺杆,dan'ji'wei'liao'luo'gan
单机无穷大系统,dan'ji'wu'qiong'da'xi'tong
单节距,dan'jie'ju
单节距成缆机,dan'jie'ju'cheng'lan'ji
单节距绞线机,dan'jie'ju'jiao'xian'ji
单节距收线机,dan'jie'ju'shou'xian'ji
单节距收线装置,dan'jie'ju'shou'xian'zhuang'zhi
单节距线组双绞机,dan'jie'ju'xian'zu'shuang'jiao'ji
单金属线,dan'jin'shu'xian
单晶金刚石,dan'jing'jin'gang'shi
单晶金刚石拉线模,dan'jing'jin'gang'shi'la'xian'mo
单晶天然钻石模,dan'jing'tian'ran'zuan'shi'mo
单晶钻石模,dan'jing'zuan'shi'mo
单开槽杆式光缆,dan'kai'cao'gan'shi'guang'lan
单开槽芯光缆,dan'kai'cao'xin'guang'lan
单馈线,dan'kui'xian
单联碗头,dan'lian'wan'tou
单联碗头挂板,dan'lian'wan'tou'gua'ban
氮流量极高,dan'liu'liang'ji'gao
氮流速,dan'liu'su
单路铝青铜装置密封盖装具,dan'lu'lv'qing'tong'zhuang'zhi'mi'feng'gai'zhuang'ju
单轮或双轮牵引装置,dan'lun'huo'shuang'lun'qian'yin'zhuang'zhi
单轮牵引装置,dan'lun'qian'yin'zhuang'zhi
单螺杆传动装置,dan'luo'gan'chuan'dong'zhuang'zhi
单螺杆混料机,dan'luo'gan'hun'liao'ji
单螺杆混料挤出机,dan'luo'gan'hun'liao'ji'chu'ji
单螺杆挤出机,dan'luo'gan'ji'chu'ji
单螺纹螺杆,dan'luo'wen'luo'gan
单面检测器,dan'mian'jian'ce'qi
单面屏蔽电缆,dan'mian'ping'bi'dian'lan
单模,dan'mo
单模大拉机,dan'mo'da'la'ji
单模光纤,dan'mo'guang'xian
单模光纤连接器,dan'mo'guang'xian'lian'jie'qi
单模光纤耦合器,dan'mo'guang'xian'ou'he'qi
单模激光器,dan'mo'ji'guang'qi
单模孔拉线机,dan'mo'kong'la'xian'ji
单模拉丝机,dan'mo'la'si'ji
单模拉线机,dan'mo'la'xian'ji
单模纤维光缆,dan'mo'xian'wei'guang'lan
单母线,dan'mu'xian
单母线方式,dan'mu'xian'fang'shi
单扭,dan'niu
单扭绞法,dan'niu'jiao'fa
单盘成圈机,dan'pan'cheng'quan'ji
单盘放线架,dan'pan'fang'xian'jia
单盘放线装置,dan'pan'fang'xian'zhuang'zhi
单盘收线机,dan'pan'shou'xian'ji
单盘收线装置,dan'pan'shou'xian'zhuang'zhi
单盘越端放线,dan'pan'yue'duan'fang'xian
单片处理机,dan'pian'chu'li'ji
单片集成电路,dan'pian'ji'cheng'dian'lu
单片机单片微型计算机,dan'pian'ji'dan'pian'wei'xing'ji'suan'ji
单片模制塑料,dan'pian'mo'zhi'su'liao
单片微型控制器,dan'pian'wei'xing'kong'zhi'qi
单偏振化学汽相沉积法,dan'pian'zhen'hua'xue'qi'xiang'chen'ji'fa
单偏振模保持光纤,dan'pian'zhen'mo'bao'chi'guang'xian
单频激光器,dan'pin'ji'guang'qi
单屏蔽导体,dan'ping'bi'dao'ti
单平面激光测径仪,dan'ping'mian'ji'guang'ce'jing'yi
单平面曲线辊式矫直器,dan'ping'mian'qu'xian'gun'shi'jiao'zhi'qi
氮气,dan'qi
氮气交联,dan'qi'jiao'lian
氮气交联装置,dan'qi'jiao'lian'zhuang'zhi
氮气冷却系统,dan'qi'leng'que'xi'tong
氮气热交换器,dan'qi're'jiao'huan'qi
氮气循环系统,dan'qi'xun'huan'xi'tong
氮气注射系统,dan'qi'zhu'she'xi'tong
单圈捆扎架,dan'quan'kun'za'jia
单圈式拉线鼓轮,dan'quan'shi'la'xian'gu'lun
担任,dan'ren
担任了,dan'ren'le
单塞绳,dan'sai'sheng
单色标志,dan'se'biao'zhi
单色绝缘,dan'se'jue'yuan
单色图像信号共现原理,dan'se'tu'xiang'xin'hao'gong'xian'yuan'li
单色线,dan'se'xian
单纱包机,dan'sha'bao'ji
单纱包漆包线,dan'sha'bao'qi'bao'xian
单纱包线,dan'sha'bao'xian
单纱缝合绝缘线,dan'sha'feng'he'jue'yuan'xian
单纱双丝包,dan'sha'shuang'si'bao
但设备,dan'she'bei
但是,dan'shi
单束电缆,dan'shu'dian'lan
单束束绞,dan'shu'shu'jiao
单束束绞线芯,dan'shu'shu'jiao'xian'xin
单双绞分线板,dan'shuang'jiao'fen'xian'ban
单双节距绞线机,dan'shuang'jie'ju'jiao'xian'ji
单双扭距,dan'shuang'niu'ju
单双头连续退火装置,dan'shuang'tou'lian'xu'tui'huo'zhuang'zhi
单双头中拉机,dan'shuang'tou'zhong'la'ji
单丝包机,dan'si'bao'ji
单丝包线,dan'si'bao'xian
单丝铠装电缆,dan'si'kai'zhuang'dian'lan
单丝漆包,dan'si'qi'bao
单丝填充物,dan'si'tian'chong'wu
单四线组,dan'si'xian'zu
单四线组电缆,dan'si'xian'zu'dian'lan
单套,dan'tao
单体导向器,dan'ti'dao'xiang'qi
单跳,dan'tiao
单通道光缆,dan'tong'dao'guang'lan
单头编织机,dan'tou'bian'zhi'ji
单头单位式纸包机,dan'tou'dan'wei'shi'zhi'bao'ji
单头电镀设备,dan'tou'dian'du'she'bei
单头镀锡生产线,dan'tou'du'xi'sheng'chan'xian
单头立式放线架,dan'tou'li'shi'fang'xian'jia
单头绕线机,dan'tou'rao'xian'ji
单头热水喷洗,dan'tou're'shui'pen'xi
单头热水喷洗装置,dan'tou're'shui'pen'xi'zhuang'zhi
单头收线装置,dan'tou'shou'xian'zhuang'zhi
单头弯曲机,dan'tou'wan'qu'ji
单头弯线机,dan'tou'wan'xian'ji
单头照相凹板印字机,dan'tou'zhao'xiang'ao'ban'yin'zi'ji
单位,dan'wei
单位标志器,dan'wei'biao'zhi'qi
单位标识线,dan'wei'biao'zhi'xian
单位不规则绞合,dan'wei'bu'gui'ze'jiao'he
单位符号,dan'wei'fu'hao
单位加压压力,dan'wei'jia'ya'ya'li
单位绞,dan'wei'jiao
单位绞电缆,dan'wei'jiao'dian'lan
单位结构,dan'wei'jie'gou
单位利用系数,dan'wei'li'yong'xi'shu
单位面积重量,dan'wei'mian'ji'zhong'liang
单位屏蔽对绞电缆,dan'wei'ping'bi'dui'jiao'dian'lan
单位容量,dan'wei'rong'liang
单位式,dan'wei'shi
单位式成缆,dan'wei'shi'cheng'lan
单位式电缆,dan'wei'shi'dian'lan
单位式光缆,dan'wei'shi'guang'lan
单位式光纤光缆,dan'wei'shi'guang'xian'guang'lan
单位式绞合,dan'wei'shi'jiao'he
单位式绞合电缆,dan'wei'shi'jiao'he'dian'lan
单位式绞缆机,dan'wei'shi'jiao'lan'ji
单位式结构,dan'wei'shi'jie'gou
单位式市内话缆,dan'wei'shi'shi'nei'hua'lan
单位体积重量,dan'wei'ti'ji'zhong'liang
单位线束绕扎绳,dan'wei'xian'shu'rao'zha'sheng
单位重量,dan'wei'zhong'liang
单位装机容量,dan'wei'zhuang'ji'rong'liang
但我们,dan'wo'men
单纤,dan'xian
单线对,dan'xian'dui
单线螺杆,dan'xian'luo'gan
单线软绳,dan'xian'ruan'sheng
单线塞绳,dan'xian'sai'sheng
单线线路,dan'xian'xian'lu
单纤芯连接器,dan'xian'xin'lian'jie'qi
单纤着色生产线,dan'xian'zhuo'se'sheng'chan'xian
单纤着色装置,dan'xian'zhuo'se'zhuang'zhi
单线组双绞机,dan'xian'zu'shuang'jiao'ji
单相,dan'xiang
单向侧面供水槽,dan'xiang'ce'mian'gong'shui'cao
单向成缆装置,dan'xiang'cheng'lan'zhuang'zhi
单相重合闸,dan'xiang'chong'he'zha
单向导线,dan'xiang'dao'xian
单相电度表,dan'xiang'dian'du'biao
单相电压,dan'xiang'dian'ya
单向动圈话筒,dan'xiang'dong'quan'hua'tong
单向刮漆试验,dan'xiang'gua'qi'shi'yan
单向刮漆试验机,dan'xiang'gua'qi'shi'yan'ji
单向刮漆试验设备,dan'xiang'gua'qi'shi'yan'she'bei
单向绞合,dan'xiang'jiao'he
单向绞合法,dan'xiang'jiao'he'fa
单相交联电缆头,dan'xiang'jiao'lian'dian'lan'tou
单向耐刮试验,dan'xiang'nai'gua'shi'yan
单向绕线,dan'xiang'rao'xian
单向通信,dan'xiang'tong'xin
单相同心中性线电缆,dan'xiang'tong'xin'zhong'xing'xian'dian'lan
单向自愈环,dan'xiang'zi'yu'huan
单向总线,dan'xiang'zong'xian
单芯单线芯,dan'xin'dan'xian'xin
单芯电缆,dan'xin'dian'lan
单芯光缆,dan'xin'guang'lan
单芯光缆连接器,dan'xin'guang'lan'lian'jie'qi
单芯矿物绝缘电缆,dan'xin'kuang'wu'jue'yuan'dian'lan
单芯热塑料绝缘电线,dan'xin're'su'liao'jue'yuan'dian'xian
单芯信号电缆,dan'xin'xin'hao'dian'lan
单芯终端头,dan'xin'zhong'duan'tou
单星,dan'xing
单星绞电缆,dan'xing'jiao'dian'lan
单选,dan'xuan
氮氧化物,dan'yang'hua'wu
丹阳绝缘,dan'yang'jue'yuan
但要,dan'yao
但也,dan'ye
单一,dan'yi
单引入式接头盒,dan'yin'ru'shi'jie'tou'he
单用户系统,dan'yong'hu'xi'tong
但由于,dan'you'yu
单元,dan'yuan
单元段,dan'yuan'duan
单元管理层,dan'yuan'guan'li'ceng
单元增音段,dan'yuan'zeng'yin'duan
单元组合装置,dan'yuan'zu'he'zhuang'zhi
但在,dan'zai
但在解决,dan'zai'jie'jue
单张图纸,dan'zhang'tu'zhi
氮蒸汽交联法,dan'zheng'qi'jiao'lian'fa
单支架悬臂式复绕机,dan'zhi'jia'xuan'bi'shi'fu'rao'ji
单重,dan'zhong
单轴式线材磨光机,dan'zhou'shi'xian'cai'mo'guang'ji
单柱刨床,dan'zhu'bao'chuang
单装套管,dan'zhuang'tao'guan
单子,dan'zi
单纵模,dan'zong'mo
单组,dan'zu
单组且,dan'zu'qie
档案,dang'an
挡板,dang'ban
当成,dang'cheng
当代,dang'dai
党的,dang'de
当地,dang'di
当地操作,dang'di'cao'zuo
挡锭器架,dang'ding'qi'jia
当二次侧,dang'er'ci'ce
当发生在,dang'fa'sheng'zai
挡风环,dang'feng'huan
挡杆,dang'gan
挡隔螺纹,dang'ge'luo'wen
挡火带,dang'huo'dai
档距,dang'ju
当前,dang'qian
当时,dang'shi
当时按,dang'shi'an
当时的,dang'shi'de
挡水层,dang'shui'ceng
挡水带,dang'shui'dai
挡水混合物,dang'shui'hun'he'wu
挡水性能,dang'shui'xing'neng
当天,dang'tian
当天往返,dang'tian'wang'fan
党团史,dang'tuan'shi
档位,dang'wei
当我们,dang'wo'men
当无,dang'wu
当无母线上,dang'wu'mu'xian'shang
当一组,dang'yi'zu
当一组母线,dang'yi'zu'mu'xian
挡油板档,dang'you'ban'dang
挡油圈,dang'you'quan
党员,dang'yuan
党员学习,dang'yuan'xue'xi
党员助工,dang'yuan'zhu'gong
当月,dang'yue
党支部,dang'zhi'bu
当中,dang'zhong
档装置,dang'zhuang'zhi
当做,dang'zuo
岛安全地带,dao'an'quan'di'dai
导板,dao'ban
导波,dao'bo
稻草,dao'cao
到场,dao'chang
到处,dao'chu
道出,dao'chu
导磁率,dao'ci'lv
导磁性能,dao'ci'xing'neng
到达,dao'da
导弹井支架电缆,dao'dan'jing'zhi'jia'dian'lan
到的,dao'de
导地线规格,dao'di'xian'gui'ge
导电,dao'dian
导电材料,dao'dian'cai'liao
导电层,dao'dian'ceng
导电膏,dao'dian'gao
导电隔离层,dao'dian'ge'li'ceng
导电护套同轴电缆,dao'dian'hu'tao'tong'zhou'dian'lan
导电环,dao'dian'huan
导电聚氨酯,dao'dian'ju'an'zhi
导电聚合物,dao'dian'ju'he'wu
导电密封材料,dao'dian'mi'feng'cai'liao
导电漆,dao'dian'qi
导电气体,dao'dian'qi'ti
导电水,dao'dian'shui
导电碳纤维,dao'dian'tan'xian'wei
导电陶瓷,dao'dian'tao'ci
导电体,dao'dian'ti
导电添加剂,dao'dian'tian'jia'ji
导电纤维布,dao'dian'xian'wei'bu
导电纤维材料,dao'dian'xian'wei'cai'liao
导电线芯,dao'dian'xian'xin
导电橡胶,dao'dian'xiang'jiao
导电性,dao'dian'xing
导电用铝,dao'dian'yong'lv
导电用铜,dao'dian'yong'tong
导杆,dao'gan
倒挂式电缆终端头,dao'gua'shi'dian'lan'zhong'duan'tou
倒挂式终端盒,dao'gua'shi'zhong'duan'he
导轨,dao'gui
导辊,dao'gun
导航仪,dao'hang'yi
导环,dao'huan
导环导线环,dao'huan'dao'xian'huan
倒换完成时间,dao'huan'wan'cheng'shi'jian
到击穿的时间,dao'ji'chuan'de'shi'jian
倒角斜切机,dao'jiao'xie'qie'ji
到今天,dao'jin'tian
刀具刃磨,dao'ju'ren'mo
刀具研磨机,dao'ju'yan'mo'ji
刀开关,dao'kai'guan
到来,dao'lai
导缆钩,dao'lan'gou
导缆钳,dao'lan'qian
倒棱装置,dao'leng'zhuang'zhi
道林夏宁法,dao'lin'xia'ning'fa
导流构件,dao'liu'gou'jian
道路要走,dao'lu'yao'zou
导轮,dao'lun
导轮组,dao'lun'zu
倒母,dao'mu
导纳,dao'na
导频,dao'pin
到期,dao'qi
倒绕,dao'rao
导热体,dao're'ti
导热系数,dao're'xi'shu
刀刃厚度,dao'ren'hou'du
导入,dao'ru
倒顺开关,dao'shun'kai'guan
导丝钩,dao'si'gou
导体安全测试,dao'ti'an'quan'ce'shi
导体材料,dao'ti'cai'liao
导体场强,dao'ti'chang'qiang
导体存取法,dao'ti'cun'qu'fa
导体单位,dao'ti'dan'wei
导体电阻导线电阻,dao'ti'dian'zu'dao'xian'dian'zu
导体夹箍,dao'ti'jia'gu
导体结构,dao'ti'jie'gou
导体绝缘,dao'ti'jue'yuan
导体内冷高压电力电缆,dao'ti'nei'leng'gao'ya'dian'li'dian'lan
导体屏蔽,dao'ti'ping'bi
导体屏蔽电缆,dao'ti'ping'bi'dian'lan
导体绕扎带,dao'ti'rao'za'dai
导体数导体根数,dao'ti'shu'dao'ti'gen'shu
导体损耗,dao'ti'sun'hao
导体梯度,dao'ti'ti'du
导体温度,dao'ti'wen'du
导体形状,dao'ti'xing'zhuang
到位,dao'wei
导卫装置,dao'wei'zhuang'zhi
导线,dao'xian
导线补偿,dao'xian'bu'chang
到现场,dao'xian'chang
导线单位长度的总负载,dao'xian'dan'wei'chang'du'de'zong'fu'zai
导线的紧压,dao'xian'de'jin'ya
导线的压缩,dao'xian'de'ya'suo
导线端,dao'xian'duan
导线断股,dao'xian'duan'gu
导线断裂,dao'xian'duan'lie
导线对地电压,dao'xian'dui'di'dian'ya
导线防震锤,dao'xian'fang'zhen'chui
导线覆冰,dao'xian'fu'bing
导线感应加热,dao'xian'gan'ying'jia're
导线管,dao'xian'guan
导线弧垂,dao'xian'hu'chui
导线换位,dao'xian'huan'wei
导线间电压,dao'xian'jian'dian'ya
导线间隔,dao'xian'jian'ge
导线间距,dao'xian'jian'ju
导线间距不符合规定,dao'xian'jian'ju'bu'fu'he'gui'ding
导线交叉,dao'xian'jiao'cha
导线绞合,dao'xian'jiao'he
导线结冰,dao'xian'jie'bing
导线接头线夹,dao'xian'jie'tou'xian'jia
导线连接,dao'xian'lian'jie
导线清洗槽,dao'xian'qing'xi'cao
导线设计,dao'xian'she'ji
导线寿命循环成本分析,dao'xian'shou'ming'xun'huan'cheng'ben'fen'xi
导线束,dao'xian'shu
导线铜管螺纹,dao'xian'tong'guan'luo'wen
导线涂色,dao'xian'tu'se
导线温度,dao'xian'wen'du
导线张弛调节器,dao'xian'zhang'chi'tiao'jie'qi
导线张力,dao'xian'zhang'li
导线直径,dao'xian'zhi'jing
导线终端扎结,dao'xian'zhong'duan'zha'jie
导线桩环,dao'xian'zhuang'huan
导线阻抗测试器,dao'xian'zu'kang'ce'shi'qi
导向槽,dao'xiang'cao
导向端,dao'xiang'duan
导向鼓轮,dao'xiang'gu'lun
导向辊,dao'xiang'gun
导向轮,dao'xiang'lun
导向装置,dao'xiang'zhuang'zhi
导销,dao'xiao
导引电缆,dao'yin'dian'lan
导引管,dao'yin'guan
导引绝缘线芯,dao'yin'jue'yuan'xian'xin
导引线,dao'yin'xian
导引线保护,dao'yin'xian'bao'hu
导引中心孤子,dao'yin'zhong'xin'gu'zi
导则,dao'ze
倒闸,dao'zha
刀闸,dao'zha
倒闸操作,dao'zha'cao'zuo
刀闸操作,dao'zha'cao'zuo
刀闸操作把手,dao'zha'cao'zuo'ba'shou
倒闸操作票,dao'zha'cao'zuo'piao
刀闸隔离开关,dao'zha'ge'li'kai'guan
刀闸美哟,dao'zha'mei'yo
刀闸切换,dao'zha'qie'huan
刀闸烧损,dao'zha'shao'sun
刀闸应在,dao'zha'ying'zai
刀闸与,dao'zha'yu
导致,dao'zhi
导致差动回路,dao'zhi'cha'dong'hui'lu
导致的,dao'zhi'de
导致电流,dao'zhi'dian'liu
导致对,dao'zhi'dui
岛状结构,dao'zhuang'jie'gou
稻子,dao'zi
到自己,dao'zi'ji
到自己所学,dao'zi'ji'suo'xue
的安全,de'an'quan
的把关,de'ba'guan
的保护,de'bao'hu
的包括,de'bao'kuo
的备自投,de'bei'zi'tou
的闭锁,de'bi'suo
的变电站,de'bian'dian'zhan
的变压器,de'bian'ya'qi
的变压器两侧,de'bian'ya'qi'liang'ce
得不到,de'bu'dao
的不平衡电流,de'bu'ping'heng'dian'liu
的不熟悉,de'bu'shu'xi
的侧,de'ce
的差动回路,de'cha'dong'hui'lu
的插件,de'cha'jian
的差流,de'cha'liu
的成才,de'cheng'cai
的成绩,de'cheng'ji
得出,de'chu
的出场,de'chu'chang
的大力,de'da'li
得到,de'dao
得到进一步的学习,de'dao'jin'yi'bu'de'xue'xi
的的,de'de
得得得,de'de'de
得得得得已经,de'de'de'de'yi'jing
得得得完成,de'de'de'wan'cheng
