爱恶相攻而吉凶生,ai'e'xiang'gong'er'ji'xiong'sheng
知来者逆,zhi'lai'zhe'ni
知临,zhi'lin
至临,zhi'lin
至临无咎,zhi'lin'wu'jiu
志末也,zhi'mo'ye
执其随,zhi'qi'sui
止其所也,zhi'qi'suo'ye
直其正也,zhi'qi'zheng'ye
志穷凶也,zhi'qiong'xiong'ye
志穷也,zhi'qiong'ye
志穷灾也,zhi'qiong'zai'ye
志上行也,zhi'shang'xing'ye
志舍下也,zhi'she'xia'ye
致饰然后亨,zhi'shi'ran'hou'heng
致天下之货,zhi'tian'xia'zhi'huo
知通塞也,zhi'tong'sai'ye
志未变也,zhi'wei'bian'ye
志未得也,zhi'wei'de'ye
志未光也,zhi'wei'guang'ye
志未平也,zhi'wei'ping'ye
致孝享也,zhi'xiao'xiang'ye
志行也,zhi'xing'ye
志行正也,zhi'xing'zheng'ye
止也,zhi'ye
知以藏往,zhi'yi'cang'wang
直以方也,zhi'yi'fang'ye
致役乎坤,zhi'yi'hu'kun
志疑也,zhi'yi'ye
知矣哉,zhi'yi'zai
志应也,zhi'ying'ye
执用黄牛,zhi'yong'huang'niu
至于八月有凶,zhi'yu'ba'yue'you'xiong
置于丛棘,zhi'yu'cong'ji
至于十年,zhi'yu'shi'nian
致远以利天下,zhi'yuan'yi'li'tian'xia
志在君也,zhi'zai'jun'ye
至哉坤元,zhi'zai'kun'yuan
志在内也,zhi'zai'nei'ye
志在随人,zhi'zai'sui'ren
志在外也,zhi'zai'wai'ye
志在下也,zhi'zai'xia'ye
知者观其彖辞,zhi'zhe'guan'qi'tuan'ci
知者见之谓之知,zhi'zhe'jian'zhi'wei'zhi'zhi
止之,zhi'zhi
志治也,zhi'zhi'ye
执之用黄牛之革,zhi'zhi'yong'huang'niu'zhi'ge
知至至之,zhi'zhi'zhi'zhi
知终终之,zhi'zhong'zhong'zhi
知周乎万物,zhi'zhou'hu'wan'wu
止诸躬也,zhi'zhu'gong'ye
众必有所比,zhong'bi'you'suo'bi
终不可长也,zhong'bu'ke'chang'ye
终不可用也,zhong'bu'ke'yong'ye
中不在人,zhong'bu'zai'ren
中不自乱也,zhong'bu'zi'luan'ye
终朝三褫之,zhong'chao'san'chi'zhi
终而所成始也,zhong'er'suo'cheng'shi'ye
中孚,zhong'fu
中孚卦终,zhong'fu'gua'zhong
中孚信也,zhong'fu'xin'ye
中孚以利贞,zhong'fu'yi'li'zhen
重刚而不中,zhong'gang'er'bu'zhong
中行,zhong'hang
中行独复,zhong'hang'du'fu
中行无咎,zhong'hang'wu'jiu
终吉,zhong'ji
终来有他,zhong'lai'you'ta
终吝,zhong'lin
重门击柝,zhong'men'ji'tuo
重明以丽乎正,zhong'ming'yi'li'hu'zheng
终莫之陵也,zhong'mo'zhi'ling'ye
终莫之胜,zhong'mo'zhi'sheng
终莫之闻也,zhong'mo'zhi'wen'ye
终日戒,zhong'ri'jie
终日乾乾,zhong'ri'qian'qian
终万物始万物者,zhong'wan'wu'shi'wan'wu'zhe
中未变也,zhong'wei'bian'ye
中未大也,zhong'wei'da'ye
中未光也,zhong'wei'guang'ye
中未亡也,zhong'wei'wang'ye
终无功也,zhong'wu'gong'ye
终无咎,zhong'wu'jiu
终无咎也,zhong'wu'jiu'ye
中无尤也,zhong'wu'you'ye
终无尤也,zhong'wu'you'ye
重险也,zhong'xian'ye
忠信,zhong'xin
中心得也,zhong'xin'de'ye
中心疑者其辞枝,zhong'xin'yi'zhe'qi'ci'zhi
中心愿也,zhong'xin'yuan'ye
终凶,zhong'xiong
重巽以申命,zhong'xun'yi'shen'ming
众也,zhong'ye
中以为实也,zhong'yi'wei'shi'ye
中以为志也,zhong'yi'wei'zhi'ye
中以行愿也,zhong'yi'xing'yuan'ye
中以行正也,zhong'yi'xing'zheng'ye
终以誉命,zhong'yi'yu'ming
中以自考也,zhong'yi'zi'kao'ye
终有大败,zhong'you'da'bai
中有庆也,zhong'you'qing'ye
终有凶,zhong'you'xiong
众允,zhong'yun
众允之,zhong'yun'zhi
终则有始,zhong'ze'you'shi
终则有始也,zhong'ze'you'shi'ye
中正而应,zhong'zheng'er'ying
中正也,zhong'zheng'ye
中正以观天下,zhong'zheng'yi'guan'tian'xia
中正以通,zhong'zheng'yi'tong
中正有庆,zhong'zheng'you'qing
终止则乱,zhong'zhi'ze'luan
舟楫之利,zhou'ji'zhi'li
周流注虚,zhou'liu'zhu'xu
昼日三接,zhou'ri'san'jie
昼日三接也,zhou'ri'san'jie'ye
昼夜之象也,zhou'ye'zhi'xiang'ye
周之盛德邪,zhou'zhi'sheng'de'xie
朱绂方来,zhu'fu'fang'lai
主器者莫若长子,zhu'qi'zhe'mo'ruo'zhang'zi
主人有言,zhu'ren'you'yan
壮于大舆之輹,zhuang'yu'da'yu'zhi'fu
壮于前趾,zhuang'yu'qian'zhi
壮于頄,zhuang'yu'qiu
壮于趾,zhuang'yu'zhi
斵木为耜,zhuo'mu'wei'si
酌损之,zhuo'sun'zhi
自藏也,zi'cang'ye
自复,zi'fu
子克家,zi'ke'jia
自求口实,zi'qiu'kou'shi
自上下下,zi'shang'xia'xia
自上佑也,zi'shang'you'ye
子弑其父,zi'shi'qi'fu
自试也,zi'shi'ye
自天佑也,zi'tian'you'ye
自天佑之,zi'tian'you'zhi
自外来也,zi'wai'lai'ye
自我西郊,zi'wo'xi'jiao
自我致寇,zi'wo'zhi'kou
自我致戎,zi'wo'zhi'rong
自下讼上,zi'xia'song'shang
自邑告命,zi'yi'gao'ming
子曰,zi'yue
子子,zi'zi
卒成之终,zu'cheng'zhi'zhong
足以长人,zu'yi'chang'ren
足以干事,zu'yi'gan'shi
足以合礼,zu'yi'he'li
足以和义,zu'yi'he'yi
罪大而不可解,zui'da'er'bu'ke'jie
尊而光,zun'er'guang
樽酒簋贰,zun'jiu'gui'er
左次无咎,zuo'ci'wu'jiu
作结绳而为网罟,zuo'jie'sheng'er'wei'wang'gu
作易者,zuo'yi'zhe
作易者其知盗乎,zuo'yi'zhe'qi'zhi'dao'hu
