阿鼻,a'bi
欲有,yu'you
愿波罗蜜,yuan'bo'luo'mi
愿波罗蜜十德,yuan'bo'luo'mi'shi'de
圆乘,yuan'cheng
圆成,yuan'cheng
缘成,yuan'cheng
圆成实性,yuan'cheng'shi'xing
愿船,yuan'chuan
愿度,yuan'du
圆顿,yuan'dun
圆顿教,yuan'dun'jiao
圆顿戒,yuan'dun'jie
圆顿宗,yuan'dun'zong
圆佛,yuan'fo
愿佛,yuan'fo
缘缚断,yuan'fu'duan
圆光,yuan'guang
圆果,yuan'guo
愿海,yuan'hai
圆寂,yuan'ji
圆教,yuan'jiao
圆教四门,yuan'jiao'si'men
圆戒,yuan'jie
圆解,yuan'jie
圆具,yuan'ju
圆觉,yuan'jue
缘觉,yuan'jue
缘觉乘,yuan'jue'cheng
缘觉法界,yuan'jue'fa'jie
缘觉菩提,yuan'jue'pu'ti
圆空,yuan'kong
愿力,yuan'li
缘力,yuan'li
缘理,yuan'li
愿力自然,yuan'li'zi'ran
愿轮,yuan'lun
缘虑心,yuan'lv'xin
元妙,yuan'miao
圆妙,yuan'miao
元明,yuan'ming
圆明常寂照,yuan'ming'chang'ji'zhao
元品无明,yuan'pin'wu'ming
缘起,yuan'qi
缘起门,yuan'qi'men
缘起性空,yuan'qi'xing'kong
缘起中道,yuan'qi'zhong'dao
冤亲,yuan'qin
怨亲平等,yuan'qin'ping'deng
缘缺不生,yuan'que'bu'sheng
缘日,yuan'ri
圆融,yuan'rong
圆融三谛,yuan'rong'san'di
愿身,yuan'shen
缘生,yuan'sheng
圆实,yuan'shi
愿食,yuan'shi
缘事,yuan'shi
远师,yuan'shi
圆通,yuan'tong
圆通忏法,yuan'tong'chan'fa
圆通大士,yuan'tong'da'shi
愿土,yuan'tu
圆悟,yuan'wu
圆心,yuan'xin
缘心,yuan'xin
圆行,yuan'xing
愿行,yuan'xing
远行地,yuan'xing'di
愿行具足,yuan'xing'ju'zu
圆修,yuan'xiu
圆音,yuan'yin
缘因,yuan'yin
缘缘,yuan'yuan
怨憎会苦,yuan'zeng'hui'ku
圆宗,yuan'zong
蕴处界,yun'chu'jie
蕴界,yun'jie
蕴魔,yun'mo
蕴善巧,yun'shan'qiao
蕴识,yun'shi
运心,yun'xin
运心供养,yun'xin'gong'yang
在缠,zai'chan
在家二戒,zai'jia'er'jie
在家菩萨,zai'jia'pu'sa
赞佛,zan'fo
赞叹门,zan'tan'men
藏经,zang'jing
藏识,zang'shi
择法觉支,ze'fa'jue'zhi
择法眼,ze'fa'yan
择灭,ze'mie
增悲,zeng'bei
增劫,zeng'jie
增上,zeng'shang
增上慧学,zeng'shang'hui'xue
增上戒学,zeng'shang'jie'xue
增上慢,zeng'shang'man
增上心,zeng'shang'xin
增上心学,zeng'shang'xin'xue
增上缘,zeng'shang'yuan
增长,zeng'zhang
增长广目,zeng'zhang'guang'mu
增长天,zeng'zhang'tian
斋法,zhai'fa
斋非时,zhai'fei'shi
斋戒,zhai'jie
斋七,zhai'qi
斋时,zhai'shi
斋月,zhai'yue
斋主,zhai'zhu
展转食,zhan'zhuan'shi
障尽解脱,zhang'jin'jie'tuo
长老,zhang'lao
丈六应身,zhang'liu'ying'shen
长者,zhang'zhe
招提,zhao'ti
遮恶,zhe'e
折伏摄受,zhe'fu'she'shou
遮戒,zhe'jie
遮那,zhe'na
遮那教主,zhe'na'jiao'zhu
遮性,zhe'xing
遮罪,zhe'zui
真常,zhen'chang
真谛,zhen'di
真法,zhen'fa
真法界,zhen'fa'jie
真佛,zhen'fo
真化二身,zhen'hua'er'shen
真寂,zhen'ji
真际,zhen'ji
真解脱,zhen'jie'tuo
真觉,zhen'jue
真空,zhen'kong
真空观,zhen'kong'guan
真空妙有,zhen'kong'miao'you
真理,zhen'li
真诠,zhen'quan
真人,zhen'ren
真如,zhen'ru
真如不变,zhen'ru'bu'bian
真如法身,zhen'ru'fa'shen
真如寂灭相,zhen'ru'ji'mie'xiang
真如内薰,zhen'ru'nei'xun
真如三昧,zhen'ru'san'mei
真如实相,zhen'ru'shi'xiang
真如随缘,zhen'ru'sui'yuan
真如无为,zhen'ru'wu'wei
真如缘起,zhen'ru'yuan'qi
真身,zhen'shen
真身观,zhen'shen'guan
真识,zhen'shi
真俗,zhen'su
真俗不二,zhen'su'bu'er
真堂,zhen'tang
真土,zhen'tu
真妄,zhen'wang
真妄二心,zhen'wang'er'xin
真我,zhen'wo
真无漏智,zhen'wu'lou'zhi
真心,zhen'xin
真性,zhen'xing
真言,zhen'yan
真言阿阇梨,zhen'yan'a'she'li
真言乘,zhen'yan'cheng
真言教,zhen'yan'jiao
真言秘密,zhen'yan'mi'mi
真言陀罗尼,zhen'yan'tuo'luo'ni
真言心,zhen'yan'xin
真言宗,zhen'yan'zong
真应二身,zhen'ying'er'shen
真语,zhen'yu
真智,zhen'zhi
真子,zhen'zi
正报,zheng'bao
正遍觉,zheng'bian'jue
正遍智,zheng'bian'zhi
证大菩提,zheng'da'pu'ti
正等觉,zheng'deng'jue
正等正觉,zheng'deng'zheng'jue
正定,zheng'ding
正法,zheng'fa
证法,zheng'fa
正法轮,zheng'fa'lun
正法明如来,zheng'fa'ming'ru'lai
正法寿,zheng'fa'shou
正法眼藏,zheng'fa'yan'cang
正法依,zheng'fa'yi
正果,zheng'guo
证果,zheng'guo
正行,zheng'hang
正见,zheng'jian
正精进,zheng'jing'jin
正觉,zheng'jue
证觉,zheng'jue
正觉华,zheng'jue'hua
证满成佛,zheng'man'cheng'fo
正念,zheng'nian
正勤,zheng'qin
证入,zheng'ru
证入成佛,zheng'ru'cheng'fo
正士,zheng'shi
正受,zheng'shou
正思惟,zheng'si'wei
证悟,zheng'wu
正像末,zheng'xiang'mo
证信序,zheng'xin'xu
正业,zheng'ye
正因,zheng'yin
正欲,zheng'yu
正语,zheng'yu
证智,zheng'zhi
止,zhi
智波罗蜜,zhi'bo'luo'mi
智藏,zhi'cang
智藏海,zhi'cang'hai
执持,zhi'chi
止持,zhi'chi
止持戒,zhi'chi'jie
智德,zhi'de
至德具足益,zhi'de'ju'zu'yi
质帝,zhi'di
智度,zhi'du
智断,zhi'duan
质多,zhi'duo
质多耶,zhi'duo'ye
知法,zhi'fa
止犯,zhi'fan
知根无所畏,zhi'gen'wu'suo'wei
止观,zhi'guan
止观法门,zhi'guan'fa'men
止观十观,zhi'guan'shi'guan
止观宗,zhi'guan'zong
智光,zhi'guang
智果,zhi'guo
智海,zhi'hai
智慧,zhi'hui
智慧波罗蜜,zhi'hui'bo'luo'mi
智慧灯,zhi'hui'deng
智慧观照,zhi'hui'guan'zhao
智慧光,zhi'hui'guang
智慧光佛,zhi'hui'guang'fo
智慧剑,zhi'hui'jian
智慧门,zhi'hui'men
执见,zhi'jian
知见,zhi'jian
制教,zhi'jiao
至教量,zhi'jiao'liang
制戒,zhi'jie
智境,zhi'jing
智境冥一,zhi'jing'ming'yi
知苦断集,zhi'ku'duan'ji
直了,zhi'le
知论,zhi'lun
制门,zhi'men
智门,zhi'men
枝末法轮,zhi'mo'fa'lun
枝末无明,zhi'mo'wu'ming
智母,zhi'mu
智目行足,zhi'mu'xing'zu
制听二教,zhi'ting'er'jiao
知息遍身,zhi'xi'bian'shen
知息长短,zhi'xi'chang'duan
知息出,zhi'xi'chu
智相,zhi'xiang
智相三昧,zhi'xiang'san'mei
直心,zhi'xin
智旭,zhi'xu
智眼,zhi'yan
智顗,zhi'yi
智者,zhi'zhe
智证,zhi'zheng
智智,zhi'zhi
执著,zhi'zhuo
知足天,zhi'zu'tian
中道,zhong'dao
中道第一义谛,zhong'dao'di'yi'yi'di
中道观,zhong'dao'guan
中道实相,zhong'dao'shi'xiang
中道义,zhong'dao'yi
中谛,zhong'di
中观,zhong'guan
重关,zhong'guan
众合地狱,zhong'he'di'yu
中后不食,zhong'hou'bu'shi
冢间坐,zhong'jian'zuo
终教,zhong'jiao
中劫,zhong'jie
种觉,zhong'jue
重空观,zhong'kong'guan
中千世界,zhong'qian'shi'jie
重如,zhong'ru
众生,zhong'sheng
众生恩,zhong'sheng'en
众生见,zhong'sheng'jian
众生界,zhong'sheng'jie
众生世间,zhong'sheng'shi'jian
众生无边誓愿度,zhong'sheng'wu'bian'shi'yuan'du
众生相,zhong'sheng'xiang
众生相续,zhong'sheng'xiang'xu
众生心,zhong'sheng'xin
众生缘慈,zhong'sheng'yuan'ci
种识,zhong'shi
重誓,zhong'shi
重颂,zhong'song
中随烦恼,zhong'sui'fan'nao
种性,zhong'xing
中阴,zhong'yin
中阴了生,zhong'yin'le'sheng
中阴身,zhong'yin'shen
中有,zhong'you
重缘心,zhong'yuan'xin
种智,zhong'zhi
种种界智力,zhong'zhong'jie'zhi'li
种种胜解智力,zhong'zhong'sheng'jie'zhi'li
种子,zhong'zi
种子识,zhong'zi'shi
中尊,zhong'zun
周遍法界,zhou'bian'fa'jie
周遍含容观,zhou'bian'han'rong'guan
咒心,zhou'xin
咒愿,zhou'yuan
住持,zhu'chi
住持三宝,zhu'chi'san'bao
著法,zhu'fa
诸法,zhu'fa
诸法毕竟空,zhu'fa'bi'jing'kong
诸法寂灭相,zhu'fa'ji'mie'xiang
竺法兰,zhu'fa'lan
诸法实相,zhu'fa'shi'xiang
诸法无我,zhu'fa'wu'wo
诸法无相,zhu'fa'wu'xiang
诸法因缘生,zhu'fa'yin'yuan'sheng
诸法真如,zhu'fa'zhen'ru
诸佛,zhu'fo
住果,zhu'guo
诸见,zhu'jian
住劫,zhu'jie
竹林精舍,zhu'lin'jing'she
诸漏,zhu'lou
诸趣,zhu'qu
诸上善人,zhu'shang'shan'ren
诸受,zhu'shou
诸天,zhu'tian
著我,zhu'wo
住相,zhu'xiang
诸相,zhu'xiang
住心,zhu'xin
诸行无常,zhu'xing'wu'chang
诸有,zhu'you
竹园,zhu'yuan
诸蕴,zhu'yun
主宰,zhu'zai
诸宗,zhu'zong
转法轮,zhuan'fa'lun
转轮圣王,zhuan'lun'sheng'wang
转轮王,zhuan'lun'wang
转识,zhuan'shi
转识成智,zhuan'shi'cheng'zhi
转四谛法轮,zhuan'si'di'fa'lun
转语,zhuan'yu
庄严,zhuang'yan
庄严劫,zhuang'yan'jie
追福,zhui'fu
追荐,zhui'jian
准提菩萨,zhun'ti'pu'sa
浊恶,zhuo'e
浊恶处,zhuo'e'chu
浊劫,zhuo'jie
自比量,zi'bi'liang
自乘果,zi'cheng'guo
子断,zi'duan
子缚,zi'fu
自力,zi'li
资粮,zi'liang
资粮位,zi'liang'wei
字门观,zi'men'guan
自受自用,zi'shou'zi'yong
缁素,zi'su
自体分,zi'ti'fen
自调,zi'tiao
自调自净自度,zi'tiao'zi'jing'zi'du
自相,zi'xiang
自相空,zi'xiang'kong
自心佛,zi'xin'fo
自性,zi'xing
自行化他,zi'xing'hua'ta
自性戒,zi'xing'jie
自性弥陀,zi'xing'mi'tuo
自性清净心,zi'xing'qing'jing'xin
自性三宝,zi'xing'san'bao
自性身,zi'xing'shen
自性五分法身香,zi'xing'wu'fen'fa'shen'xiang
自性行,zi'xing'xing
字印,zi'yin
自在,zi'zai
自在天,zi'zai'tian
自在王,zi'zai'wang
自证,zi'zheng
自证分,zi'zheng'fen
自证身,zi'zheng'shen
自恣,zi'zi
自恣犍度,zi'zi'jian'du
自恣日,zi'zi'ri
总报业,zong'bao'ye
总别,zong'bie
宗乘,zong'cheng
总持,zong'chi
总持门,zong'chi'men
宗风,zong'feng
总观想,zong'guan'xiang
宗门,zong'men
宗门禅,zong'men'chan
宗密,zong'mi
宗派,zong'pai
宗趣,zong'qu
总相,zong'xiang
总相戒,zong'xiang'jie
总相念处,zong'xiang'nian'chu
总相三宝,zong'xiang'san'bao
宗因喻,zong'yin'yu
总愿,zong'yuan
罪报,zui'bao
罪福,zui'fu
罪根,zui'gen
最后品无明,zui'hou'pin'wu'ming
最后身,zui'hou'shen
最后身菩萨,zui'hou'shen'pu'sa
最后心,zui'hou'xin
最上乘,zui'shang'cheng
最上大悉地,zui'shang'da'xi'di
罪性,zui'xing
罪障,zui'zhang
最正觉,zui'zheng'jue
遵式,zun'shi
尊特,zun'te
尊特身,zun'te'shen
尊仪,zun'yi
尊者,zun'zhe
坐禅,zuo'chan
坐禅十种行,zuo'chan'shi'zhong'xing
作持戒,zuo'chi'jie
作法忏,zuo'fa'chan
作犯,zuo'fan
作观,zuo'guan
坐具,zuo'ju
坐夏,zuo'xia
作业,zuo'ye
作意,zuo'yi
作愿门,zuo'yuan'men
