阿姨,a'yi
在下雨,zai'xia'yu
在线,zai'xian
在写,zai'xie
在一棵树上,zai'yi'ke'shu'shang
在一起,zai'yi'qi
再有,zai'you
在于,zai'yu
再找你,zai'zhao'ni
在这边,zai'zhe'bian
在这儿,zai'zhe'er
在职,zai'zhi
在职的,zai'zhi'de
在淄博,zai'zi'bo
赞歌两,zan'ge'liang
咱俩是好朋友了,zan'lia'shi'hao'peng'you'le
咱们,zan'men
咱们那边,zan'men'na'bian
咱们一起,zan'men'yi'qi
暂时,zan'shi
臧金生,zang'jin'sheng
臧润国,zang'run'guo
早就,zao'jiu
藻类,zao'lei
早去,zao'qu
造人,zao'ren
早生贵子,zao'sheng'gui'zi
早熟,zao'shu
造型,zao'xing
早休息,zao'xiu'xi
则会,ze'hui
怎么,zen'me
怎么办理,zen'me'ban'li
怎么打,zen'me'da
怎么说,zen'me'shuo
怎么样,zen'me'yang
怎么用,zen'me'yong
怎样,zen'yang
增加,zeng'jia
增值比率,zeng'zhi'bi'lv
宅急送,zhai'ji'song
摘要,zhai'yao
站出来,zhan'chu'lai
栈道,zhan'dao
战斗,zhan'dou
粘合在,zhan'he'zai
占了,zhan'le
站立,zhan'li
粘木,zhan'mu
沾染,zhan'ran
崭新,zhan'xin
长大,zhang'da
张飞,zhang'fei
账号,zhang'hao
账户,zhang'hu
章节,zhang'jie
樟科,zhang'ke
张老师,zhang'lao'shi
张娜拉,zhang'na'la
帐篷,zhang'peng
张三,zhang'san
张山,zhang'shan
掌上,zhang'shang
张氏,zhang'shi
长叶,zhang'ye
掌状,zhang'zhuang
找啊了,zhao'a'le
找不到,zhao'bu'dao
找不到了,zhao'bu'dao'le
找不着,zhao'bu'zhao
招待所,zhao'dai'suo
找到,zhao'dao
找到否,zhao'dao'fou
找到后,zhao'dao'hou
找到了,zhao'dao'le
着的,zhao'de
找得到你,zhao'de'dao'ni
找的和你的,zhao'de'he'ni'de
找的很不错,zhao'de'hen'bu'cuo
照度仪,zhao'du'yi
找对象,zhao'dui'xiang
找个,zhao'ge
找个吧,zhao'ge'ba
找个北京,zhao'ge'bei'jing
找个好人家,zhao'ge'hao'ren'jia
招工组,zhao'gong'zu
找工作,zhao'gong'zuo
照顾,zhao'gu
照过,zhao'guo
找过那么,zhao'guo'na'me
着急,zhao'ji
找几篇,zhao'ji'pian
找了,zhao'le
找了几个,zhao'le'ji'ge
找六,zhao'liu
找你,zhao'ni
找你的,zhao'ni'de
找你们,zhao'ni'men
找你去,zhao'ni'qu
找你玩,zhao'ni'wan
照片,zhao'pian
照片了,zhao'pian'le
招聘,zhao'pin
招聘的,zhao'pin'de
招聘会,zhao'pin'hui
招商,zhao'shang
找事,zhao'shi
招收,zhao'shou
赵薇,zhao'wei
找我,zhao'wo
照下来,zhao'xia'lai
照相馆,zhao'xiang'guan
照相也可以,zhao'xiang'ye'ke'yi
找一下,zhao'yi'xia
赵云,zhao'yun
照中,zhao'zhong
遮蔽,zhe'bi
这边,zhe'bian
这边不方便,zhe'bian'bu'fang'bian
这边出差,zhe'bian'chu'chai
这边的,zhe'bian'de
这边有的,zhe'bian'you'de
这边坐,zhe'bian'zuo
折尺,zhe'chi
这次,zhe'ci
这词儿,zhe'ci'er
这儿,zhe'er
这儿不好拿,zhe'er'bu'hao'na
这儿上山,zhe'er'shang'shan
这儿是,zhe'er'shi
这儿一台计算机,zhe'er'yi'tai'ji'suan'ji
这方便,zhe'fang'bian
这个,zhe'ge
这个不是事业单位,zhe'ge'bu'shi'shi'ye'dan'wei
这个电脑,zhe'ge'dian'nao
这个方便,zhe'ge'fang'bian
这个人家,zhe'ge'ren'jia
这个所,zhe'ge'suo
这个网页,zhe'ge'wang'ye
鹧鸪,zhe'gu
这就,zhe'jiu
这款,zhe'kuan
这狂,zhe'kuang
浙昆,zhe'kun
这类,zhe'lei
这类型,zhe'lei'xing
哲理,zhe'li
这两本,zhe'liang'ben
这两天,zhe'liang'tian
这么,zhe'me
这么不友好,zhe'me'bu'you'hao
这么查询,zhe'me'cha'xun
这么大,zhe'me'da
这么多,zhe'me'duo
这么贵,zhe'me'gui
这么快,zhe'me'kuai
这么厉害,zhe'me'li'hai
这么牛,zhe'me'niu
这么早,zhe'me'zao
这门,zhe'men
这牌,zhe'pai
这批书,zhe'pi'shu
这篇,zhe'pian
这人,zhe'ren
着生,zhe'sheng
这是,zhe'shi
这下,zhe'xia
这小子,zhe'xiao'zi
这些,zhe'xie
哲学,zhe'xue
这样,zhe'yang
这样吧,zhe'yang'ba
遮阳板,zhe'yang'ban
这样就,zhe'yang'jiu
这样了,zhe'yang'le
这样子,zhe'yang'zi
这也是,zhe'ye'shi
这一会,zhe'yi'hui
这一级,zhe'yi'ji
这一届,zhe'yi'jie
这一款,zhe'yi'kuan
这一款了,zhe'yi'kuan'le
这张,zhe'zhang
这种,zhe'zhong
这种兰花,zhe'zhong'lan'hua
这种情抗,zhe'zhong'qing'kang
这种取样方法,zhe'zhong'qu'yang'fang'fa
真不大,zhen'bu'da
真差,zhen'cha
真的,zhen'de
真的好相机栓剂,zhen'de'hao'xiang'ji'shuan'ji
真的要拉黑,zhen'de'yao'la'hei
真的有这种感觉,zhen'de'you'zhe'zhong'gan'jue
真好,zhen'hao
真快,zhen'kuai
真慢,zhen'man
真是,zhen'shi
真要,zhen'yao
真有好,zhen'you'hao
真正,zhen'zheng
珍珠,zhen'zhu
真猪肉,zhen'zhu'rou
整吧,zheng'ba
正版,zheng'ban
挣不了钱,zheng'bu'liao'qian
政策,zheng'ce
正常,zheng'chang
郑朝阳,zheng'chao'yang
正当超,zheng'dang'chao
整丢了来就,zheng'diu'le'lai'jiu
争端,zheng'duan
政府,zheng'fu
整个,zheng'ge
整个文件,zheng'ge'wen'jian
正规,zheng'gui
整好,zheng'hao
正好,zheng'hao
整好了,zheng'hao'le
正好以后,zheng'hao'yi'hou
证件,zheng'jian
挣了不少银子了吧,zheng'le'bu'shao'yin'zi'le'ba
挣了钱,zheng'le'qian
整理,zheng'li
整理一下,zheng'li'yi'xia
证明,zheng'ming
正派,zheng'pai
整齐,zheng'qi
挣钱,zheng'qian
争取,zheng'qu
政区,zheng'qu
争取争取,zheng'qu'zheng'qu
正式,zheng'shi
证书,zheng'shu
整体,zheng'ti
正题啊,zheng'ti'a
整天,zheng'tian
整天不学习,zheng'tian'bu'xue'xi
整天上山,zheng'tian'shang'shan
征文,zheng'wen
整下,zheng'xia
正想,zheng'xiang
正相关,zheng'xiang'guan
整一点,zheng'yi'dian
正在,zheng'zai
正在看,zheng'zai'kan
正真,zheng'zhen
整整,zheng'zheng
政治,zheng'zhi
值班,zhi'ban
植被,zhi'bei
指标,zhi'biao
职称,zhi'cheng
支持,zhi'chi
支持啊,zhi'chi'a
知春里,zhi'chun'li
纸袋,zhi'dai
知道,zhi'dao
知道吧,zhi'dao'ba
知道了,zhi'dao'le
知道一点,zhi'dao'yi'dian
制度,zhi'du
只发,zhi'fa
支付,zhi'fu
支付宝,zhi'fu'bao
支付不了,zhi'fu'bu'liao
知根知底,zhi'gen'zhi'di
职工,zhi'gong
直观,zhi'guan
之和,zhi'he
之后,zhi'hou
枝花李榄,zhi'hua'li'lan
之间,zhi'jian
直接,zhi'jie
直接打出来就好,zhi'jie'da'chu'lai'jiu'hao
直径,zhi'jing
直径卷,zhi'jing'juan
之劳,zhi'lao
智联,zhi'lian
质量,zhi'liang
只能,zhi'neng
只能是,zhi'neng'shi
之哦那个,zhi'o'na'ge
之前,zhi'qian
知青,zhi'qing
直升机,zhi'sheng'ji
只生长在,zhi'sheng'zhang'zai
只是,zhi'shi
知识,zhi'shi
指示值,zhi'shi'zhi
指示值分析,zhi'shi'zhi'fen'xi
只收录,zhi'shou'lu
指数,zhi'shu
枝条,zhi'tiao
之外,zhi'wai
植物,zhi'wu
植物的,zhi'wu'de
植物分类,zhi'wu'fen'lei
植物化学,zhi'wu'hua'xue
植物所,zhi'wu'suo
植物所的,zhi'wu'suo'de
植物学,zhi'wu'xue
植物学报,zhi'wu'xue'bao
植物研究,zhi'wu'yan'jiu
植物园,zhi'wu'yuan
植物园还没有去过,zhi'wu'yuan'hai'mei'you'qu'guo
植物志,zhi'wu'zhi
枝下高,zhi'xia'gao
直辖市,zhi'xia'shi
只想,zhi'xiang
执行,zhi'xing
只需要,zhi'xu'yao
只要,zhi'yao
职业,zhi'ye
指叶,zhi'ye
指叶毛兰,zhi'ye'mao'lan
职业者,zhi'ye'zhe
只有,zhi'you
至于,zhi'yu
只在,zhi'zai
只在网上,zhi'zai'wang'shang
只招,zhi'zhao
纸质,zhi'zhi
知足,zhi'zu
制作,zhi'zuo
中层,zhong'ceng
中村,zhong'cun
中大,zhong'da
种地,zhong'di
中都有,zhong'dou'you
中毒了,zhong'du'le
众多的,zhong'duo'de
中关村,zhong'guan'cun
中桂,zhong'gui
中国,zhong'guo
中国科学,zhong'guo'ke'xue
中国科学院,zhong'guo'ke'xue'yuan
中国林科院,zhong'guo'lin'ke'yuan
中华,zhong'hua
中间,zhong'jian
种间,zhong'jian
中可预案,zhong'ke'yu'an
中科院,zhong'ke'yuan
中科院系统,zhong'ke'yuan'xi'tong
种类,zhong'lei
重量,zhong'liang
种内,zhong'nei
终年,zhong'nian
种群,zhong'qun
种群大小,zhong'qun'da'xiao
中山,zhong'shan
种数,zhong'shu
中天,zhong'tian
中文,zhong'wen
中文的,zhong'wen'de
中午,zhong'wu
中心,zhong'xin
中心区,zhong'xin'qu
中性,zhong'xing
中旬,zhong'xun
中央的,zhong'yang'de
中央电视台,zhong'yang'dian'shi'tai
中央机关,zhong'yang'ji'guan
重要的,zhong'yao'de
重要点,zhong'yao'dian
重要性,zhong'yao'xing
重要一点,zhong'yao'yi'dian
重要值,zhong'yao'zhi
中药志,zhong'yao'zhi
中印,zhong'yin
终于,zhong'yu
中值,zhong'zhi
种质,zhong'zhi
种植,zhong'zhi
种子,zhong'zi
种子植物,zhong'zi'zhi'wu
周斌,zhou'bin
周长,zhou'chang
周恩来,zhou'en'lai
州府,zhou'fu
周老师,zhou'lao'shi
周六,zhou'liu
周六周日,zhou'liu'zhou'ri
周末,zhou'mo
周期,zhou'qi
周日,zhou'ri
周围,zhou'wei
周一,zhou'yi
周瑜,zhou'yu
驻澳,zhu'ao
主办,zhu'ban
逐步,zhu'bu
注册,zhu'ce
主的,zhu'de
住的地方,zhu'de'di'fang
祝福,zhu'fu
主干,zhu'gan
诸葛亮,zhu'ge'liang
主观,zhu'guan
祝贺,zhu'he
朱鹮,zhu'huan
竹节,zhu'jie
竹节木,zhu'jie'mu
猪笼草,zhu'long'cao
住满,zhu'man
住哪儿,zhu'na'er
住呢,zhu'ne
株数,zhu'shu
住宿,zhu'su
主题,zhu'ti
猪头,zhu'tou
主席,zhu'xi
蛀牙,zhu'ya
主要,zhu'yao
朱耀军,zhu'yao'jun
主要是,zhu'yao'shi
主页,zhu'ye
主页上,zhu'ye'shang
竹叶松,zhu'ye'song
注意,zhu'yi
住一起,zhu'yi'qi
住一起吗,zhu'yi'qi'ma
注意注意,zhu'yi'zhu'yi
住址,zhu'zhi
注重,zhu'zhong
柱状图,zhu'zhuang'tu
抓紧,zhua'jin
转博,zhuan'bo
转博了吗,zhuan'bo'le'ma
转告,zhuan'gao
砖红壤,zhuan'hong'rang
转化,zhuan'hua
专家,zhuan'jia
转交,zhuan'jiao
专刊,zhuan'kan
转来转去的,zhuan'lai'zhuan'qu'de
专门,zhuan'men
专门研究,zhuan'men'yan'jiu
赚钱,zhuan'qian
专题,zhuan'ti
专题课,zhuan'ti'ke
撰写,zhuan'xie
专业,zhuan'ye
专业对口,zhuan'ye'dui'kou
专业课,zhuan'ye'ke
专一,zhuan'yi
转账,zhuan'zhang
庄稼,zhuang'jia
状况,zhuang'kuang
装上后,zhuang'shang'hou
状态,zhuang'tai
追求者,zhui'qiu'zhe
追上来,zhui'shang'lai
追我,zhui'wo
追踪,zhui'zong
准备,zhun'bei
准备的很充分,zhun'bei'de'hen'chong'fen
准备什么时候,zhun'bei'shen'me'shi'hou
准确,zhun'que
着力,zhuo'li
桌面,zhuo'mian
桌面上,zhuo'mian'shang
资本,zi'ben
资本的,zi'ben'de
淄博,zi'bo
资产,zi'chan
资产姐姐,zi'chan'jie'jie
子弹,zi'dan
自动,zi'dong
自封袋,zi'feng'dai
子宫,zi'gong
自豪,zi'hao
自己,zi'ji
资昆所,zi'kun'suo
自来水,zi'lai'shui
资料,zi'liao
自律,zi'lv
籽苗,zi'miao
自谦,zi'qian
自然,zi'ran
自然保护区,zi'ran'bao'hu'qu
紫藤,zi'teng
字体,zi'ti
子网,zi'wang
紫纹卷,zi'wen'juan
紫纹卷瓣兰,zi'wen'juan'ban'lan
自习,zi'xi
仔细,zi'xi
咨询,zi'xun
自由,zi'you
资源,zi'yuan
总的,zong'de
总得有,zong'dei'you
总店,zong'dian
总复习,zong'fu'xi
综合,zong'he
总会有的,zong'hui'you'de
总结,zong'jie
总量,zong'liang
棕榈,zong'lv
总面积,zong'mian'ji
总数,zong'shu
综述,zong'shu
总素,zong'su
总体,zong'ti
棕叶芦,zong'ye'lu
总站,zong'zhan
纵坐标,zong'zuo'biao
走的,zou'de
走动,zou'dong
走廊,zou'lang
走了,zou'le
走在外边,zou'zai'wai'bian
组陈,zu'chen
组成,zu'cheng
租的房子,zu'de'fang'zi
租房,zu'fang
组上,zu'shang
阻止,zu'zhi
组织,zu'zhi
最初,zui'chu
最大,zui'da
最大量,zui'da'liang
最低温,zui'di'wen
最多,zui'duo
最富,zui'fu
最高,zui'gao
最高的,zui'gao'de
最高峰,zui'gao'feng
最高温,zui'gao'wen
最好,zui'hao
最好把,zui'hao'ba
最好不要紧,zui'hao'bu'yao'jin
最好了,zui'hao'le
最好能,zui'hao'neng
最好以后,zui'hao'yi'hou
最合适,zui'he'shi
最后,zui'hou
最集中,zui'ji'zhong
最艰难,zui'jian'nan
最近,zui'jin
最近可好,zui'jin'ke'hao
最近怎么样,zui'jin'zen'me'yang
最少,zui'shao
最少还的一片,zui'shao'hai'de'yi'pian
最下,zui'xia
最小,zui'xiao
最新,zui'xin
最一些,zui'yi'xie
最终,zui'zhong
作报告,zuo'bao'gao
左边,zuo'bian
坐标,zuo'biao
做不到,zuo'bu'dao
做不了工作,zuo'bu'liao'gong'zuo
坐不了主,zuo'bu'liao'zhu
坐车,zuo'che
坐车到香山,zuo'che'dao'xiang'shan
做出,zuo'chu
作刀,zuo'dao
做的,zuo'de
做的就比较少,zuo'de'jiu'bi'jiao'shao
做法,zuo'fa
做饭,zuo'fan
坐飞机,zuo'fei'ji
做分子生物学,zuo'fen'zi'sheng'wu'xue
做工,zuo'gong
作过,zuo'guo
做过,zuo'guo
做好,zuo'hao
坐火车,zuo'huo'che
座机,zuo'ji
作家,zuo'jia
做了,zuo'le
做了领导,zuo'le'ling'dao
做了一次回报,zuo'le'yi'ci'hui'bao
做社会公益,zuo'she'hui'gong'yi
做什么,zuo'shen'me
做生意,zuo'sheng'yi
做事,zuo'shi
做实验,zuo'shi'yan
昨天,zuo'tian
作图,zuo'tu
作为,zuo'wei
作业,zuo'ye
作业了,zuo'ye'le
作业收到,zuo'ye'shou'dao
做一点,zuo'yi'dian
作用,zuo'yong
左右,zuo'you
左右吧,zuo'you'ba
左右的,zuo'you'de
作者,zuo'zhe
做着,zuo'zhe
坐着吧,zuo'zhe'ba
做这个,zuo'zhe'ge
做这个的,zuo'zhe'ge'de
做助手,zuo'zhu'shou
做做,zuo'zuo
