阿母白媒人,a'mu'bai'mei'ren
敢问夫子之动心,gan'wen'fu'zi'zhi'dong'xin
敢问瞽瞍之非臣如何,gan'wen'gu'sou'zhi'fei'chen'ru'he
敢问国君欲养君子,gan'wen'guo'jun'yu'yang'jun'zi
敢问何故,gan'wen'he'gu
敢问何说也,gan'wen'he'shuo'ye
敢问何谓浩然之气,gan'wen'he'wei'hao'ran'zhi'qi
敢问何谓也,gan'wen'he'wei'ye
敢问何也,gan'wen'he'ye
敢问畸人,gan'wen'ji'ren
敢问交际,gan'wen'jiao'ji
敢问临尸而歌,gan'wen'lin'shi'er'ge
敢问明王之治,gan'wen'ming'wang'zhi'zhi
敢问其次,gan'wen'qi'ci
敢问其方,gan'wen'qi'fang
敢问其故何也,gan'wen'qi'gu'he'ye
敢问其所以异,gan'wen'qi'suo'yi'yi
敢问所安,gan'wen'suo'an
敢问天籁,gan'wen'tian'lai
敢问无受天损易,gan'wen'wu'shou'tian'sun'yi
敢问心斋,gan'wen'xin'zhai
敢问招虞人何以,gan'wen'zhao'yu'ren'he'yi
敢问至道,gan'wen'zhi'dao
敢问至道之精,gan'wen'zhi'dao'zhi'jing
感我此言良久立,gan'wo'ci'yan'liang'jiu'li
绀烟迷雁迹,gan'yan'mi'yan'ji
敢以状私于执事,gan'yi'zhuang'si'yu'zhi'shi
敢用玄牡,gan'yong'xuan'mu
干羽方怀远,gan'yu'fang'huai'yuan
干余骨之沫为斯弥,gan'yu'gu'zhi'mo'wei'si'mi
感遇四首之二,gan'yu'si'shou'zhi'er
感遇四首之三,gan'yu'si'shou'zhi'san
感遇四首之四,gan'yu'si'shou'zhi'si
感遇四首之一,gan'yu'si'shou'zhi'yi
干越夷貉之子,gan'yue'yi'hao'zhi'zi
敢昭告于皇皇后帝,gan'zhao'gao'yu'huang'huang'hou'di
感征戍之事,gan'zheng'shu'zhi'shi
感周之颡,gan'zhou'zhi'sang
感子故意长,gan'zi'gu'yi'chang
刚毅木讷,gang'yi'mu'ne
刚直士也,gang'zhi'shi'ye
刚作愁时又忆卿,gang'zuo'chou'shi'you'yi'qing
高岸为谷,gao'an'wei'gu
高才脱略名与利,gao'cai'tuo'lue'ming'yu'li
高城望断,gao'cheng'wang'duan
高处不胜寒,gao'chu'bu'sheng'han
高低冥迷,gao'di'ming'mi
高帝子孙尽隆准,gao'di'zi'sun'jin'long'zhun
高风汉阳渡,gao'feng'han'yang'du
告夫三子,gao'fu'san'zi
告夫三子者,gao'fu'san'zi'zhe
杲杲寒日生于东,gao'gao'han'ri'sheng'yu'dong
高高秋月照长城,gao'gao'qiu'yue'zhao'chang'cheng
高阁客竟去,gao'ge'ke'jing'qu
高歌谁和余,gao'ge'shei'he'yu
告归常局促,gao'gui'chang'ju'cu
高林忽送黄鹂语,gao'lin'hu'song'huang'li'yu
高林弄残照,gao'lin'nong'can'zhao
高陵变谷,gao'ling'bian'gu
高柳垂阴,gao'liu'chui'yin
高柳乱蝉嘶,gao'liu'luan'chan'si
高楼当此夜,gao'lou'dang'ci'ye
高楼目断,gao'lou'mu'duan
高楼谁与上,gao'lou'shei'yu'shang
高论怨诽,gao'lun'yuan'fei
高门县薄,gao'men'xian'bo
高明逼神恶,gao'ming'bi'shen'e
告其妾曰,gao'qi'qie'yue
羔裘玄冠不以吊,gao'qiu'xuan'guan'bu'yi'diao
高山安可仰,gao'shan'an'ke'yang
高山仰止,gao'shan'yang'zhi
高树晓还密,gao'shu'xiao'hai'mi
缟素漠漠开风沙,gao'su'mo'mo'kai'feng'sha
高台树色阴阴见,gao'tai'shu'se'yin'yin'jian
高堂明镜悲白发,gao'tang'ming'jing'bei'bai'fa
高卧南斋时,gao'wo'nan'zhai'shi
高梧湿月冷无声,gao'wu'shi'yue'leng'wu'sheng
高下相盈,gao'xia'xiang'ying
高以下为基,gao'yi'xia'wei'ji
高咏楚词酬午日,gao'yong'chu'ci'chou'wu'ri
告于哀公曰,gao'yu'ai'gong'yue
告则不得娶,gao'ze'bu'de'qu
膏泽不下於民,gao'ze'bu'xia'yu'min
膏泽下於民,gao'ze'xia'yu'min
告之海曰,gao'zhi'hai'yue
告诸往而知来者,gao'zhu'wang'er'zhi'lai'zhe
告子未尝知义,gao'zi'wei'chang'zhi'yi
告子先我不动心,gao'zi'xian'wo'bu'dong'xin
高子以告,gao'zi'yi'gao
高宗谅阴,gao'zong'liang'yin
歌罢海西流,ge'ba'hai'xi'liu
歌罢满帘风,ge'ba'man'lian'feng
歌罢涕零,ge'ba'ti'ling
各抱地势,ge'bao'di'shi
葛伯仇饷,ge'bo'chou'xiang
葛伯放而不祀,ge'bo'fang'er'bu'si
葛伯食之,ge'bo'shi'zhi
歌尘凝扇,ge'chen'ning'shan
阁道回看上苑花,ge'dao'hui'kan'shang'yuan'hua
各得其序,ge'de'qi'xu
各复归其根,ge'fu'gui'qi'gen
各复其根,ge'fu'qi'gen
各复其根而不知,ge'fu'qi'gen'er'bu'zhi
各各还家门,ge'ge'hai'jia'men
个个花开淡墨痕,ge'ge'hua'kai'dan'mo'hen
歌管楼台声细细,ge'guan'lou'tai'sheng'xi'xi
隔花才歇帘纤雨,ge'hua'cai'xie'lian'xian'yu
隔花时见,ge'hua'shi'jian
割鸡焉用宰牛刀,ge'ji'yan'yong'zai'niu'dao
隔江人在雨声中,ge'jiang'ren'zai'yu'sheng'zhong
隔江犹唱后庭花,ge'jiang'you'chang'hou'ting'hua
歌尽桃花扇底风,ge'jin'tao'hua'shan'di'feng
隔篱呼取尽馀杯,ge'li'hu'qu'jin'yu'bei
隔离天日,ge'li'tian'ri
各领风骚数百年,ge'ling'feng'sao'shu'bai'nian
隔墙送过秋千影,ge'qiang'song'guo'qiu'qian'ying
割取秋潮,ge'qu'qiu'chao
歌扇轻约飞花,ge'shan'qing'yue'fei'hua
隔山望南斗,ge'shan'wang'nan'dou
歌声频为行人咽,ge'sheng'pin'wei'xing'ren'yan
歌声未尽处,ge'sheng'wei'jin'chu
歌声振林樾,ge'sheng'zhen'lin'yue
歌诗合为事而作,ge'shi'he'wei'shi'er'zuo
哥舒夜带刀,ge'shu'ye'dai'dao
隔水动春锄,ge'shui'dong'chun'chu
隔水高楼,ge'shui'gao'lou
隔水问樵夫,ge'shui'wen'qiao'fu
隔水毡乡,ge'shui'zhan'xiang
歌台暖晌,ge'tai'nuan'shang
歌纨金缕,ge'wan'jin'lv
歌舞匆匆,ge'wu'cong'cong
隔溪山不断,ge'xi'shan'bu'duan
阁下溪声阁外山,ge'xia'xi'sheng'ge'wai'shan
歌笑迷著,ge'xiao'mi'zhu
隔烟催漏金叫咽,ge'yan'cui'lou'jin'jiao'yan
歌窈窕之章,ge'yao'tiao'zhi'zhang
隔叶黄鹂空好音,ge'ye'huang'li'kong'hao'yin
歌以赠之,ge'yi'zeng'zhi
各有仪则谓之性,ge'you'yi'ze'wei'zhi'xing
各于其党,ge'yu'qi'dang
隔院芸香,ge'yuan'yun'xiang
歌云载恨,ge'yun'zai'hen
各在一处,ge'zai'yi'chu
歌中醉倒谁能恨,ge'zhong'zui'dao'shui'neng'hen
各自思量,ge'zi'si'liang
各自无聊各自鸣,ge'zi'wu'liao'ge'zi'ming
隔座送钩春酒暖,ge'zuo'song'gou'chun'jiu'nuan
给数以敏,gei'shu'yi'min
根不固而求木之长,gen'bu'gu'er'qiu'mu'zhi'chang
根据历代,gen'ju'li'dai
根据历代校诂学者可取的见解,gen'ju'li'dai'xiao'gu'xue'zhe'ke'qu'de'jian'jie
更不胜情,geng'bu'sheng'qing
更草草离筵,geng'cao'cao'li'yan
更传青韭堆盘,geng'chuan'qing'jiu'dui'pan
更传些闲,geng'chuan'xie'xian
更垂帘幕护窗纱,geng'chui'lian'mu'hu'chuang'sha
更吹落星如雨,geng'chui'luo'xing'ru'yu
绠短者不可以汲深,geng'duan'zhe'bu'ke'yi'ji'shen
更对鸱夷笑,geng'dui'chi'yi'xiao
哽而不止则,geng'er'bu'zhi'ze
耕而卤莽之,geng'er'lu'mang'zhi
更风流多处,geng'feng'liu'duo'chu
更蜂腰簇翠,geng'feng'yao'cu'cui
更隔蓬山一万重,geng'ge'peng'shan'yi'wan'chong
耿耿寒漏咽,geng'geng'han'lou'yan
耿耿素娥欲下,geng'geng'su'e'yu'xia
耿耿星河欲曙天,geng'geng'xing'he'yu'shu'tian
更过十年也似他,geng'guo'shi'nian'ye'si'ta
更过溪南乌桕树,geng'guo'xi'nan'wu'jiu'shu
更好故溪飞雪,geng'hao'gu'xi'fei'xue
更何须春风千树,geng'he'xu'chun'feng'qian'shu
更怀椒醑,geng'huai'jiao'xu
更教明月照流黄,geng'jiao'ming'yue'zhao'liu'huang
更尽杯中酒,geng'jin'bei'zhong'jiu
更堪江上鼓鼙声,geng'kan'jiang'shang'gu'pi'sheng
更看今日晴未,geng'kan'jin'ri'qing'wei
更恐不胜悲,geng'kong'bu'sheng'bei
庚郎先自吟愁赋,geng'lang'xian'zi'yin'chou'fu
更量出入收支,geng'liang'chu'ru'shou'zhi
更漏将阑,geng'lou'jiang'lan
更没些闲,geng'mei'xie'xian
更那堪冷落清秋节,geng'na'kan'leng'luo'qing'qiu'jie
更那堪衰草边天,geng'na'kan'shuai'cao'bian'tian
更能消几番风雨,geng'neng'xiao'ji'fan'feng'yu
更譬诸操舟,geng'pi'zhu'cao'zhou
更漂流何,geng'piao'liu'he
更凭歌舞为媒,geng'ping'ge'wu'wei'mei
更洒菰蒲雨,geng'sa'gu'pu'yu
庚桑子闻之,geng'sang'zi'wen'zhi
庚桑子曰,geng'sang'zi'yue
庚桑子之始来,geng'sang'zi'zhi'shi'lai
更上一层楼,geng'shang'yi'ceng'lou
更稍强者,geng'shao'qiang'zhe
更深人去寂静,geng'shen'ren'qu'ji'jing
更深月色半人家,geng'shen'yue'se'ban'ren'jia
更生则几矣,geng'sheng'ze'ji'yi
更谁劝啼莺声住,geng'shui'quan'ti'ying'sheng'zhu
更添了几声啼,geng'tian'le'ji'sheng'ti
更为谁羞,geng'wei'shui'xiu
更闻商旅相呼,geng'wen'shang'lv'xiang'hu
更无山与齐,geng'wu'shan'yu'qi
更无言语空相觑,geng'wu'yan'yu'kong'xiang'qu
更无一点风色,geng'wu'yi'dian'feng'se
更无一字不清真,geng'wu'yi'zi'bu'qing'zhen
更相为命,geng'xiang'wei'ming
更携取床上南楼,geng'xie'qu'chuang'shang'nan'lou
庚信愁赋,geng'xin'chou'fu
庚信愁如许,geng'xin'chou'ru'xu
更行更远还生,geng'xing'geng'yuan'hai'sheng
更行更远还生,geng'xing'geng'yuan'huan'sheng
庚戌中秋后二夕带湖篆冈小酌,geng'xu'zhong'qiu'hou'er'xi'dai'hu'zhuan'gang'xiao'zhuo
哽咽不能语,geng'ye'bu'neng'yu
哽咽梦中语,geng'ye'meng'zhong'yu
更衣不待酒初醺,geng'yi'bu'dai'jiu'chu'xun
更移舟向甚处,geng'yi'zhou'xiang'shen'chu
更有多少凄凉,geng'you'duo'shao'qi'liang
更有明朝恨,geng'you'ming'chao'hen
更与何人说,geng'yu'he'ren'shuo
更远树斜阳,geng'yuan'shu'xie'yang
更在斜阳外,geng'zai'xie'yang'wai
耕者不变,geng'zhe'bu'bian
耕者皆欲耕於王之野,geng'zhe'jie'yu'geng'yu'wang'zhi'ye
耕者九一,geng'zhe'jiu'yi
耕者之所获,geng'zhe'zhi'suo'huo
更值满川微雨,geng'zhi'man'chuan'wei'yu
更著风和雨,geng'zhu'feng'he'yu
更醉君家酒,geng'zui'jun'jia'jiu
功必倍之,gong'bi'bei'zhi
公伯寮其如命何,gong'bo'liao'qi'ru'ming'he
公伯寮诉子路于季孙,gong'bo'liao'su'zi'lu'yu'ji'sun
工不信度,gong'bu'xin'du
宫车过也,gong'che'guo'ye
功成不退皆殒身,gong'cheng'bu'tui'jie'yun'shen
功成而不居,gong'cheng'er'bu'ju
功成而不有,gong'cheng'er'bu'you
功成事遂,gong'cheng'shi'sui
公诚以都虞候命某者,gong'cheng'yi'dou'yu'hou'ming'mou'zhe
功成者堕,gong'cheng'zhe'duo
觥船一棹百分空,gong'chuan'yi'zhao'bai'fen'kong
公绰之不欲,gong'chuo'zhi'bu'yu
共此灯烛光,gong'ci'deng'zhu'guang
公从何处得纸本,gong'cong'he'chu'de'zhi'ben
宫殿孤鸿没,gong'dian'gu'hong'mei
公都子以告,gong'dou'zi'yi'gao
公都子曰,gong'dou'zi'yue
供断有情愁,gong'duan'you'qing'chou
恭而无礼则劳,gong'er'wu'li'ze'lao
共飞归湖上,gong'fei'gui'hu'shang
宫粉雕痕,gong'fen'diao'hen
公抚管仲之手曰,gong'fu'guan'zhong'zhi'shou'yue
工夫在诗外,gong'fu'zai'shi'wai
功盖三分国,gong'gai'san'fen'guo
功盖天下而似不自己,gong'gai'tian'xia'er'si'bu'zi'ji
共感秋色,gong'gan'qiu'se
共给之之谓安,gong'gei'zhi'zhi'wei'an
公固以为不然,gong'gu'yi'wei'bu'ran
宫馆何玲珑,gong'guan'he'ling'long
攻乎异端,gong'hu'yi'duan
宫花寂寞红,gong'hua'ji'mo'hong
公即召而问以国事,gong'ji'zhao'er'wen'yi'guo'shi
恭己正南面而已矣,gong'ji'zheng'nan'mian'er'yi'yi
恭俭岂可以声音笑貌为哉,gong'jian'qi'ke'yi'sheng'yin'xiao'mao'wei'zai
公见人被暴害,gong'jian'ren'bei'bao'hai
恭俭推让,gong'jian'tui'rang
工匠之罪也,gong'jiang'zhi'zui'ye
恭近于礼,gong'jin'yu'li
共看明月应垂泪,gong'kan'ming'yue'ying'chui'lei
共苦清秋风露,gong'ku'qing'qiu'feng'lu
恭宽信敏惠,gong'kuan'xin'min'hui
功亏一篑,gong'kui'yi'kui
共来百越文身地,gong'lai'bai'yue'wen'shen'di
功利机巧必忘夫人之心,gong'li'ji'qiao'bi'wang'fu'ren'zhi'xin
宫里吴王沉醉,gong'li'wu'wang'chen'zui
共怜时世俭梳妆,gong'lian'shi'shi'jian'shu'zhuang
功烈如彼其卑也,gong'lie'ru'bi'qi'bei'ye
共临秋镜照憔悴,gong'lin'qiu'jing'zhao'qiao'cui
公密而不应,gong'mi'er'bu'ying
功名本是,gong'ming'ben'shi
公明高曰,gong'ming'gao'yue
公明贾对曰,gong'ming'jia'dui'yue
功名万里,gong'ming'wan'li
功名夏后商周,gong'ming'xia'hou'shang'zhou
公明仪曰,gong'ming'yi'yue
功名馀事且加餐,gong'ming'yu'shi'qie'jia'can
共其德也,gong'qi'de'ye
攻其父母,gong'qi'fu'mu
公岂敢入乎,gong'qi'gan'ru'hu
躬亲抚养,gong'qin'fu'yang
攻亲戚之所畔,gong'qin'qi'zhi'suo'pan
弓如霹雳弦惊,gong'ru'pi'li'xian'jing
公山弗扰以费畔,gong'shan'fu'rao'yi'fei'pan
躬身求之,gong'shen'qiu'zhi
工师得大木,gong'shi'de'da'mu
共事二三年,gong'shi'er'san'nian
公使人视之,gong'shi'ren'shi'zhi
弓矢斯张,gong'shi'si'zhang
公叔文子之臣大夫撰,gong'shu'wen'zi'zhi'chen'dai'fu'zhuan
公输子之巧,gong'shu'zi'zhi'qiao
公谁欲与,gong'shui'yu'yu
功遂身退,gong'sui'shen'tui
公孙丑上,gong'sun'chou'shang
公孙丑问曰,gong'sun'chou'wen'yue
公孙丑下,gong'sun'chou'xia
公孙丑曰,gong'sun'chou'yue
公孙剑器初第一,gong'sun'jian'qi'chu'di'yi
公孙龙口,gong'sun'long'kou
公孙龙问于魏牟曰,gong'sun'long'wen'yu'wei'mou'yue
公孙一人而已,gong'sun'yi'ren'er'yi
公退斋戒坐小阁,gong'tui'zhai'jie'zuo'xiao'ge
公为我献之,gong'wei'wo'xian'zhi
共为子职而已矣,gong'wei'zi'zhi'er'yi'yi
公文轩见右师而惊曰,gong'wen'xuan'jian'you'shi'er'jing'yue
攻无不克,gong'wu'bu'ke
功无与让恩不訾,gong'wu'yu'rang'en'bu'zi
共西风只管送归船,gong'xi'feng'zhi'guan'song'gui'chuan
公西华伺坐,gong'xi'hua'si'zuo
公西华曰,gong'xi'hua'yue
共携手处,gong'xie'shou'chu
公幸教晞以道,gong'xing'jiao'xi'yi'dao
躬行君子,gong'xing'jun'zi
公行子有子之丧,gong'xing'zi'you'zi'zhi'sang
公养之仕也,gong'yang'zhi'shi'ye
供养卒大恩,gong'yang'zu'da'en
公冶长第五,gong'ye'chang'di'wu
功业相反也,gong'ye'xiang'fan'ye
共饮长江水,gong'yin'chang'jiang'shui
共有几许新愁,gong'you'ji'xu'xin'chou
工欲善其事,gong'yu'shan'qi'shi
公阅休奚为者邪,gong'yue'xiu'xi'wei'zhe'xie
功在不舍,gong'zai'bu'she
恭则不侮,gong'ze'bu'wu
公则自伤,gong'ze'zi'shang
共占春风,gong'zhan'chun'feng
恭者不侮人,gong'zhe'bu'wu'ren
贡者校数岁之中为常,gong'zhe'xiao'shu'sui'zhi'zhong'wei'chang
宫之奇谏,gong'zhi'qi'jian
公之斯文不示后,gong'zhi'si'wen'bu'shi'hou
公之斯文若元气,gong'zhi'si'wen'ruo'yuan'qi
公之所读者,gong'zhi'suo'du'zhe
公主琵琶幽怨多,gong'zhu'pi'pa'you'yuan'duo
共追游处,gong'zhui'you'chu
躬自悼矣,gong'zi'dao'yi
躬自厚而薄则于人,gong'zi'hou'er'bo'ze'yu'ren
公子牟隐机大息,gong'zi'mou'yin'ji'da'xi
攻子之盾,gong'zi'zhi'dun
共醉重阳节,gong'zui'chong'yang'jie
共醉青苔深院,gong'zui'qing'tai'shen'yuan
狗不以善吠为良,gou'bu'yi'shan'fei'wei'liang
苟得于道,gou'de'yu'dao
觏而多责,gou'er'duo'ze
钩饵罔罟罾笱之知多,gou'er'wang'gu'zeng'gou'zhi'zhi'duo
狗吠深巷中,gou'fei'shen'xiang'zhong
苟非吾之所有,gou'fei'wu'zhi'suo'you
苟患失之,gou'huan'shi'zhi
沟浍皆盈,gou'hui'jie'ying
垢弥甚耳,gou'mi'shen'er
苟全性命于乱世,gou'quan'xing'ming'yu'luan'shi
诟索之而不得也,gou'suo'zhi'er'bu'de'ye
苟为不知其然也,gou'wei'bu'zhi'qi'ran'ye
苟无恒心,gou'wu'heng'xin
钩心斗角,gou'xin'dou'jiao
苟有其实,gou'you'qi'shi
苟有用我者,gou'you'yong'wo'zhe
苟余心之端直兮,gou'yu'xin'zhi'duan'zhi'xi
构怨於诸侯,gou'yuan'yu'zhu'hou
构造出了,gou'zao'chu'le
构造出了一个朴素,gou'zao'chu'le'yi'ge'pu'su
苟正其身矣,gou'zheng'qi'shen'yi
狗彘食人食而不知检,gou'zhi'shi'ren'shi'er'bu'zhi'jian
狗之音相闻,gou'zhi'yin'xiang'wen
苟志于仁矣,gou'zhi'yu'ren'yi
彀皱波纹迎客棹,gou'zhou'bo'wen'ying'ke'zhao
苟子之不欲,gou'zi'zhi'bu'yu
古岸云沙遗恨,gu'an'yun'sha'yi'hen
故彼岸终不可得达也,gu'bi'an'zhong'bu'ke'de'da'ye
孤壁野僧邻,gu'bi'ye'seng'lin
固不待物,gu'bu'dai'wu
故不登高山,gu'bu'deng'gao'shan
故不积跬步,gu'bu'ji'kui'bu
固不及质,gu'bu'ji'zhi
故不可得而,gu'bu'ke'de'er
故不可得而亲,gu'bu'ke'de'er'qin
固不可耕且为也,gu'bu'ke'geng'qie'wei'ye
谷不可胜食也,gu'bu'ke'sheng'shi'ye
故不劳而霸,gu'bu'lao'er'ba
故不劳而王,gu'bu'lao'er'wang
故不免也,gu'bu'mian'ye
固不如也,gu'bu'ru'ye
故不受也,gu'bu'shou'ye
故不为轩冕肆志,gu'bu'wei'xuan'mian'si'zhi
故不为也,gu'bu'wei'ye
固不知子矣,gu'bu'zhi'zi'yi
故不终其天年而中道夭,gu'bu'zhong'qi'tian'nian'er'zhong'dao'yao
故不足以滑和,gu'bu'zu'yi'hua'he
故尝试论之,gu'chang'shi'lun'zhi
孤城背岭寒吹角,gu'cheng'bei'ling'han'chui'jiao
孤城当落晖,gu'cheng'dang'luo'hui
孤城画角,gu'cheng'hua'jiao
孤城阑角,gu'cheng'lan'jiao
孤城落日斗兵稀,gu'cheng'luo'ri'dou'bing'xi
孤城暮角,gu'cheng'mu'jiao
故诚信而喜之,gu'cheng'xin'er'xi'zhi
孤城遥望玉门关,gu'cheng'yao'wang'yu'men'guan
顾叱左右曰,gu'chi'zuo'you'yue
故出而不反,gu'chu'er'bu'fan
故穿庭树作飞花,gu'chuan'ting'shu'zuo'fei'hua
故纯朴不残,gu'chun'pu'bu'can
古祠高树两茫然,gu'ci'gao'shu'liang'mang'ran
故此皆多骈旁枝之道,gu'ci'jie'duo'pian'pang'zhi'zhi'dao
故此数子者,gu'ci'shu'zi'zhe
故从而征之,gu'cong'er'zheng'zhi
古从军行,gu'cong'jun'xing
故从事于道者,gu'cong'shi'yu'dao'zhe
故大邦以下小邦,gu'da'bang'yi'xia'xiao'bang
故大王事獯鬻,gu'da'wang'shi'xun'yu
故大智不割,gu'da'zhi'bu'ge
故道生之,gu'dao'sheng'zhi
古道西风瘦马,gu'dao'xi'feng'shou'ma
古道西风瘦马夕阳西下,gu'dao'xi'feng'shou'ma'xi'yang'xi'xia
故得而不喜,gu'de'er'bu'xi
故德交归焉,gu'de'jiao'gui'yan
谷得一以,gu'de'yi'yi
谷得一以生,gu'de'yi'yi'sheng
故德有所长而形有所忘,gu'de'you'suo'chang'er'xing'you'suo'wang
故德总乎道之所一,gu'de'zong'hu'dao'zhi'suo'yi
孤灯不明思欲绝,gu'deng'bu'ming'si'yu'jue
孤灯寒照雨,gu'deng'han'zhao'yu
孤灯挑尽未成眠,gu'deng'tiao'jin'wei'cheng'mian
孤灯闻楚角,gu'deng'wen'chu'jiao
孤灯相映,gu'deng'xiang'ying
故帝王圣人休焉,gu'di'wang'sheng'ren'xiu'yan
固颠冥乎富贵之地,gu'dian'ming'hu'fu'gui'zhi'di
古调虽自爱,gu'diao'sui'zi'ai
古鼎跃水龙腾梭,gu'ding'yue'shui'long'teng'suo
孤独异乡春,gu'du'yi'xiang'chun
故多能鄙事,gu'duo'neng'bi'shi
固而近于费,gu'er'jin'yu'fei
故伐树于宋,gu'fa'shu'yu'song
故法言曰,gu'fa'yan'yue
孤帆明灭,gu'fan'ming'mie
故饭牛而牛肥,gu'fan'niu'er'niu'fei
孤帆天际看,gu'fan'tian'ji'kan
孤帆一片日边来,gu'fan'yi'pian'ri'bian'lai
孤帆远影碧空尽,gu'fan'yuan'ying'bi'kong'jin
鼓方叔入于河,gu'fang'shu'ru'yu'he
孤芳一世,gu'fang'yi'shi
故非有志者不能至也,gu'fei'you'zhi'zhe'bu'neng'zhi'ye
孤飞自可疑,gu'fei'zi'ke'yi
故忿设无由,gu'fen'she'wu'you
故分也者,gu'fen'ye'zhe
孤负当年林下意,gu'fu'dang'nian'lin'xia'yi
鼓腹而游,gu'fu'er'you
故弗却也,gu'fu'que'ye
故夫三桓之子孙,gu'fu'san'huan'zhi'zi'sun
故夫三皇五帝之礼义法度,gu'fu'san'huang'wu'di'zhi'li'yi'fa'du
故俯仰而不得罪于人,gu'fu'yang'er'bu'de'zui'yu'ren
孤负枕前云雨,gu'fu'zhen'qian'yun'yu
故夫知效一官,gu'fu'zhi'xiao'yi'guan
故夫子胥争之,gu'fu'zi'xu'zheng'zhi
孤高耸天宫,gu'gao'song'tian'gong
鼓宫宫动,gu'gong'gong'dong
故古今不二,gu'gu'jin'bu'er
故古之人贵夫无为也,gu'gu'zhi'ren'gui'fu'wu'wei'ye
故古之王天下者,gu'gu'zhi'wang'tian'xia'zhe
孤馆热杖缒辏风露渐变,gu'guan're'zhang'zhui'cou'feng'lu'jian'bian
故关衰草遍,gu'guan'shuai'cao'bian
孤光一点萤,gu'guang'yi'dian'ying
孤光自照,gu'guang'zi'zhao
故贵以贱为本,gu'gui'yi'jian'wei'ben
故贵以身为天下,gu'gui'yi'shen'wei'tian'xia
故贵以身于为天下,gu'gui'yi'shen'yu'wei'tian'xia
故国不堪回首月明中,gu'guo'bu'kan'hui'shou'yue'ming'zhong
固国不以山溪之险,gu'guo'bu'yi'shan'xi'zhi'xian
故国莼鲈,gu'guo'chun'lu
故国梅花归梦,gu'guo'mei'hua'gui'meng
故国梦重归,gu'guo'meng'chong'gui
故国三千里,gu'guo'san'qian'li
故国神游,gu'guo'shen'you
故海不辞东流,gu'hai'bu'ci'dong'liu
故海内服,gu'hai'nei'fu
故合者不为骈,gu'he'zhe'bu'wei'pian
孤鸿海上来,gu'hong'hai'shang'lai
顾鸿麋鹿,gu'hong'mi'lu
故画作远山长,gu'hua'zuo'yuan'shan'chang
故混而为一,gu'hun'er'wei'yi
故或不言而饮人以和,gu'huo'bu'yan'er'yin'ren'yi'he
故几于道,gu'ji'yu'dao
鼓荚播精,gu'jia'bo'jing
故建言有之,gu'jian'yan'you'zhi
固将朝也,gu'jiang'chao'ye
故将愁苦而终穷,gu'jiang'chou'ku'er'zhong'qiong
故将大有为之君,gu'jiang'da'you'wei'zhi'jun
故将军饮罢夜归来,gu'jiang'jun'yin'ba'ye'gui'lai
固将重昏而终身,gu'jiang'zhong'hun'er'zhong'shen
鼓角角动,gu'jiao'jiao'dong
故洁其身也,gu'jie'qi'shen'ye
骨节与人同而犯害与人异,gu'jie'yu'ren'tong'er'fan'hai'yu'ren'yi
故解之以牛之白颡者,gu'jie'zhi'yi'niu'zhi'bai'sang'zhe
古今不代,gu'jin'bu'dai
古今达者,gu'jin'da'zhe
古今多少事渔唱起三更,gu'jin'duo'shao'shi'yu'chang'qi'san'geng
古今非水陆与,gu'jin'fei'shui'lu'yu
古今如梦,gu'jin'ru'meng
故金石有声,gu'jin'shi'you'sheng
古今一体,gu'jin'yi'ti
故敬之而不喜,gu'jing'zhi'er'bu'xi
故旧不遗,gu'jiu'bu'yi
故久而後失之也,gu'jiu'er'hou'shi'zhi'ye
沽酒楼前,gu'jiu'lou'qian
故九窍者胎生,gu'jiu'qiao'zhe'tai'sheng
沽酒市脯不食,gu'jiu'shi'pu'bu'shi
故就汤而说之,gu'jiu'tang'er'shuo'zhi
故九万里,gu'jiu'wan'li
故九万里则风斯在下矣,gu'jiu'wan'li'ze'feng'si'zai'xia'yi
故旧无大故,gu'jiu'wu'da'gu
故举天下以赏其善者不足,gu'ju'tian'xia'yi'shang'qi'shan'zhe'bu'zu
故居者有积食,gu'ju'zhe'you'ji'shi
故绝圣弃知,gu'jue'sheng'qi'zhi
故君子不得已而临莅天下,gu'jun'zi'bu'de'yi'er'lin'li'tian'xia
故君子苟能无解其五藏,gu'jun'zi'gou'neng'wu'jie'qi'wu'cang
故君子结于一也,gu'jun'zi'jie'yu'yi'ye
故君子可欺以其方,gu'jun'zi'ke'qi'yi'qi'fang
故君子名之必可言也,gu'jun'zi'ming'zhi'bi'ke'yan'ye
故君子莫大乎与人为善,gu'jun'zi'mo'da'hu'yu'ren'wei'shan
故君子有不战,gu'jun'zi'you'bu'zhan
故君子欲其自得之也,gu'jun'zi'yu'qi'zi'de'zhi'ye
估客昼眠知浪静,gu'ke'zhou'mian'zhi'lang'jing
谷口书斋寄杨补阙,gu'kou'shu'zhai'ji'yang'bu'que
古来白骨无人收,gu'lai'bai'gu'wu'ren'shou
古来材大难为用,gu'lai'cai'da'nan'wei'yong
古来青史谁不见,gu'lai'qing'shi'shui'bu'jian
古来三五个英雄,gu'lai'san'wu'ge'ying'xiong
古来圣贤皆寂寞,gu'lai'sheng'xian'jie'ji'mo
古来万事东流水,gu'lai'wan'shi'dong'liu'shui
古来征战几人回,gu'lai'zheng'zhan'ji'ren'hui
古朗月行,gu'lang'yue'xing
故乐通物,gu'le'tong'wu
古垒鸣笳声断,gu'lei'ming'jia'sheng'duan
故垒西边,gu'lei'xi'bian
