阿比可糖,a'bi'ke'tang
黄常山碱,huang'chang'shan'jian
黄常山碱甲,huang'chang'shan'jian'jia
蝗虫等的卵囊,huang'chong'deng'de'luan'nang
黄疸病,huang'dan'bing
黄递酶,huang'di'mei
黄蝶呤,huang'die'ling
黄蜂毒素,huang'feng'du'su
黄苷酸,huang'gan'suan
黄苷一磷酸,huang'gan'yi'lin'suan
黄瓜花叶病毒,huang'gua'hua'ye'bing'du
黄化病,huang'hua'bing
黄化蛋白,huang'hua'dan'bai
黄华碱,huang'hua'jian
黄花木碱,huang'hua'mu'jian
黄化现象,huang'hua'xian'xiang
黄化质体,huang'hua'zhi'ti
黄黄质,huang'huang'zhi
磺基,huang'ji
磺基丙氨酸,huang'ji'bing'an'suan
磺基丙氨酸脱羧酶,huang'ji'bing'an'suan'tuo'suo'mei
磺基水杨酸,huang'ji'shui'yang'suan
磺基转移酶,huang'ji'zhuan'yi'mei
皇家血友病,huang'jia'xue'you'bing
黄夹竹桃糖,huang'jia'zhu'tao'tang
黄甲综合征,huang'jia'zong'he'zheng
黄疽,huang'ju
蝗科产卵器,huang'ke'chan'luan'qi
黄蓝视症,huang'lan'shi'zheng
黄连次碱,huang'lian'ci'jian
黄连碱,huang'lian'jian
黄链菌素,huang'lian'jun'su
黄链霉素,huang'lian'mei'su
黄羚,huang'ling
黄瘤病,huang'liu'bing
黄龙胆黄,huang'long'dan'huang
黄栌色素,huang'lu'se'su
黄卵黄,huang'luan'huang
黄毛舌,huang'mao'she
黄酶,huang'mei
荒漠群落,huang'mo'qun'luo
荒漠植被,huang'mo'zhi'bei
荒漠植物,huang'mo'zhi'wu
黄木犀酸,huang'mu'xi'suan
黄萘酸,huang'nai'suan
黄尿酸,huang'niao'suan
黄嘌呤,huang'piao'ling
黄嘌呤核苷,huang'piao'ling'he'gan
黄嘌呤尿,huang'piao'ling'niao
黄嘌呤脱氢酶,huang'piao'ling'tuo'qing'mei
黄嘌呤氧化酶,huang'piao'ling'yang'hua'mei
黄曲酶毒素,huang'qu'mei'du'su
黄曲霉毒素,huang'qu'mei'du'su
黄热病毒,huang're'bing'du
黄肉楠碱,huang'rou'nan'jian
黄色蛋白,huang'se'dan'bai
黄色蛋白反应,huang'se'dan'bai'fan'ying
黄色瘤,huang'se'liu
黄色瘤病,huang'se'liu'bing
黄色肉芽肿性胆囊炎,huang'se'rou'ya'zhong'xing'dan'nang'yan
黄色素细胞,huang'se'su'xi'bao
黄色体,huang'se'ti
黄色突变型,huang'se'tu'bian'xing
黄示醇,huang'shi'chun
黄素蛋白,huang'su'dan'bai
黄素单核苷酸,huang'su'dan'he'gan'suan
黄素激酶,huang'su'ji'mei
黄素酶,huang'su'mei
黄素脱氢酶,huang'su'tuo'qing'mei
黄素腺嘌呤二核苷酸,huang'su'xian'piao'ling'er'he'gan'suan
黄素腺嘌呤核苷酸,huang'su'xian'piao'ling'he'gan'suan
黄素氧,huang'su'yang
黄素氧化还原蛋白,huang'su'yang'hua'huan'yuan'dan'bai
黄素氧还蛋白,huang'su'yang'huan'dan'bai
荒酸,huang'suan
磺酸,huang'suan
磺酸半胱氨酸,huang'suan'ban'guang'an'suan
磺酸半胱氨酸合成酶,huang'suan'ban'guang'an'suan'he'cheng'mei
磺酸半胱氨酸还原酶,huang'suan'ban'guang'an'suan'huan'yuan'mei
黄唐松草生碱,huang'tang'song'cao'sheng'jian
黄唐松草星碱,huang'tang'song'cao'xing'jian
黄体化,huang'ti'hua
黄体化激素,huang'ti'hua'ji'su
黄体溶解素,huang'ti'rong'jie'su
黄体溶解作用,huang'ti'rong'jie'zuo'yong
黄体生成素,huang'ti'sheng'cheng'su
黄体素,huang'ti'su
黄体制剂,huang'ti'zhi'ji
黄酮,huang'tong
黄酮醇,huang'tong'chun
黄酮糖苷,huang'tong'tang'gan
黄烷,huang'wan
黄烷醇,huang'wan'chun
黄烷类,huang'wan'lei
黄烷酮,huang'wan'tong
黄细胞,huang'xi'bao
磺酰,huang'xian
磺酰胺酶,huang'xian'an'mei
黄纤维,huang'xian'wei
黄心树宁碱,huang'xin'shu'ning'jian
黄癣痂,huang'xuan'jia
黄癣疹,huang'xuan'zhen
荒野群落,huang'ye'qun'luo
黄藻纲,huang'zao'gang
黄脂色素,huang'zhi'se'su
黄脂酸,huang'zhi'suan
黄脂增生病,huang'zhi'zeng'sheng'bing
黄钟花醌,huang'zhong'hua'kun
晦暗期,hui'an'qi
回避反应,hui'bi'fan'ying
挥鞭伤,hui'bian'shang
回波定位,hui'bo'ding'wei
回补途径,hui'bu'tu'jing
喙侧叶,hui'ce'ye
回肠,hui'chang
回肠瓣,hui'chang'ban
回肠肛管吻合术,hui'chang'gang'guan'wen'he'shu
回肠横结肠吻合术,hui'chang'heng'jie'chang'wen'he'shu
回肠膀胱扩大术,hui'chang'pang'guang'kuo'da'shu
回肠膀胱尿流改道术,hui'chang'pang'guang'niao'liu'gai'dao'shu
回肠憩室,hui'chang'qi'shi
回肠造口术,hui'chang'zao'kou'shu
蛔虫病,hui'chong'bing
灰蝶科,hui'die'ke
灰鹅膏,hui'e'gao
挥发性脂肪酸,hui'fa'xing'zhi'fang'suan
回反敏感性,hui'fan'min'gan'xing
灰分分析,hui'fen'fen'xi
恢复基因,hui'fu'ji'yin
恢复室,hui'fu'shi
回复体,hui'fu'ti
回复突变,hui'fu'tu'bian
回复突变型,hui'fu'tu'bian'xing
回复子,hui'fu'zi
灰钙土,hui'gai'tu
喙管,hui'guan
回归方程的自变量,hui'gui'fang'cheng'de'zi'bian'liang
回归亲本,hui'gui'qin'ben
回归曲线,hui'gui'qu'xian
会合板,hui'he'ban
会合果,hui'he'guo
灰胡桃,hui'hu'tao
绘画疗法,hui'hua'liao'fa
灰化作用,hui'hua'zuo'yong
灰黄霉素,hui'huang'mei'su
喙基骨,hui'ji'gu
喙基片,hui'ji'pian
喙甲,hui'jia
喙肩胛骨,hui'jian'jia'gu
回交后代,hui'jiao'hou'dai
回交能育,hui'jiao'neng'yu
回交杂种,hui'jiao'za'zhong
回结肠,hui'jie'chang
灰结节,hui'jie'jie
汇聚途径,hui'ju'tu'jing
惠勒手术,hui'le'shou'shu
回力卡环,hui'li'ka'huan
灰链菌素,hui'lian'jun'su
喙裂,hui'lie
回流冷凝器,hui'liu'leng'ning'qi
回流冷却,hui'liu'leng'que
灰绿霉素,hui'lv'mei'su
灰绿青霉,hui'lv'qing'mei
灰绿曲霉素,hui'lv'qu'mei'su
回盲部结核,hui'mang'bu'jie'he
灰毛紫穗槐,hui'mao'zi'sui'huai
灰霉胺,hui'mei'an
灰霉素,hui'mei'su
毁灭效应,hui'mie'xiao'ying
灰泥角化病,hui'ni'jiao'hua'bing
惠普尔三联征,hui'pu'er'san'lian'zheng
喙鞘,hui'qiao
回切口,hui'qie'kou
灰壤,hui'rang
回乳剂,hui'ru'ji
灰色链霉菌,hui'se'lian'mei'jun
灰色新月,hui'se'xin'yue
汇生囊群,hui'sheng'nang'qun
汇水盆地,hui'shui'pen'di
毁损伤,hui'sun'shang
回缩睾丸,hui'suo'gao'wan
回缩盘,hui'suo'pan
蛔糖,hui'tang
喙突,hui'tu
喙突后注射法,hui'tu'hou'zhu'she'fa
绘图模拟,hui'tu'mo'ni
回文环,hui'wen'huan
回文结构,hui'wen'jie'gou
回文螺旋,hui'wen'luo'xuan
回文序列,hui'wen'xu'lie
回吸作用,hui'xi'zuo'yong
茴香胺,hui'xiang'an
茴香碱,hui'xiang'jian
茴香酰氯,hui'xiang'xian'lv
灰新月区,hui'xin'yue'qu
彗星象差,hui'xing'xiang'cha
回旋肌,hui'xuan'ji
回旋手机,hui'xuan'shou'ji
回旋形线状鱼鳞病,hui'xuan'xing'xian'zhuang'yu'lin'bing
回旋转头运动,hui'xuan'zhuan'tou'yun'dong
会厌,hui'yan
会阴部烧伤,hui'yin'bu'shao'shang
会阴美容术,hui'yin'mei'rong'shu
会阴疝,hui'yin'shan
会阴型尿道下裂,hui'yin'xing'niao'dao'xia'lie
会阴粘连,hui'yin'zhan'lian
回游性鱼,hui'you'xing'yu
回折,hui'zhe
回折序列,hui'zhe'xu'lie
回折子叶,hui'zhe'zi'ye
回植,hui'zhi
灰质,hui'zhi
灰质簇,hui'zhi'cu
灰质体,hui'zhi'ti
喙肿,hui'zhong
回转磨碎,hui'zhuan'mo'sui
回转破碎机,hui'zhuan'po'sui'ji
回转现象,hui'zhuan'xian'xiang
喙状骨,hui'zhuang'gu
回状头皮,hui'zhuang'tou'pi
混倍体,hun'bei'ti
混倍性,hun'bei'xing
婚飞,hun'fei
混合氨基酸发,hun'he'an'ji'suan'fa
混合草地,hun'he'cao'di
混合层析法,hun'he'ceng'xi'fa
混合床交换树脂,hun'he'chuang'jiao'huan'shu'zhi
混合短杆菌肽,hun'he'duan'gan'jun'tai
混合多倍体,hun'he'duo'bei'ti
混合功能加氧酶,hun'he'gong'neng'jia'yang'mei
混合功能氧化酶,hun'he'gong'neng'yang'hua'mei
混合共生,hun'he'gong'sheng
混合静脉血氧张力,hun'he'jing'mai'xue'yang'zhang'li
混合抗球蛋白反应,hun'he'kang'qiu'dan'bai'fan'ying
混合离子交换树脂床,hun'he'li'zi'jiao'huan'shu'zhi'chuang
混合淋巴细胞反应,hun'he'lin'ba'xi'bao'fan'ying
混合瘤,hun'he'liu
混合霉素,hun'he'mei'su
混合凝集反应,hun'he'ning'ji'fan'ying
混合配方,hun'he'pei'fang
混合培养,hun'he'pei'yang
混合培养物,hun'he'pei'yang'wu
混合启动子,hun'he'qi'dong'zi
混合膳食,hun'he'shan'shi
混合肾管,hun'he'shen'guan
混合时间特征,hun'he'shi'jian'te'zheng
混合酸酐,hun'he'suan'gan
混合酸甘油三酯,hun'he'suan'gan'you'san'zhi
混合酸甘油酯,hun'he'suan'gan'you'zhi
混合体腔,hun'he'ti'qiang
混合微生物种群,hun'he'wei'sheng'wu'zhong'qun
混合下疳,hun'he'xia'gan
混合性结缔组织病,hun'he'xing'jie'di'zu'zhi'bing
混合性结石,hun'he'xing'jie'shi
混合型卡环,hun'he'xing'ka'huan
混合型淋巴管瘤,hun'he'xing'lin'ba'guan'liu
混合型鞘膜积液,hun'he'xing'qiao'mo'ji'ye
混合型切平面,hun'he'xing'qie'ping'mian
混合性血管瘤,hun'he'xing'xue'guan'liu
混合性牙瘤,hun'he'xing'ya'liu
混合血栓,hun'he'xue'shuan
混合牙列,hun'he'ya'lie
混合遗传,hun'he'yi'chuan
混合疫苗,hun'he'yi'miao
混合痣,hun'he'zhi
混交群落,hun'jiao'qun'luo
混交群体,hun'jiao'qun'ti
混料器,hun'liao'qi
混配卵,hun'pei'luan
混栖,hun'qi
婚前现象,hun'qian'xian'xiang
混乔矮林,hun'qiao'ai'lin
昏睡病,hun'shui'bing
婚姻色,hun'yin'se
婚羽,hun'yu
混杂噬菌斑,hun'za'shi'jun'ban
婚蛰,hun'zhe
混质嵌合体,hun'zhi'qian'he'ti
混浊度,hun'zhuo'du
混浊症,hun'zhuo'zheng
活瓣,huo'ban
获得免疫性,huo'de'mian'yi'xing
获得性巨结肠,huo'de'xing'ju'jie'chang
获得性淋巴管瘤,huo'de'xing'lin'ba'guan'liu
获得性免疫,huo'de'xing'mian'yi
获得性免疫吖啶,huo'de'xing'mian'yi'a'ding
获得性耐受,huo'de'xing'nai'shou
获得性纤维角化瘤,huo'de'xing'xian'wei'jiao'hua'liu
获得性遗传,huo'de'xing'yi'chuan
获得性鱼鳞病,huo'de'xing'yu'lin'bing
获得性状,huo'de'xing'zhuang
活动颊,huo'dong'jia
活动减退,huo'dong'jian'tui
活动节律,huo'dong'jie'lv
活动联合修复,huo'dong'lian'he'xiu'fu
活动连接体,huo'dong'lian'jie'ti
活动平板训练,huo'dong'ping'ban'xun'lian
活动细胞,huo'dong'xi'bao
活动细胞增多,huo'dong'xi'bao'zeng'duo
活动性肝炎,huo'dong'xing'gan'yan
活动抑制,huo'dong'yi'zhi
霍尔斯特德疝修补术,huo'er'si'te'de'shan'xiu'bu'shu
霍夫曼综合征,huo'fu'man'zong'he'zheng
或纲,huo'gang
或湖,huo'hu
或花,huo'hua
火花幻视,huo'hua'huan'shi
活化巨噬细胞,huo'hua'ju'shi'xi'bao
活化淋巴细胞,huo'hua'lin'ba'xi'bao
活化酶,huo'hua'mei
活化能激,huo'hua'neng'ji
活化态,huo'hua'tai
活化位点,huo'hua'wei'dian
活化物蛋白,huo'hua'wu'dan'bai
活化污泥,huo'hua'wu'ni
活化因子,huo'hua'yin'zi
活化因子前体,huo'hua'yin'zi'qian'ti
活化因子前体转化酶,huo'hua'yin'zi'qian'ti'zhuan'hua'mei
活化载体,huo'hua'zai'ti
活化支持体,huo'hua'zhi'chi'ti
活剂激活蛋白,huo'ji'ji'huo'dan'bai
货架期,huo'jia'qi
火箭电泳,huo'jian'dian'yong
火箭免疫电泳,huo'jian'mian'yi'dian'yong
或精子,huo'jing'zi
活菌计数,huo'jun'ji'shu
活菌苗,huo'jun'miao
霍利保持器,huo'li'bao'chi'qi
活力检验,huo'li'jian'yan
活力论,huo'li'lun
活量,huo'liang
霍乱毒素,huo'luan'du'su
火棉胶,huo'mian'jiao
获能,huo'neng
霍奇金病,huo'qi'jin'bing
火器伤,huo'qi'shang
火绒状质地,huo'rong'zhuang'zhi'di
活塞式流动,huo'sai'shi'liu'dong
火烧演替顶极,huo'shao'yan'ti'ding'ji
活生物质,huo'sheng'wu'zhi
活食者,huo'shi'zhe
霍特加氏细胞,huo'te'jia'shi'xi'bao
活体标记,huo'ti'biao'ji
活体部分肝移植,huo'ti'bu'fen'gan'yi'zhi
活体测量,huo'ti'ce'liang
活体非亲属供者,huo'ti'fei'qin'shu'gong'zhe
活体供者,huo'ti'gong'zhe
活体检定,huo'ti'jian'ding
活体解剖,huo'ti'jie'pou
活体解剖法,huo'ti'jie'pou'fa
活体酶,huo'ti'mei
活体亲属供者,huo'ti'qin'shu'gong'zhe
活体亲属脾移植,huo'ti'qin'shu'pi'yi'zhi
活体亲属肾移植,huo'ti'qin'shu'shen'yi'zhi
活体染料,huo'ti'ran'liao
活体染色,huo'ti'ran'se
活体染色法,huo'ti'ran'se'fa
活体疫苗,huo'ti'yi'miao
活体移植,huo'ti'yi'zhi
活物激,huo'wu'ji
活细胞,huo'xi'bao
活细胞计数,huo'xi'bao'ji'shu
活细胞培养法,huo'xi'bao'pei'yang'fa
活性丙酮酸,huo'xing'bing'tong'suan
活性部位,huo'xing'bu'wei
活性干酵母,huo'xing'gan'jiao'mu
活性基团,huo'xing'ji'tuan
活性菌丝,huo'xing'jun'si
活性羟乙醛,huo'xing'qiang'yi'quan
活性氢化合物,huo'xing'qing'hua'he'wu
活性染色质,huo'xing'ran'se'zhi
活性生物量,huo'xing'sheng'wu'liang
活性司,huo'xing'si
活性司徒氏因子,huo'xing'si'tu'shi'yin'zi
活性肽,huo'xing'tai
活性碳过滤,huo'xing'tan'guo'lv
活性位点,huo'xing'wei'dian
活性氧,huo'xing'yang
活性乙醛,huo'xing'yi'quan
活性乙酸,huo'xing'yi'suan
活性运转,huo'xing'yun'zhuan
活性支链,huo'xing'zhi'lian
活性中心,huo'xing'zhong'xin
火焰分光光度计,huo'yan'fen'guang'guang'du'ji
火焰光谱测定法,huo'yan'guang'pu'ce'ding'fa
火焰烧伤,huo'yan'shao'shang
活疫苗,huo'yi'miao
或酯,huo'zhi
活质,huo'zhi
活质体,huo'zhi'ti
活组织,huo'zu'zhi
活组织检查,huo'zu'zhi'jian'cha
活组织切片,huo'zu'zhi'qie'pian
活组织显微镜检,huo'zu'zhi'xian'wei'jing'jian
基阿利手术,ji'a'li'shou'shu
季铵,ji'an
基氨基甲烷,ji'an'ji'jia'wan
肌安松,ji'an'song
肌氨酸,ji'an'suan
肌氨酸血症,ji'an'suan'xue'zheng
肌氨酸氧化酶,ji'an'suan'yang'hua'mei
肌白蛋白,ji'bai'dan'bai
脊板,ji'ban
基板附器,ji'ban'fu'qi
棘胞,ji'bao
集胞粘菌亚纲,ji'bao'nian'jun'ya'gang
基背鳞,ji'bei'lin
基背突,ji'bei'tu
基本电流强度,ji'ben'dian'liu'qiang'du
基本分生组织,ji'ben'fen'sheng'zu'zhi
基本培养基,ji'ben'pei'yang'ji
基本群落,ji'ben'qun'luo
基本异名,ji'ben'yi'ming
基本组织,ji'ben'zu'zhi
疾病分类学,ji'bing'fen'lei'xue
基部结,ji'bu'jie
基部膨大性,ji'bu'peng'da'xing
基侧片,ji'ce'pian
肌层,ji'ceng
棘层,ji'ceng
棘层肥厚,ji'ceng'fei'hou
积层胶,ji'ceng'jiao
棘层松解,ji'ceng'song'jie
棘层松解细胞,ji'ceng'song'jie'xi'bao
极插入,ji'cha'ru
继承性免疫,ji'cheng'xing'mian'yi
继承性免疫性,ji'cheng'xing'mian'yi'xing
继承性转移,ji'cheng'xing'zhuan'yi
继承牙,ji'cheng'ya
继承牙板,ji'cheng'ya'ban
襀翅虫,ji'chi'chong
肌弛缓,ji'chi'huan
襀翅目,ji'chi'mu
脊齿型,ji'chi'xing
积储病,ji'chu'bing
基础创伤生命支持,ji'chu'chuang'shang'sheng'ming'zhi'chi
基础代谢,ji'chu'dai'xie
基础代谢计,ji'chu'dai'xie'ji
基础代谢率,ji'chu'dai'xie'lv
基础龛,ji'chu'kan
基础免疫学,ji'chu'mian'yi'xue
基础生命支持,ji'chu'sheng'ming'zhi'chi
肌醇,ji'chun
鸡鹑,ji'chun
肌醇半乳糖苷,ji'chun'ban'ru'tang'gan
肌醇单酮,ji'chun'dan'tong
肌醇甲醚,ji'chun'jia'mi
肌醇磷脂,ji'chun'lin'zhi
肌醇磷脂酰转移酶,ji'chun'lin'zhi'xian'zhuan'yi'mei
肌醇六磷酸,ji'chun'liu'lin'suan
肌醇六磷酸钙镁,ji'chun'liu'lin'suan'gai'mei
肌醇六磷酸酶,ji'chun'liu'lin'suan'mei
肌醇六磷酸盐,ji'chun'liu'lin'suan'yan
肌醇尿,ji'chun'niao
肌醇三磷酸,ji'chun'san'lin'suan
己雌酚,ji'ci'fen
鸡从菌,ji'cong'jun
记存模型,ji'cun'mo'xing
继代接种,ji'dai'jie'zhong
继代培养,ji'dai'pei'yang
系带切断术,ji'dai'qie'duan'shu
肌蛋白,ji'dan'bai
肌蛋白酶,ji'dan'bai'mei
肌蛋白质,ji'dan'bai'zhi
肌单位,ji'dan'wei
基底层,ji'di'ceng
极地长夜,ji'di'chang'ye
基底动脉瘤,ji'di'dong'mai'liu
极地环境,ji'di'huan'jing
基底鳞状细胞癌,ji'di'lin'zhuang'xi'bao'ai
极低密度脂蛋白,ji'di'mi'du'zhi'dan'bai
基底膜,ji'di'mo
计滴器,ji'di'qi
基底神经节,ji'di'shen'jing'jie
基底胎座式,ji'di'tai'zuo'shi
基底细胞癌,ji'di'xi'bao'ai
基底细胞上皮瘤,ji'di'xi'bao'shang'pi'liu
基底细胞腺癌,ji'di'xi'bao'xian'ai
基底细胞腺瘤,ji'di'xi'bao'xian'liu
基底细胞痣,ji'di'xi'bao'zhi
极地永昼,ji'di'yong'zhou
肌电,ji'dian
棘点,ji'dian
肌电描记术,ji'dian'miao'ji'shu
肌电生物反馈疗法,ji'dian'sheng'wu'fan'kui'liao'fa
肌电图,ji'dian'tu
基蝶骨,ji'die'gu
几丁质,ji'ding'zhi
几丁质酶,ji'ding'zhi'mei
肌动,ji'dong
肌动蛋白,ji'dong'dan'bai
肌动蛋白加帽蛋白,ji'dong'dan'bai'jia'mao'dan'bai
肌动蛋白丝,ji'dong'dan'bai'si
激动剂,ji'dong'ji
肌动力描记器,ji'dong'li'miao'ji'qi
肌动力学,ji'dong'li'xue
肌动球蛋白,ji'dong'qiu'dan'bai
激动素,ji'dong'su
极度消瘦,ji'du'xiao'shou
极端耐热酶,ji'duan'nai're'mei
极端嗜热微生物,ji'duan'shi're'wei'sheng'wu
基颚,ji'e
吉耳克里斯特氏病,ji'er'ke'li'si'te'shi'bing
己二糖,ji'er'tang
己二酮二酸,ji'er'tong'er'suan
继发变态反应素,ji'fa'bian'tai'fan'ying'su
继发变性,ji'fa'bian'xing
继发变应原,ji'fa'bian'ying'yuan
激发波长,ji'fa'bo'chang
激发光谱,ji'fa'guang'pu
继发畸形,ji'fa'ji'xing
激发排卵,ji'fa'pai'luan
激发期,ji'fa'qi
继发龋,ji'fa'qu
继发伤道,ji'fa'shang'dao
继发性瘢痕挛缩,ji'fa'xing'ban'hen'luan'suo
即发型超敏反应,ji'fa'xing'chao'min'fan'ying
继发性感染,ji'fa'xing'gan'ran
继发性甲亢,ji'fa'xing'jia'kang
继发性巨结肠,ji'fa'xing'ju'jie'chang
继发性淋巴水肿,ji'fa'xing'lin'ba'shui'zhong
继发性免疫缺陷,ji'fa'xing'mian'yi'que'xian
继发性污染,ji'fa'xing'wu'ran
继发性牙本质,ji'fa'xing'ya'ben'zhi
激发因子,ji'fa'yin'zi
激发子,ji'fa'zi
肌反应迟纯,ji'fan'ying'chi'chun
肌反应延缓,ji'fan'ying'yan'huan
级分,ji'fen
肌分离,ji'fen'li
集粉毛,ji'fen'mao
姬蜂总科的前翅,ji'feng'zong'ke'de'qian'chi
基腹板,ji'fu'ban
基腹弧,ji'fu'hu
基跗节,ji'fu'jie
基腹片,ji'fu'pian
急腹痛,ji'fu'tong
基腹突,ji'fu'tu
肌钙蛋白,ji'gai'dan'bai
集钙蛋白,ji'gai'dan'bai
基盖度,ji'gai'du
肌钙网蛋白,ji'gai'wang'dan'bai
集钙作用,ji'gai'zuo'yong
肌苷,ji'gan
激感,ji'gan
肌苷三磷酸,ji'gan'san'lin'suan
肌苷酸,ji'gan'suan
肌苷酸酶,ji'gan'suan'mei
激感现象,ji'gan'xian'xiang
激感性,ji'gan'xing
极高密度脂蛋白,ji'gao'mi'du'zhi'dan'bai
肌高铁血红素,ji'gao'tie'xue'hong'su
极高温植物,ji'gao'wen'zhi'wu
肌隔,ji'ge
肌功能矫治器,ji'gong'neng'jiao'zhi'qi
技工室染色,ji'gong'shi'ran'se
鸡骨常山碱,ji'gu'chang'shan'jian
基股节,ji'gu'jie
肌管,ji'guan
髻冠,ji'guan
继观病情,ji'guan'bing'qing
鸡冠状突起,ji'guan'zhuang'tu'qi
激光光解,ji'guang'guang'jie
激光毛发移植,ji'guang'mao'fa'yi'zhi
激光皮肤磨削术,ji'guang'pi'fu'mo'xue'shu
激光切割手术,ji'guang'qie'ge'shou'shu
激光扫描,ji'guang'sao'miao
激光扫描共焦显微镜,ji'guang'sao'miao'gong'jiao'xian'wei'jing
激光伤,ji'guang'shang
激光生物学,ji'guang'sheng'wu'xue
激光外科,ji'guang'wai'ke
激光心肌血运重建术,ji'guang'xin'ji'xue'yun'chong'jian'shu
忌光性,ji'guang'xing
激光荧光诊断技术,ji'guang'ying'guang'zhen'duan'ji'shu
激光育种,ji'guang'yu'zhong
极核,ji'he
集合孢子,ji'he'bao'zi
集合小管,ji'he'xiao'guan
几何异构体,ji'he'yi'gou'ti
肌红蛋白,ji'hong'dan'bai
棘红细胞,ji'hong'xi'bao
棘红细胞增多症,ji'hong'xi'bao'zeng'duo'zheng
脊后,ji'hou
脊后藻,ji'hou'zao
机化,ji'hua
极化恢复,ji'hua'hui'fu
肌黄素,ji'huang'su
基喙,ji'hui
机会感染,ji'hui'gan'ran
机会致病菌,ji'hui'zhi'bing'jun
激活蛋白,ji'huo'dan'bai
激活活化,ji'huo'huo'hua
激活酶,ji'huo'mei
激活态,ji'huo'tai
激活物,ji'huo'wu
激活因子,ji'huo'yin'zi
激活阈,ji'huo'yu
激活中心,ji'huo'zhong'xin
激活子,ji'huo'zi
肌集钙蛋白,ji'ji'gai'dan'bai
肌激酶,ji'ji'mei
积极优生学,ji'ji'you'sheng'xue
肌基质,ji'ji'zhi
即基肢,ji'ji'zhi
肌碱,ji'jian
级间,ji'jian
肌腱成形术,ji'jian'cheng'xing'shu
肌腱固定术,ji'jian'gu'ding'shu
肌监控仪,ji'jian'kong'yi
肌腱皮瓣,ji'jian'pi'ban
肌腱切断术,ji'jian'qie'duan'shu
肌腱烧伤,ji'jian'shao'shang
肌腱松解术,ji'jian'song'jie'shu
肌腱外露,ji'jian'wai'lu
肌腱延长术,ji'jian'yan'chang'shu
肌腱移植,ji'jian'yi'zhi
肌腱移植物,ji'jian'yi'zhi'wu
肌腱粘连,ji'jian'zhan'lian
肌腱转位术,ji'jian'zhuan'wei'shu
肌浆,ji'jiang
肌浆蛋,ji'jiang'dan
肌浆蛋白,ji'jiang'dan'bai
肌浆网,ji'jiang'wang
肌胶质细胞,ji'jiao'zhi'xi'bao
肌节,ji'jie
基节,ji'jie
基节板,ji'jie'ban
基节刺,ji'jie'ci
季节浮游生物,ji'jie'fu'you'sheng'wu
季节隔离,ji'jie'ge'li
基节关节点,ji'jie'guan'jie'dian
基节后片,ji'jie'hou'pian
基节后桥,ji'jie'hou'qiao
肌节间隔,ji'jie'jian'ge
基节臼,ji'jie'jiu
基节距,ji'jie'ju
基节攫握器,ji'jie'jue'wo'qi
基节毛,ji'jie'mao
基节膜,ji'jie'mo
基节内突,ji'jie'nei'tu
肌节腔,ji'jie'qiang
集结体,ji'jie'ti
基节突,ji'jie'tu
级进杂交,ji'jin'za'jiao
鸡精蛋白,ji'jing'dan'bai
急救半径,ji'jiu'ban'jing
急救医士,ji'jiu'yi'shi
肌局部缺血,ji'ju'bu'que'xue
集聚蛋白,ji'ju'dan'bai
集聚素,ji'ju'su
己聚糖,ji'ju'tang
集聚细胞,ji'ju'xi'bao
寄居蟹后期幼体,ji'ju'xie'hou'qi'you'ti
棘口吸虫病,ji'kou'xi'chong'bing
吉拉罗斯,ji'la'luo'si
基勒病,ji'le'bing
季肋部,ji'lei'bu
积累反馈抑制,ji'lei'fan'kui'yi'zhi
脊棱,ji'leng
肌力,ji'li
肌粒,ji'li
基粒,ji'li
极粒,ji'li
基粒棒,ji'li'bang
肌力测定法,ji'li'ce'ding'fa
肌力计,ji'li'ji
基粒间膜,ji'li'jian'mo
基粒类囊体,ji'li'lei'nang'ti
肌力描记器,ji'li'miao'ji'qi
基粒片层,ji'li'pian'ceng
级联层析,ji'lian'ceng'xi
肌联蛋白,ji'lian'dan'bai
级联发酵,ji'lian'fa'jiao
级联反应,ji'lian'fan'ying
级联反应器,ji'lian'fan'ying'qi
级联过程,ji'lian'guo'cheng
级联聚焦电泳,ji'lian'ju'jiao'dian'yong
级联色谱法,ji'lian'se'pu'fa
级联式代谢途径,ji'lian'shi'dai'xie'tu'jing
级联序列,ji'lian'xu'lie
剂量测定,ji'liang'ce'ding
剂量测定法,ji'liang'ce'ding'fa
剂量反应曲线,ji'liang'fan'ying'qu'xian
剂量学,ji'liang'xue
急淋变,ji'lin'bian
稽留热,ji'liu're
急流生物,ji'liu'sheng'wu
基硫酸酯酶,ji'liu'suan'zhi'mei
己录表,ji'lu'biao
记录电极,ji'lu'dian'ji
集落,ji'luo
集落刺激因子,ji'luo'ci'ji'yin'zi
集落库,ji'luo'ku
集落形成单位,ji'luo'xing'cheng'dan'wei
集落形成率,ji'luo'xing'cheng'lv
集落抑制试验,ji'luo'yi'zhi'shi'yan
集落杂交,ji'luo'za'jiao
姬螨皮炎,ji'man'pi'yan
极帽,ji'mao
棘毛,ji'mao
基毛丛,ji'mao'cong
激酶,ji'mei
脊霉素,ji'mei'su
极美酸,ji'mei'suan
激酶原,ji'mei'yuan
肌膜,ji'mo
基膜,ji'mo
脊膜脊髓膨出,ji'mo'ji'sui'peng'chu
脊膜瘤,ji'mo'liu
计默任碱,ji'mo'ren'jian
吉母萨,ji'mu'sa
吉姆萨带,ji'mu'sa'dai
吉姆萨染色,ji'mu'sa'ran'se
吉姆萨染液,ji'mu'sa'ran'ye
