阿拔斯一世,a'ba'si'yi'shi
回师勤王,hui'shi'qin'wang
回师途中,hui'shi'tu'zhong
惠文君,hui'wen'jun
惠文王,hui'wen'wang
辉县,hui'xian
会意,hui'yi
惠懿帝,hui'yi'di
惠懿帝高云,hui'yi'di'gao'yun
会战于邲,hui'zhan'yu'bian
徽宗,hui'zong
惠宗,hui'zong
惠宗李秉常,hui'zong'li'bing'chang
或称国尉,huo'cheng'guo'wei
获得公田与禄田,huo'de'gong'tian'yu'lu'tian
获得了一个,huo'de'le'yi'ge
获得了一块立足的基地,huo'de'le'yi'kuai'li'zu'de'ji'di
或敌国,huo'di'guo
活动范围最广,huo'dong'fan'wei'zui'guang
或更含糊地被叫作,huo'geng'han'hu'de'bei'jiao'zuo
霍光,huo'guang
霍光从此,huo'guang'cong'ci
霍光去世,huo'guang'qu'shi
霍光延续,huo'guang'yan'xu
或毁灭,huo'hui'mie
或加,huo'jia
或将,huo'jiang
或聚,huo'ju
或录尚书六条事若干人,huo'lu'shang'shu'liu'tiao'shi'ruo'gan'ren
霍梅尼,huo'mei'ni
镬烹之刑,huo'peng'zhi'xing
霍去病,huo'qu'bing
或赏给,huo'shang'gei
获胜收场,huo'sheng'shou'chang
或首领,huo'shou'ling
或者在,huo'zhe'zai
姬敖,ji'ao
即把,ji'ba
击败河间王颙,ji'bai'he'jian'wang'yong
击败后蜀,ji'bai'hou'shu
击败晋军,ji'bai'jin'jun
姬班,ji'ban
即爆发,ji'bao'fa
济北,ji'bei
济北王,ji'bei'wang
济北王慕容泓,ji'bei'wang'mu'rong'hong
基本上都实行了统一的行政建制,ji'ben'shang'dou'shi'xing'le'tong'yi'de'xing'zheng'jian'zhi
基本统一了,ji'ben'tong'yi'le
姬濞,ji'bi
姬扁,ji'bian
姬彪,ji'biao
姬伯,ji'bo
姬伯禽,ji'bo'qin
既播下了,ji'bo'xia'le
姬虿,ji'chai
姬昌,ji'chang
继承晋国,ji'cheng'jin'guo
姬赤,ji'chi
姬重耳,ji'chong'er
姬丑,ji'chou
姬仇,ji'chou
姬稠,ji'chou
即从较低的,ji'cong'jiao'di'de
集大成之作,ji'da'cheng'zhi'zuo
极大地提高了,ji'da'de'ti'gao'le
即大汗位,ji'da'han'wei
及大量财物,ji'da'liang'cai'wu
姬骀,ji'dai
姬旦,ji'dan
及地方治安的维持,ji'di'fang'zhi'an'de'wei'chi
即帝位,ji'di'wei
姬定,ji'ding
继东汉,ji'dong'han
姬度,ji'du
即对张宾说,ji'dui'zhang'bin'shuo
笈多王朝,ji'duo'wang'chao
姬恶,ji'e
济尔哈朗,ji'er'ha'lang
继而推行,ji'er'tui'xing
姬发,ji'fa
姬费,ji'fei
姬费王,ji'fei'wang
姬奋,ji'fen
姬封,ji'feng
姬弗,ji'fu
姬福,ji'fu
姬负刍,ji'fu'chu
基辅国,ji'fu'guo
姬弗湟,ji'fu'huang
姬服人,ji'fu'ren
姬匄,ji'gai
极个别旧式的,ji'ge'bie'jiu'shi'de
几个不同的阶段,ji'ge'bu'tong'de'jie'duan
几个小国之后,ji'ge'xiao'guo'zhi'hou
姬共伯,ji'gong'bo
姬宫湦,ji'gong'sheng
即公元第,ji'gong'yuan'di
机构中的,ji'gou'zhong'de
姬光,ji'guang
姬贵,ji'gui
姬诡诸,ji'gui'zhu
即汉献帝,ji'han'xian'di
即和林,ji'he'lin
姬黑肱,ji'hei'gong
姬黑臀,ji'hei'tun
及后,ji'hou
姬侯,ji'hou
继后金汗位,ji'hou'jin'han'wei
姬胡,ji'hu
几乎将功臣全部诛杀,ji'hu'jiang'gong'chen'quan'bu'zhu'sha
姬胡齐,ji'hu'qi
几乎全军覆没,ji'hu'quan'jun'fu'mo
姬欢,ji'huan
饥荒和,ji'huang'he
姬毁,ji'hui
姬籍,ji'ji
积极采取措施,ji'ji'cai'qu'cuo'shi
积极对付,ji'ji'dui'fu
积极进取,ji'ji'jin'qu
积极治国,ji'ji'zhi'guo
及笄之年,ji'ji'zhi'nian
姬嘉,ji'jia
姬贾,ji'jia
姬囏,ji'jian
姬坚,ji'jian
姬将,ji'jiang
姬角,ji'jiao
姬骄,ji'jiao
姬介,ji'jie
姬踕,ji'jie
即借用其,ji'jie'yong'qi
及今,ji'jin
姬晋,ji'jin
几近半个世纪,ji'jin'ban'ge'shi'ji
饥馑等,ji'jin'deng
姬静,ji'jing
姬纠,ji'jiu
姬具,ji'ju
姬据,ji'ju
急剧变化,ji'ju'bian'hua
姬俱酒,ji'ju'jiu
寄居于,ji'ju'yu
姬掘突,ji'jue'tu
姬开,ji'kai
姬康,ji'kang
即课田每亩定额交租八升,ji'ke'tian'mei'mu'ding'e'jiao'zu'ba'sheng
及库页岛被沙俄侵占,ji'ku'ye'dao'bei'sha'e'qin'zhan
姬哙,ji'kuai
姬蒯聩,ji'kuai'kui
姬兰,ji'lan
姬阆,ji'lang
继立,ji'li
极力恢复,ji'li'hui'fu
继立为,ji'li'wei
激烈的斗争,ji'lie'de'dou'zheng
姬林,ji'lin
姬露,ji'lu
姬路城,ji'lu'cheng
姬婨,ji'lun
吉伦特派,ji'lun'te'pai
基洛夫,ji'luo'fu
基马尔革命,ji'ma'er'ge'ming
姬满,ji'man
姬寐生,ji'mei'sheng
姬猛,ji'meng
即蒙古的唐代汉文译名,ji'meng'gu'de'tang'dai'han'wen'yi'ming
羁縻机构,ji'mi'ji'gou
季米特洛夫,ji'mi'te'luo'fu
击灭东吴,ji'mie'dong'wu
姬缗,ji'min
即南俄罗斯时,ji'nan'e'luo'si'shi
姬宁,ji'ning
姬宁族,ji'ning'zu
季诺维也夫,ji'nuo'wei'ye'fu
姬脾,ji'pi
姬辟方,ji'pi'fang
姬平,ji'ping
姬启,ji'qi
姬起,ji'qi
及其部众,ji'qi'bu'zhong
及其附属岛屿钓鱼岛赤尾屿等,ji'qi'fu'shu'dao'yu'diao'yu'dao'chi'wei'yu'deng
激起广大人民的反抗,ji'qi'guang'da'ren'min'de'fan'kang
及其继承人,ji'qi'ji'cheng'ren
及其教友,ji'qi'jiao'you
激起了,ji'qi'le
姬黔,ji'qian
姬黔牟,ji'qian'mou
姬强,ji'qiang
继秦朝之后,ji'qin'chao'zhi'hou
即秦王位,ji'qin'wang'wei
姬秋,ji'qiu
姬酋,ji'qiu
姬去疾,ji'qu'ji
姬仁,ji'ren
姬壬臣,ji'ren'chen
集儒臣于阁中备顾问,ji'ru'chen'yu'ge'zhong'bei'gu'wen
汲桑,ji'sang
汲桑失败,ji'sang'shi'bai
汲桑释放郡县系囚,ji'sang'shi'fang'jun'xian'xi'qiu
汲桑以石勒,ji'sang'yi'shi'le
姬殇叔,ji'shang'shu
姬申,ji'shen
姬胜,ji'sheng
姬奭,ji'shi
及石勒活捉苟晞后,ji'shi'le'huo'zhuo'gou'xi'hou
即史书上,ji'shi'shu'shang
即是通称的对所谓的四库全书整理,ji'shi'tong'cheng'de'dui'suo'wei'de'si'ku'quan'shu'zheng'li
几十万人,ji'shi'wan'ren
及侍中,ji'shi'zhong
姬寿,ji'shou
姬寿曼,ji'shou'man
姬叔,ji'shu
即顺帝,ji'shun'di
姬朔,ji'shuo
姬兕,ji'si
继嗣帝位,ji'si'di'wei
姬嗣君,ji'si'jun
吉斯林,ji'si'lin
姬司徒,ji'si'tu
姬宋,ji'song
姬诵,ji'song
姬苏,ji'su
姬速,ji'su
计算出的,ji'suan'chu'de
计算西汉年数时,ji'suan'xi'han'nian'shu'shi
集体迁徙,ji'ti'qian'xi
祭天地,ji'tian'di
籍田制,ji'tian'zhi
姬同,ji'tong
姬通,ji'tong
即铜雀台,ji'tong'que'tai
姬突,ji'tu
即屠耆王,ji'tu'qi'wang
姬颓,ji'tui
击退了,ji'tui'le
姬屯,ji'tun
姬佗,ji'tuo
姬妥,ji'tuo
姬完,ji'wan
几万至,ji'wan'zhi
即为,ji'wei
即位,ji'wei
姬嵬,ji'wei
即位的,ji'wei'de
继位的,ji'wei'de
即位的时候,ji'wei'de'shi'hou
即位后,ji'wei'hou
即位后不久,ji'wei'hou'bu'jiu
即位期间,ji'wei'qi'jian
即位为帝,ji'wei'wei'di
即位于大都,ji'wei'yu'da'dou
即位于上都,ji'wei'yu'shang'dou
姬午,ji'wu
姬武,ji'wu
继五代十国后,ji'wu'dai'shi'guo'hou
及吴军未集,ji'wu'jun'wei'ji
姬喜,ji'xi
姬息,ji'xi
姬戏,ji'xi
姬熙,ji'xi
姬郗,ji'xi
姬夕姑,ji'xi'gu
寄希望于,ji'xi'wang'yu
姬瑕,ji'xia
稷下,ji'xia
姬显,ji'xian
姬襄,ji'xiang
姬小子,ji'xiao'zi
姬燮,ji'xie
姬泄心,ji'xie'xin
姬邤,ji'xin
姬兴,ji'xing
姬须,ji'xu
继续采取,ji'xu'cai'qu
继续存在,ji'xu'cun'zai
继续大举南侵,ji'xu'da'ju'nan'qin
积蓄国力,ji'xu'guo'li
继续推行,ji'xu'tui'xing
继续执行,ji'xu'zhi'xing
姬训,ji'xun
姬偃,ji'yan
姬延,ji'yan
姬衍,ji'yan
姬扬,ji'yang
姬野,ji'ye
姬乙,ji'yi
姬夷,ji'yi
姬宜,ji'yi
姬已,ji'yi
姬抑,ji'yi
姬易,ji'yi
疾疫,ji'yi
讥议,ji'yi
即已承认旭烈兀对阿母河以西土地的统治权,ji'yi'cheng'ren'xu'lie'wu'dui'a'mu'he'yi'xi'tu'di'de'tong'zhi'quan
姬夷皋,ji'yi'gao
姬夷宫,ji'yi'gong
姬繄扈,ji'yi'hu
姬宜臼,ji'yi'jiu
即以谋叛罪名把他杀死,ji'yi'mou'pan'zui'ming'ba'ta'sha'si
姬夷吾,ji'yi'wu
姬友,ji'you
冀幽并,ji'you'bing
姬瑜,ji'yu
姬虞,ji'yu
给予士大夫的,ji'yu'shi'da'fu'de
姬元,ji'yuan
姬云,ji'yun
姬允,ji'yun
姬恽,ji'yun
姬宰,ji'zai
记载的,ji'zai'de
即在鄂尔多斯,ji'zai'e'er'duo'si
记载徐达,ji'zai'xu'da
记载正是,ji'zai'zheng'shi
记载自公元前,ji'zai'zi'gong'yuan'qian
姬臧,ji'zang
姬凿,ji'zao
姬祭仲,ji'zhai'zhong
纪瞻,ji'zhan
纪瞻督率大军集于寿春,ji'zhan'du'shuai'da'jun'ji'yu'shou'chun
姬钊,ji'zhao
姬辄,ji'zhe
姬振铎,ji'zhen'duo
姬郑,ji'zheng
姬止,ji'zhi
几支义军,ji'zhi'yi'jun
集中兵力,ji'zhong'bing'li
集中力量,ji'zhong'li'liang
姬终生,ji'zhong'sheng
集中用人权力,ji'zhong'yong'ren'quan'li
集中于,ji'zhong'yu
集中整理检查修改和销毁,ji'zhong'zheng'li'jian'cha'xiu'gai'he'xiao'hui
姬周,ji'zhou
急骤膨胀,ji'zhou'peng'zhang
记注本朝政事,ji'zhu'ben'chao'zheng'shi
姬擢,ji'zhuo
计资分等纳调,ji'zi'fen'deng'na'tiao
姬子宜,ji'zi'yi
姬子婴,ji'zi'ying
基佐,ji'zuo
甲兵,jia'bing
贾充,jia'chong
贾充等,jia'chong'deng
假东汉,jia'dong'han
加尔文教,jia'er'wen'jiao
加尔文教派,jia'er'wen'jiao'pai
加富尔,jia'fu'er
加固壁垒,jia'gu'bi'lei
贾后于,jia'hou'yu
假皇帝西元,jia'huang'di'xi'yuan
假节,jia'jie
假借为,jia'jie'wei
嘉靖,jia'jing
加快了,jia'kuai'le
加里波第,jia'li'bo'di
伽里略,jia'li'lue
贾鲁,jia'lu
贾鲁开河后,jia'lu'kai'he'hou
加洛林王朝,jia'luo'lin'wang'chao
加茂川,jia'mao'chuan
加米涅夫,jia'mi'nie'fu
贾南风,jia'nan'feng
迦腻色迦,jia'ni'se'jia
加强对,jia'qiang'dui
加强国家,jia'qiang'guo'jia
加强汉地,jia'qiang'han'di
加强皇权,jia'qiang'huang'quan
加强农业生产,jia'qiang'nong'ye'sheng'chan
加强武备整顿,jia'qiang'wu'bei'zheng'dun
加强中央集权,jia'qiang'zhong'yang'ji'quan
嘉庆,jia'qing
加上汉武帝,jia'shang'han'wu'di
加上新增置的,jia'shang'xin'zeng'zhi'de
加深了,jia'shen'le
迦尸,jia'shi
家世的,jia'shi'de
贾似道,jia'si'dao
贾似道被迫督诸路精兵抵御元军,jia'si'dao'bei'po'du'zhu'lu'jing'bing'di'yu'yuan'jun
迦太基,jia'tai'ji
枷押山东出卖,jia'ya'shan'dong'chu'mai
加以,jia'yi
贾谊,jia'yi
加以安抚,jia'yi'an'fu
加以撤除,jia'yi'che'chu
加以整理,jia'yi'zheng'li
加之统治者,jia'zhi'tong'zhi'zhe
加重处罚,jia'zhong'chu'fa
加重严刑酷法,jia'zhong'yan'xing'ku'fa
家中有死了人的葬不起,jia'zhong'you'si'le'ren'de'zang'bu'qi
家族的身世,jia'zu'de'shen'shi
家族也是,jia'zu'ye'shi
建安,jian'an
建安十六年,jian'an'shi'liu'nian
建安十三年,jian'an'shi'san'nian
建安五年,jian'an'wu'nian
建安元年,jian'an'yuan'nian
坚壁清野,jian'bi'qing'ye
兼并战争,jian'bing'zhan'zheng
监察省内及群官,jian'cha'sheng'nei'ji'qun'guan
监察之任,jian'cha'zhi'ren
简称春秋,jian'cheng'chun'qiu
间的,jian'de
建都长安,jian'du'chang'an
建都成都,jian'du'cheng'du
建都洛阳,jian'du'luo'yang
简公,jian'gong
坚固的防线,jian'gu'de'fang'xian
监国,jian'guo
建国称汗,jian'guo'cheng'han
建国大秦,jian'guo'da'qin
监国拖雷,jian'guo'tuo'lei
建国伊始,jian'guo'yi'shi
建国于,jian'guo'yu
建国于漠北,jian'guo'yu'mo'bei
建哈刺和林城,jian'ha'ci'he'lin'cheng
间见,jian'jian
渐渐势弱,jian'jian'shi'ruo
渐渐衰落,jian'jian'shuai'luo
歼晋军,jian'jin'jun
坚决采纳,jian'jue'cai'na
建康,jian'kang
建康公,jian'kang'gong
建康公段业,jian'kang'gong'duan'ye
建康公吕隆,jian'kang'gong'lv'long
建立北方红巾军的政权宋,jian'li'bei'fang'hong'jin'jun'de'zheng'quan'song
建立北凉,jian'li'bei'liang
建立北宋,jian'li'bei'song
建立大秦国,jian'li'da'qin'guo
建立大夏,jian'li'da'xia
建立的,jian'li'de
建立过,jian'li'guo
建立后,jian'li'hou
建立后赵,jian'li'hou'zhao
建立金,jian'li'jin
建立据点,jian'li'ju'dian
建立军队,jian'li'jun'dui
建立了,jian'li'le
建立了八旗,jian'li'le'ba'qi
建立了东晋,jian'li'le'dong'jin
建立了明朝,jian'li'le'ming'chao
建立了由,jian'li'le'you
建立联系等手段,jian'li'lian'xi'deng'shou'duan
建立默契,jian'li'mo'qi
建立起,jian'li'qi
建立契丹国,jian'li'qi'dan'guo
建立起来的,jian'li'qi'lai'de
建立起中书省,jian'li'qi'zhong'shu'sheng
建立秦朝,jian'li'qin'chao
建立宋朝,jian'li'song'chao
建立宋国,jian'li'song'guo
建立吴国,jian'li'wu'guo
建立武卒,jian'li'wu'zu
建立新朝,jian'li'xin'chao
建立一个统一,jian'li'yi'ge'tong'yi
建立政权国号天完,jian'li'zheng'quan'guo'hao'tian'wan
建立自,jian'li'zi
兼领治,jian'ling'zhi
建隆四年,jian'long'si'nian
减免赋役,jian'mian'fu'yi
减免捐税,jian'mian'juan'shui
奸佞当道,jian'ning'dang'dao
减轻赋敛,jian'qing'fu'lian
减轻或,jian'qing'huo
减轻或免除,jian'qing'huo'mian'chu
减轻农民负担,jian'qing'nong'min'fu'dan
渐趋普遍起来,jian'qu'pu'bian'qi'lai
建三川郡,jian'san'chuan'jun
箭矢,jian'shi
蹇硕,jian'shuo
兼司,jian'si
箭筒也,jian'tong'ye
箭头朝着右边,jian'tou'chao'zhe'you'bian
健驮罗,jian'tuo'luo
简文帝,jian'wen'di
简文帝萧纲,jian'wen'di'xiao'gang
见吴国,jian'wu'guo
奸污属下妇女,jian'wu'shu'xia'fu'nv
建武元年,jian'wu'yuan'nian
减盐额,jian'yan'e
建业,jian'ye
坚毅的目光,jian'yi'de'mu'guang
建议宋襄公,jian'yi'song'xiang'gong
建议先,jian'yi'xian
建议与魏,jian'yi'yu'wei
建元黄初,jian'yuan'huang'chu
建元龙凤,jian'yuan'long'feng
建元明德,jian'yuan'ming'de
建元章武,jian'yuan'zhang'wu
建元之谜,jian'yuan'zhi'mi
建元中统,jian'yuan'zhong'tong
监造的,jian'zao'de
谏诤,jian'zheng
建州,jian'zhou
建州部,jian'zhou'bu
建州部被迫南迁,jian'zhou'bu'bei'po'nan'qian
建州部首领时,jian'zhou'bu'shou'ling'shi
建州部与,jian'zhou'bu'yu
建州女真,jian'zhou'nv'zhen
建筑材料,jian'zhu'cai'liao
江北大营,jiang'bei'da'ying
将北魏辖区,jiang'bei'wei'xia'qu
将出帝迁往北方后,jiang'chu'di'qian'wang'bei'fang'hou
降低到,jiang'di'dao
降低国家在经济中的角色经过了,jiang'di'guo'jia'zai'jing'ji'zhong'de'jue'se'jing'guo'le
江东的,jiang'dong'de
江都,jiang'du
江都和约,jiang'du'he'yue
将国都,jiang'guo'du
将国都迁至,jiang'guo'du'qian'zhi
江汉,jiang'han
江汉之间,jiang'han'zhi'jian
江淮地区的,jiang'huai'di'qu'de
江淮均不可作为据点,jiang'huai'jun'bu'ke'zuo'wei'ju'dian
江淮人民,jiang'huai'ren'min
将皇位,jiang'huang'wei
将霍氏集团,jiang'huo'shi'ji'tuan
将基层,jiang'ji'ceng
蒋介石,jiang'jie'shi
讲经注史,jiang'jing'zhu'shi
将军队,jiang'jun'dui
将军何其怯乎,jiang'jun'he'qi'qie'hu
将军市被,jiang'jun'shi'bei
将劳动者,jiang'lao'dong'zhe
奖励军功,jiang'li'jun'gong
姜烈山,jiang'lie'shan
将领纷纷,jiang'ling'fen'fen
将领们,jiang'ling'men
将矛头,jiang'mao'tou
将矛头指向殛朝,jiang'mao'tou'zhi'xiang'ji'chao
江南大营,jiang'nan'da'ying
江南也不平静,jiang'nan'ye'bu'ping'jing
将其,jiang'qi
将其终身幽禁,jiang'qi'zhong'shen'you'jin
江青,jiang'qing
绛曲沃两地,jiang'qu'wo'liang'di
匠师之祖的,jiang'shi'zhi'zu'de
将他贬黜,jiang'ta'bian'chu
降唐,jiang'tang
江统,jiang'tong
江统曾说,jiang'tong'ceng'shuo
将王位让给,jiang'wang'wei'rang'gei
将为我害,jiang'wei'wo'hai
将西部边界,jiang'xi'bu'bian'jie
江西和皖南,jiang'xi'he'wan'nan
将相冲突,jiang'xiang'chong'tu
将相分职,jiang'xiang'fen'zhi
将有关,jiang'you'guan
疆域,jiang'yu
疆域最大,jiang'yu'zui'da
将原六国,jiang'yuan'liu'guo
江泽民,jiang'ze'min
将政治中心,jiang'zheng'zhi'zhong'xin
江州刺史武陵王,jiang'zhou'ci'shi'wu'ling'wang
降朱元璋汉亡,jiang'zhu'yuan'zhang'han'wang
将卒溺死者众,jiang'zu'ni'si'zhe'zhong
骄兵之计,jiao'bing'zhi'ji
较大的发展,jiao'da'de'fa'zhan
较大的几个,jiao'da'de'ji'ge
较大的势力,jiao'da'de'shi'li
较多地使用,jiao'duo'di'shi'yong
较发达的阶段,jiao'fa'da'de'jie'duan
交给张方,jiao'gei'zhang'fang
教阶制,jiao'jie'zhi
交纳赋税,jiao'na'fu'shui
交泰元年,jiao'tai'yuan'nian
交替时,jiao'ti'shi
交通,jiao'tong
焦土抗战,jiao'tu'kang'zhan
交往范围扩大人员来往多而频繁,jiao'wang'fan'wei'kuo'da'ren'yuan'lai'wang'duo'er'pin'fan
较为缓慢,jiao'wei'huan'man
交战不休,jiao'zhan'bu'xiu
交战时,jiao'zhan'shi
交战于,jiao'zhan'yu
叫做春秋五霸,jiao'zuo'chun'qiu'wu'ba
叫做明汲的,jiao'zuo'ming'ji'de
皆不外乎朝廷之腐败,jie'bu'wai'hu'chao'ting'zhi'fu'bai
皆采用了这种说法,jie'cai'yong'le'zhe'zhong'shuo'fa
杰出的,jie'chu'de
杰出的军事家,jie'chu'de'jun'shi'jia
杰出帝王,jie'chu'di'wang
解除后顾之忧,jie'chu'hou'gu'zhi'you
解除了,jie'chu'le
结党进攻,jie'dang'jin'gong
节度使,jie'du'shi
解放黑奴宣言,jie'fang'hei'nu'xuan'yan
解放黑人奴隶的宣言,jie'fang'hei'ren'nu'li'de'xuan'yan
解放邺都后,jie'fang'ye'dou'hou
杰斐逊,jie'fei'xun
解负令,jie'fu'ling
揭竿而起其中势力较大的有,jie'gan'er'qi'qi'zhong'shi'li'jiao'da'de'you
结果被,jie'guo'bei
结果被贬为民,jie'guo'bei'bian'wei'min
结果元朝给了朱元璋,jie'guo'yuan'chao'gei'le'zhu'yuan'zhang
结果这些人渐渐,jie'guo'zhe'xie'ren'jian'jian
阶级矛盾,jie'ji'mao'dun
阶级矛盾十分尖锐,jie'ji'mao'dun'shi'fen'jian'rui
接近尾声时,jie'jin'wei'sheng'shi
接连打败辽王朝,jie'lian'da'bai'liao'wang'chao
结辽为援,jie'liao'wei'yuan
节闵帝,jie'min'di
节闵帝元恭,jie'min'di'yuan'gong
节旗,jie'qi
羯人高鼻深目多,jie'ren'gao'bi'shen'mu'duo
皆尚黑,jie'shang'hei
节省浮费,jie'sheng'fu'fei
结识马牧帅,jie'shi'ma'mu'shuai
皆世所罕见,jie'shi'suo'han'jian
接受越国求和,jie'shou'yue'guo'qiu'he
结束后,jie'shu'hou
结束了,jie'shu'le
结束了自唐末藩镇割据以来,jie'shu'le'zi'tang'mo'fan'zhen'ge'ju'yi'lai
结束全国的分裂局面,jie'shu'quan'guo'de'fen'lie'ju'mian
结束诸侯,jie'shu'zhu'hou
接替董贤,jie'ti'dong'xian
皆为戎居关中百馀万口,jie'wei'rong'ju'guan'zhong'bai'yu'wan'kou
藉以牵制,jie'yi'qian'zhi
戒约子孙,jie'yue'zi'sun
羯赵,jie'zhao
接着称霸的,jie'zhe'cheng'ba'de
接着全力攻金攻占金中都,jie'zhe'quan'li'gong'jin'gong'zhan'jin'zhong'du
接着又,jie'zhe'you
接着又打败,jie'zhe'you'da'bai
接着在,jie'zhe'zai
羯族,jie'zu
羯族称之为,jie'zu'cheng'zhi'wei
羯族军队,jie'zu'jun'dui
羯族魔爪,jie'zu'mo'zhao
今阿尔泰山,jin'a'er'tai'shan
今阿姆河以南兴都库什山脉以北地区,jin'a'mu'he'yi'nan'xing'dou'ku'shi'shan'mai'yi'bei'di'qu
晋哀帝,jin'ai'di
晋哀帝司马丕,jin'ai'di'si'ma'pi
晋哀侯,jin'ai'hou
晋哀侯姬光,jin'ai'hou'ji'guang
金哀宗出奔,jin'ai'zong'chu'ben
金哀宗自杀,jin'ai'zong'zi'sha
晋安帝,jin'an'di
晋安帝司马德宗,jin'an'di'si'ma'de'zong
今安徽凤阳,jin'an'hui'feng'yang
今安徽寿县,jin'an'hui'shou'xian
今北京,jin'bei'jing
金奔巴,jin'ben'ba
进兵围宋,jin'bing'wei'song
金帛,jin'bo
今波兰西部,jin'bo'lan'xi'bu
进步和繁荣,jin'bu'he'fan'rong
今不图之,jin'bu'tu'zhi
金钗之年,jin'chai'zhi'nian
晋朝,jin'chao
今朝鲜半岛,jin'chao'xian'ban'dao
晋成帝,jin'cheng'di
晋成帝司马衍,jin'cheng'di'si'ma'yan
晋成公,jin'cheng'gong
晋成公姬黑臀,jin'cheng'gong'ji'hei'tun
晋成侯,jin'cheng'hou
晋成侯姬服人,jin'cheng'hou'ji'fu'ren
金初,jin'chu
晋楚大战,jin'chu'da'zhan
晋出公,jin'chu'gong
晋出公姬骄,jin'chu'gong'ji'jiao
晋楚两大国,jin'chu'liang'da'guo
晋楚两国,jin'chu'liang'guo
晋楚两军,jin'chu'liang'jun
仅次于,jin'ci'yu
近代,jin'dai
近代史上,jin'dai'shi'shang
晋代魏,jin'dai'wei
金刀等刑,jin'dao'deng'xing
晋悼公,jin'dao'gong
晋悼公姬周,jin'dao'gong'ji'zhou
晋等,jin'deng
今登封西南,jin'deng'feng'xi'nan
尽地力之教,jin'di'li'zhi'jiao
晋定公,jin'ding'gong
晋定公姬午,jin'ding'gong'ji'wu
今鄂尔多斯北部地区,jin'e'er'duo'si'bei'bu'di'qu
今额尔古纳河,jin'e'er'gu'na'he
晋鄂侯,jin'e'hou
晋鄂侯姬郗,jin'e'hou'ji'xi
进而控制西域,jin'er'kong'zhi'xi'yu
近二十万,jin'er'shi'wan
进而占有,jin'er'zhan'you
金发碧眼,jin'fa'bi'yan
晋废帝,jin'fei'di
晋废帝司马奕,jin'fei'di'si'ma'yi
今甘肃成县西,jin'gan'su'cheng'xian'xi
今甘肃岷县,jin'gan'su'min'xian
今甘肃武威,jin'gan'su'wu'wei
今高加索山,jin'gao'jia'suo'shan
金阁寺,jin'ge'si
进攻北元,jin'gong'bei'yuan
晋恭帝,jin'gong'di
晋恭帝司马德文,jin'gong'di'si'ma'de'wen
进攻关中,jin'gong'guan'zhong
进攻韩国的,jin'gong'han'guo'de
进攻建康,jin'gong'jian'kang
进攻越国,jin'gong'yue'guo
今广西桂林,jin'guang'xi'gui'lin
晋国称霸,jin'guo'cheng'ba
金国从,jin'guo'cong
晋国的六卿,jin'guo'de'liu'qing
晋国的强盛,jin'guo'de'qiang'sheng
晋国贵族,jin'guo'gui'zu
晋国国政,jin'guo'guo'zheng
晋国是,jin'guo'shi
金国又,jin'guo'you
今杭州,jin'hang'zhou
今河北广宗西北,jin'he'bei'guang'zong'xi'bei
今河北卢龙,jin'he'bei'lu'long
今河北邢台,jin'he'bei'xing'tai
今河北遵化西北,jin'he'bei'zun'hua'xi'bei
今河南,jin'he'nan
今河南安阳,jin'he'nan'an'yang
今河南登封东南,jin'he'nan'deng'feng'dong'nan
今河南封丘附近,jin'he'nan'feng'qiu'fu'jin
今河南巩县,jin'he'nan'gong'xian
今河南广武,jin'he'nan'guang'wu
今河南滑县东,jin'he'nan'hua'xian'dong
今河南开封,jin'he'nan'kai'feng
今河南开封东南,jin'he'nan'kai'feng'dong'nan
今河南考城,jin'he'nan'kao'cheng
今河南洛阳,jin'he'nan'luo'yang
今河南洛阳南,jin'he'nan'luo'yang'nan
今河南商丘县南,jin'he'nan'shang'qiu'xian'nan
今河南睢县东南,jin'he'nan'sui'xian'dong'nan
今河南武陟东南,jin'he'nan'wu'zhi'dong'nan
今河南项城西,jin'he'nan'xiang'cheng'xi
今河南新蔡西北,jin'he'nan'xin'cai'xi'bei
今河南荥阳,jin'he'nan'xing'yang
今河南许昌东,jin'he'nan'xu'chang'dong
今河南禹州市,jin'he'nan'yu'zhou'shi
今河南郑州,jin'he'nan'zheng'zhou
晋侯,jin'hou
晋侯姬燮,jin'hou'ji'xie
今湖北宜都境,jin'hu'bei'yi'du'jing
金虎台,jin'hu'tai
晋怀帝,jin'huai'di
晋怀帝司马炽,jin'huai'di'si'ma'chi
晋桓公,jin'huan'gong
晋桓公姬邤,jin'huan'gong'ji'xin
晋惠帝,jin'hui'di
晋惠帝时,jin'hui'di'shi
晋惠帝司马衷,jin'hui'di'si'ma'zhong
晋惠公,jin'hui'gong
晋惠公姬夷吾,jin'hui'gong'ji'yi'wu
晋简文帝,jin'jian'wen'di
晋简文帝司马昱,jin'jian'wen'di'si'ma'yu
今江苏,jin'jiang'su
今江苏南京,jin'jiang'su'nan'jing
今江西九江西南,jin'jiang'xi'jiu'jiang'xi'nan
今晋南豫北,jin'jin'nan'yu'bei
晋敬公,jin'jing'gong
晋景公,jin'jing'gong
晋静公,jin'jing'gong
晋景公姬据,jin'jing'gong'ji'ju
晋静公姬俱酒,jin'jing'gong'ji'ju'jiu
晋敬公姬凿,jin'jing'gong'ji'zao
晋靖侯,jin'jing'hou
晋靖侯姬宜臼,jin'jing'hou'ji'yi'jiu
进据,jin'ju
