阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
故劳之,gu'lao'zhi
穀梁传,gu'liang'chuan
穀梁春秋,gu'liang'chun'qiu
古梁绍峨,gu'liang'shao'e
古灵,gu'ling
古卢,gu'lu
咕噜咕列佛母心咒,gu'lu'gu'lie'fo'mu'xin'zhou
古马力巴,gu'ma'li'ba
故满若堵耳而不知避,gu'man'ruo'du'er'er'bu'zhi'bi
古梅禅师,gu'mei'chan'shi
故明,gu'ming
故名阿弥陀,gu'ming'a'mi'tuo
故名极乐,gu'ming'ji'le
故命之曰有巢氏之民,gu'ming'zhi'yue'you'chao'shi'zhi'min
故命之曰知生之民,gu'ming'zhi'yue'zhi'sheng'zhi'min
故内省而不穷于道,gu'nei'xing'er'bu'qiong'yu'dao
故能成,gu'neng'cheng
故能成其大,gu'neng'cheng'qi'da
故宁请汝先死吾担悲也,gu'ning'qing'ru'xian'si'wu'dan'bei'ye
故譬三皇五帝之礼义法度,gu'pi'san'huang'wu'di'zhi'li'yi'fa'du
孤起偈,gu'qi'ji
鼓琴曰,gu'qin'yue
鼓琴足以自娱,gu'qin'zu'yi'zi'yu
顾清甫,gu'qing'fu
古清凉传,gu'qing'liang'chuan
谷泉,gu'quan
古人所以重施刑于大夫者,gu'ren'suo'yi'chong'shi'xing'yu'dai'fu'zhe
故人喜,gu'ren'xi
骨肉不葬,gu'rou'bu'zang
故若颜阖者,gu'ruo'yan'he'zhe
古萨利,gu'sa'li
古萨里,gu'sa'li
鼓瑟希,gu'se'xi
鼓山,gu'shan
谷山崇禅师,gu'shan'chong'chan'shi
鼓山圭禅师,gu'shan'gui'chan'shi
鼓山国师,gu'shan'guo'shi
鼓山坚凝二师,gu'shan'jian'ning'er'shi
鼓山寺,gu'shan'si
鼓山系,gu'shan'xi
固山一巩,gu'shan'yi'gong
姑舍是,gu'she'shi
谷神,gu'shen
故生,gu'sheng
故势为天子,gu'shi'wei'tian'zi
故书曰,gu'shu'yue
故说般若波罗蜜多咒,gu'shuo'bo're'bo'luo'mi'duo'zhou
故说此言,gu'shuo'ci'yan
故四子之贤而身不免乎戮,gu'si'zi'zhi'xian'er'shen'bu'mian'hu'lu
瞽瞍豫而天下之为父子者定,gu'sou'yu'er'tian'xia'zhi'wei'fu'zi'zhe'ding
故岁成,gu'sui'cheng
骨锁观,gu'suo'guan
固所愿也,gu'suo'yuan'ye
骨塔,gu'ta
故逃也,gu'tao'ye
故田成子有乎盗贼之名,gu'tian'cheng'zi'you'hu'dao'zei'zhi'ming
顾天瑞妻陆氏,gu'tian'rui'qi'lu'shi
故天下大器也,gu'tian'xia'da'qi'ye
故天下之大不足以赏罚,gu'tian'xia'zhi'da'bu'zu'yi'shang'fa
古庭,gu'ting
古庭法师善学,gu'ting'fa'shi'shan'xue
顾亭林诗文集,gu'ting'lin'shi'wen'ji
古庭学法师,gu'ting'xue'fa'shi
故推正不妄邪,gu'tui'zheng'bu'wang'xie
故退之,gu'tui'zhi
古微书,gu'wei'shu
古微堂集,gu'wei'tang'ji
故围之,gu'wei'zhi
故未终其天年而中道之夭于斧斤,gu'wei'zhong'qi'tian'nian'er'zhong'dao'zhi'yao'yu'fu'jin
古文龙虎经,gu'wen'long'hu'jing
古文龙虎上经,gu'wen'long'hu'shang'jing
古文尚书,gu'wen'shang'shu
故无败,gu'wu'bai
故无名,gu'wu'ming
故无失,gu'wu'shi
故无尤,gu'wu'you
古溪禅师,gu'xi'chan'shi
古西那拉,gu'xi'na'la
古溪宗陈,gu'xi'zong'chen
顾宪成,gu'xian'cheng
古先派,gu'xian'pai
古心怘禅师,gu'xin'hu'chan'shi
故许由娱于颖阳,gu'xu'you'yu'yu'ying'yang
古雅哇仁钦贾波,gu'ya'wa'ren'qin'jia'bo
瞽言,gu'yan
顾炎武,gu'yan'wu
故养志者忘形,gu'yang'zhi'zhe'wang'xing
故也,gu'ye
故艺,gu'yi
故异便,gu'yi'bian
故以剑见王,gu'yi'jian'jian'wang
古义真言宗,gu'yi'zhen'yan'zong
故以众小不胜为大胜也,gu'yi'zhong'xiao'bu'sheng'wei'da'sheng'ye
古音禅师,gu'yin'chan'shi
谷隐聪,gu'yin'cong
古音琴,gu'yin'qin
古音琴禅师,gu'yin'qin'chan'shi
古音王传,gu'yin'wang'chuan
故有功,gu'you'gong
固有无其实而得其名者乎,gu'you'wu'qi'shi'er'de'qi'ming'zhe'hu
故由由然与之偕而不自失焉,gu'you'you'ran'yu'zhi'xie'er'bu'zi'shi'yan
古渊清公,gu'yuan'qing'gong
古月,gu'yue
孤月,gu'yue
故曰,gu'yue
故曰败,gu'yue'bai
古月禅材,gu'yue'chan'cai
孤月禅师,gu'yue'chan'shi
古岳宗亘,gu'yue'zong'gen
顾允成,gu'yun'cheng
孤云怀奘,gu'yun'huai'zang
固哉,gu'zai
觚哉,gu'zai
故彰,gu'zhang
故朝夕赋敛而毫毛不挫,gu'zhao'xi'fu'lian'er'hao'mao'bu'cuo
故者,gu'zhe
古者民不知衣服,gu'zhe'min'bu'zhi'yi'fu
古者禽兽多而人少,gu'zhe'qin'shou'duo'er'ren'shao
瞽者无以与乎青黄黼黻之观,gu'zhe'wu'yi'yu'hu'qing'huang'fu'fu'zhi'guan
瞽者无以与乎文章之观,gu'zhe'wu'yi'yu'hu'wen'zhang'zhi'guan
古正美,gu'zheng'mei
鼓之,gu'zhi
故知般若波罗蜜多,gu'zhi'bo're'bo'luo'mi'duo
古之得道者,gu'zhi'de'dao'zhe
古之君子,gu'zhi'jun'zi
古之人,gu'zhi'ren
古之人所以大过人者无他焉,gu'zhi'ren'suo'yi'da'guo'ren'zhe'wu'ta'yan
古之人与其不可传也死矣,gu'zhi'ren'yu'qi'bu'ke'chuan'ye'si'yi
故止也,gu'zhi'ye
沽之哉,gu'zhi'zai
顾仲英,gu'zhong'ying
古幢周胜,gu'zhuang'zhou'sheng
古拙禅师,gu'zhuo'chan'shi
古尊宿语录,gu'zun'su'yu'lu
卦辞,gua'ci
挂撘,gua'da
挂褡,gua'da
挂单,gua'dan
瓜瓜,gua'gua
呱呱而泣,gua'gua'er'qi
卦气,gua'qi
寡人不攫也,gua'ren'bu'jue'ye
寡人非能好先王之乐也,gua'ren'fei'neng'hao'xian'wang'zhi'le'ye
寡人如就见者也有寒疾,gua'ren'ru'jiu'jian'zhe'ye'you'han'ji
寡人有疾,gua'ren'you'ji
挂锡,gua'xi
寡欲,gua'yu
观悲悯,guan'bei'min
观本法师,guan'ben'fa'shi
观察,guan'cha
观察法忍,guan'cha'fa'ren
观察门,guan'cha'men
观察正行,guan'cha'zheng'hang
管长,guan'chang
贯道周一,guan'dao'zhou'yi
管登之,guan'deng'zhi
灌顶,guan'ding
灌顶经,guan'ding'jing
灌顶咒梵唱,guan'ding'zhou'fan'chang
灌顶住,guan'ding'zhu
观法,guan'fa
灌佛,guan'fo
观佛,guan'fo
灌佛会,guan'fo'hui
灌佛偈,guan'fo'ji
观佛三昧,guan'fo'san'mei
观佛三昧海经,guan'fo'san'mei'hai'jing
管公明卜要诀,guan'gong'ming'bu'yao'jue
观公孙大娘弟子舞剑器行并序,guan'gong'sun'da'niang'di'zi'wu'jian'qi'xing'bing'xu
鳏寡孤独废疾者皆有所养,guan'gua'gu'du'fei'ji'zhe'jie'you'suo'yang
管归真,guan'gui'zhen
观过,guan'guo
观和尚,guan'he'shang
关怀生命协会,guan'huai'sheng'ming'xie'hui
观慧,guan'hui
关键就在觉悟,guan'jian'jiu'zai'jue'wu
观解,guan'jie
关雎,guan'ju
观空,guan'kong
观空法师,guan'kong'fa'shi
关口真大,guan'kou'zhen'da
管辂,guan'lu
观门,guan'men
关南,guan'nan
观念论不可吸收吗,guan'nian'lun'bu'ke'xi'shou'ma
观念念佛,guan'nian'nian'fo
观普贤菩萨行法经,guan'pu'xian'pu'sa'xing'fa'jing
观其所由,guan'qi'suo'you
观清净心,guan'qing'jing'xin
关圣帝君,guan'sheng'di'jun
关圣寺,guan'sheng'si
关世谦,guan'shi'qian
观师为佛,guan'shi'wei'fo
观世音,guan'shi'yin
观世音传奇,guan'shi'yin'chuan'qi
观世音菩萨,guan'shi'yin'pu'sa
观世音菩萨发愿偈,guan'shi'yin'pu'sa'fa'yuan'ji
观世音菩萨普门品,guan'shi'yin'pu'sa'pu'men'pin
观世音菩萨示现陕西,guan'shi'yin'pu'sa'shi'xian'shan'xi
观世音菩萨授记经,guan'shi'yin'pu'sa'shou'ji'jing
观世音显灵传奇,guan'shi'yin'xian'ling'chuan'qi
观世自在,guan'shi'zi'zai
贯首,guan'shou
官寺,guan'si
冠素,guan'su
观所缘缘论,guan'suo'yuan'yuan'lun
管同,guan'tong
观无常,guan'wu'chang
官无常贵,guan'wu'chang'gui
观无量寿经,guan'wu'liang'shou'jing
观无量寿经当中,guan'wu'liang'shou'jing'dang'zhong
观物内篇,guan'wu'nei'pian
观物之异以知天意,guan'wu'zhi'yi'yi'zhi'tian'yi
灌溪,guan'xi
官献瑶,guan'xian'yao
观想,guan'xiang
观像念佛,guan'xiang'nian'fo
观想念佛,guan'xiang'nian'fo
观象制器,guan'xiang'zhi'qi
观心,guan'xin
观心本尊钞,guan'xin'ben'zun'chao
观心觉梦钞,guan'xin'jue'meng'chao
观心论,guan'xin'lun
观行,guan'xing
观修,guan'xiu
贯休,guan'xiu
关学,guan'xue
关要,guan'yao
灌一个顶,guan'yi'ge'ding
关尹,guan'yin
观音,guan'yin
观音本地,guan'yin'ben'di
观音忏法,guan'yin'chan'fa
观音禅寺,guan'yin'chan'si
观音大士赞,guan'yin'da'shi'zan
观音观,guan'yin'guan
观音偈,guan'yin'ji
观音老母,guan'yin'lao'mu
观音灵感歌,guan'yin'ling'gan'ge
观音菩萨,guan'yin'pu'sa
观音菩萨悲赞,guan'yin'pu'sa'bei'zan
观音菩萨化身,guan'yin'pu'sa'hua'shen
观音菩萨偈,guan'yin'pu'sa'ji
观音菩萨灭业障真言,guan'yin'pu'sa'mie'ye'zhang'zhen'yan
观音菩萨如秋月,guan'yin'pu'sa'ru'qiu'yue
观音菩萨圣号,guan'yin'pu'sa'sheng'hao
观音菩萨赞,guan'yin'pu'sa'zan
观音菩萨治病真言,guan'yin'pu'sa'zhi'bing'zhen'yan
观音寺,guan'yin'si
观音踏浪来,guan'yin'ta'lang'lai
观音心咒,guan'yin'xin'zhou
观音岩,guan'yin'yan
关尹曰,guan'yin'yue
观音在之杨枝净水赞,guan'yin'zai'zhi'yang'zhi'jing'shui'zan
关尹子,guan'yin'zi
灌云县大伊山石佛寺,guan'yun'xian'da'yi'shan'shi'fo'si
灌云县伊芦钟安寺,guan'yun'xian'yi'lu'zhong'an'si
观照,guan'zhao
观照般若,guan'zhao'bo're
观智,guan'zhi
管志道,guan'zhi'dao
冠枝木之冠,guan'zhi'mu'zhi'guan
管之音,guan'zhi'yin
管仲,guan'zhong
关中创立戒坛图经,guan'zhong'chuang'li'jie'tan'tu'jing
关中学派,guan'zhong'xue'pai
管仲御,guan'zhong'yu
管仲曰,guan'zhong'yue
管主八,guan'zhu'ba
管子,guan'zi
观自在,guan'zi'zai
观自在菩萨,guan'zi'zai'pu'sa
观宗讲寺,guan'zong'jiang'si
广博身如来,guang'bo'shen'ru'lai
广长轮相,guang'chang'lun'xiang
广长舌,guang'chang'she
广长舌相,guang'chang'she'xiang
广成子,guang'cheng'zi
广成子解,guang'cheng'zi'jie
广传,guang'chuan
广大如海,guang'da'ru'hai
广大十方,guang'da'shi'fang
广大行,guang'da'xing
广大一性圆,guang'da'yi'xing'yuan
广道者,guang'dao'zhe
光德寺,guang'de'si
广定,guang'ding
广东博罗礼佛禅寺,guang'dong'bo'luo'li'fo'chan'si
广东梅州千佛塔寺,guang'dong'mei'zhou'qian'fo'ta'si
广东曲江南华寺,guang'dong'qu'jiang'nan'hua'si
广渡禅寺,guang'du'chan'si
广敷,guang'fu
广福禅寺,guang'fu'chan'si
广福寺,guang'fu'si
广轨,guang'gui
广果天,guang'guo'tian
光毫,guang'hao
广弘明集,guang'hong'ming'ji
广化法师,guang'hua'fa'shi
广化寺,guang'hua'si
广慧,guang'hui
广慧禅师智及,guang'hui'chan'shi'zhi'ji
广慧及禅师,guang'hui'ji'chan'shi
广慧琏,guang'hui'lian
广慧琏禅师,guang'hui'lian'chan'shi
广济寺,guang'ji'si
光教律师,guang'jiao'lv'shi
光教律师法闻,guang'jiao'lv'shi'fa'wen
广近思录,guang'jin'si'lu
光静,guang'jing
广阔无垠遍天地,guang'kuo'wu'yin'bian'tian'di
广陵大师,guang'ling'da'shi
广隆寺,guang'long'si
光明,guang'ming
光明大圆满,guang'ming'da'yuan'man
光明佛通,guang'ming'fo'tong
光明寺,guang'ming'si
光明土,guang'ming'tu
光明真言,guang'ming'zhen'yan
光睦,guang'mu
光目救母,guang'mu'jiu'mu
广目天,guang'mu'tian
广平郡夫人冯氏,guang'ping'jun'fu'ren'feng'shi
广平类稿,guang'ping'lei'gao
广平书院,guang'ping'shu'yuan
广平学派,guang'ping'xue'pai
光气,guang'qi
广洽法师,guang'qia'fa'shi
光谦,guang'qian
广钦,guang'qin
广钦法师,guang'qin'fa'shi
广钦老和尚,guang'qin'lao'he'shang
广仁法师,guang'ren'fa'shi
光仁三,guang'ren'san
广仁寺,guang'ren'si
广胜寺,guang'sheng'si
广释,guang'shi
广说,guang'shuo
广说部分,guang'shuo'bu'fen
光嗣,guang'si
广闻禅师,guang'wen'chan'shi
广西河池市凤凰寺,guang'xi'he'chi'shi'feng'huang'si
广狭自在无碍门,guang'xia'zi'zai'wu'ai'men
光香禅寺,guang'xiang'chan'si
光孝安禅师,guang'xiao'an'chan'shi
光孝寺,guang'xiao'si
广心,guang'xin
广修,guang'xiu
广阳杂记,guang'yang'za'ji
光瑶,guang'yao
光曜不得问而孰视其状貌,guang'yao'bu'de'wen'er'shu'shi'qi'zhuang'mao
光曜曰,guang'yao'yue
光仪,guang'yi
广义法师,guang'yi'fa'shi
光音三天,guang'yin'san'tian
光音天,guang'yin'tian
光涌禅师,guang'yong'chan'shi
广佑寺,guang'you'si
光屿,guang'yu
广玉宁义,guang'yu'ning'yi
广元,guang'yuan
广元千佛崖,guang'yuan'qian'fo'ya
广泽流,guang'ze'liu
广泽尊王,guang'ze'zun'wang
光宅寺,guang'zhai'si
广真大师,guang'zhen'da'shi
光中极尊佛中之王,guang'zhong'ji'zun'fo'zhong'zhi'wang
广州宗泽,guang'zhou'zong'ze
广转法轮,guang'zhuan'fa'lun
光祚禅师,guang'zuo'chan'shi
规庵祖圆,gui'an'zu'yuan
规不可以为圆,gui'bu'ke'yi'wei'yuan
归藏,gui'cang
龟长于蛇,gui'chang'yu'she
桂琛,gui'chen
桂琛禅师,gui'chen'chan'shi
桂琛法师,gui'chen'fa'shi
桂琛三,gui'chen'san
归程未了何能歇路为家,gui'cheng'wei'liao'he'neng'xie'lu'wei'jia
轨持,gui'chi
癸丑,gui'chou
鬼道,gui'dao
归到鲁东门外,gui'dao'lu'dong'men'wai
轨范,gui'fan
圭峰密禅师,gui'feng'mi'chan'shi
圭峰宗密禅师,gui'feng'zong'mi'chan'shi
归根,gui'gen
贵公去私,gui'gong'qu'si
鬼谷先生,gui'gu'xian'sheng
鬼谷子,gui'gu'zi
癸亥,gui'hai
归化寺,gui'hua'si
桂花雨,gui'hua'yu
归寂,gui'ji
贵己,gui'ji
贵贱无义,gui'jian'wu'yi
贵贱有义乎,gui'jian'you'yi'hu
贵贱之分,gui'jian'zhi'fen
归戒,gui'jie
鬼界,gui'jie
归敬序,gui'jing'xu
规矩,gui'ju
桂可食,gui'ke'shi
桂林磨崖佛群,gui'lin'mo'ya'fo'qun
癸卯,gui'mao
归命,gui'ming
皈命,gui'ming
归谬论证派,gui'miu'lun'zheng'pai
鬼谋,gui'mou
归鸟迷巢,gui'niao'mi'chao
贵齐,gui'qi
鬼趣,gui'qu
贵人富商之家求禅傍者斩之,gui'ren'fu'shang'zhi'jia'qiu'chan'bang'zhe'zhan'zhi
鬼容区,gui'rong'qu
贵柔,gui'rou
贵柔守雌,gui'rou'shou'ci
皈入,gui'ru
龟山福清寺,gui'shan'fu'qing'si
龟山集,gui'shan'ji
龟山学派,gui'shan'xue'pai
龟蛇二将,gui'she'er'jiang
鬼神,gui'shen
鬼神食时,gui'shen'shi'shi
贵生,gui'sheng
轨生物解,gui'sheng'wu'jie
贵生重己,gui'sheng'zhong'ji
贵霜王朝,gui'shuang'wang'chao
癸巳,gui'si
癸巳孟子说,gui'si'meng'zi'shuo
归俗,gui'su
桂万荣,gui'wan'rong
癸未,gui'wei
贵无,gui'wu
贵无论,gui'wu'lun
鬼仙,gui'xian
归心篇,gui'xin'pian
归性,gui'xing
归省,gui'xing
桂彦良,gui'yan'liang
龟洋,gui'yang
龟洋忠禅师,gui'yang'zhong'chan'shi
归依,gui'yi
皈依,gui'yi
贵义,gui'yi
轨仪,gui'yi
皈依本师释迦牟尼佛,gui'yi'ben'shi'shi'jia'mou'ni'fo
归依法,gui'yi'fa
皈依法,gui'yi'fa
皈依发心,gui'yi'fa'xin
归依佛,gui'yi'fo
皈依佛,gui'yi'fo
皈依及发菩提心愿文,gui'yi'ji'fa'pu'ti'xin'yuan'wen
贵一贱二,gui'yi'jian'er
皈依戒,gui'yi'jie
皈依境,gui'yi'jing
归依三宝得闻佛法欢喜无量,gui'yi'san'bao'de'wen'fo'fa'huan'xi'wu'liang
归依三宝赞,gui'yi'san'bao'zan
归依僧,gui'yi'seng
皈依僧,gui'yi'seng
皈依证,gui'yi'zheng
贵因,gui'yin
癸酉,gui'you
归与,gui'yu
归屿,gui'yu
龟玉毁於椟中,gui'yu'hui'yu'du'zhong
归元,gui'yuan
归元镜,gui'yuan'jing
归元寺,gui'yuan'si
归则下之,gui'ze'xia'zhi
归真,gui'zhen
龟至,gui'zhi
贵知不贵行,gui'zhi'bu'gui'hang
鬼子母神,gui'zi'mu'shen
归宗,gui'zong
归宗诠师,gui'zong'quan'shi
归宗智常禅师,gui'zong'zhi'chang'chan'shi
衮巴瓦,gun'ba'wa
果阿嘎,guo'a'ga
国宝,guo'bao
果报,guo'bao
果报土,guo'bao'tu
郭仓巴衮波多杰,guo'cang'ba'gun'bo'duo'jie
国策,guo'ce
果禅师,guo'chan'shi
国朝汉学师承记,guo'chao'han'xue'shi'cheng'ji
国朝宋学渊源记,guo'chao'song'xue'yuan'yuan'ji
国朝学案小识,guo'chao'xue'an'xiao'shi
果成寺,guo'cheng'si
椁称之,guo'cheng'zhi
国粹,guo'cui
国粹学报,guo'cui'xue'bao
果达力巴,guo'da'li'ba
郭大林,guo'da'lin
国道者,guo'dao'zhe
果德,guo'de
果地,guo'di
果断,guo'duan
果而,guo'er
郭法成,guo'fa'cheng
果分,guo'fen
国分寺,guo'fen'si
果缚,guo'fu
郭郛,guo'fu
果缚断,guo'fu'duan
国富下种他那,guo'fu'xia'zhong'ta'na
过扶摇之枝而适遭鸿蒙,guo'fu'yao'zhi'zhi'er'shi'zao'hong'meng
郭功父,guo'gong'fu
国故论衡,guo'gu'lun'heng
国故学,guo'gu'xue
果果,guo'guo
过海者,guo'hai'zhe
过汉阴,guo'han'yin
果号,guo'hao
郭和卿,guo'he'qing
过患,guo'huan
果极法身,guo'ji'fa'shen
国际佛教研究协会,guo'ji'fo'jiao'yan'jiu'xie'hui
过极失当,guo'ji'shi'dang
国家昏,guo'jia'hun
国家暇,guo'jia'xia
国家战士,guo'jia'zhan'shi
国家主义答客难,guo'jia'zhu'yi'da'ke'nan
国家主义释疑,guo'jia'zhu'yi'shi'yi
国家主义与共产主义之分歧点,guo'jia'zhu'yi'yu'gong'chan'zhu'yi'zhi'fen'qi'dian
国家主义之哲学基础,guo'jia'zhu'yi'zhi'zhe'xue'ji'chu
郭卡力巴,guo'ka'li'ba
过客止,guo'ke'zhi
果老星宗,guo'lao'xing'zong
果满,guo'man
果满菩提圆,guo'man'pu'ti'yuan
果芒洛桑次臣嘉措,guo'mang'luo'sang'ci'chen'jia'cuo
郭妙圆,guo'miao'yuan
国民革命与中国国民党,guo'min'ge'ming'yu'zhong'guo'guo'min'dang
果那咖马那,guo'na'ka'ma'na
郭内之田十亩,guo'nei'zhi'tian'shi'mu
果能变,guo'neng'bian
过桥是岸莫回头,guo'qiao'shi'an'mo'hui'tou
过秦论,guo'qin'lun
国清百录,guo'qing'bai'lu
国清寺,guo'qing'si
国清寺静上座,guo'qing'si'jing'shang'zuo
过去,guo'qu
过去七佛,guo'qu'qi'fo
过去现在因果经,guo'qu'xian'zai'yin'guo'jing
过去庄严劫,guo'qu'zhuang'yan'jie
果让巴索南僧格,guo'rang'ba'suo'nan'seng'ge
果人,guo'ren
国人皆曰贤然後察之,guo'ren'jie'yue'xian'ran'hou'cha'zhi
国色之腊梅,guo'se'zhi'la'mei
国师,guo'shi
国师不空,guo'shi'bu'kong
国史大纲,guo'shi'da'gang
国师法照,guo'shi'fa'zhao
国师金刚智,guo'shi'jin'gang'zhi
国师神晏,guo'shi'shen'yan
国师是宝,guo'shi'shi'bao
过十万亿佛土,guo'shi'wan'yi'fo'tu
国师知玄,guo'shi'zhi'xuan
国衰,guo'shuai
过堂,guo'tang
果头无人,guo'tou'wu'ren
国土,guo'tu
国土身,guo'tu'shen
国土世间,guo'tu'shi'jian
国王恩,guo'wang'en
果位,guo'wei
过位,guo'wei
过未,guo'wei
果位人,guo'wei'ren
过午不食,guo'wu'bu'shi
国无宰,guo'wu'zai
过隙光阴相戏弄,guo'xi'guang'yin'xiang'xi'nong
国相寺,guo'xiang'si
郭祥正,guo'xiang'zheng
郭祥正居士,guo'xiang'zheng'ju'shi
郭休,guo'xiu
过也,guo'ye
国一道钦禅师,guo'yi'dao'qin'chan'shi
果一法师,guo'yi'fa'shi
裹以四时,guo'yi'si'shi
国译一切经,guo'yi'yi'qie'jing
国语,guo'yu
郭元兴先生,guo'yuan'xing'xian'sheng
果哉,guo'zai
过则舍矣,guo'ze'she'yi
果札巴索南坚赞,guo'zha'ba'suo'nan'jian'zan
国之,guo'zhi
过之,guo'zhi
国之所以废兴存亡者亦然,guo'zhi'suo'yi'fei'xing'cun'wang'zhe'yi'ran
国之贼,guo'zhi'zei
郭忠生,guo'zhong'sheng
国中无,guo'zhong'wu
国中无地无时不可以死,guo'zhong'wu'di'wu'shi'bu'ke'yi'si
哈达,ha'da
哈德瓦,ha'de'wa
哈尔滨市普照寺,ha'er'bin'shi'pu'zhao'si
哈尔滨市卧龙寺,ha'er'bin'shi'wo'long'si
哈龙巴支多杰,ha'long'ba'zhi'duo'jie
蛤蟆还是老茄子,ha'ma'hai'shi'lao'qie'zi
海宝塔,hai'bao'ta
海潮音,hai'chao'yin
海潮院念佛堂,hai'chao'yuan'nian'fo'tang
海灯法师,hai'deng'fa'shi
海东高僧传,hai'dong'gao'seng'zhuan
海法法师,hai'fa'fa'shi
还归,hai'gui
海国图志,hai'guo'tu'zhi
海会,hai'hui
海慧,hai'hui
海会寺,hai'hui'si
海会众,hai'hui'zhong
还见悠闲小桥流,hai'jian'you'xian'xiao'qiao'liu
害觉,hai'jue
还看今日我辈中,hai'kan'jin'ri'wo'bei'zhong
还没有脱离,hai'mei'you'tuo'li
还灭,hai'mie
还灭门,hai'mie'men
海宁寺,hai'ning'si
亥牝,hai'pin
海评,hai'ping
海气侵阶晴亦雨,hai'qi'qin'jie'qing'yi'yu
海仁法师,hai'ren'fa'shi
海山寺,hai'shan'si
海生金刚,hai'sheng'jin'gang
海顺,hai'shun
害想,hai'xiang
还相,hai'xiang
害心,hai'xin
还需当下自心处,hai'xu'dang'xia'zi'xin'chu
还须努力成,hai'xu'nu'li'cheng
海印,hai'yin
海印禅寺,hai'yin'chan'si
海印三昧,hai'yin'san'mei
海印寺,hai'yin'si
还有同道帮忙修,hai'you'tong'dao'bang'mang'xiu
还有修持,hai'you'xiu'chi
害於耕,hai'yu'geng
还源,hai'yuan
海云,hai'yun
海云禅寺,hai'yun'chan'si
海云大士,hai'yun'da'shi
孩之,hai'zhi
海众,hai'zhong
海州楚栋,hai'zhou'chu'dong
韩邦奇,han'bang'ji
韩淲,han'biao
寒冰地狱,han'bing'di'yu
韩昌黎,han'chang'li
韩昌黎集,han'chang'li'ji
汉传佛教,han'chuan'fo'jiao
汉传佛教人物近现代人物,han'chuan'fo'jiao'ren'wu'jin'xian'dai'ren'wu
汉传因明,han'chuan'yin'ming
邯郸爆台寺,han'dan'bao'tai'si
邯郸定国寺,han'dan'ding'guo'si
邯郸佛学苑念佛堂,han'dan'fo'xue'yuan'nian'fo'tang
邯郸涉县熊耳山开法寺,han'dan'she'xian'xiong'er'shan'kai'fa'si
邯郸市磁县索井圣佛寺,han'dan'shi'ci'xian'suo'jing'sheng'fo'si
邯郸市大乘玉佛寺,han'dan'shi'da'cheng'yu'fo'si
邯郸市榕桦寺,han'dan'shi'rong'hua'si
邯郸市月爱寺,han'dan'shi'yue'ai'si
邯郸武安佛教协会报恩讲堂,han'dan'wu'an'fo'jiao'xie'hui'bao'en'jiang'tang
邯郸永年安仁寺,han'dan'yong'nian'an'ren'si
邯郸永年大定寺,han'dan'yong'nian'da'ding'si
寒地狱,han'di'yu
汉帝狱,han'di'yu
韩非子,han'fei'zi
韩福瑞斯,han'fu'rui'si
含光,han'guang
韩镜清,han'jing'qing
汉经堂,han'jing'tang
韩忼,han'kang
韩孔当,han'kong'dang
含类,han'lei
汗栗驮,han'li'tuo
寒林,han'lin
翰林学士杨大年,han'lin'xue'shi'yang'da'nian
含灵,han'ling
撼龙经,han'long'jing
韩龙云,han'long'yun
韩清净,han'qing'jing
寒泉精舍,han'quan'jing'she
汉儒通义,han'ru'tong'yi
寒山,han'shan
憨山,han'shan
憨山大师,han'shan'da'shi
憨山大师梦游全集,han'shan'da'shi'meng'you'quan'ji
憨山大师醒世歌,han'shan'da'shi'xing'shi'ge
憨山德清禅师,han'shan'de'qing'chan'shi
寒山僧踪,han'shan'seng'zong
寒山寺,han'shan'si
寒山子,han'shan'zi
汉上学派,han'shang'xue'pai
汉上易传,han'shang'yi'zhuan
含摄,han'she
含生,han'sheng
寒胜热,han'sheng're
汉盛于周,han'sheng'yu'zhou
韩诗外传,han'shi'wai'zhuan
寒暑,han'shu
寒松堂集,han'song'tang'ji
汉唐佛教思想论集,han'tang'fo'jiao'si'xiang'lun'ji
汉天师世家,han'tian'shi'shi'jia
韩同居士,han'tong'ju'shi
汉魏两晋南北朝佛教史,han'wei'liang'jin'nan'bei'chao'fo'jiao'shi
韩魏为夹,han'wei'wei'jia
汉魏西晋南北朝佛教史,han'wei'xi'jin'nan'bei'chao'fo'jiao'shi
韩魏相与争侵地,han'wei'xiang'yu'zheng'qin'di
汉文也,han'wen'ye
韩显符,han'xian'fu
韩湘子,han'xiang'zi
寒修行,han'xiu'xing
汉学商兑,han'xue'shang'dui
寒岩义尹,han'yan'yi'yin
涵养操存,han'yang'cao'cun
含莹,han'ying
韩贞,han'zhen
韩之轻于天下亦远矣,han'zhi'qing'yu'tian'xia'yi'yuan'yi
含中教,han'zhong'jiao
汉钟离,han'zhong'li
韩子苍,han'zi'cang
行树,hang'shu
行业,hang'ye
杭州,hang'zhou
杭州报恩院慧明,hang'zhou'bao'en'yuan'hui'ming
杭州大慈山寰中禅师,hang'zhou'da'ci'shan'huan'zhong'chan'shi
杭州孤山智圆法师,hang'zhou'gu'shan'zhi'yuan'fa'shi
杭州慧日永明智觉禅师,hang'zhou'hui'ri'yong'ming'zhi'jue'chan'shi
杭州晋水法师净源,hang'zhou'jin'shui'fa'shi'jing'yuan
杭州径山云峰和上,hang'zhou'jing'shan'yun'feng'he'shang
杭州龙册寺顺德怤大师,hang'zhou'long'ce'si'shun'de'fu'da'shi
