艾箱灸,ai'xiang'jiu
经迷路前庭神经切断术,jing'mi'lu'qian'ting'shen'jing'qie'duan'shu
经迷路听神经瘤切除术,jing'mi'lu'ting'shen'jing'liu'qie'chu'shu
经迷路岩部胆脂瘤切除术,jing'mi'lu'yan'bu'dan'zhi'liu'qie'chu'shu
经迷路岩尖引流术,jing'mi'lu'yan'jian'yin'liu'shu
精囊肿物切除术,jing'nang'zhong'wu'qie'chu'shu
经脑室镜胶样囊肿切除术,jing'nao'shi'jing'jiao'yang'nang'zhong'qie'chu'shu
颈内动脉海绵窦瘘栓塞术,jing'nei'dong'mai'hai'mian'dou'lou'shuan'se'shu
颈内动脉内膜剥脱术,jing'nei'dong'mai'nei'mo'bo'tuo'shu
经内镜奥狄氏括约肌切开胰管取石术,jing'nei'jing'ao'di'shi'kuo'yue'ji'qie'kai'yi'guan'qu'shi'shu
经内镜肠道球囊扩张术,jing'nei'jing'chang'dao'qiu'nang'kuo'zhang'shu
经内镜肠道支架置入术,jing'nei'jing'chang'dao'zhi'jia'zhi'ru'shu
经内镜结肠治疗,jing'nei'jing'jie'chang'zhi'liao
经内镜气管扩张术,jing'nei'jing'qi'guan'kuo'zhang'shu
经内镜气管内肿瘤切除术,jing'nei'jing'qi'guan'nei'zhong'liu'qie'chu'shu
经内镜前庭神经切断术,jing'nei'jing'qian'ting'shen'jing'qie'duan'shu
经内镜十二指肠狭窄支架置入术,jing'nei'jing'shi'er'zhi'chang'xia'zhai'zhi'jia'zhi'ru'shu
经内镜食管瘘填堵术,jing'nei'jing'shi'guan'lou'tian'du'shu
经内镜胸部肿瘤特殊治疗,jing'nei'jing'xiong'bu'zhong'liu'te'shu'zhi'liao
经内镜胰管内引流术,jing'nei'jing'yi'guan'nei'yin'liu'shu
经内镜直肠良性肿物切除术,jing'nei'jing'zhi'chang'liang'xing'zhong'wu'qie'chu'shu
经尿道膀胱碎石取石术,jing'niao'dao'pang'guang'sui'shi'qu'shi'shu
经尿道膀胱肿瘤特殊治疗,jing'niao'dao'pang'guang'zhong'liu'te'shu'zhi'liao
经尿道前列腺电切术,jing'niao'dao'qian'lie'xian'dian'qie'shu
经尿道前列腺气囊扩张术,jing'niao'dao'qian'lie'xian'qi'nang'kuo'zhang'shu
经尿道前列腺支架置入术,jing'niao'dao'qian'lie'xian'zhi'jia'zhi'ru'shu
经尿道射精管切开术,jing'niao'dao'she'jing'guan'qie'kai'shu
经尿道输尿管镜检查,jing'niao'dao'shu'niao'guan'jing'jian'cha
经尿道治疗尿失禁,jing'niao'dao'zhi'liao'niao'shi'jin
经膀胱镜尿道镜特殊治疗,jing'pang'guang'jing'niao'dao'jing'te'shu'zhi'liao
经膀胱镜膀胱颈电切术,jing'pang'guang'jing'pang'guang'jing'dian'qie'shu
经膀胱镜输尿管插管术,jing'pang'guang'jing'shu'niao'guan'cha'guan'shu
经膀胱镜输尿管扩张术,jing'pang'guang'jing'shu'niao'guan'kuo'zhang'shu
经膀胱镜输尿管支架置入术,jing'pang'guang'jing'shu'niao'guan'zhi'jia'zhi'ru'shu
经皮瓣膜球囊成形术,jing'pi'ban'mo'qiu'nang'cheng'xing'shu
经皮超选择性动脉造影术,jing'pi'chao'xuan'ze'xing'dong'mai'zao'ying'shu
经皮穿刺骶神经囊肿治疗术,jing'pi'chuan'ci'di'shen'jing'nang'zhong'zhi'liao'shu
经皮穿刺肺活检术,jing'pi'chuan'ci'fei'huo'jian'shu
经皮穿刺肝肿物特殊治疗,jing'pi'chuan'ci'gan'zhong'wu'te'shu'zhi'liao
经皮穿刺颈腰椎间盘切除术,jing'pi'chuan'ci'jing'yao'zhui'jian'pan'qie'chu'shu
经皮穿刺脑血管腔内化疗术,jing'pi'chuan'ci'nao'xue'guan'qiang'nei'hua'liao'shu
经皮穿刺脑血管腔内球囊成形术,jing'pi'chuan'ci'nao'xue'guan'qiang'nei'qiu'nang'cheng'xing'shu
经皮穿刺脑血管腔内溶栓术,jing'pi'chuan'ci'nao'xue'guan'qiang'nei'rong'shuan'shu
经皮穿刺脑血管腔内支架置入术,jing'pi'chuan'ci'nao'xue'guan'qiang'nei'zhi'jia'zhi'ru'shu
经皮穿刺三叉神经半月节射频温控热凝术,jing'pi'chuan'ci'san'cha'shen'jing'ban'yue'jie'she'pin'wen'kong're'ning'shu
经皮穿刺三叉神经半月节注射治疗术,jing'pi'chuan'ci'san'cha'shen'jing'ban'yue'jie'zhu'she'zhi'liao'shu
经皮穿刺三叉神经干注射术,jing'pi'chuan'ci'san'cha'shen'jing'gan'zhu'she'shu
经皮胆囊超声碎石取石术,jing'pi'dan'nang'chao'sheng'sui'shi'qu'shi'shu
经皮动脉斑块旋切术,jing'pi'dong'mai'ban'kuai'xuan'qie'shu
经皮动脉闭塞激光再通术,jing'pi'dong'mai'bi'se'ji'guang'zai'tong'shu
经皮动脉内超声血栓消融术,jing'pi'dong'mai'nei'chao'sheng'xue'shuan'xiao'rong'shu
经皮动脉内球囊扩张术,jing'pi'dong'mai'nei'qiu'nang'kuo'zhang'shu
经皮动脉栓塞术,jing'pi'dong'mai'shuan'sai'shu
经皮动脉支架置入术,jing'pi'dong'mai'zhi'jia'zhi'ru'shu
经皮肝穿刺肝静脉扩张术,jing'pi'gan'chuan'ci'gan'jing'mai'kuo'zhang'shu
经皮肝穿刺门静脉插管术,jing'pi'gan'chuan'ci'men'jing'mai'cha'guan'shu
经皮冠状动脉内溶栓术,jing'pi'guan'zhuang'dong'mai'nei'rong'shuan'shu
经皮激光腰椎间盘摘除术,jing'pi'ji'guang'yao'zhui'jian'pan'zhai'chu'shu
经皮经肝胆道镜胆管狭窄内瘘术,jing'pi'jing'gan'dan'dao'jing'dan'guan'xia'zhai'nei'lou'shu
经皮经肝胆道镜取石术,jing'pi'jing'gan'dan'dao'jing'qu'shi'shu
经皮静脉内超声血栓消融术,jing'pi'jing'mai'nei'chao'sheng'xue'shuan'xiao'rong'shu
经皮静脉内激光成形术,jing'pi'jing'mai'nei'ji'guang'cheng'xing'shu
经皮静脉内滤网置入术,jing'pi'jing'mai'nei'lv'wang'zhi'ru'shu
经皮静脉内溶栓术,jing'pi'jing'mai'nei'rong'shuan'shu
经皮静脉内旋切术,jing'pi'jing'mai'nei'xuan'qie'shu
经皮静脉内支架置入术,jing'pi'jing'mai'nei'zhi'jia'zhi'ru'shu
经皮静脉球囊扩张术,jing'pi'jing'mai'qiu'nang'kuo'zhang'shu
经皮脐静脉穿刺术,jing'pi'qi'jing'mai'chuan'ci'shu
经皮肾镜或输尿管镜内切开成形术,jing'pi'shen'jing'huo'shu'niao'guan'jing'nei'qie'kai'cheng'xing'shu
经皮肾盂镜检查,jing'pi'shen'yu'jing'jian'cha
经皮肾盂镜取石术,jing'pi'shen'yu'jing'qu'shi'shu
经皮输尿管内管置入术,jing'pi'shu'niao'guan'nei'guan'zhi'ru'shu
经皮心内膜心肌活检术,jing'pi'xin'nei'mo'xin'ji'huo'jian'shu
经皮选择性动脉造影术,jing'pi'xuan'ze'xing'dong'mai'zao'ying'shu
经皮选择性动脉置管术,jing'pi'xuan'ze'xing'dong'mai'zhi'guan'shu
经皮选择性静脉造影术,jing'pi'xuan'ze'xing'jing'mai'zao'ying'shu
经皮血管瘤腔内药物灌注术,jing'pi'xue'guan'liu'qiang'nei'yao'wu'guan'zhu'shu
经皮椎间盘吸引术,jing'pi'zhui'jian'pan'xi'yin'shu
镜片检测,jing'pian'jian'ce
经前颅窝鼻窦肿物切除术,jing'qian'lu'wo'bi'dou'zhong'wu'qie'chu'shu
经乳突脑脓肿引流术,jing'ru'tu'nao'nong'zhong'yin'liu'shu
经乳突硬膜外脓肿引流术,jing'ru'tu'ying'mo'wai'nong'zhong'yin'liu'shu
经上颌窦颌内动脉结扎术,jing'shang'he'dou'he'nei'dong'mai'jie'za'shu
经烧伤创面静脉切开术,jing'shao'shang'chuang'mian'jing'mai'qie'kai'shu
经烧伤创面气管切开术,jing'shao'shang'chuang'mian'qi'guan'qie'kai'shu
精神病护理,jing'shen'bing'hu'li
精神病司法鉴定,jing'shen'bing'si'fa'jian'ding
精神科监护,jing'shen'ke'jian'hu
精神科量表测查,jing'shen'ke'liang'biao'ce'cha
精神科特殊检查,jing'shen'ke'te'shu'jian'cha
精神科治疗,jing'shen'ke'zhi'liao
经十二指肠奥狄氏括约肌切开成形术,jing'shi'er'zhi'chang'ao'di'shi'kuo'yue'ji'qie'kai'cheng'xing'shu
经十二指肠镜胆道结石取出术,jing'shi'er'zhi'chang'jing'dan'dao'jie'shi'qu'chu'shu
经十二指肠镜乳头扩张术,jing'shi'er'zhi'chang'jing'ru'tou'kuo'zhang'shu
经食管镜取异物,jing'shi'guan'jing'qu'yi'wu
经食管心脏起搏术,jing'shi'guan'xin'zang'qi'bo'shu
经食管心脏调搏术,jing'shi'guan'xin'zang'tiao'bo'shu
经输卵管镜插管通水术,jing'shu'luan'guan'jing'cha'guan'tong'shui'shu
经输尿管镜输尿管扩张术,jing'shu'niao'guan'jing'shu'niao'guan'kuo'zhang'shu
经输尿管镜碎石取石术,jing'shu'niao'guan'jing'sui'shi'qu'shi'shu
经输尿管镜支架置入术,jing'shu'niao'guan'jing'zhi'jia'zhi'ru'shu
经输尿管镜肿瘤切除术,jing'shu'niao'guan'jing'zhong'liu'qie'chu'shu
精索静脉瘤切除术,jing'suo'jing'mai'liu'qie'chu'shu
精索静脉曲张高位结扎术,jing'suo'jing'mai'qu'zhang'gao'wei'jie'za'shu
精索静脉曲张栓塞术,jing'suo'jing'mai'qu'zhang'shuan'se'shu
精索静脉转流术,jing'suo'jing'mai'zhuan'liu'shu
晶体囊截开术,jing'ti'nang'jie'kai'shu
颈外进路咽旁间隙肿物摘除术,jing'wai'jin'lu'yan'pang'jian'xi'zhong'wu'zhai'chu'shu
经胃镜食管静脉曲张治疗,jing'wei'jing'shi'guan'jing'mai'qu'zhang'zhi'liao
经胃镜碎石术,jing'wei'jing'sui'shi'shu
经胃镜特殊治疗,jing'wei'jing'te'shu'zhi'liao
经胃镜胃肠置管术,jing'wei'jing'wei'chang'zhi'guan'shu
经胃镜胃内支架置入术,jing'wei'jing'wei'nei'zhi'jia'zhi'ru'shu
静息门控心肌灌注显像,jing'xi'men'kong'xin'ji'guan'zhu'xian'xiang
静息心肌灌注断层显像,jing'xi'xin'ji'guan'zhu'duan'ceng'xian'xiang
静息心肌灌注显像,jing'xi'xin'ji'guan'zhu'xian'xiang
经纤支镜防污染采样刷检查,jing'xian'zhi'jing'fang'wu'ran'cai'yang'shua'jian'cha
经纤支镜肺泡灌洗诊疗术,jing'xian'zhi'jing'fei'pao'guan'xi'zhen'liao'shu
经纤支镜粘膜活检术,jing'xian'zhi'jing'nian'mo'huo'jian'shu
经纤支镜特殊治疗,jing'xian'zhi'jing'te'shu'zhi'liao
经纤支镜透支气管壁肺活检术,jing'xian'zhi'jing'tou'zhi'qi'guan'bi'fei'huo'jian'shu
经纤支镜引导支气管腔内放疗,jing'xian'zhi'jing'yin'dao'zhi'qi'guan'qiang'nei'fang'liao
经纤支镜支架置入术,jing'xian'zhi'jing'zhi'jia'zhi'ru'shu
经纤支镜治疗,jing'xian'zhi'jing'zhi'liao
经纤支镜支气管胸膜瘘堵塞术,jing'xian'zhi'jing'zhi'qi'guan'xiong'mo'lou'du'se'shu
经心包内全肺切除及部分心房切除,jing'xin'bao'nei'quan'fei'qie'chu'ji'bu'fen'xin'fang'qie'chu
经胸腹联合切口胸椎间盘切除术,jing'xiong'fu'lian'he'qie'kou'xiong'zhui'jian'pan'qie'chu'shu
经胸后路腔静脉人工血管转流术,jing'xiong'hou'lu'qiang'jing'mai'ren'gong'xue'guan'zhuan'liu'shu
经胸腔镜交感神经链切除术,jing'xiong'qiang'jing'jiao'gan'shen'jing'lian'qie'chu'shu
经胸腔镜内乳淋巴链清除朮,jing'xiong'qiang'jing'nei'ru'lin'ba'lian'qing'chu'zhu
经胸腔镜心包部分切除术,jing'xiong'qiang'jing'xin'bao'bu'fen'qie'chu'shu
经胸腔镜心包活检术,jing'xiong'qiang'jing'xin'bao'huo'jian'shu
经胸食管胃静脉结扎术,jing'xiong'shi'guan'wei'jing'mai'jie'za'shu
经血管镜股静脉瓣修复术,jing'xue'guan'jing'gu'jing'mai'ban'xiu'fu'shu
精液常规检查,jing'ye'chang'gui'jian'cha
精液果糖测定,jing'ye'guo'tang'ce'ding
精液酸性磷酸酶测定,jing'ye'suan'xing'lin'suan'mei'ce'ding
经乙状窦后进路神经切断术,jing'yi'zhuang'dou'hou'jin'lu'shen'jing'qie'duan'shu
经阴道卵巢囊肿穿刺术,jing'yin'dao'luan'chao'nang'zhong'chuan'ci'shu
经硬腭进路鼻咽狭窄闭锁切开成形术,jing'ying'e'jin'lu'bi'yan'xia'zhai'bi'suo'qie'kai'cheng'xing'shu
经硬腭进路鼻咽肿瘤切除术,jing'ying'e'jin'lu'bi'yan'zhong'liu'qie'chu'shu
经直肠盆腔脓肿切开引流术,jing'zhi'chang'pen'qiang'nong'zhong'qie'kai'yin'liu'shu
经支撑喉镜激光声带肿物切除术,jing'zhi'cheng'hou'jing'ji'guang'sheng'dai'zhong'wu'qie'chu'shu
经直达喉镜喉肿物摘除术,jing'zhi'da'hou'jing'hou'zhong'wu'zhai'chu'shu
经中颅窝岩部胆脂瘤切除术,jing'zhong'lu'wo'yan'bu'dan'zhi'liu'qie'chu'shu
经中颅窝岩尖引流术,jing'zhong'lu'wo'yan'jian'yin'liu'shu
晶状体手术,jing'zhuang'ti'shou'shu
颈椎病推拿治疗,jing'zhui'bing'tui'na'zhi'liao
颈椎钩椎关节切除术,jing'zhui'gou'zhui'guan'jie'qie'chu'shu
颈椎骨折脱位手术复位植骨融合内固定术,jing'zhui'gu'zhe'tuo'wei'shou'shu'fu'wei'zhi'gu'rong'he'nei'gu'ding'shu
颈椎间盘切除术,jing'zhui'jian'pan'qie'chu'shu
颈椎间盘切除椎间植骨融合术,jing'zhui'jian'pan'qie'chu'zhui'jian'zhi'gu'rong'he'shu
颈椎间盘突出症推拿手法治疗,jing'zhui'jian'pan'tu'chu'zheng'tui'na'shou'fa'zhi'liao
颈椎体次全切除植骨融合术,jing'zhui'ti'ci'quan'qie'chu'zhi'gu'rong'he'shu
精子顶体完整率检查,jing'zi'ding'ti'wan'zheng'lv'jian'cha
精子畸形率测定,jing'zi'ji'xing'lv'ce'ding
精子结合抗体测定,jing'zi'jie'he'kang'ti'ce'ding
精子受精能力测定,jing'zi'shou'jing'neng'li'ce'ding
精子运动轨迹分析,jing'zi'yun'dong'gui'ji'fen'xi
颈总动脉大脑中动脉吻合术,jing'zong'dong'mai'da'nao'zhong'dong'mai'wen'he'shu
灸法,jiu'fa
救护车费,jiu'hu'che'fei
酒窝再造术,jiu'wo'zai'zao'shu
酒渣鼻切割术,jiu'zha'bi'qie'ge'shu
局部骨显像,ju'bu'gu'xian'xiang
局部浸润麻醉,ju'bu'jin'run'ma'zui
局部淋巴显像,ju'bu'lin'ba'xian'xiang
局部切除组织活检检查与诊断,ju'bu'qie'chu'zu'zhi'huo'jian'jian'cha'yu'zhen'duan
距骨骨折伴脱位切开复位内固定术,ju'gu'gu'zhe'ban'tuo'wei'qie'kai'fu'wei'nei'gu'ding'shu
距骨切除术,ju'gu'qie'chu'shu
咀嚼功能检查,ju'jue'gong'neng'jian'cha
巨乳缩小整形术,ju'ru'suo'xiao'zheng'xing'shu
巨舌畸形矫正术,ju'she'ji'xing'jiao'zheng'shu
巨噬细胞吞噬功能试验,ju'shi'xi'bao'tun'shi'gong'neng'shi'yan
巨细胞病毒抗体测定,ju'xi'bao'bing'du'kang'ti'ce'ding
局限性腕骨融合术,ju'xian'xing'wan'gu'rong'he'shu
菌斑微生物检测,jun'ban'wei'sheng'wu'jian'ce
军团菌培养,jun'tuan'jun'pei'yang
开搏通试验,kai'bo'tong'shi'yan
开放式乳突根治术,kai'fang'shi'ru'tu'gen'zhi'shu
开放性颅脑损伤清除术,kai'fang'xing'lu'nao'sun'shang'qing'chu'shu
开放折骨术,kai'fang'zhe'gu'shu
开腹恶性肿瘤特殊治疗,kai'fu'e'xing'zhong'liu'te'shu'zhi'liao
开腹腹腔内脓肿引流术,kai'fu'fu'qiang'nei'nong'zhong'yin'liu'shu
开腹肝动脉化疗泵置放术,kai'fu'gan'dong'mai'hua'liao'beng'zhi'fang'shu
开腹肝动脉结扎门静脉置管皮下埋泵术,kai'fu'gan'dong'mai'jie'za'men'jing'mai'zhi'guan'pi'xia'mai'beng'shu
开腹肝动脉栓塞术,kai'fu'gan'dong'mai'shuan'sai'shu
开腹肝管栓塞术,kai'fu'gan'guan'shuan'se'shu
开腹肝活检术,kai'fu'gan'huo'jian'shu
开腹经胆道镜取石术,kai'fu'jing'dan'dao'jing'qu'shi'shu
开腹门静脉栓塞术,kai'fu'men'jing'mai'shuan'se'shu
开腹排粪石术,kai'fu'pai'fen'shi'shu
开腹取环术,kai'fu'qu'huan'shu
开颅颅内减压术,kai'lu'lu'nei'jian'ya'shu
开髓引流术,kai'sui'yin'liu'shu
开胸冷冻治疗,kai'xiong'leng'dong'zhi'liao
开胸探查术,kai'xiong'tan'cha'shu
开胸心脏挤压术,kai'xiong'xin'zang'ji'ya'shu
开胸止血术,kai'xiong'zhi'xue'shu
开胸肿瘤特殊治疗,kai'xiong'zhong'liu'te'shu'zhi'liao
抗白蛋白抗体测定,kang'bai'dan'bai'kang'ti'ce'ding
抗补体抗体测定,kang'bu'ti'kang'ti'ce'ding
抗肝细胞特异性脂蛋白抗体测定,kang'gan'xi'bao'te'yi'xing'zhi'dan'bai'kang'ti'ce'ding
抗核糖核蛋白抗体测定,kang'he'tang'he'dan'bai'kang'ti'ce'ding
抗核糖体抗体测定,kang'he'tang'ti'kang'ti'ce'ding
抗精神病药物治疗监测,kang'jing'shen'bing'yao'wu'zhi'liao'jian'ce
抗精子抗体测定,kang'jing'zi'kang'ti'ce'ding
抗利尿激素测定,kang'li'niao'ji'su'ce'ding
抗链球菌透明质酸酶试验,kang'lian'qiu'jun'tou'ming'zhi'suan'mei'shi'yan
抗淋巴细胞抗体试验,kang'lin'ba'xi'bao'kang'ti'shi'yan
抗磷壁酸抗体测定,kang'lin'bi'suan'kang'ti'ce'ding
抗卵巢抗体测定,kang'luan'chao'kang'ti'ce'ding
抗脑组织抗体测定,kang'nao'zu'zhi'kang'ti'ce'ding
抗内因子抗体测定,kang'nei'yin'zi'kang'ti'ce'ding
抗鞘磷脂抗体测定,kang'qiao'lin'zhi'kang'ti'ce'ding
抗染色体抗体测定,kang'ran'se'ti'kang'ti'ce'ding
抗腮腺管抗体测定,kang'sai'xian'guan'kang'ti'ce'ding
抗肾小球基底膜抗体测定,kang'shen'xiao'qiu'ji'di'mo'kang'ti'ce'ding
抗体依赖性细胞毒性试验,kang'ti'yi'lai'xing'xi'bao'du'xing'shi'yan
抗血小板膜糖蛋白,kang'xue'xiao'ban'mo'tang'dan'bai
抗血小板膜糖蛋白自身抗体测定,kang'xue'xiao'ban'mo'tang'dan'bai'zi'shen'kang'ti'ce'ding
抗血液细胞抗体测定,kang'xue'ye'xi'bao'kang'ti'ce'ding
抗胰岛素抗体测定,kang'yi'dao'su'kang'ti'ce'ding
抗胰岛素受体抗体测定,kang'yi'dao'su'shou'ti'kang'ti'ce'ding
抗乙酰胆碱受体抗体测定,kang'yi'xian'dan'jian'shou'ti'kang'ti'ce'ding
抗硬皮病抗体测定,kang'ying'pi'bing'kang'ti'ce'ding
抗载脂蛋白抗体测定,kang'zai'zhi'dan'bai'kang'ti'ce'ding
抗肿瘤化学药物配置,kang'zhong'liu'hua'xue'yao'wu'pei'zhi
抗组织细胞抗体测定,kang'zu'zhi'xi'bao'kang'ti'ce'ding
烤瓷冠崩瓷修理,kao'ci'guan'beng'ci'xiu'li
颏部截骨前徙舌骨悬吊术,ke'bu'jie'gu'qian'xi'she'gu'xuan'diao'shu
可的松糖耐量试验,ke'di'song'tang'nai'liang'shi'yan
可见光治疗,ke'jian'guang'zhi'liao
可控性回肠膀胱术,ke'kong'xing'hui'chang'pang'guang'shu
可乐宁试验,ke'le'ning'shi'yan
科雷氏骨折切开复位内固定术,ke'lei'shi'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
可溶性转铁蛋白受体测定,ke'rong'xing'zhuan'tie'dan'bai'shou'ti'ce'ding
可摘义齿修复,ke'zhai'yi'chi'xiu'fu
髁状突陈旧性骨折整复术,ke'zhuang'tu'chen'jiu'xing'gu'zhe'zheng'fu'shu
髁状突高位切除术,ke'zhuang'tu'gao'wei'qie'chu'shu
髁状突骨折切开复位内固定术,ke'zhuang'tu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
髁状突肿物切除术,ke'zhuang'tu'zhong'wu'qie'chu'shu
空肠弯曲菌培养,kong'chang'wan'qu'jun'pei'yang
空气负离子治疗,kong'qi'fu'li'zi'zhi'liao
控制性降压,kong'zhi'xing'jiang'ya
口鼻腔前庭瘘修补术,kou'bi'qiang'qian'ting'lou'xiu'bu'shu
口吃检查,kou'chi'jian'cha
口吃训练,kou'chi'xun'lian
口底恶性肿物局部扩大切除术,kou'di'e'xing'zhong'wu'ju'bu'kuo'da'qie'chu'shu
口底皮样囊肿摘除术,kou'di'pi'yang'nang'zhong'zhai'chu'shu
口服法胆道造影,kou'fu'fa'dan'dao'zao'ying
口服法小肠造影,kou'fu'fa'xiao'chang'zao'ying
口内脓肿切开引流术,kou'nei'nong'zhong'qie'kai'yin'liu'shu
口腔成形手术,kou'qiang'cheng'xing'shou'shu
口腔创伤手术,kou'qiang'chuang'shang'shou'shu
口腔关节病检查,kou'qiang'guan'jie'bing'jian'cha
口腔关节病治疗,kou'qiang'guan'jie'bing'zhi'liao
口腔颌面部各类冷冻治疗,kou'qiang'he'mian'bu'ge'lei'leng'dong'zhi'liao
口腔颌面部骨缺损游离骨瓣移植修复术,kou'qiang'he'mian'bu'gu'que'sun'you'li'gu'ban'yi'zhi'xiu'fu'shu
口腔颌面部巨大血管瘤淋巴管瘤切除术,kou'qiang'he'mian'bu'ju'da'xue'guan'liu'lin'ba'guan'liu'qie'chu'shu
口腔颌面部联合缺损带血管游离肌皮骨瓣修复修复术,kou'qiang'he'mian'bu'lian'he'que'sun'dai'xue'guan'you'li'ji'pi'gu'ban'xiu'fu'xiu'fu'shu
口腔颌面部缺损颞肌筋膜瓣修复术,kou'qiang'he'mian'bu'que'sun'nie'ji'jin'mo'ban'xiu'fu'shu
口腔颌面部软组织缺损局部组织瓣修复术,kou'qiang'he'mian'bu'ruan'zu'zhi'que'sun'ju'bu'zu'zhi'ban'xiu'fu'shu
口腔颌面部软组织缺损游离瓣移植修复术,kou'qiang'he'mian'bu'ruan'zu'zhi'que'sun'you'li'ban'yi'zhi'xiu'fu'shu
口腔颌面部软组织缺损远位肌皮瓣修复术,kou'qiang'he'mian'bu'ruan'zu'zhi'que'sun'yuan'wei'ji'pi'ban'xiu'fu'shu
口腔颌面部软组织缺损远位皮瓣修复术,kou'qiang'he'mian'bu'ruan'zu'zhi'que'sun'yuan'wei'pi'ban'xiu'fu'shu
口腔颌面部神经纤维瘤切除成形术,kou'qiang'he'mian'bu'shen'jing'xian'wei'liu'qie'chu'cheng'xing'shu
口腔颌面部小肿物切除术,kou'qiang'he'mian'bu'xiao'zhong'wu'qie'chu'shu
口腔颌面功能检查,kou'qiang'he'mian'gong'neng'jian'cha
口腔颌面颈部异物取出术,kou'qiang'he'mian'jing'bu'yi'wu'qu'chu'shu
口腔颌面外科治疗,kou'qiang'he'mian'wai'ke'zhi'liao
口腔颌面一般手术,kou'qiang'he'mian'yi'ban'shou'shu
口腔局部冲洗上药,kou'qiang'ju'bu'chong'xi'shang'yao
口腔局部止血,kou'qiang'ju'bu'zhi'xue
口腔模型制备,kou'qiang'mo'xing'zhi'bei
口腔内镜检查,kou'qiang'nei'jing'jian'cha
口腔粘膜病特殊治疗,kou'qiang'nian'mo'bing'te'shu'zhi'liao
口腔粘膜病系统治疗设计,kou'qiang'nian'mo'bing'xi'tong'zhi'liao'she'ji
口腔粘膜雾化治疗,kou'qiang'nian'mo'wu'hua'zhi'liao
口腔上颌窦瘘修补术,kou'qiang'shang'he'dou'lou'xiu'bu'shu
口腔修复检查,kou'qiang'xiu'fu'jian'cha
口腔一般治疗,kou'qiang'yi'ban'zhi'liao
口腔正颌手术,kou'qiang'zheng'he'shou'shu
口腔肿瘤手术,kou'qiang'zhong'liu'shou'shu
口腔种植,kou'qiang'zhong'zhi
口腔种植检查,kou'qiang'zhong'zhi'jian'cha
口腔种植手术,kou'qiang'zhong'zhi'shou'shu
口腔综合检查,kou'qiang'zong'he'jian'cha
口咽部恶性肿物局部扩大切除术,kou'yan'bu'e'xing'zhong'wu'ju'bu'kuo'da'qie'chu'shu
快速钙滴注抑制试验,kuai'su'gai'di'zhu'yi'zhi'shi'yan
快速石蜡切片检查与诊断,kuai'su'shi'la'qie'pian'jian'cha'yu'zhen'duan
快速脱敏治疗,kuai'su'tuo'min'zhi'liao
快中子外照射,kuai'zhong'zi'wai'zhao'she
髋关节结核病灶清除术,kuan'guan'jie'jie'he'bing'zao'qing'chu'shu
髋关节离断术,kuan'guan'jie'li'duan'shu
髋关节脱位切开复位术,kuan'guan'jie'tuo'wei'qie'kai'fu'wei'shu
髋臼骨折切开复位内固定术,kuan'jiu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu
髋臼旋转截骨术,kuan'jiu'xuan'zhuan'jie'gu'shu
髋臼造盖成形术,kuan'jiu'zao'gai'cheng'xing'shu
髋臼肿瘤切除及髋关节融合术,kuan'jiu'zhong'liu'qie'chu'ji'kuan'guan'jie'rong'he'shu
眶鼻额区骨折整复术,kuang'bi'e'qu'gu'zhe'zheng'fu'shu
眶膈修补术,kuang'ge'xiu'bu'shu
眶骨缺损修复术,kuang'gu'que'sun'xiu'fu'shu
眶距增宽症整形术,kuang'ju'zeng'kuan'zheng'zheng'xing'shu
眶内容摘除术,kuang'nei'rong'zhai'chu'shu
眶内血肿穿刺术,kuang'nei'xue'zhong'chuan'ci'shu
眶内异物取出术,kuang'nei'yi'wu'qu'chu'shu
眶内肿物摘除术,kuang'nei'zhong'wu'zhai'chu'shu
狂犬病毒抗体测定,kuang'quan'bing'du'kang'ti'ce'ding
眶上神经封闭,kuang'shang'shen'jing'feng'bi
阔筋膜切取术,kuo'jin'mo'qie'qu'shu
阔韧带内肿瘤切除术,kuo'ren'dai'nei'zhong'liu'qie'chu'shu
扩张器取出皮瓣移植术,kuo'zhang'qi'qu'chu'pi'ban'yi'zhi'shu
蜡疗,la'liao
拉网细胞学检查与诊断,la'wang'xi'bao'xue'jian'cha'yu'zhen'duan
莱姆氏螺旋体抗体测定,lai'mu'shi'luo'xuan'ti'kang'ti'ce'ding
阑尾切除术,lan'wei'qie'chu'shu
狼疮抗凝物质检测,lang'chuang'kang'ning'wu'zhi'jian'ce
酪胺激发试验,lao'an'ji'fa'shi'yan
落枕推拿治疗,lao'zhen'tui'na'zhi'liao
泪道成形术,lei'dao'cheng'xing'shu
泪道冲洗,lei'dao'chong'xi
泪道探通术,lei'dao'tan'tong'shu
泪道造影,lei'dao'zao'ying
泪阜部肿瘤单纯切除术,lei'fu'bu'zhong'liu'dan'chun'qie'chu'shu
肋骨骨髓病灶清除术,lei'gu'gu'sui'bing'zao'qing'chu'shu
肋骨切除术,lei'gu'qie'chu'shu
泪管显像,lei'guan'xian'xiang
肋间动脉重建术,lei'jian'dong'mai'chong'jian'shu
泪膜破裂时间测定,lei'mo'po'lie'shi'jian'ce'ding
泪囊结膜囊吻合术,lei'nang'jie'mo'nang'wen'he'shu
泪囊摘除术,lei'nang'zhai'chu'shu
