啊公平,a'gong'ping
居然没得,ju'ran'mei'de
局头,ju'tou
聚信美,ju'xin'mei
聚一哈,ju'yi'ha
巨宇江南,ju'yu'jiang'nan
橘园,ju'yuan
觉得也,jue'de'ye
绝对不得,jue'dui'bu'de
绝对没得,jue'dui'mei'de
君顿,jun'dun
君豪,jun'hao
骏逸天下,jun'yi'tian'xia
卡得很,ka'de'hen
卡多利亚,ka'duo'li'ya
卡卡果果,ka'ka'guo'guo
卡卡角角,ka'ka'jiao'jiao
卡起,ka'qi
卡起了,ka'qi'le
开不起机,kai'bu'qi'ji
开不起了,kai'bu'qi'le
开不赢,kai'bu'ying
铠恩,kai'en
凯恩国际,kai'en'guo'ji
开个腔,kai'ge'qiang
开好久,kai'hao'jiu
开了的,kai'le'de
开没得,kai'mei'de
凯米尔,kai'mi'er
开起,kai'qi
开启的,kai'qi'de
开起了,kai'qi'le
开腔,kai'qiang
凯瑞商都,kai'rui'shang'du
开撒子,kai'sa'zi
开啥子,kai'sha'zi
开同学,kai'tong'xue
开同学会,kai'tong'xue'hui
开投,kai'tou
开胃粉,kai'wei'fen
开县,kai'xian
开县的,kai'xian'de
开县了,kai'xian'le
开县人,kai'xian'ren
开心不嘛,kai'xin'bu'ma
开哟,kai'yo
开中校,kai'zhong'xiao
看白了,kan'bai'le
看别个,kan'bie'ge
看不出来也,kan'bu'chu'lai'ye
看不出来哟,kan'bu'chu'lai'yo
看不惯你,kan'bu'guan'ni
看不看嘛,kan'bu'kan'ma
看不嘛,kan'bu'ma
看不赢,kan'bu'ying
勘测院,kan'ce'yuan
看重庆,kan'chong'qing
看出来了的,kan'chu'lai'le'de
看到别个,kan'dao'bie'ge
看到都烦,kan'dao'dou'fan
看到烦,kan'dao'fan
看到过你的,kan'dao'guo'ni'de
看到老,kan'dao'lao
看到了的,kan'dao'le'de
看到了撒,kan'dao'le'sa
看到没的,kan'dao'mei'de
看到起,kan'dao'qi
看到啥子,kan'dao'sha'zi
看到死,kan'dao'si
看的撒子,kan'de'sa'zi
看的啥子,kan'de'sha'zi
看的行,kan'de'xing
看的行不,kan'de'xing'bu
看电视撒,kan'dian'shi'sa
看都看不清楚,kan'dou'kan'bu'qing'chu
看过没得,kan'guo'mei'de
看哈,kan'ha
看哈电视,kan'ha'dian'shi
看哈儿,kan'ha'er
看哈哈,kan'ha'ha
看哈嘛,kan'ha'ma
看哈你,kan'ha'ni
看哈撒,kan'ha'sa
看哈书,kan'ha'shu
看哈我,kan'ha'wo
看哈呀,kan'ha'ya
看哈也,kan'ha'ye
看好久,kan'hao'jiu
看好没得,kan'hao'mei'de
看火锅,kan'huo'guo
看见了的,kan'jian'le'de
看啷个,kan'lang'ge
看了的,kan'le'de
看了哈,kan'le'ha
看了来,kan'le'lai
看了没的,kan'le'mei'de
看嘛,kan'ma
看嘛看嘛,kan'ma'kan'ma
看没得,kan'mei'de
砍脑壳,kan'nao'ke
看你撒,kan'ni'sa
看起,kan'qi
看起不错,kan'qi'bu'cuo
看起还可以,kan'qi'hai'ke'yi
看起了,kan'qi'le
看起你,kan'qi'ni
看起耍,kan'qi'shua
看起像,kan'qi'xiang
看球不懂,kan'qiu'bu'dong
看卅,kan'sa
看撒子,kan'sa'zi
看啥子,kan'sha'zi
看啥子嘛,kan'sha'zi'ma
看烧烤,kan'shao'kao
看痛,kan'tong
看娃儿,kan'wa'er
看完老,kan'wan'lao
看完了的,kan'wan'le'de
看完了来,kan'wan'le'lai
看完没得,kan'wan'mei'de
看样儿,kan'yang'er
看哟,kan'yo
看有没得,kan'you'mei'de
康德国会山,kang'de'guo'hui'shan
康福德高,kang'fu'de'gao
抗滑桩,kang'hua'zhuang
康居西城,kang'ju'xi'cheng
康庄美地,kang'zhuang'mei'di
考不考得起,kao'bu'kao'de'qi
考不起,kao'bu'qi
考的撇,kao'de'pie
考得起,kao'de'qi
考好多,kao'hao'duo
烤火炉,kao'huo'lu
烤火器,kao'huo'qi
考了好多,kao'le'hao'duo
考没得,kao'mei'de
烤脑花,kao'nao'hua
考撇,kao'pie
考撇了,kao'pie'le
考起,kao'qi
考起了,kao'qi'le
考签,kao'qian
考撒子,kao'sa'zi
考啥子,kao'sha'zi
烤烧烤,kao'shao'kao
可不可能,ke'bu'ke'neng
可不可能嘛,ke'bu'ke'neng'ma
科城路,ke'cheng'lu
可购,ke'gou
可可能,ke'ke'neng
可能不得,ke'neng'bu'de
可能不得行,ke'neng'bu'de'xing
可能不嘛,ke'neng'bu'ma
可能来不到,ke'neng'lai'bu'dao
可能嘛,ke'neng'ma
可能迈,ke'neng'mai
可能没得,ke'neng'mei'de
可能是嘛,ke'neng'shi'ma
可能哟,ke'neng'yo
科普中心,ke'pu'zhong'xin
课时优化,ke'shi'you'hua
瞌睡都,ke'shui'dou
瞌睡都来了,ke'shui'dou'lai'le
瞌睡来啦,ke'shui'lai'la
瞌睡来了,ke'shui'lai'le
瞌睡米西,ke'shui'mi'xi
课堂内外,ke'tang'nei'wai
可以不嘛,ke'yi'bu'ma
可以不那,ke'yi'bu'na
可以不哇,ke'yi'bu'wa
可以看哈,ke'yi'kan'ha
可以老,ke'yi'lao
可以了撒,ke'yi'le'sa
可以怕,ke'yi'pa
可以撒,ke'yi'sa
可以塞,ke'yi'sai
可以涩,ke'yi'se
可以啥,ke'yi'sha
可以晒,ke'yi'shai
可以耍,ke'yi'shua
可以也,ke'yi'ye
可以哟,ke'yi'yo
科院,ke'yuan
科园路,ke'yuan'lu
科园四路,ke'yuan'si'lu
科园一路,ke'yuan'yi'lu
肯定不得,ken'ding'bu'de
肯定不得行,ken'ding'bu'de'xing
肯定的撒,ken'ding'de'sa
肯定哈,ken'ding'ha
肯定没得,ken'ding'mei'de
肯定怕,ken'ding'pa
肯定撒,ken'ding'sa
肯定塞,ken'ding'sai
肯定啥,ken'ding'sha
空高,kong'gao
空老吹,kong'lao'chui
空了吹,kong'le'chui
空了来,kong'le'lai
空滤器,kong'lv'qi
空没得,kong'mei'de
空起的,kong'qi'de
口水滴答,kou'shui'di'da
口水话,kou'shui'hua
口痰,kou'tan
裤儿,ku'er
哭撒子,ku'sa'zi
哭兮兮,ku'xi'xi
垮垮,kua'kua
快点哟,kuai'dian'yo
会计之家,kuai'ji'zhi'jia
快来哟,kuai'lai'yo
快了撒,kuai'le'sa
快乐时间,kuai'le'shi'jian
快睡嘛,kuai'shui'ma
快说哟,kuai'shuo'yo
快也,kuai'ye
快哟,kuai'yo
矿山破,kuang'shan'po
魁星楼,kui'xing'lou
困瞌睡,kun'ke'shui
阔睡,kuo'shui
拉爆了,la'bao'le
辣力秀,la'li'xiu
拉起去,la'qi'qu
拉稀摆带,la'xi'bai'dai
啦哟,la'yo
来北碚,lai'bei'bei
来璧山,lai'bi'shan
来不到,lai'bu'dao
来不到了,lai'bu'dao'le
来不来得到,lai'bu'lai'de'dao
来不来嘛,lai'bu'lai'ma
来不嘛,lai'bu'ma
来不那,lai'bu'na
来不起,lai'bu'qi
来不起了,lai'bu'qi'le
来不哇,lai'bu'wa
来不哟,lai'bu'yo
来惨了,lai'can'le
来长寿,lai'chang'shou
来吃撒,lai'chi'sa
来重庆,lai'chong'qing
来重庆吧,lai'chong'qing'ba
来重庆了,lai'chong'qing'le
来大学城,lai'da'xue'cheng
来的到,lai'de'dao
来的到不,lai'de'dao'bu
莱得快,lai'de'kuai
来的起,lai'de'qi
来登了,lai'deng'le
来凤鱼,lai'feng'yu
来涪陵,lai'fu'ling
来干撒子,lai'gan'sa'zi
来干啥子,lai'gan'sha'zi
癞疙宝,lai'ge'bao
来给我说,lai'gei'wo'shuo
来观音桥,lai'guan'yin'qiao
来合川,lai'he'chuan
赖家桥,lai'jia'qiao
来江北,lai'jiang'bei
来江津,lai'jiang'jin
来解放碑,lai'jie'fang'bei
来开县,lai'kai'xian
来看哈,lai'kan'ha
来看嘛,lai'kan'ma
来看撒,lai'kan'sa
来老,lai'lao
来了没得,lai'le'mei'de
来了撒,lai'le'sa
来了所,lai'le'suo
来了哟,lai'le'yo
来忙了,lai'mang'le
来没得,lai'mei'de
来拿嘛,lai'na'ma
来南平,lai'nan'ping
来你屋,lai'ni'wu
来撒,lai'sa
来撒子,lai'sa'zi
来涩,lai'se
来沙坪坝,lai'sha'ping'ba
来啥子,lai'sha'zi
来晒,lai'shai
来耍,lai'shua
来耍不,lai'shua'bu
来耍哈,lai'shua'ha
来耍了,lai'shua'le
来耍嘛,lai'shua'ma
来耍撒,lai'shua'sa
涞滩,lai'tan
来铜梁,lai'tong'liang
来同学会,lai'tong'xue'hui
来万州,lai'wan'zhou
来我屋头,lai'wo'wu'tou
来杨家坪,lai'yang'jia'ping
来哟,lai'yo
来永川,lai'yong'chuan
来找你耍,lai'zhao'ni'shua
来爪子,lai'zhua'zi
兰格格,lan'ge'ge
蓝湖郡,lan'hu'jun
兰花湖,lan'hua'hu
兰花小区,lan'hua'xiao'qu
烂麻批,lan'ma'pi
兰美路,lan'mei'lu
蓝天医院,lan'tian'yi'yuan
蓝溪谷地,lan'xi'gu'di
懒猪儿,lan'zhu'er
浪额,lang'e
浪改,lang'gai
浪高,lang'gao
啷个,lang'ge
啷个啊,lang'ge'a
啷个哎,lang'ge'ai
啷个办,lang'ge'ban
啷个办嘛,lang'ge'ban'ma
啷个办也,lang'ge'ban'ye
啷个不,lang'ge'bu
啷个不去,lang'ge'bu'qu
啷个不是,lang'ge'bu'shi
啷个不说话,lang'ge'bu'shuo'hua
啷个吃,lang'ge'chi
啷个打,lang'ge'da
啷个的,lang'ge'de
啷个得了,lang'ge'de'le
啷个的也,lang'ge'de'ye
啷个都,lang'ge'dou
啷个多,lang'ge'duo
啷个额,lang'ge'e
啷个诶,lang'ge'ei
啷个搞,lang'ge'gao
啷个个,lang'ge'ge
啷个咯,lang'ge'ge
啷个过,lang'ge'guo
啷个好,lang'ge'hao
啷个会,lang'ge'hui
啷个回事,lang'ge'hui'shi
啷个叫,lang'ge'jiao
啷个久,lang'ge'jiu
啷个看,lang'ge'kan
啷个可能,lang'ge'ke'neng
啷个啦,lang'ge'la
啷个来,lang'ge'lai
啷个啷个,lang'ge'lang'ge
啷个老,lang'ge'lao
啷个老嘛,lang'ge'lao'ma
啷个了,lang'ge'le
啷个了嘛,lang'ge'le'ma
啷个了哟,lang'ge'le'yo
啷个嘛,lang'ge'ma
啷个那,lang'ge'na
啷个呢,lang'ge'ne
啷个弄,lang'ge'nong
啷个其他,lang'ge'qi'ta
啷个去,lang'ge'qu
狼个人,lang'ge'ren
啷个事,lang'ge'shi
啷个时候,lang'ge'shi'hou
啷个耍,lang'ge'shua
啷个耍嘛,lang'ge'shua'ma
啷个睡,lang'ge'shui
啷个说,lang'ge'shuo
啷个说的,lang'ge'shuo'de
啷个说了,lang'ge'shuo'le
啷个说嘛,lang'ge'shuo'ma
啷个哇,lang'ge'wa
啷个王,lang'ge'wang
啷个我,lang'ge'wo
啷个想,lang'ge'xiang
啷个想的,lang'ge'xiang'de
啷个晓得,lang'ge'xiao'de
啷个写,lang'ge'xie
啷个呀,lang'ge'ya
啷个样,lang'ge'yang
啷个要,lang'ge'yao
啷个也,lang'ge'ye
啷个哟,lang'ge'yo
啷个用,lang'ge'yong
啷个又,lang'ge'you
啷个远,lang'ge'yuan
啷个早,lang'ge'zao
啷个整,lang'ge'zheng
啷个住,lang'ge'zhu
啷个走,lang'ge'zou
啷个做,lang'ge'zuo
浪凯,lang'kai
啷闷,lang'men
朗诺,lang'nuo
廊桥水岸,lang'qiao'shui'an
廊桥水乡,lang'qiao'shui'xiang
朗晴广场,lang'qing'guang'chang
琅山,lang'shan
老巴中,lao'ba'zhong
老板凳,lao'ban'deng
老辈子,lao'bei'zi
老不老火,lao'bu'lao'huo
老重庆,lao'chong'qing
老大老实,lao'da'lao'shi
老顶坡,lao'ding'po
老汉,lao'han
老汉的,lao'han'de
老汉说,lao'han'shuo
老汉在,lao'han'zai
老活,lao'huo
老火不,lao'huo'bu
老火的,lao'huo'de
老火得很,lao'huo'de'hen
老火锅,lao'huo'guo
老火呀,lao'huo'ya
老火哟,lao'huo'yo
老街印象,lao'jie'yin'xiang
老君洞,lao'jun'dong
老坎,lao'kan
老壳,lao'ke
老壳痛,lao'ke'tong
老腊肉,lao'la'rou
老龙凤,lao'long'feng
老麻抄手,lao'ma'chao'shou
老人公,lao'ren'gong
老肉片,lao'rou'pian
老卅,lao'sa
老砂锅,lao'sha'guo
老山城,lao'shan'cheng
牢实,lao'shi
老四川,lao'si'chuan
老堂客,lao'tang'ke
老校门,lao'xiao'men
老呀,lao'ya
老鸭汤,lao'ya'tang
老哟,lao'yo
老杂皮,lao'za'pi
老丈妈,lao'zhang'ma
老子不得,lao'zi'bu'de
老子不晓得,lao'zi'bu'xiao'de
老子看到,lao'zi'kan'dao
老子没得,lao'zi'mei'de
老子无语了,lao'zi'wu'yu'le
老子晓得,lao'zi'xiao'de
老子真的,lao'zi'zhen'de
乐棒棒,le'bang'bang
勒辈子,le'bei'zi
勒边,le'bian
嘞边,le'bian
勒不是,le'bu'shi
勒次,le'ci
嘞次,le'ci
了的嘛,le'de'ma
勒点,le'dian
嘞点,le'dian
了都嘛,le'dou'ma
勒段,le'duan
勒段时间,le'duan'shi'jian
勒个,le'ge
嘞个,le'ge
了个嘛,le'ge'ma
勒个人,le'ge'ren
勒个天,le'ge'tian
勒个月,le'ge'yue
了给,le'gei
了过后,le'guo'hou
勒哈,le'ha
嘞哈,le'ha
勒哈儿,le'ha'er
乐和乐都,le'he'le'du
勒回,le'hui
嘞回,le'hui
勒几天,le'ji'tian
嘞几天,le'ji'tian
勒家,le'jia
勒件,le'jian
勒叫,le'jiao
勒句,le'ju
勒句话,le'ju'hua
了来,le'lai
了来嘛,le'lai'ma
勒两天,le'liang'tian
嘞两天,le'liang'tian
勒么,le'me
嘞么,le'me
了没得,le'mei'de
了没有嘛,le'mei'you'ma
了你喝多,le'ni'he'duo
了撒,le'sa
了撒子,le'sa'zi
了涩,le'se
了啥,le'sha
了晒,le'shai
勒些,le'xie
嘞些,le'xie
勒些人,le'xie'ren
了也,le'ye
了哟,le'yo
勒种,le'zhong
勒种人,le'zhong'ren
累不累嘛,lei'bu'lei'ma
累不嘛,lei'bu'ma
累到起,lei'dao'qi
累得很,lei'de'hen
累哟,lei'yo
冷不嘛,leng'bu'ma
冷惨,leng'can
冷惨了,leng'can'le
楞大,leng'da
楞多,leng'duo
楞额,leng'e
棱儿,leng'er
楞个,leng'ge
楞个暗,leng'ge'an
楞个大,leng'ge'da
楞个的,leng'ge'de
楞个多,leng'ge'duo
楞个多人,leng'ge'duo'ren
楞个高,leng'ge'gao
楞个乖,leng'ge'guai
楞个贵,leng'ge'gui
楞个好,leng'ge'hao
楞个久,leng'ge'jiu
楞个久了,leng'ge'jiu'le
楞个快,leng'ge'kuai
楞个了,leng'ge'le
楞个嘛,leng'ge'ma
楞个热,leng'ge're
楞个说,leng'ge'shuo
楞个所,leng'ge'suo
楞个晚,leng'ge'wan
楞个晚了,leng'ge'wan'le
楞个想,leng'ge'xiang
楞个小,leng'ge'xiao
楞个凶,leng'ge'xiong
楞个要,leng'ge'yao
楞个远,leng'ge'yuan
楞个早,leng'ge'zao
冷喝多,leng'he'duo
楞凯,leng'kai
楞么,leng'me
冷暖人生,leng'nuan'ren'sheng
冷稀饭,leng'xi'fan
楞些,leng'xie
冷哟,leng'yo
离不得,li'bu'de
理菜,li'cai
离重庆,li'chong'qing
李渡,li'du
李二娃,li'er'wa
力帆,li'fan
理哈,li'ha
李河,li'he
礼嘉,li'jia
李家坪,li'jia'ping
李家沱,li'jia'tuo
离开重庆,li'kai'chong'qing
李米线,li'mi'xian
黎明路,li'ming'lu
梨树湾,li'shu'wan
李顺强,li'shun'qiang
李溪,li'xi
黎香湖,li'xiang'hu
礼宴天下,li'yan'tian'xia
鲤鱼池,li'yu'chi
李子坝,li'zi'ba
连不起,lian'bu'qi
连不起网,lian'bu'qi'wang
连裆裤,lian'dang'ku
连得起,lian'de'qi
莲花广场,lian'hua'guang'chang
脸貌,lian'mao
连起,lian'qi
连起的,lian'qi'de
连耍,lian'shua
联伟,lian'wei
联英,lian'ying
联英人才,lian'ying'ren'cai
两岸咖啡,liang'an'ka'fei
两耳屎,liang'er'shi
凉风垭,liang'feng'ya
两江,liang'jiang
两江丽景,liang'jiang'li'jing
两江新区,liang'jiang'xin'qu
两江游,liang'jiang'you
两口儿,liang'kou'er
两路,liang'lu
两路的,liang'lu'de
两路口,liang'lu'kou
两路口了,liang'lu'kou'le
两娘母,liang'niang'mu
梁平,liang'ping
梁平县,liang'ping'xian
梁山鸡,liang'shan'ji
凉虾,liang'xia
两爷子,liang'ye'zi
聊哈天,liao'ha'tian
廖记,liao'ji
廖记棒棒鸡,liao'ji'bang'bang'ji
聊了的,liao'le'de
聊撒子,liao'sa'zi
聊啥子,liao'sha'zi
聊天撒,liao'tian'sa
聊哟,liao'yo
列边,lie'bian
列草,lie'cao
列点,lie'dian
列儿,lie'er
列个,lie'ge
列哈,lie'ha
列回,lie'hui
列几天,lie'ji'tian
烈士墓,lie'shi'mu
列些,lie'xie
淋惨,lin'can
淋惨了,lin'can'le
临江门,lin'jiang'men
林泉雅舍,lin'quan'ya'she
邻水,lin'shui
临溪,lin'xi
林园,lin'yuan
领得到,ling'de'dao
留重庆,liu'chong'qing
留到起,liu'dao'qi
六店子,liu'dian'zi
刘二妹,liu'er'mei
刘二娃,liu'er'wa
流汗水,liu'han'shui
刘家坝,liu'jia'ba
留了的,liu'le'de
留起,liu'qi
留起的,liu'qi'de
流屎,liu'shi
龙厨,long'chu
龙都,long'du
龙都广场,long'du'guang'chang
龙凤桥,long'feng'qiao
龙缸,long'gang
龙河,long'he
龙湖西苑,long'hu'xi'yuan
龙脊山,long'ji'shan
龙角,long'jiao
龙驹,long'ju
拢了,long'le
龙门浩,long'men'hao
龙门阵,long'men'zhen
龙门正,long'men'zheng
龙七对,long'qi'dui
龙摄影,long'she'ying
龙水,long'shui
龙水湖,long'shui'hu
龙水镇,long'shui'zhen
龙潭镇,long'tan'zhen
龙头是,long'tou'shi
龙头寺,long'tou'si
拢屋,long'wu
龙溪,long'xi
龙溪街道,long'xi'jie'dao
龙溪镇,long'xi'zhen
隆鑫,long'xin
龙兴,long'xing
龙兴镇,long'xing'zhen
龙职,long'zhi
龙职中,long'zhi'zhong
龙洲湾,long'zhou'wan
楼脚,lou'jiao
路边边,lu'bian'bian
录不起,lu'bu'qi
路孔,lu'kong
卢米埃,lu'mi'ai
鲁能新城,lu'neng'xin'cheng
鲁能星城,lu'neng'xing'cheng
录起,lu'qi
露天坝,lu'tian'ba
鲁西肥牛,lu'xi'fei'niu
鲁轩,lu'xuan
路训,lu'xun
卢作孚,lu'zuo'fu
卵的,luan'de
乱烦,luan'fan
卵咯,luan'ge
乱觉,luan'jue
乱虐,luan'nue
卵哦,luan'o
乱劈才,luan'pi'cai
乱劈柴,luan'pi'chai
乱七糟八,luan'qi'zao'ba
乱耍,luan'shua
卵哟,luan'yo
乱整,luan'zheng
罗兜,luo'dou
罗二娃,luo'er'wa
罗汉寺,luo'han'si
珞璜,luo'huang
罗家坝,luo'jia'ba
罗森,luo'sen
罗娅,luo'ya
绿地翠谷,lv'di'cui'gu
侣俸,lv'feng
绿梦广场,lv'meng'guang'chang
旅投,lv'tou
驴行,lv'xing
旅游百事通,lv'you'bai'shi'tong
滤油机,lv'you'ji
马鞍,ma'an
麻儿,ma'er
麻嘎嘎,ma'ga'ga
马古,ma'gu
马灌,ma'guan
蚂蝗梁,ma'huang'liang
蚂蝗桥,ma'huang'qiao
马家宝,ma'jia'bao
马家岩,ma'jia'yan
妈老汉,ma'lao'han
麻老虎,ma'lao'hu
妈老头,ma'lao'tou
麻麻鱼,ma'ma'yu
妈卖批,ma'mai'pi
马脑壳,ma'nao'ke
马王场,ma'wang'chang
马王坪,ma'wang'ping
马王乡,ma'wang'xiang
麻协,ma'xie
妈也,ma'ye
妈哟,ma'yo
麻圆,ma'yuan
卖不脱,mai'bu'tuo
买成好多,mai'cheng'hao'duo
卖的到,mai'de'dao
卖好多,mai'hao'duo
买了来,mai'le'lai
买了没得,mai'le'mei'de
买了撒,mai'le'sa
买了哟,mai'le'yo
买没得,mai'mei'de
卖批,mai'pi
买起,mai'qi
买撒,mai'sa
买撒子,mai'sa'zi
买啥子,mai'sha'zi
麦香基,mai'xiang'ji
麦香园,mai'xiang'yuan
买哟,mai'yo
慢得很,man'de'hen
慢慢来撒,man'man'lai'sa
慢慢耍,man'man'shua
满脑壳,man'nao'ke
满十,man'shi
忙不嘛,mang'bu'ma
忙不忙嘛,mang'bu'mang'ma
忙不那,mang'bu'na
忙不哟,mang'bu'yo
忙惨,mang'can
忙惨了,mang'can'le
忙到起,mang'dao'qi
莽儿,mang'er
莽哥,mang'ge
莽了,mang'le
忙迈,mang'mai
莽莽,mang'mang
莽妹,mang'mei
忙没有,mang'mei'you
忙起,mang'qi
忙起的,mang'qi'de
忙撒子,mang'sa'zi
忙所,mang'suo
莽娃,mang'wa
忙完了来,mang'wan'le'lai
忙完没得,mang'wan'mei'de
忙哟,mang'yo
莽子,mang'zi
莽子女,mang'zi'nv
冒包,mao'bao
毛儿,mao'er
猫儿面,mao'er'mian
毛光,mao'guang
冒火,mao'huo
冒火的,mao'huo'de
冒火得很,mao'huo'de'hen
冒火了,mao'huo'le
毛焦火辣,mao'jiao'huo'la
茂姐,mao'jie
毛居,mao'ju
冒皮皮,mao'pi'pi
猫杀,mao'sha
茂田,mao'tian
茅溪,mao'xi
毛线沟,mao'xian'gou
茂业百货,mao'ye'bai'huo
毛哟,mao'yo
毛躁,mao'zao
么爸,me'ba
么舅,me'jiu
么了额,me'le'e
么姨,me'yi
梅安森,mei'an'sen
没吃好多,mei'chi'hao'duo
没充起,mei'chong'qi
没重庆,mei'chong'qing
没出切,mei'chu'qie
没出去耍,mei'chu'qu'shua
没当然,mei'dang'ran
霉到,mei'dao
霉得,mei'de
没得啊,mei'de'a
没得办法,mei'de'ban'fa
没得办法了,mei'de'ban'fa'le
没得必要,mei'de'bi'yao
没得别,mei'de'bie
没得菜,mei'de'cai
没得车,mei'de'che
没得吃的,mei'de'chi'de
没得出息,mei'de'chu'xi
没得错,mei'de'cuo
没得的,mei'de'de
没得地方,mei'de'di'fang
没得电,mei'de'dian
没得电话,mei'de'dian'hua
没得电了,mei'de'dian'le
没得电脑,mei'de'dian'nao
没得额,mei'de'e
没得法,mei'de'fa
没得法的,mei'de'fa'de
没得饭,mei'de'fan
没得反应,mei'de'fan'ying
没得感觉,mei'de'gan'jue
没得个,mei'de'ge
没得给,mei'de'gei
没得关系,mei'de'guan'xi
没得哈,mei'de'ha
没得哈子,mei'de'ha'zi
没得好大,mei'de'hao'da
没得好多,mei'de'hao'duo
没得好久,mei'de'hao'jiu
没得好远,mei'de'hao'yuan
霉得很,mei'de'hen
没得话费,mei'de'hua'fei
没得话说,mei'de'hua'shuo
没得货,mei'de'huo
没得几个,mei'de'ji'ge
没得几个人,mei'de'ji'ge'ren
没得机会,mei'de'ji'hui
没得几天,mei'de'ji'tian
没得假,mei'de'jia
没得精神,mei'de'jing'shen
没得课,mei'de'ke
没得瞌睡,mei'de'ke'shui
没得空,mei'de'kong
没得空调,mei'de'kong'tiao
没得啷个,mei'de'lang'ge
没得老,mei'de'lao
没得了,mei'de'le
没得楞个,mei'de'leng'ge
没得力,mei'de'li
没得力气,mei'de'li'qi
没得理由,mei'de'li'you
没得脸,mei'de'lian
没得良心,mei'de'liang'xin
没得流量,mei'de'liu'liang
没得嘛,mei'de'ma
没得那个,mei'de'na'ge
没得那么,mei'de'na'me
没得嫩个,mei'de'nen'ge
没得你,mei'de'ni
没得你的,mei'de'ni'de
没得哦,mei'de'o
没得票,mei'de'piao
没得其他,mei'de'qi'ta
没得钱,mei'de'qian
没得钱的,mei'de'qian'de
没得钱了,mei'de'qian'le
没得钱钱,mei'de'qian'qian
没得趣,mei'de'qu
没得人,mei'de'ren
没得人的,mei'de'ren'de
没得人要,mei'de'ren'yao
没得肉,mei'de'rou
没得撒,mei'de'sa
没得撒子,mei'de'sa'zi
没得撒子的,mei'de'sa'zi'de
没得伞,mei'de'san
没得啥子,mei'de'sha'zi
没得啥子的,mei'de'sha'zi'de
没得删了,mei'de'shan'le
没得什么,mei'de'shen'me
没得事,mei'de'shi
没得事的,mei'de'shi'de
没得事儿,mei'de'shi'er
没得事干,mei'de'shi'gan
没得时间,mei'de'shi'jian
没得事了,mei'de'shi'le
没得事情,mei'de'shi'qing
没得事做,mei'de'shi'zuo
没得耍,mei'de'shua
没得耍事,mei'de'shua'shi
没得水,mei'de'shui
没得他,mei'de'ta
没得哇,mei'de'wa
没得网,mei'de'wang
没得胃口,mei'de'wei'kou
没得文化,mei'de'wen'hua
没得问题,mei'de'wen'ti
没得我,mei'de'wo
没得我的,mei'de'wo'de
没得戏,mei'de'xi
没得信号,mei'de'xin'hao
没得心情,mei'de'xin'qing
没得行,mei'de'xing
没得兴趣,mei'de'xing'qu
没得呀,mei'de'ya
没得也,mei'de'ye
没得一个,mei'de'yi'ge
没得一起,mei'de'yi'qi
没得意思,mei'de'yi'si
没得意思的,mei'de'yi'si'de
没得瘾,mei'de'yin
没得哟,mei'de'yo
没得用,mei'de'yong
没得用的,mei'de'yong'de
没得语言,mei'de'yu'yan
没得这个,mei'de'zhe'ge
没得这么,mei'de'zhe'me
没得发,mei'dei'fa
美的家,mei'di'jia
美堤雅城,mei'di'ya'cheng
霉冬瓜,mei'dong'gua
没懂起,mei'dong'qi
没都,mei'dou
没都没得,mei'dou'mei'de
没都没有,mei'dou'mei'you
没对头,mei'dui'tou
妹儿,mei'er
没发起,mei'fa'qi
没干撒子,mei'gan'sa'zi
没干啥子,mei'gan'sha'zi
玫瑰城,mei'gui'cheng
没哈子,mei'ha'zi
没好多,mei'hao'duo
没好多人,mei'hao'duo'ren
没好久,mei'hao'jiu
没好久了,mei'hao'jiu'le
没好完,mei'hao'wan
没加起,mei'jia'qi
没看到也,mei'kan'dao'ye
没看起,mei'kan'qi
没看事,mei'kan'shi
没考起,mei'kao'qi
煤科院,mei'ke'yuan
没啷个,mei'lang'ge
没楞个,mei'leng'ge
美利山,mei'li'shan
没落雨,mei'luo'yu
美每家,mei'mei'jia
妹妹头,mei'mei'tou
没莫子,mei'mo'zi
没囊个,mei'nang'ge
没嫩个,mei'nen'ge
美女儿,mei'nv'er
没求得,mei'qiu'de
没撒子,mei'sa'zi
没撒子的,mei'sa'zi'de
没啥子,mei'sha'zi
没啥子的,mei'sha'zi'de
没上班所,mei'shang'ban'suo
霉伤心,mei'shang'xin
没事得,mei'shi'de
没耍,mei'shua
没耍够,mei'shua'gou
没耍过,mei'shua'guo
没耍了,mei'shua'le
没耍朋友,mei'shua'peng'you
没耍起,mei'shua'qi
没耍事,mei'shua'shi
没耍游戏,mei'shua'you'xi
没说撒子,mei'shuo'sa'zi
没说啥子,mei'shuo'sha'zi
没听到说,mei'ting'dao'shuo
美蛙鱼头,mei'wa'yu'tou
霉我,mei'wo
梅轩,mei'xuan
美茵河谷,mei'yin'he'gu
妹哟,mei'yo
没有好久,mei'you'hao'jiu
没有撒,mei'you'sa
没有撒子,mei'you'sa'zi
没有塞,mei'you'sai
没有啥子,mei'you'sha'zi
没有耍,mei'you'shua
没有样,mei'you'yang
没有也,mei'you'ye
没有哟,mei'you'yo
没语言了,mei'yu'yan'le
煤院,mei'yuan
没在重庆,mei'zai'chong'qing
没在屋头,mei'zai'wu'tou
没遭,mei'zao
没长醒,mei'zhang'xing
美专,mei'zhuan
媒子,mei'zi
美滋美,mei'zi'mei
没做起,mei'zuo'qi
