阿而胜之,a'er'sheng'zhi
地之不辟者,di'zhi'bu'pi'zhe
地之裁大,di'zhi'cai'da
地之道静,di'zhi'dao'jing
帝之隆也,di'zhi'long'ye
地之生财有时,di'zhi'sheng'cai'you'shi
地之守在城,di'zhi'shou'zai'cheng
地之所归也,di'zhi'suo'gui'ye
地之所生,di'zhi'suo'sheng
地之所载,di'zhi'suo'zai
地之无草木者,di'zhi'wu'cao'mu'zhe
地之血气,di'zhi'xue'qi
地之则也,di'zhi'ze'ye
地之枝也,di'zhi'zhi'ye
地重人载,di'zhong'ren'zai
地主平,di'zhu'ping
嫡子不闻孝,di'zi'bu'wen'xiao
弟子都起来服侍,di'zi'dou'qi'lai'fu'shi
弟子皆起,di'zi'jie'qi
弟子骏作,di'zi'jun'zuo
弟子乃彻,di'zi'nai'che
弟子乃食,di'zi'nai'shi
弟子是则,di'zi'shi'ze
弟子职第五十九,di'zi'zhi'di'wu'shi'jiu
弟子馔馈,di'zi'zhuan'kui
典法,dian'fa
奠之能思,dian'zhi'neng'si
吊祸丧,diao'huo'sang
雕橑然后爨之,diao'lao'ran'hou'cuan'zhi
钓利之君,diao'li'zhi'jun
钓名之人,diao'ming'zhi'ren
雕题,diao'ti
雕琢采,diao'zhuo'cai
定成败,ding'cheng'bai
定而履,ding'er'lv
定方用,ding'fang'yong
定服而勿厌也,ding'fu'er'wu'yan'ye
定府官,ding'fu'guan
定府官之计数,ding'fu'guan'zhi'ji'shu
定国家,ding'guo'jia
定计财,ding'ji'cai
定令于百吏,ding'ling'yu'bai'li
定纶理,ding'lun'li
定民之居,ding'min'zhi'ju
定三革,ding'san'ge
定社稷,ding'she'ji
定社稷而已,ding'she'ji'er'yi
定生处死,ding'sheng'chu'si
定盛衰,ding'sheng'shuai
定什伍口数,ding'shi'wu'kou'shu
定实虚,ding'shi'xu
定死生,ding'si'sheng
定闻知,ding'wen'zhi
定心在中,ding'xin'zai'zhong
定选士,ding'xuan'shi
定依奇,ding'yi'qi
定一至,ding'yi'zhi
定制禄,ding'zhi'lu
定知闻,ding'zhi'wen
定周室,ding'zhou'shi
定宗庙,ding'zong'miao
冬闭,dong'bi
冬闭藏,dong'bi'cang
动必量力,dong'bi'liang'li
动必明,dong'bi'ming
动不见其形,dong'bu'jian'qi'xing
冬藏于后,dong'cang'yu'hou
冬处阳,dong'chu'yang
东存晋公于南,dong'cun'jin'gong'yu'nan
动大水,dong'da'shui
动而无不从,dong'er'wu'bu'cong
东发宋田,dong'fa'song'tian
东方本图,dong'fang'ben'tu
东方副图,dong'fang'fu'tu
东方曰星,dong'fang'yue'xing
东郭邮对曰,dong'guo'you'dui'yue
东郭有狗啀啀,dong'guo'you'gou'ai'ai
东郭邮曰,dong'guo'you'yue
东郭邮至,dong'guo'you'zhi
东海致比目之鱼,dong'hai'zhi'bi'mu'zhi'yu
冬既闭藏,dong'ji'bi'cang
冻解修沟渎,dong'jie'xiu'gou'du
动静不记,dong'jing'bu'ji
动静诡于时变,dong'jing'gui'yu'shi'bian
动静有功,dong'jing'you'gong
动静者比于死,dong'jing'zhe'bi'yu'si
冬雷,dong'lei
动乃有功,dong'nai'you'gong
动诎者比于避,dong'qu'zhe'bi'yu'bi
动人心之悲,dong'ren'xin'zhi'bei
动人意以怨,dong'ren'yi'yi'yuan
东山之西,dong'shan'zhi'xi
动慎十号,dong'shen'shi'hao
栋生桡不胜任则屋覆,dong'sheng'rao'bu'sheng'ren'ze'wu'fu
冬事不过,dong'shi'bu'guo
冬时行堤防,dong'shi'xing'di'fang
冬收五藏,dong'shou'wu'zang
动土功,dong'tu'gong
动威乃可以战胜而守固,dong'wei'nai'ke'yi'zhan'sheng'er'shou'gu
动为善栋,dong'wei'shan'dong
动无非法者,dong'wu'fei'fa'zhe
冬无赋爵赏禄,dong'wu'fu'jue'shang'lu
动信者比于距,dong'xin'zhe'bi'yu'ju
冬行春政则泄,dong'xing'chun'zheng'ze'xie
冬行秋政,dong'xing'qiu'zheng
动于昌,dong'yu'chang
动于故者也,dong'yu'gu'zhe'ye
动与静,dong'yu'jing
动欲威,dong'yu'wei
动则失位,dong'ze'shi'wei
冬者,dong'zhe
冬者李也,dong'zhe'li'ye
冬政不禁则地气不藏,dong'zheng'bu'jin'ze'di'qi'bu'cang
冬之就温焉,dong'zhi'jiu'wen'yan
动之如雷电,dong'zhi'ru'lei'dian
东至于纪随,dong'zhi'yu'ji'sui
动众用兵必为天下政理,dong'zhong'yong'bing'bi'wei'tian'xia'zheng'li
动作必思之,dong'zuo'bi'si'zhi
动作不贰,dong'zuo'bu'er
动作亏,dong'zuo'kui
动作胜之,dong'zuo'sheng'zhi
冬作土功,dong'zuo'tu'gong
动作则事,dong'zuo'ze'shi
动作者比于丑,dong'zuo'zhe'bi'yu'chou
动作庄,dong'zuo'zhuang
斗斛,dou'hu
斗斛也,dou'hu'ye
斗斛一量,dou'hu'yi'liang
都皆有通穷,dou'jie'you'tong'qiong
都皆有掌病,dou'jie'you'zhang'bing
都皆有掌孤,dou'jie'you'zhang'gu
都皆有掌老,dou'jie'you'zhang'lao
都皆有掌媒,dou'jie'you'zhang'mei
都皆有掌养疾,dou'jie'you'zhang'yang'ji
都皆有掌幼,dou'jie'you'zhang'you
斗士食于功,dou'shi'shi'yu'gong
都师未至,dou'shi'wei'zhi
斗死于门中,dou'si'yu'men'zhong
都以春少事作之,dou'yi'chun'shao'shi'zuo'zhi
斗译跽,dou'yi'ji
都以临下,dou'yi'lin'xia
度必明,du'bi'ming
睹丙子火行御,du'bing'zi'huo'xing'yu
独出独入,du'chu'du'ru
独出独入而莫之能止,du'chu'du'ru'er'mo'zhi'neng'zhi
度地第五十七,du'di'di'wu'shi'qi
独断者,du'duan'zhe
毒而无怒,du'er'wu'nu
妒纷生变,du'fen'sheng'bian
睹庚子金行御,du'geng'zi'jin'hang'yu
独国之君,du'guo'zhi'jun
睹甲子木行御,du'jia'zi'mu'xing'yu
度爵而制服,du'jue'er'zhi'fu
独乐其身,du'le'qi'shen
独立而无稽者,du'li'er'wu'ji'zhe
度量不审,du'liang'bu'shen
度量马力,du'liang'ma'li
度量其力,du'liang'qi'li
度量已制又迁之,du'liang'yi'zhi'you'qian'zhi
杜陵九施,du'ling'jiu'shi
督名,du'ming
独明者,du'ming'zhe
杜曲激则跃,du'qu'ji'ze'yue
杜曲则捣毁,du'qu'ze'dao'hui
独任之国,du'ren'zhi'guo
睹壬子水行御,du'ren'zi'shui'xing'yu
都十为霸国,du'shi'wei'ba'guo
杜事之于前,du'shi'zhi'yu'qian
度恕而行也,du'shu'er'xing'ye
度恕者,du'shu'zhe
独水蒙壤,du'shui'meng'rang
渎田悉徙,du'tian'xi'xi
独王之国,du'wang'zhi'guo
睹王子水行御,du'wang'zi'shui'xing'yu
睹戊子土行御,du'wu'zi'tu'xing'yu
独行无敌,du'xing'wu'di
督言正名,du'yan'zheng'ming
度也,du'ye
度义光德,du'yi'guang'de
独用其力,du'yong'qi'li
独则明,du'ze'ming
度之不可测也,du'zhi'bu'ke'ce'ye
度之不以短长,du'zhi'bu'yi'duan'chang
度之于己也,du'zhi'yu'ji'ye
独自为也,du'zi'wei'ye
短兵待远矢,duan'bing'dai'yuan'shi
断方井田之数,duan'fang'jing'tian'zhi'shu
断器尚完利,duan'qi'shang'wan'li
端悫以待时使,duan'que'yi'dai'shi'shi
断事不以参伍,duan'shi'bu'yi'can'wu
断事以理,duan'shi'yi'li
断首满稽,duan'shou'man'ji
端险阻,duan'xian'zu
断刑致罚,duan'xing'zhi'fa
短亦正,duan'yi'zheng
断狱,duan'yu
断斩虽多,duan'zhan'sui'duo
短者续之,duan'zhe'xu'zhi
端政象不敢以先人,duan'zheng'xiang'bu'gan'yi'xian'ren
断足满稽,duan'zu'man'ji
对客无让,dui'ke'wu'rang
对曰,dui'yue
沌沌乎博而圜,dun'dun'hu'bo'er'huan
敦敬忠信,dun'jing'zhong'xin
敦懞纯固,dun'meng'chun'gu
敦懞以固,dun'meng'yi'gu
遁上而遁民者,dun'shang'er'dun'min'zhe
顿卒怠倦以辱之,dun'zu'dai'juan'yi'ru'zhi
多白实,duo'bai'shi
多备规轴,duo'bei'gui'zhou
多备规轴者,duo'bei'gui'zhou'zhe
夺柄失位,duo'bing'shi'wei
多长者也,duo'chang'zhe'ye
多兑道以为上,duo'dui'dao'yi'wei'shang
多见,duo'jian
多酒醴而靡,duo'jiu'li'er'mi
多桔,duo'ju
夺民财,duo'min'cai
多内则富,duo'nei'ze'fu
堕倪,duo'ni
多其门户,duo'qi'men'hu
多其资粮,duo'qi'zi'liang
多少也,duo'shao'ye
多赦者也,duo'she'zhe'ye
多士者,duo'shi'zhe
多所恶也,duo'suo'e'ye
夺吾纠也,duo'wu'jiu'ye
多贤可云,duo'xian'ke'yun
多小信,duo'xiao'xin
多言而不当,duo'yan'er'bu'dang
多衣衾,duo'yi'qin
多营于物,duo'ying'yu'wu
夺余满,duo'yu'man
多造钟鼓,duo'zao'zhong'gu
多则昏,duo'ze'hun
多诈伪无情实,duo'zha'wei'wu'qing'shi
夺之食,duo'zhi'shi
多忠少欲,duo'zhong'shao'yu
多轴偷幸,duo'zhou'tou'xing
恶不失其理,e'bu'shi'qi'li
恶得伐不得,e'de'fa'bu'de
恶得伐不服,e'de'fa'bu'fu
愕愕者不以天下为忧,e'e'zhe'bu'yi'tian'xia'wei'you
恶废民于生谷也,e'fei'min'yu'sheng'gu'ye
恶金以铸斤,e'jin'yi'zhu'jin
恶气迎人,e'qi'ying'ren
恶人不私罚也,e'ren'bu'si'fa'ye
恶人而私罚之,e'ren'er'si'fa'zhi
恶言出于口,e'yan'chu'yu'kou
讹言于外者,e'yan'yu'wai'zhe
恶也者,e'ye'zhe
恶音与声,e'yin'yu'sheng
恶则恶矣,e'ze'e'yi
恶者美之充也,e'zhe'mei'zhi'chong'ye
恶之无刑,e'zhi'wu'xing
遏之以绝其志意,e'zhi'yi'jue'qi'zhi'yi
恶之有刑,e'zhi'you'xing
而爱于粟米货财也,er'ai'yu'su'mi'huo'cai'ye
而安国有四固,er'an'guo'you'si'gu
而安危异焉,er'an'wei'yi'yan
而安召我居,er'an'zhao'wo'ju
而罢至乐,er'ba'zhi'le
而百马伐之,er'bai'ma'fa'zhi
而百姓定矣,er'bai'xing'ding'yi
而百姓可御,er'bai'xing'ke'yu
而百姓肃给,er'bai'xing'su'gei
而百姓无死虏之患,er'bai'xing'wu'si'lu'zhi'huan
而暴人止,er'bao'ren'zhi
而备讯唉,er'bei'xun'ai
而便辟制威,er'bian'pi'zhi'wei
而遍知天下无敌,er'bian'zhi'tian'xia'wu'di
而兵出乎境,er'bing'chu'hu'jing
而兵法治也,er'bing'fa'zhi'ye
而兵乃胜,er'bing'nai'sheng
而不遍知天下,er'bu'bian'zhi'tian'xia
而不并兼,er'bu'bing'jian
而不鼎馈,er'bu'ding'kui
而不伐其功,er'bu'fa'qi'gong
而不好加名于人,er'bu'hao'jia'ming'yu'ren
而不计见弃,er'bu'ji'jian'qi
而不计失百姓,er'bu'ji'shi'bai'xing
而不计失诸侯,er'bu'ji'shi'zhu'hou
而不疾怨,er'bu'ji'yuan
而不久常有危殆矣,er'bu'jiu'chang'you'wei'dai'yi
而不可不理也,er'bu'ke'bu'li'ye
而不克其罪,er'bu'ke'qi'zui
而不可以广举,er'bu'ke'yi'guang'ju
而不明于机数,er'bu'ming'yu'ji'shu
而不明于胜敌国之理,er'bu'ming'yu'sheng'di'guo'zhi'li
而不明于为兵之数,er'bu'ming'yu'wei'bing'zhi'shu
而不明正天下之分,er'bu'ming'zheng'tian'xia'zhi'fen
而不能为多寡,er'bu'neng'wei'duo'gua
而不能以国诎,er'bu'neng'yi'guo'qu
而不能以信默臣闻之,er'bu'neng'yi'xin'mo'chen'wen'zhi
而不能以足息,er'bu'neng'yi'zu'xi
而不逆于本朝之事者,er'bu'ni'yu'ben'chao'zhi'shi'zhe
而不任国,er'bu'ren'guo
而不任国也,er'bu'ren'guo'ye
而不任圣人之智,er'bu'ren'sheng'ren'zhi'zhi
而不忍于刑,er'bu'ren'yu'xing
而不任众人之力,er'bu'ren'zhong'ren'zhi'li
而不失其时,er'bu'shi'qi'shi
而不听正谏,er'bu'ting'zheng'jian
而不忘为,er'bu'wang'wei
而不为官工者,er'bu'wei'guan'gong'zhe
而不为官贾者,er'bu'wei'guan'jia'zhe
而不为君臣者,er'bu'wei'jun'chen'zhe
耳不闻声,er'bu'wen'sheng
而不务得人,er'bu'wu'de'ren
而不务耕耘,er'bu'wu'geng'yun
而不言其外,er'bu'yan'qi'wai
而不言其中,er'bu'yan'qi'zhong
而不言智能聪明,er'bu'yan'zhi'neng'cong'ming
而不以官为务,er'bu'yi'guan'wei'wu
而不以其国造难生患,er'bu'yi'qi'guo'zao'nan'sheng'huan
而不以私防者也,er'bu'yi'si'fang'zhe'ye
而不以言先之,er'bu'yi'yan'xian'zhi
而不因圣人之虑,er'bu'yin'sheng'ren'zhi'lv
而不因众人之力,er'bu'yin'zhong'ren'zhi'li
而不语我其恶,er'bu'yu'wo'qi'e
而不正也,er'bu'zheng'ye
而不自与焉,er'bu'zi'yu'yan
而不自知也,er'bu'zi'zhi'ye
而财无敌,er'cai'wu'di
而藏其兵,er'cang'qi'bing
耳常五声,er'chang'wu'sheng
而臣事君,er'chen'shi'jun
而臣主之道毕矣,er'chen'zhu'zhi'dao'bi'yi
而乘车之会六,er'cheng'che'zhi'hui'liu
而侈俭之国可知也,er'chi'jian'zhi'guo'ke'zhi'ye
而楚不敢隳也,er'chu'bu'gan'hui'ye
而楚不敢塞也,er'chu'bu'gan'sai'ye
而存亡之国可知也,er'cun'wang'zhi'guo'ke'zhi'ye
而大斩伐伤,er'da'zhan'fa'shang
而大夫不进,er'dai'fu'bu'jin
而待之以法,er'dai'zhi'yi'fa
而党必多,er'dang'bi'duo
而刀可以莫铁,er'dao'ke'yi'mo'tie
而道其所闻,er'dao'qi'suo'wen
而道天地之常,er'dao'tian'di'zhi'chang
而德义之所见远,er'de'yi'zhi'suo'jian'yuan
而德营九军之亲,er'de'ying'jiu'jun'zhi'qin
而得尊位,er'de'zun'wei
而登山神见,er'deng'shan'shen'jian
而敌不敢校也,er'di'bu'gan'xiao'ye
而敌国不畏其彊,er'di'guo'bu'wei'qi'jiang
而雕卵然后瀹之,er'diao'luan'ran'hou'yue'zhi
而动静不过,er'dong'jing'bu'guo
而独害之,er'du'hai'zhi
而独利之,er'du'li'zhi
而度量不生于其间,er'du'liang'bu'sheng'yu'qi'jian
而督其成事,er'du'qi'cheng'shi
而二君弑死,er'er'jun'shi'si
而伐不谓贪者,er'fa'bu'wei'tan'zhe
而发出节时,er'fa'chu'jie'shi
而发于勤劳,er'fa'yu'qin'lao
而发于众心之所聚,er'fa'yu'zhong'xin'zhi'suo'ju
而罚之,er'fa'zhi
而反害伤之,er'fan'hai'shang'zhi
而妨于教也,er'fang'yu'jiao'ye
而废吾所立,er'fei'wu'suo'li
而非以奉其主也,er'fei'yi'feng'qi'zhu'ye
而非有故盖积也,er'fei'you'gu'gai'ji'ye
而诽者不能退也,er'fei'zhe'bu'neng'tui'ye
而封于宋,er'feng'yu'song
而夫妇尽归亲于上矣,er'fu'fu'jin'gui'qin'yu'shang'yi
而富国有五事,er'fu'guo'you'wu'shi
而复合为一体,er'fu'he'wei'yi'ti
而夫人不敢以燕以飨庙,er'fu'ren'bu'gan'yi'yan'yi'xiang'miao
而富未必强也,er'fu'wei'bi'qiang'ye
而复畏强,er'fu'wei'qiang
而服习无敌,er'fu'xi'wu'di
而复于其所,er'fu'yu'qi'suo
而斧钺不上因,er'fu'yue'bu'shang'yin
而高自错者,er'gao'zi'cuo'zhe
而各终其性命者也,er'ge'zhong'qi'xing'ming'zhe'ye
而工不盖天下,er'gong'bu'gai'tian'xia
而公法日损,er'gong'fa'ri'sun
而工无敌,er'gong'wu'di
而工以雕文刻镂相稚也,er'gong'yi'diao'wen'ke'lou'xiang'zhi'ye
而功泽不加,er'gong'ze'bu'jia
而沟防省,er'gou'fang'sheng
而固其所守,er'gu'qi'suo'shou
而姑姊有不嫁者,er'gu'zi'you'bu'jia'zhe
而官论其德能而待之,er'guan'lun'qi'de'neng'er'dai'zhi
而官胜其任,er'guan'sheng'qi'ren
而观物所载,er'guan'wu'suo'zai
而官职政治,er'guan'zhi'zheng'zhi
而官诸生之职者也,er'guan'zhu'sheng'zhi'zhi'zhe'ye
而管子以之,er'guan'zi'yi'zhi
而管子则之,er'guan'zi'ze'zhi
耳贵聪,er'gui'cong
而贵义与德,er'gui'yi'yu'de
而国不乱者,er'guo'bu'luan'zhe
而国都立矣,er'guo'du'li'yi
而国家不治,er'guo'jia'bu'zhi
而国乃可图也,er'guo'nai'ke'tu'ye
而国乃重,er'guo'nai'zhong
而国权大倾,er'guo'quan'da'qing
而国未尝乏于胜任之士,er'guo'wei'chang'fa'yu'sheng'ren'zhi'shi
而国无常法也,er'guo'wu'chang'fa'ye
而还山集谷,er'hai'shan'ji'gu
而害于疏远,er'hai'yu'shu'yuan
而还与众人同道,er'hai'yu'zhong'ren'tong'dao
而好恶不同,er'hao'e'bu'tong
而好加名于人,er'hao'jia'ming'yu'ren
而好结小信,er'hao'jie'xiao'xin
而好矜人以丽,er'hao'jin'ren'yi'li
而好立小信,er'hao'li'xiao'xin
而好洒人之恶,er'hao'sa'ren'zhi'e
而好行私,er'hao'xing'si
而好以其国后,er'hao'yi'qi'guo'hou
而好以其国造难生患,er'hao'yi'qi'guo'zao'nan'sheng'huan
而衡不能为之轻重其量也,er'heng'bu'neng'wei'zhi'qing'zhong'qi'liang'ye
而后必有废也,er'hou'bi'you'fei'ye
而后必有害也,er'hou'bi'you'hai'ye
而后发为九窍,er'hou'fa'wei'jiu'qiao
而后家事成,er'hou'jia'shi'cheng
而后可以恶竟外之不善者,er'hou'ke'yi'e'jing'wai'zhi'bu'shan'zhe
而后可以废慢法鄙贱之民,er'hou'ke'yi'fei'man'fa'bi'jian'zhi'min
而后可以危救敌之国,er'hou'ke'yi'wei'jiu'di'zhi'guo
而后可以为天下王,er'hou'ke'yi'wei'tian'xia'wang
而后可以诛大国之不道者,er'hou'ke'yi'zhu'da'guo'zhi'bu'dao'zhe
而后能为之,er'hou'neng'wei'zhi
而后能诛暴禁非,er'hou'neng'zhu'bao'jin'fei
而后生肉,er'hou'sheng'rou
而后使焉,er'hou'shi'yan
而后天下治,er'hou'tian'xia'zhi
而后退,er'hou'tui
而后知货之有余,er'hou'zhi'huo'zhi'you'yu
而后止矣,er'hou'zhi'yi
而后知之,er'hou'zhi'zhi
而患不独生,er'huan'bu'du'sheng
而桓公不使也,er'huan'gong'bu'shi'ye
而毁誉之言起,er'hui'yu'zhi'yan'qi
而祸避于万里之外,er'huo'bi'yu'wan'li'zhi'wai
二戟,er'ji
而饥饱之国可以知也,er'ji'bao'zhi'guo'ke'yi'zhi'ye
而饥饱之国可知也,er'ji'bao'zhi'guo'ke'zhi'ye
而己得所欲也,er'ji'de'suo'yu'ye
而积劳之人不怀其禄,er'ji'lao'zhi'ren'bu'huai'qi'lu
而计其意,er'ji'qi'yi
而稽之以度,er'ji'zhi'yi'du
而甲兵强,er'jia'bing'qiang
耳加聪而视加明,er'jia'cong'er'shi'jia'ming
而坚守之,er'jian'shou'zhi
而荐之祖庙与五祀,er'jian'zhi'zu'miao'yu'wu'si
而彊弱之国可知也,er'jiang'ruo'zhi'guo'ke'zhi'ye
而教不盖天下,er'jiao'bu'gai'tian'xia
而教以劳,er'jiao'yi'lao
而教以死,er'jiao'yi'si
而近有德而远有色,er'jin'you'de'er'yuan'you'se
而谨知吉凶,er'jin'zhi'ji'xiong
而九窍五虑出焉,er'jiu'qiao'wu'lv'chu'yan
而九夷始听,er'jiu'yi'shi'ting
而聚立者无郁怨之心,er'ju'li'zhe'wu'yu'yuan'zhi'xin
而军财在敌,er'jun'cai'zai'di
而君臣相上下相亲,er'jun'chen'xiang'shang'xia'xiang'qin
而君独甚,er'jun'du'shen
而君发其明府之法瑞以稽之,er'jun'fa'qi'ming'fu'zhi'fa'rui'yi'ji'zhi
而君父不智也,er'jun'fu'bu'zhi'ye
二君将改图,er'jun'jiang'gai'tu
而君在危殆之中矣,er'jun'zai'wei'dai'zhi'zhong'yi
而君之不救也,er'jun'zhi'bu'jiu'ye
而可安以德,er'ke'an'yi'de
而可以鞭棰使也,er'ke'yi'bian'chui'shi'ye
而可以得存者,er'ke'yi'de'cun'zhe
而可以得富者,er'ke'yi'de'fu'zhe
而可以得免者,er'ke'yi'de'mian'zhe
而可以为劳于下,er'ke'yi'wei'lao'yu'xia
而可迎以音,er'ke'ying'yi'yin
而可与乐成功,er'ke'yu'le'cheng'gong
而苦其力,er'ku'qi'li
而况君乎,er'kuang'jun'hu
而况其功,er'kuang'qi'gong
而况愉乐音声之化乎,er'kuang'yu'le'yin'sheng'zhi'hua'hu
而力不能两也,er'li'bu'neng'liang'ye
而力伐四邻,er'li'fa'si'lin
而立公孙无知也,er'li'gong'sun'wu'zhi'ye
而利农事,er'li'nong'shi
而礼孝弟,er'li'xiao'di
而立于不能,er'li'yu'bu'neng
而廉洁之吏失其治,er'lian'jie'zhi'li'shi'qi'zhi
而怜小白之无母也,er'lian'xiao'bai'zhi'wu'mu'ye
而令可行也,er'ling'ke'xing'ye
而令乃行,er'ling'nai'xing
而令行乎天下,er'ling'xing'hu'tian'xia
而囹圄虽实,er'ling'yu'sui'shi
而令于遇上曰,er'ling'yu'yu'shang'yue
而令曰,er'ling'yue
而流入于海者,er'liu'ru'yu'hai'zhe
而乱国常贫,er'luan'guo'chang'pin
而论可与不可者在下,er'lun'ke'yu'bu'ke'zhe'zai'xia
而履大方,er'lv'da'fang
而美为皮弊,er'mei'wei'pi'bi
而庙堂既修,er'miao'tang'ji'xiu
而民不恶也,er'min'bu'e'ye
而民不疾也,er'min'bu'ji'ye
而民不慕也,er'min'bu'mu'ye
而民不杀智运谋而杂橐刃焉,er'min'bu'sha'zhi'yun'mou'er'za'tuo'ren'yan
而民不为,er'min'bu'wei
而民不幸生矣,er'min'bu'xing'sheng'yi
而民不知,er'min'bu'zhi
而民不足于备用者,er'min'bu'zu'yu'bei'yong'zhe
而民功百倍矣,er'min'gong'bai'bei'yi
而民归之如流水,er'min'gui'zhi'ru'liu'shui
而民归之矣,er'min'gui'zhi'yi
而民怀乐之,er'min'huai'le'zhi
而民可富,er'min'ke'fu
而民可使居治,er'min'ke'shi'ju'zhi
而民可使亲,er'min'ke'shi'qin
而民可使治,er'min'ke'shi'zhi
而民莫遗其亲者,er'min'mo'yi'qi'qin'zhe
而民乃用,er'min'nai'yong
而民期然后,er'min'qi'ran'hou
而民亲矣,er'min'qin'yi
而民师之,er'min'shi'zhi
而民毋过命,er'min'wu'guo'ming
而民毋可与虑害己者,er'min'wu'ke'yu'lv'hai'ji'zhe
而民无其民也,er'min'wu'qi'min'ye
而民游世矣,er'min'you'shi'yi
而民则之,er'min'ze'zhi
而民自富,er'min'zi'fu
而民自尽,er'min'zi'jin
而民自美安,er'min'zi'mei'an
而明君者,er'ming'jun'zhe
而名利并至者,er'ming'li'bing'zhi'zhe
而名绳焉,er'ming'sheng'yan
而名为明君者,er'ming'wei'ming'jun'zhe
而明于机数无敌,er'ming'yu'ji'shu'wu'di
而明主鸿鹄有之,er'ming'zhu'hong'hu'you'zhi
而莫相德也,er'mo'xiang'de'ye
而谋有功者五,er'mou'you'gong'zhe'wu
耳目不淫,er'mu'bu'yin
耳目聪明,er'mu'cong'ming
耳目端,er'mu'duan
耳目穀,er'mu'gu
耳目欲端,er'mu'yu'duan
耳目者,er'mu'zhe
耳目之所好谄心,er'mu'zhi'suo'hao'chan'xin
耳目之制也,er'mu'zhi'zhi'ye
而内有谗谋,er'nei'you'chan'mou
而能备官者,er'neng'bei'guan'zhe
而能必胜敌国者,er'neng'bi'sheng'di'guo'zhe
而能济功名者,er'neng'ji'gong'ming'zhe
而能彊其兵者,er'neng'jiang'qi'bing'zhe
而能寿者,er'neng'shou'zhe
而能正天下者,er'neng'zheng'tian'xia'zhe
二年,er'nian
而农夫修其功力极,er'nong'fu'xiu'qi'gong'li'ji
而女以美衣锦绣綦组相稚也,er'nv'yi'mei'yi'jin'xiu'qi'zu'xiang'zhi'ye
而蓬蒿藜藋并兴,er'peng'hao'li'diao'bing'xing
而蓬蒿藜莠茂,er'peng'hao'li'you'mao
而贫富之国可知也,er'pin'fu'zhi'guo'ke'zhi'ye
而器不盖天下,er'qi'bu'gai'tian'xia
二器成,er'qi'cheng
而骑寇始服,er'qi'kou'shi'fu
而器无敌,er'qi'wu'di
而器械不功,er'qi'xie'bu'gong
二七一十四尺而至于泉,er'qi'yi'shi'si'chi'er'zhi'yu'quan
而齐之使至,er'qi'zhi'shi'zhi
而前付其身,er'qian'fu'qi'shen
二千里之内,er'qian'li'zhi'nei
二千里之外,er'qian'li'zhi'wai
而强未必胜也,er'qiang'wei'bi'sheng'ye
而巧官以谄上,er'qiao'guan'yi'chan'shang
而窃盗者起,er'qie'dao'zhe'qi
而秦戎始从,er'qin'rong'shi'cong
而情不能等,er'qing'bu'neng'deng
而轻赋敛,er'qing'fu'lian
而轻其末用,er'qing'qi'mo'yong
而轻四境之守,er'qing'si'jing'zhi'shou
而求霸诸侯,er'qiu'ba'zhu'hou
而求百姓之安难,er'qiu'bai'xing'zhi'an'nan
而求百姓之行大耻,er'qiu'bai'xing'zhi'xing'da'chi
而求百姓之行大礼,er'qiu'bai'xing'zhi'xing'da'li
而求百姓之行大廉,er'qiu'bai'xing'zhi'xing'da'lian
而求百姓之行大义,er'qiu'bai'xing'zhi'xing'da'yi
而求百姓之尊主政令,er'qiu'bai'xing'zhi'zun'zhu'zheng'ling
而求兵之必胜,er'qiu'bing'zhi'bi'sheng
而求大邪之无伤国,er'qiu'da'xie'zhi'wu'shang'guo
而求敌之勿谋己,er'qiu'di'zhi'wu'mou'ji
而求废兵,er'qiu'fei'bing
而求国之重,er'qiu'guo'zhi'zhong
而求令之行,er'qiu'ling'zhi'xing
而求民之必用,er'qiu'min'zhi'bi'yong
而求其所不见之为之化,er'qiu'qi'suo'bu'jian'zhi'wei'zhi'hua
而求权之无轻,er'qiu'quan'zhi'wu'qing
而求上之毋危,er'qiu'shang'zhi'wu'wei
而求田野之辟,er'qiu'tian'ye'zhi'pi
而求王天下,er'qiu'wang'tian'xia
而求下之亲上,er'qiu'xia'zhi'qin'shang
而求以智,er'qiu'yi'zhi
而求宗庙社稷之无危,er'qiu'zong'miao'she'ji'zhi'wu'wei
而群臣必通外请谒,er'qun'chen'bi'tong'wai'qing'ye
而人不能固,er'ren'bu'neng'gu
而人不怨者,er'ren'bu'yuan'zhe
而人君听之,er'ren'jun'ting'zhi
而人君之欲无穷,er'ren'jun'zhi'yu'wu'qiong
而任圣人之智,er'ren'sheng'ren'zhi'zhi
而任之轻重有制,er'ren'zhi'qing'zhong'you'zhi
而任众人之力,er'ren'zhong'ren'zhi'li
而人主毋所匿其情矣,er'ren'zhu'wu'suo'ni'qi'qing'yi
二日,er'ri
二日一问,er'ri'yi'wen
而戎士冻饥,er'rong'shi'dong'ji
而蝚蝯饮焉,er'rou'yuan'yin'yan
二三大夫者,er'san'dai'fu'zhe
二三而求令之必行,er'san'er'qiu'ling'zhi'bi'xing
而善人举,er'shan'ren'ju
而善下通于民,er'shan'xia'tong'yu'min
而上薄敛焉,er'shang'bo'lian'yan
而上不调淫,er'shang'bu'tiao'yin
而赏从之,er'shang'cong'zhi
而上急刑焉,er'shang'ji'xing'yan
而上举事不时,er'shang'ju'shi'bu'shi
而上宽刑焉,er'shang'kuan'xing'yan
而上令难行,er'shang'ling'nan'xing
