艾封人之子也,ai'feng'ren'zhi'zi'ye
号天而哭之,hao'tian'er'ku'zhi
好恶者,hao'wu'zhe
号物之数谓之万,hao'wu'zhi'shu'wei'zhi'wan
号曰,hao'yue
好知,hao'zhi
好之不厌,hao'zhi'bu'yan
河伯曰,he'bo'yue
何不号于国中曰,he'bu'hao'yu'guo'zhong'yue
何不虑以为大樽而浮乎江湖,he'bu'lv'yi'wei'da'zun'er'fu'hu'jiang'hu
何不树之于无何有之乡,he'bu'shu'zhi'yu'wu'he'you'zhi'xiang
何不为乎,he'bu'wei'hu
盍不为行,he'bu'wei'xing
阖不亦问是已,he'bu'yi'wen'shi'yi
和不欲出,he'bu'yu'chu
曷尝不法圣人哉,he'chang'bu'fa'sheng'ren'zai
曷常出乎众哉,he'chang'chu'hu'zhong'zai
阖尝舍之,he'chang'she'zhi
何处何服则安道,he'chu'he'fu'ze'an'dao
何从何道则得道,he'cong'he'dao'ze'de'dao
何从至此哉,he'cong'zhi'ci'zai
和而不唱,he'er'bu'chang
合而成体,he'er'cheng'ti
何夫子之娱也,he'fu'zi'zhi'yu'ye
荷甘日中,he'gan'ri'zhong
荷甘与神农同学于老龙吉,he'gan'yu'shen'nong'tong'xue'yu'lao'long'ji
荷甘与神农学于老龙吉,he'gan'yu'shen'nong'xue'yu'lao'long'ji
何故若是,he'gu'ruo'shi
何故也,he'gu'ye
何贵何贱,he'gui'he'jian
河汉冱而不能寒,he'han'hu'er'bu'neng'han
赫赫发乎地,he'he'fa'hu'di
合乎大同,he'hu'da'tong
合乎德,he'hu'de
阖户昼瞑,he'hu'zhou'ming
合喙鸣,he'hui'ming
何及矣,he'ji'yi
鹤胫虽长,he'jing'sui'chang
鹤胫有所节,he'jing'you'suo'jie
何居乎,he'ju'hu
何可胜言,he'ke'sheng'yan
何可易邪,he'ke'yi'xie
合譬饰辞聚众也,he'pi'shi'ci'ju'zhong'ye
合其德,he'qi'de
何其无特操与,he'qi'wu'te'cao'yu
何其下邪,he'qi'xia'xie
合气于漠,he'qi'yu'mo
何其愈甚邪,he'qi'yu'shen'xie
何其愈下邪,he'qi'yu'xia'xie
何如德之衰也,he'ru'de'zhi'shuai'ye
何少何多,he'shao'he'duo
何适而无有道邪,he'shi'er'wu'you'dao'xie
合十姓百名而为风俗也,he'shi'xing'bai'ming'er'wei'feng'su'ye
何术之有,he'shu'zhi'you
何思何虑则知道,he'si'he'lv'ze'zhi'dao
阖四竟之内,he'si'jing'zhi'nei
核太至,he'tai'zhi
合同异,he'tong'yi
何谓,he'wei
何为不仁,he'wei'bu'ren
何谓才全,he'wei'cai'quan
何谓道,he'wei'dao
何谓德不形,he'wei'de'bu'xing
何为而不得,he'wei'er'bu'de
何谓和之以天倪,he'wei'he'zhi'yi'tian'ni
何为乎,he'wei'hu
何谓丘里之言,he'wei'qiu'li'zhi'yan
何谓人,he'wei'ren
何谓仁义,he'wei'ren'yi
何谓人与天一邪,he'wei'ren'yu'tian'yi'xie
何谓少乎,he'wei'shao'hu
何谓始乎故,he'wei'shi'hu'gu
何谓天,he'wei'tian
何谓无始而非卒,he'wei'wu'shi'er'fei'zu
何谓无受人益难,he'wei'wu'shou'ren'yi'nan
何谓邪,he'wei'xie
何谓也,he'wei'ye
何为者邪,he'wei'zhe'xie
何谓真人,he'wei'zhen'ren
何谓坐忘,he'wei'zuo'wang
何问之不豫也,he'wen'zhi'bu'yu'ye
何暇至乎人贵人贱哉,he'xia'zhi'hu'ren'gui'ren'jian'zai
何暇至于暴人之所行,he'xia'zhi'yu'bao'ren'zhi'suo'hang
何暇至于悦生而恶死,he'xia'zhi'yu'yue'sheng'er'e'si
何先生之惫邪,he'xian'sheng'zhi'bei'xie
何邪,he'xie
赫胥氏,he'xu'shi
何言邪,he'yan'xie
何言哉,he'yan'zai
何耶,he'ye
何也,he'ye
和也,he'ye
河也有损焉,he'ye'you'sun'yan
和以天倪,he'yi'tian'ni
褐以为塞,he'yi'wei'sai
何以谓之人,he'yi'wei'zhi'ren
合异以为同,he'yi'yi'wei'tong
何以有其身,he'yi'you'qi'shen
何以知其然邪,he'yi'zhi'qi'ran'xie
何与,he'yu
合于桑林之舞,he'yu'sang'lin'zhi'wu
合于天伦,he'yu'tian'lun
何哉,he'zai
合则成体,he'ze'cheng'ti
合则离,he'ze'li
何之苦也,he'zhi'ku'ye
和之以天倪,he'zhi'yi'tian'ni
和之至也,he'zhi'zhi'ye
何作为报也,he'zuo'wei'bao'ye
黑白之朴,hei'bai'zhi'pu
黑色而髯,hei'se'er'ran
横说之则以诗,heng'shuo'zhi'ze'yi'shi
横行天下,heng'xing'tian'xia
鸿蒙方将拊脾雀跃而游,hong'meng'fang'jiang'fu'pi'que'yue'er'you
鸿蒙拊脾雀跃不辍,hong'meng'fu'pi'que'yue'bu'chuo
鸿蒙拊脾雀跃掉头曰,hong'meng'fu'pi'que'yue'diao'tou'yue
鸿蒙仰而视云将曰,hong'meng'yang'er'shi'yun'jiang'yue
鸿蒙曰,hong'meng'yue
后仕,hou'shi
后世其人与人相食与,hou'shi'qi'ren'yu'ren'xiang'shi'yu
后世之乱自此始矣,hou'shi'zhi'luan'zi'ci'shi'yi
侯王之佐与,hou'wang'zhi'zuo'yu
后之伐桀也谋乎我,hou'zhi'fa'jie'ye'mou'hu'wo
后之为人,hou'zhi'wei'ren
后之为人也,hou'zhi'wei'ren'ye
后之以发,hou'zhi'yi'fa
后重前轻,hou'zhong'qian'qing
斛不敢入于四竟,hu'bu'gan'ru'yu'si'jing
胡不仕乎,hu'bu'shi'hu
胡不直使彼以死生为一条,hu'bu'zhi'shi'bi'yi'si'sheng'wei'yi'tiao
乎淳备哉,hu'chun'bei'zai
乎大哉,hu'da'zai
胡蝶胥也化而为虫,hu'die'xu'ye'hua'er'wei'chong
胡蝶之梦为周与,hu'die'zhi'meng'wei'zhou'yu
户而入,hu'er'ru
乎耕而不顾,hu'geng'er'bu'gu
乎归矣,hu'gui'yi
乎进我色也,hu'jin'wo'se'ye
胡可得而必乎哉,hu'ke'de'er'bi'hu'zai
虎狼,hu'lang
户内之烦壤,hu'nei'zhi'fan'rang
乎其清也,hu'qi'qing'ye
乎其未可制也,hu'qi'wei'ke'zhi'ye
忽然出,hu'ran'chu
忽然而已,hu'ran'er'yi
忽然无异骐骥之驰过隙也,hu'ran'wu'yi'qi'ji'zhi'chi'guo'xi'ye
乎人者,hu'ren'zhe
笏绅修以约其外,hu'shen'xiu'yi'yue'qi'wai
乎忘其言也,hu'wang'qi'yan'ye
呼我马也而谓之马,hu'wo'ma'ye'er'wei'zhi'ma
呼吸,hu'xi
乎泽若蕉,hu'ze'ruo'jiao
虎之与人异类,hu'zhi'yu'ren'yi'lei
壶子曰,hu'zi'yue
化贷万物而民弗恃,hua'dai'wan'wu'er'min'fu'shi
画地而趋,hua'di'er'qu
化而为鸟,hua'er'wei'niao
华封人曰,hua'feng'ren'yue
滑稽后车,hua'ji'hou'che
滑介叔曰,hua'jie'shu'yue
化其万物而不知其禅之者,hua'qi'wan'wu'er'bu'zhi'qi'chan'zhi'zhe
化声之相待,hua'sheng'zhi'xiang'dai
化育万物,hua'yu'wan'wu
滑欲于俗思,hua'yu'yu'su'si
化则无常也,hua'ze'wu'chang'ye
华子闻而丑之,hua'zi'wen'er'chou'zhi
环堵之室,huan'du'zhi'shi
桓公,huan'gong
桓公读书于堂上,huan'gong'du'shu'yu'tang'shang
桓公说之,huan'gong'shuo'zhi
桓公田于泽,huan'gong'tian'yu'ze
桓公问之曰,huan'gong'wen'zhi'yue
桓公曰,huan'gong'yue
缓急相摩,huan'ji'xiang'mo
缓佩,huan'pei
患其无用,huan'qi'wu'yong
萑苇蒹葭始萌,huan'wei'jian'jia'shi'meng
还乡而立,huan'xiang'er'li
黄帝不得友,huang'di'bu'de'you
黄帝得之,huang'di'dei'zhi
黄帝将见大隗乎具茨之山,huang'di'jiang'jian'da'wei'hu'ju'ci'zhi'shan
黄帝立为天子十九年,huang'di'li'wei'tian'zi'shi'jiu'nian
黄帝尚不能全德,huang'di'shang'bu'neng'quan'de
黄帝始为天下,huang'di'shi'wei'tian'xia
黄帝顺下风膝行而进,huang'di'shun'xia'feng'xi'xing'er'jin
黄帝退,huang'di'tui
黄帝游乎赤水之北,huang'di'you'hu'chi'shui'zhi'bei
黄帝又问,huang'di'you'wen
黄帝曰,huang'di'yue
黄帝再拜稽首,huang'di'zai'bai'qi'shou
黄帝再拜稽首曰,huang'di'zai'bai'qi'shou'yue
黄帝之道,huang'di'zhi'dao
黄帝之法则也,huang'di'zhi'fa'ze'ye
黄帝之圃,huang'di'zhi'pu
黄帝之所休,huang'di'zhi'suo'xiu
黄帝之亡其知,huang'di'zhi'wang'qi'zhi
黄帝之治天下,huang'di'zhi'zhi'tian'xia
黄泉而登大皇,huang'quan'er'deng'da'huang
皇子曰,huang'zi'yue
回不愿仕,hui'bu'yuan'shi
回尝闻之夫子曰,hui'chang'wen'zhi'fu'zi'yue
回尝闻诸夫子曰,hui'chang'wen'zhu'fu'zi'yue
挥斥八极,hui'chi'ba'ji
会撮指天,hui'cuo'zhi'tian
毁道德以为仁义,hui'dao'de'yi'wei'ren'yi
回东之齐,hui'dong'zhi'qi
回敢问其游,hui'gan'wen'qi'you
蟪蛄不知春秋,hui'gu'bu'zhi'chun'qiu
恢诡谲怪,hui'gui'jue'guai
恢恢乎其于游刃必有余地矣,hui'hui'hu'qi'yu'you'ren'bi'you'yu'di'yi
毁绝钩绳而弃规矩,hui'jue'gou'sheng'er'qi'gui'ju
喙鸣合,hui'ming'he
回忘礼乐矣,hui'wang'li'yue'yi
回忘仁义矣,hui'wang'ren'yi'yi
回闻卫君,hui'wen'wei'jun
毁也,hui'ye
回壹怪之,hui'yi'guai'zhi
惠以欢为,hui'yi'huan'wei
回亦言道也,hui'yi'yan'dao'ye
回益矣,hui'yi'yi
回有郭外之田五十亩,hui'you'guo'wai'zhi'tian'wu'shi'mu
毁誉,hui'yu
会于仁而不恃,hui'yu'ren'er'bu'shi
回曰,hui'yue
回之家贫,hui'zhi'jia'pin
回之未始得使,hui'zhi'wei'shi'dei'shi
惠之闻之,hui'zhi'wen'zhi
回之意,hui'zhi'yi
惠子吊之,hui'zi'diao'zhi
惠子见,hui'zi'jian
惠子谓庄子曰,hui'zi'wei'zhuang'zi'yue
惠子相梁,hui'zi'xiang'liang
惠子曰,hui'zi'yue
惠子之据梧也,hui'zi'zhi'ju'wu'ye
回坐忘矣,hui'zuo'wang'yi
浑沌待之甚善,hun'dun'dai'zhi'shen'shan
浑浑沌沌,hun'hun'dun'dun
昏昏默默,hun'hun'mo'mo
魂魄将往,hun'po'jiang'wang
或编曲,huo'bian'qu
或不足于数,huo'bu'zu'yu'shu
货财弗争,huo'cai'fu'zheng
货财聚然后睹所争,huo'cai'ju'ran'hou'du'suo'zheng
火驰而不顾,huo'chi'er'bu'gu
火传也,huo'chuan'ye
祸福,huo'fu
祸福淳淳,huo'fu'chun'chun
火弗能热,huo'fu'neng're
祸福无有,huo'fu'wu'you
祸福相生,huo'fu'xiang'sheng
或鼓琴,huo'gu'qin
惑故愚,huo'gu'yu
祸及止虫,huo'ji'zhi'chong
或使莫为,huo'shi'mo'wei
或使则实,huo'shi'ze'shi
或谓惠子曰,huo'wei'hui'zi'yue
或为之纪而莫见其形,huo'wei'zhi'ji'er'mo'jian'qi'xing
或谓之荣,huo'wei'zhi'rong
或谓之生,huo'wei'zhi'sheng
或谓之实,huo'wei'zhi'shi
或谓之死,huo'wei'zhi'si
或也,huo'ye
祸亦不至,huo'yi'bu'zhi
或以封,huo'yi'feng
火与日,huo'yu'ri
或曰,huo'yue
或者若鲁遽者邪,huo'zhe'ruo'lu'ju'zhe'xie
惑者少也,huo'zhe'shao'ye
惑者胜也,huo'zhe'sheng'ye
祸之长也兹萃,huo'zhi'chang'ye'zi'cui
或之使,huo'zhi'shi
获之问于监市履,huo'zhi'wen'yu'jian'shi'lv
祸重乎地,huo'zhong'hu'di
藉白茅,ji'bai'mao
及奔逸绝尘而回瞠若乎后者,ji'ben'yi'jue'chen'er'hui'cheng'ruo'hu'hou'zhe
几不免虎口哉,ji'bu'mian'hu'kou'zai
季彻局局然笑曰,ji'che'ju'ju'ran'xiao'yue
季彻曰,ji'che'yue
冀得其来之泽,ji'de'qi'lai'zhi'ze
既雕既琢,ji'diao'ji'zuo
既而有生,ji'er'you'sheng
积伐而美者以犯之,ji'fa'er'mei'zhe'yi'fan'zhi
肌肤若冰雪,ji'fu'ruo'bing'xue
藉夫子者无禁,ji'fu'zi'zhe'wu'jin
技盖至此乎,ji'gai'zhi'ci'hu
几何侥幸而不丧人之国乎,ji'he'jiao'xing'er'bu'sang'ren'zhi'guo'hu
几乎后言,ji'hu'hou'yan
圾乎天下,ji'hu'tian'xia
即黄鼠狼,ji'huang'shu'lang
汲汲然唯恐其似己也,ji'ji'ran'wei'kong'qi'si'ji'ye
技兼于事,ji'jian'yu'shi
即将疏戚无伦,ji'jiang'shu'qi'wu'lun
技经肯綮之未尝,ji'jing'ken'qing'zhi'wei'chang
饥渴,ji'ke
饥渴寒暑,ji'ke'han'shu
疾雷破山,ji'lei'po'shan
期年不得鱼,ji'nian'bu'de'yu
及其得柘棘枳枸之间也,ji'qi'de'zhe'ji'zhi'gou'zhi'jian'ye
计其患,ji'qi'huan
及其患至,ji'qi'huan'zhi
及期年也,ji'qi'nian'ye
及其已陈也,ji'qi'yi'chen'ye
及其至于王所,ji'qi'zhi'yu'wang'suo
几且伪哉,ji'qie'wei'zai
几蘧之所行终,ji'qu'zhi'suo'hang'zhong
亟去走归,ji'qu'zou'gui
畸人者,ji'ren'zhe
计人之所知,ji'ren'zhi'suo'zhi
及神农,ji'shen'nong
既使我与若辩矣,ji'shi'wo'yu'ruo'bian'yi
既受食于天,ji'shou'shi'yu'tian
几死,ji'si
计四海之在天地之间也,ji'si'hai'zhi'zai'tian'di'zhi'jian'ye
及燧人,ji'sui'ren
纪他,ji'ta
纪他闻之,ji'ta'wen'zhi
及唐,ji'tang
几天与之也,ji'tian'yu'zhi'ye
既同乎我矣,ji'tong'hu'wo'yi
既同乎我与若矣,ji'tong'hu'wo'yu'ruo'yi
及屠羊说,ji'tu'yang'shuo
藉外论之,ji'wai'lun'zhi
赍万物而不为戾,ji'wan'wu'er'bu'wei'li
赍万物而不为义,ji'wan'wu'er'bu'wei'yi
及为无有矣,ji'wei'wu'you'yi
既谓之人,ji'wei'zhi'ren
极物而已,ji'wu'er'yi
极物之真,ji'wu'zhi'zhen
激西江之水而迎子,ji'xi'jiang'zhi'shui'er'ying'zi
吉祥止止,ji'xiang'zhi'zhi
机心存于胸中则纯白不备,ji'xin'cun'yu'xiong'zhong'ze'chun'bai'bu'bei
寄也,ji'ye
技也,ji'ye
忌也出走,ji'ye'chu'zou
几矣,ji'yi
既已告矣,ji'yi'gao'yi
既异乎我与若矣,ji'yi'hu'wo'yu'ruo'yi
既已为一矣,ji'yi'wei'yi'yi
既已谓之一矣,ji'yi'wei'zhi'yi'yi
既已县矣,ji'yi'xian'yi
既以与人己愈有,ji'yi'yu'ren'ji'yu'you
既已知吾知之而问我,ji'yi'zhi'wu'zhi'zhi'er'wen'wo
己又何为哉,ji'you'he'wei'zai
畸于人而侔于天,ji'yu'ren'er'mou'yu'tian
既与若同矣,ji'yu'ruo'tong'yi
稽于圣人,ji'yu'sheng'ren
箕圆五尺,ji'yuan'wu'chi
记曰,ji'yue
几在无耻而信,ji'zai'wu'chi'er'xin
疾则苦而不入,ji'ze'ku'er'bu'ru
激者,ji'zhe
季真之莫为,ji'zhen'zhi'mo'wei
寄之,ji'zhi
及至伯乐,ji'zhi'bo'le
际之不际者也,ji'zhi'bu'ji'zhe'ye
饥之渴之,ji'zhi'ke'zhi
计之利,ji'zhi'li
稷之马将败,ji'zhi'ma'jiang'bai
及至圣人,ji'zhi'sheng'ren
计中国之在海内不似,ji'zhong'guo'zhi'zai'hai'nei'bu'si
箕子,ji'zi
箕子狂,ji'zi'kuang
季子闻而耻之,ji'zi'wen'er'chi'zhi
计子之德,ji'zi'zhi'de
疾走归,ji'zou'gui
疾走料虎头,ji'zou'liao'hu'tou
假道于仁,jia'dao'yu'ren
加富二等,jia'fu'er'deng
假借也,jia'jie'ye
家贫居卑,jia'pin'ju'bei
加汝肩尻乎雕俎之上,jia'ru'jian'kao'hu'diao'zu'zhi'shang
嘉孺子而哀妇人,jia'ru'zi'er'ai'fu'ren
甲氏也,jia'shi'ye
假于异物,jia'yu'yi'wu
假之而生生者,jia'zhi'er'sheng'sheng'zhe
兼爱无私,jian'ai'wu'si
坚闭门而不出,jian'bi'men'er'bu'chu
见大木,jian'da'mu
见大木焉,jian'da'mu'yan
见得而忘形,jian'de'er'wang'xing
见独而后能无古今,jian'du'er'hou'neng'wu'gu'jin
贱而不可不任者,jian'er'bu'ke'bu'ren'zhe
见而非也,jian'er'fei'ye
简发而栉,jian'fa'er'zhi
肩高于顶,jian'gao'yu'ding
见功多者,jian'gong'duo'zhe
见佝偻者承蜩,jian'gou'lou'zhe'cheng'tiao
见辜人焉,jian'gu'ren'yan
见鬼焉,jian'gui'yan
监河侯曰,jian'he'hou'yue
兼怀万物,jian'huai'wan'wu
见黄帝而问焉,jian'huang'di'er'wen'yan
见季彻曰,jian'ji'che'yue
肩肩,jian'jian
见空髑髅,jian'kong'du'lou
见利而忘其真,jian'li'er'wang'qi'zhen
见利轻亡其身,jian'li'qing'wang'qi'shen
见栎社树,jian'li'she'shu
见卵而求时夜,jian'luan'er'qiu'shi'ye
鉴明则尘垢不止,jian'ming'ze'chen'gou'bu'zhi
见其鬼,jian'qi'gui
见其所知而喜,jian'qi'suo'zhi'er'xi
见巧乎王,jian'qiao'hu'wang
兼人之土地,jian'ren'zhi'tu'di
蹇裳,jian'shang
见湿灰焉,jian'shi'hui'yan
剑士夹门而客三千余人,jian'shi'jia'men'er'ke'san'qian'yu'ren
剑士皆服毙其处也,jian'shi'jie'fu'bi'qi'chu'ye
剑事已毕奏矣,jian'shi'yi'bi'zou'yi
见似人者而喜矣,jian'si'ren'zhe'er'xi'yi
见所尝见于国中者喜,jian'suo'chang'jian'yu'guo'zhong'zhe'xi
见弹而求,jian'tan'er'qiu
见王不拜,jian'wang'bu'bai
兼忘天下难,jian'wang'tian'xia'nan
兼忘天下易,jian'wang'tian'xia'yi
肩吾得之,jian'wu'dei'zhi
肩吾见狂接舆,jian'wu'jian'kuang'jie'yu
肩吾问于连叔曰,jian'wu'wen'yu'lian'shu'yue
肩吾问于孙叔敖曰,jian'wu'wen'yu'sun'shu'ao'yue
肩吾曰,jian'wu'yue
见贤人若此其肃也,jian'xian'ren'ruo'ci'qi'su'ye
见谒者曰,jian'ye'zhe'yue
见一丈夫钓,jian'yi'zhang'fu'diao
见一丈夫游之,jian'yi'zhang'fu'you'zhi
见一丈人方将为圃畦,jian'yi'zhang'ren'fang'jiang'wei'pu'qi
见有于人者忧,jian'you'yu'ren'zhe'you
见者惊犹鬼神,jian'zhe'jing'you'gui'shen
见之,jian'zhi
见之而不言,jian'zhi'er'bu'yan
肩之所倚,jian'zhi'suo'yi
建之以大清,jian'zhi'yi'da'qing
见之者殆乎霸,jian'zhi'zhe'dai'hu'ba
匠伯不顾,jiang'bo'bu'gu
将贷子三百金,jiang'dai'zi'san'bai'jin
将恶乎托业以及此言邪,jiang'e'hu'tuo'ye'yi'ji'ci'yan'xie
将反于宗,jiang'fan'yu'zong
将复取而盛以箧衍,jiang'fu'qu'er'sheng'yi'qie'yan
江海山林之士服,jiang'hai'shan'lin'zhi'shi'fu
江河合水而为大,jiang'he'he'shui'er'wei'da
将何以为别乎,jiang'he'yi'wei'bie'hu
将甲者进,jiang'jia'zhe'jin
将军有意听臣,jiang'jun'you'yi'ting'chen
将来劳君也,jiang'lai'lao'jun'ye
将闾,jiang'lv
将奈之何哉,jiang'nai'zhi'he'zai
将内,jiang'nei
将旁礴万物以为一,jiang'pang'bo'wan'wu'yi'wei'yi
将芘其所,jiang'pi'qi'suo
将弃而天,jiang'qi'er'tian
将求名而能自要者而犹若是,jiang'qiu'ming'er'neng'zi'yao'zhe'er'you'ruo'shi
匠人曰,jiang'ren'yue
将赏从者,jiang'shang'cong'zhe
将失而所为,jiang'shi'er'suo'wei
匠石归,jiang'shi'gui
匠石觉而诊其梦,jiang'shi'jue'er'zhen'qi'meng
将使人剌之,jiang'shi'ren'la'zhi
匠石曰,jiang'shi'yue
匠石运斤成风,jiang'shi'yun'jin'cheng'feng
匠石之齐,jiang'shi'zhi'qi
将逃尧,jiang'tao'yao
将外,jiang'wai
将往投迹者众,jiang'wang'tou'ji'zhe'zhong
将妄凿垣墙而殖蓬蒿也,jiang'wang'zao'yuan'qiang'er'zhi'peng'hao'ye
将忘子之故,jiang'wang'zi'zhi'gu
将为胠箧探囊发匮之盗而为守备,jiang'wei'qu'qie'tan'nang'fa'kui'zhi'dao'er'wei'shou'bei
将为汝言其崖略,jiang'wei'ru'yan'qi'ya'lue
将奚以汝适,jiang'xi'yi'ru'shi
将以利天下,jiang'yi'li'tian'xia
将以生为丧也,jiang'yi'sheng'wei'sang'ye
将有别乎,jiang'you'bie'hu
将犹陶铸尧舜者也,jiang'you'tao'zhu'yao'shun'zhe'ye
将与国君同食以终其身,jiang'yu'guo'jun'tong'shi'yi'zhong'qi'shen
将语若,jiang'yu'ruo
匠者不顾,jiang'zhe'bu'gu
将之大壑,jiang'zhi'da'he
将执而不化,jiang'zhi'er'bu'hua
将之卫,jiang'zhi'wei
将子有不善之行,jiang'zi'you'bu'shan'zhi'xing
将子有冻馁之患而为此乎,jiang'zi'you'dong'nei'zhi'huan'er'wei'ci'hu
将子有亡国之事,jiang'zi'you'wang'guo'zhi'shi
将子之春秋故及此乎,jiang'zi'zhi'chun'qiu'gu'ji'ci'hu
教寡人者众矣,jiao'gua'ren'zhe'zhong'yi
教诲之人,jiao'hui'zhi'ren
胶胶扰扰乎,jiao'jiao'rao'rao'hu
胶离朱之目,jiao'li'zhu'zhi'mu
鹪鹩巢于深林,jiao'liao'chao'yu'shen'lin
矫言伪行,jiao'yan'wei'xing
教以为己,jiao'yi'wei'ji
叫者,jiao'zhe
窖者,jiao'zhe
教之末也,jiao'zhi'mo'ye
缴之中,jiao'zhi'zhong
皆不鞭其后者也,jie'bu'bian'qi'hou'zhe'ye
皆不足贵也,jie'bu'zu'gui'ye
解朝服而幕之,jie'chao'fu'er'mu'zhi
皆从无为殖,jie'cong'wu'wei'zhi
皆得佚乐,jie'de'yi'le
节而不可不积者,jie'er'bu'ke'bu'ji'zhe
介而离山,jie'er'li'shan
皆非通道者也,jie'fei'tong'dao'zhe'ye
揭竿而求诸海也,jie'gan'er'qiu'zhu'hai'ye
桔梗也,jie'geng'ye
解垢同异之变多,jie'gou'tong'yi'zhi'bian'duo
嗟乎,jie'hu
皆惊而相告也,jie'jing'er'xiang'gao'ye
嗟来桑户乎,jie'lai'sang'hu'hu
皆离名轻死,jie'li'ming'qing'si
皆乱人之徒也,jie'luan'ren'zhi'tu'ye
皆蓬头突鬓,jie'peng'tou'tu'bin
接其鬓,jie'qi'bin
解其长剑,jie'qi'chang'jian
皆弃而走,jie'qi'er'zou
解其天韬,jie'qi'tian'tao
皆弃之而走,jie'qi'zhi'er'zou
解其桎梏,jie'qi'zhi'gu
皆入于机,jie'ru'yu'ji
皆生人之累也,jie'sheng'ren'zhi'lei'ye
皆生之害也,jie'sheng'zhi'hai'ye
解兽之群而鸟皆夜鸣,jie'shou'zhi'qun'er'niao'jie'ye'ming
结驷千乘,jie'si'qian'sheng
皆天也,jie'tian'ye
皆天之所子,jie'tian'zhi'suo'zi
皆外立其德而,jie'wai'li'qi'de'er
借为朕,jie'wei'zhen
皆无其本矣,jie'wu'qi'ben'yi
皆吾所闻知也,jie'wu'suo'wen'zhi'ye
皆物也,jie'wu'ye
皆物之情也,jie'wu'zhi'qing'ye
皆吾之所弃也,jie'wu'zhi'suo'qi'ye
皆喜人之同乎己而恶人之异于己也,jie'xi'ren'zhi'tong'hu'ji'er'e'ren'zhi'yi'yu'ji'ye
解心释神,jie'xin'shi'shen
解心之谬,jie'xin'zhi'miu
戒也,jie'ye
接也,jie'ye
皆以利惑其真而强反其情性,jie'yi'li'huo'qi'zhen'er'qiang'fan'qi'qing'xing
皆遗忘而不知察,jie'yi'wang'er'bu'zhi'cha
皆有所一体,jie'you'suo'yi'ti
皆囿于物者也,jie'you'yu'wu'zhe'ye
皆愚陋恒民之谓耳,jie'yu'lou'heng'min'zhi'wei'er
接于事而不辞,jie'yu'shi'er'bu'ci
皆在炉捶之间耳,jie'zai'lu'chui'zhi'jian'er
介者,jie'zhe
戒之,jie'zhi
皆知非其所不善而莫知非其所已善者,jie'zhi'fei'qi'suo'bu'shan'er'mo'zhi'fei'qi'suo'yi'shan'zhe
桀之是非,jie'zhi'shi'fei
桀之行,jie'zhi'xing
解之也悲,jie'zhi'ye'bei
戒之哉,jie'zhi'zai
桀之治天下也,jie'zhi'zhi'tian'xia'ye
桀之自然而相非,jie'zhi'zi'ran'er'xiang'fei
皆重失之,jie'zhong'shi'zhi
揭诸侯,jie'zhu'hou
介子推至忠也,jie'zi'tui'zhi'zhong'ye
接子之或使,jie'zi'zhi'huo'shi
今哀骀它未言而信,jin'ai'dai'ta'wei'yan'er'xin
今彼神明至精,jin'bi'shen'ming'zhi'jing
今兵不起七年矣,jin'bing'bu'qi'qi'nian'yi
进不敢为前,jin'bu'gan'wei'qian
今不可也,jin'bu'ke'ye
今臣之刀十九年矣,jin'chen'zhi'dao'shi'jiu'nian'yi
今臣之知不足以存国,jin'chen'zhi'zhi'bu'zu'yi'cun'guo
今处昏上乱相之间而欲无惫,jin'chu'hun'shang'luan'xiang'zhi'jian'er'yu'wu'bei
尽此矣,jin'ci'yi
今大王有天子之位而好庶人之剑,jin'da'wang'you'tian'zi'zhi'wei'er'hao'shu'ren'zhi'jian
今大王欲废法毁约而见说,jin'da'wang'yu'fei'fa'hui'yue'er'jian'shuo
今大冶铸金,jin'da'ye'zhu'jin
尽垩而鼻不伤,jin'e'er'bi'bu'shang
今尔出于崖,jin'er'chu'yu'ya
今而夫子亦取先王已陈刍狗,jin'er'fu'zi'yi'qu'xian'wang'yi'chen'chu'gou
今非也,jin'fei'ye
谨奉千金以币从者,jin'feng'qian'jin'yi'bi'cong'zhe
今夫百昌皆生于土而反于土,jin'fu'bai'chang'jie'sheng'yu'tu'er'fan'yu'tu
今夫此人,jin'fu'ci'ren
今夫嫠牛,jin'fu'li'niu
今富人,jin'fu'ren
今夫子必儒服而见王,jin'fu'zi'bi'ru'fu'er'jian'wang
今夫子闻之而泣,jin'fu'zi'wen'zhi'er'qi
进盥漱巾栉,jin'guan'shu'jin'zhi
晋国之始得之也,jin'guo'zhi'shi'dei'zhi'ye
筋国之士矜雅,jin'guo'zhi'shi'jin'ya
进乎技矣,jin'hu'ji'yi
今乎儒墨杨秉,jin'hu'ru'mo'yang'bing
今寄去则不乐,jin'ji'qu'ze'bu'le
今计物之数,jin'ji'wu'zhi'shu
浸假而化予之尻以为轮,jin'jia'er'hua'yu'zhi'kao'yi'wei'lun
浸假而化予之右臂以为弹,jin'jia'er'hua'yu'zhi'you'bi'yi'wei'tan
浸假而化予之左臂以为又鸟,jin'jia'er'hua'yu'zhi'zuo'bi'yi'wei'you'niao
今将军兼此三者,jin'jiang'jun'jian'ci'san'zhe
今老邪,jin'lao'xie
今立人之所病,jin'li'ren'zhi'suo'bing
今鲁国独非君之皮邪,jin'lu'guo'du'fei'jun'zhi'pi'xie
仅免刑焉,jin'mian'xing'yan
尽其所怀,jin'qi'suo'huai
