阿爸父,a'ba'fu
同遭患难,tong'zao'huan'nan
同证,tong'zheng
头一次,tou'yi'ci
头一次没洗净,tou'yi'ci'mei'xi'jing
偷着引进,tou'zhe'yin'jin
土成,tu'cheng
土成的肉身,tu'cheng'de'rou'shen
土成的肉体,tu'cheng'de'rou'ti
徒劳,tu'lao
图利,tu'li
涂抹,tu'mo
徒然,tu'ran
徒然死了,tu'ran'si'le
徒有,tu'you
徒有智慧之名,tu'you'zhi'hui'zhi'ming
吞灭,tun'mie
脱掉旧的,tuo'diao'jiu'de
脱掉旧的穿上新的,tuo'diao'jiu'de'chuan'shang'xin'de
托付,tuo'fu
脱离,tuo'li
脱离毒钩,tuo'li'du'gou
脱离黑暗权势,tuo'li'hei'an'quan'shi
脱离将来忿怒,tuo'li'jiang'lai'fen'nu
脱离旧人,tuo'li'jiu'ren
脱离了,tuo'li'le
脱离了世上的小学,tuo'li'le'shi'shang'de'xiao'xue
脱离了罪不脱离律法,tuo'li'le'zui'bu'tuo'li'lv'fa
脱离律法,tuo'li'lv'fa
脱离律法的咒诅,tuo'li'lv'fa'de'zhou'zu
脱离肉体,tuo'li'rou'ti
脱离撒旦,tuo'li'sa'dan
脱离撒旦权势,tuo'li'sa'dan'quan'shi
脱离世界,tuo'li'shi'jie
脱离这个律,tuo'li'zhe'ge'lv
脱离这个律了,tuo'li'zhe'ge'lv'le
脱离罪,tuo'li'zui
脱离罪恶,tuo'li'zui'e
脱落,tuo'luo
脱去旧人和旧人的行为,tuo'qu'jiu'ren'he'jiu'ren'de'xing'wei
脱去旧人与旧人的行为,tuo'qu'jiu'ren'yu'jiu'ren'de'xing'wei
脱去容易缠累我们的罪,tuo'qu'rong'yi'chan'lei'wo'men'de'zui
瓦器,wa'qi
外邦,wai'bang
外邦人,wai'bang'ren
外面披着羊皮,wai'mian'pi'zhe'yang'pi
外人,wai'ren
外添的,wai'tian'de
完成,wan'cheng
完成了,wan'cheng'le
完成式,wan'cheng'shi
顽梗,wan'geng
顽梗不化,wan'geng'bu'hua
完工,wan'gong
万国,wan'guo
万国都必因你得福,wan'guo'dou'bi'yin'ni'de'fu
万国与万国的荣华,wan'guo'yu'wan'guo'de'rong'hua
挽回,wan'hui
挽回过来,wan'hui'guo'lai
挽回祭,wan'hui'ji
完结,wan'jie
完结了,wan'jie'le
挽救,wan'jiu
万民,wan'min
弯曲悖谬的世代,wan'qu'bei'miu'de'shi'dai
完全成功了,wan'quan'cheng'gong'le
完全成就了,wan'quan'cheng'jiu'le
完全的地步,wan'quan'de'di'bu
完全了,wan'quan'le
完全了基督的律法,wan'quan'le'ji'du'de'lv'fa
完全了结了,wan'quan'le'jie'le
完全无可指摘,wan'quan'wu'ke'zhi'zhai
完全正直,wan'quan'zheng'zhi
完事,wan'shi
万事互相效力,wan'shi'hu'xiang'xiao'li
完事了,wan'shi'le
万王之王,wan'wang'zhi'wang
万物的结局近了,wan'wu'de'jie'ju'jin'le
万物都是藉着祂造的,wan'wu'dou'shi'ji'zhe'ta'zao'de
万有,wan'you
万有之首,wan'you'zhi'shou
万主之主,wan'zhu'zhi'zhu
妄称,wang'cheng
妄称耶和华的名,wang'cheng'ye'he'hua'de'ming
枉费,wang'fei
枉费了工夫,wang'fei'le'gong'fu
忘记背后,wang'ji'bei'hou
网罗,wang'luo
网罗里,wang'luo'li
王上,wang'shang
妄为,wang'wei
王下,wang'xia
妄行,wang'xing
望着标杆直跑,wang'zhe'biao'gan'zhi'pao
妄自,wang'zi
妄自行割,wang'zi'xing'ge
违背父母,wei'bei'fu'mu
违背律法,wei'bei'lv'fa
违背律法的就是罪,wei'bei'lv'fa'de'jiu'shi'zui
违背律法就是罪,wei'bei'lv'fa'jiu'shi'zui
未曾,wei'ceng
为耻,wei'chi
为敌,wei'di
惟独,wei'du
惟独敬虔,wei'du'jing'qian
惟独敬虔凡事都有益处,wei'du'jing'qian'fan'shi'dou'you'yi'chu
惟独遵行天父旨意,wei'du'zun'xing'tian'fu'zhi'yi
违犯,wei'fan
违犯律法,wei'fan'lv'fa
位分,wei'fen
为冠冕,wei'guan'mian
为过犯添上的,wei'guo'fan'tian'shang'de
为患难而生,wei'huan'nan'er'sheng
为基督,wei'ji'du
为基督的缘故,wei'ji'du'de'yuan'gu
未见之事的确据,wei'jian'zhi'shi'di'que'ju
为教会作万有之首,wei'jiao'hui'zuo'wan'you'zhi'shou
未尽的话,wei'jin'de'hua
为君王和一切在位的,wei'jun'wang'he'yi'qie'zai'wei'de
惟恐,wei'kong
为律法热心,wei'lv'fa're'xin
为那承受救恩的人效力,wei'na'cheng'shou'jiu'en'de'ren'xiao'li
为你们更是要紧的,wei'ni'men'geng'shi'yao'jin'de
为你们害怕,wei'ni'men'hai'pa
为奴,wei'nu
为奴的,wei'nu'de
为女子所生,wei'nv'zi'suo'sheng
为强夺的,wei'qiang'duo'de
为人,wei'ren
为人人尝了死味,wei'ren'ren'chang'le'si'wei
为善,wei'shan
为审判,wei'shen'pan
为圣,wei'sheng
为实,wei'shi
为赎民预备,wei'shu'min'yu'bei
为所信的福音齐心努力,wei'suo'xin'de'fu'yin'qi'xin'nu'li
为万人恳求,wei'wan'ren'ken'qiu
为我,wei'wo
为我称义复活了,wei'wo'cheng'yi'fu'huo'le
为我的罪死了,wei'wo'de'zui'si'le
为我舍己,wei'wo'she'ji
为虚,wei'xu
为要,wei'yao
为要成就祂的美意,wei'yao'cheng'jiu'ta'de'mei'yi
为要成全圣徒,wei'yao'cheng'quan'sheng'tu
为要得着基督,wei'yao'de'zhao'ji'du
为要叫,wei'yao'jiao
为要叫我们行善,wei'yao'jiao'wo'men'xing'shan
为要拯救罪人,wei'yao'zheng'jiu'zui'ren
为业,wei'ye
为义,wei'yi
惟用爱心说诚实话,wei'yong'ai'xin'shuo'cheng'shi'hua
惟有,wei'you
惟有恩典,wei'you'en'dian
惟有基督是包括一切,wei'you'ji'du'shi'bao'kuo'yi'qie
惟有能把身体和灵魂,wei'you'neng'ba'shen'ti'he'ling'hun
惟有主的道是永存的,wei'you'zhu'de'dao'shi'yong'cun'de
惟有遵行天父旨意的,wei'you'zun'xing'tian'fu'zhi'yi'de
惟有遵行我天父旨意的,wei'you'zun'xing'wo'tian'fu'zhi'yi'de
为证,wei'zheng
为止,wei'zhi
为至宝,wei'zhi'bao
为众圣徒祈求,wei'zhong'sheng'tu'qi'qiu
为罪,wei'zui
为罪而活,wei'zui'er'huo
为罪活着,wei'zui'huo'zhe
为罪生,wei'zui'sheng
问安,wen'an
稳固,wen'gu
温柔,wen'rou
温柔的话,wen'rou'de'hua
温柔的心,wen'rou'de'xin
文士,wen'shi
稳行,wen'xing
稳行在高处,wen'xing'zai'gao'chu
文约,wen'yue
我比别人更坏,wo'bi'bie'ren'geng'huai
我不废掉神的恩,wo'bu'fei'diao'shen'de'en
我的担子是轻省的,wo'de'dan'zi'shi'qing'sheng'de
我的轭,wo'de'e
我的轭是容易的,wo'de'e'shi'rong'yi'de
我的救赎主,wo'de'jiu'shu'zhu
我的救赎主活着,wo'de'jiu'shu'zhu'huo'zhe
我的救主,wo'de'jiu'zhu
我的灵,wo'de'ling
我的灵是灵,wo'de'ling'shi'ling
我的灵也是灵,wo'de'ling'ye'shi'ling
我的神,wo'de'shen
我的主,wo'de'zhu
我的主我的神,wo'de'zhu'wo'de'shen
我都得了秘诀,wo'dou'dei'le'mi'jue
我父的意思,wo'fu'de'yi'si
我活着就是基督,wo'huo'zhe'jiu'shi'ji'du
我活着夸我,wo'huo'zhe'kua'wo
我既然这样深信,wo'ji'ran'zhe'yang'shen'xin
我就不知何为贪心,wo'jiu'bu'zhi'he'wei'tan'xin
我就不知何为罪,wo'jiu'bu'zhi'he'wei'zui
我就死了,wo'jiu'si'le
我靠着那加给我力量的,wo'kao'zhe'na'jia'gei'wo'li'liang'de
我靠主大大的喜乐,wo'kao'zhu'da'da'de'xi'le
我们的罪,wo'men'de'zui
我们就活了,wo'men'jiu'huo'le
我们劳苦努力正是为此,wo'men'lao'ku'nu'li'zheng'shi'wei'ci
我们若求在基督里称义,wo'men'ruo'qiu'zai'ji'du'li'cheng'yi
我们行善不可丧志,wo'men'xing'shan'bu'ke'sang'zhi
我们原是祂的工作,wo'men'yuan'shi'ta'de'gong'zuo
我命由主不由我,wo'ming'you'zhu'bu'you'wo
我肉体之中没有良善,wo'rou'ti'zhi'zhong'mei'you'liang'shan
我是世界的光,wo'shi'shi'jie'de'guang
我说的话,wo'shuo'de'hua
我说的话就是灵,wo'shuo'de'hua'jiu'shi'ling
我说的话就是生命,wo'shuo'de'hua'jiu'shi'sheng'ming
我死,wo'si
我死基督活,wo'si'ji'du'huo
我死了基督在我里面活,wo'si'le'ji'du'zai'wo'li'mian'huo
我死了就不夸我,wo'si'le'jiu'bu'kua'wo
我死了就有益处,wo'si'le'jiu'you'yi'chu
我为祂已经丢弃万事,wo'wei'ta'yi'jing'diu'qi'wan'shi
我要活出基督,wo'yao'huo'chu'ji'du
我已经钉在十字架上,wo'yi'jing'ding'zai'shi'zi'jia'shang
我已经死了,wo'yi'jing'si'le
我已经与主同钉十字架,wo'yi'jing'yu'zhu'tong'ding'shi'zi'jia
我因,wo'yin
我因律法,wo'yin'lv'fa
我因律法就向律法死了,wo'yin'lv'fa'jiu'xiang'lv'fa'si'le
我用肉体加守律法,wo'yong'rou'ti'jia'shou'lv'fa
我永远不可能活出基督,wo'yong'yuan'bu'ke'neng'huo'chu'ji'du
我永远也不能活出基督,wo'yong'yuan'ye'bu'neng'huo'chu'ji'du
我在父里面父在我里面,wo'zai'fu'li'mian'fu'zai'wo'li'mian
我在肉身活着,wo'zai'rou'shen'huo'zhe
我再说你们要喜乐,wo'zai'shuo'ni'men'yao'xi'le
我主,wo'zhu
我主耶稣基督,wo'zhu'ye'su'ji'du
无不口称耶稣基督为主,wu'bu'kou'cheng'ye'su'ji'du'wei'zhu
无不屈膝,wu'bu'qu'xi
无残疾,wu'can'ji
无底坑,wu'di'keng
无定向,wu'ding'xiang
无恶不作,wu'e'bu'zuo
无法害祂,wu'fa'hai'ta
无父,wu'fu
无干,wu'gan
无故的自高自大,wu'gu'de'zi'gao'zi'da
污秽,wu'hui
污秽不洁,wu'hui'bu'jie
污秽的叫他仍旧污秽,wu'hui'de'jiao'ta'reng'jiu'wu'hui
污秽的人,wu'hui'de'ren
污秽的人不得经过,wu'hui'de'ren'bu'de'jing'guo
物件,wu'jian
无酵,wu'jiao
无酵饼,wu'jiao'bing
无酵面,wu'jiao'mian
无可责备,wu'ke'ze'bei
无可指摘,wu'ke'zhi'zhai
无亏,wu'kui
无亏的良心,wu'kui'de'liang'xin
乌利亚,wu'li'ya
乌利亚的妻,wu'li'ya'de'qi
无论是生是死,wu'lun'shi'sheng'shi'si
无论有灵,wu'lun'you'ling
无论作什么,wu'lun'zuo'shen'me
侮慢,wu'man
侮慢人,wu'man'ren
侮慢人的,wu'man'ren'de
污蔑,wu'mie
无命之终,wu'ming'zhi'zhong
无母,wu'mu
无亲情,wu'qin'qing
无穷的家谱,wu'qiong'de'jia'pu
无穷生命之大能,wu'qiong'sheng'ming'zhi'da'neng
无人不以为然,wu'ren'bu'yi'wei'ran
无生之始,wu'sheng'zhi'shi
武士道精神,wu'shi'dao'jing'shen
巫术,wu'shu
无所惧怕,wu'suo'ju'pa
无伪,wu'wei
无伪的信心,wu'wei'de'xin'xin
乌西亚,wu'xi'ya
无瑕疵,wu'xia'ci
悟性,wu'xing
五旬节,wu'xun'jie
务要,wu'yao
务要传道,wu'yao'chuan'dao
务要谨慎,wu'yao'jin'shen
务要圣洁,wu'yao'sheng'jie
无益的,wu'yi'de
无有,wu'you
无有瑕疵,wu'you'xia'ci
无知的辩论,wu'zhi'de'bian'lun
无族谱,wu'zu'pu
无罪,wu'zui
无罪无关,wu'zui'wu'guan
喜爱那美好的事,xi'ai'na'mei'hao'de'shi
锡安,xi'an
锡安山,xi'an'shan
西庇太,xi'bi'tai
希伯来,xi'bo'lai
希伯来人,xi'bo'lai'ren
希伯来书,xi'bo'lai'shu
洗多次,xi'duo'ci
洗净,xi'jing
洗净了,xi'jing'le
洗净了献上,xi'jing'le'xian'shang
洗净自己衣服,xi'jing'zi'ji'yi'fu
西拉,xi'la
喜乐,xi'le
喜乐满溢,xi'le'man'yi
洗礼,xi'li
希利尼人,xi'li'ni'ren
希律,xi'lv
希律王,xi'lv'wang
细麻,xi'ma
细麻衣,xi'ma'yi
西乃山,xi'nai'shan
禧年,xi'nian
希奇,xi'qi
稀奇,xi'qi
希图,xi'tu
希图外貌体面,xi'tu'wai'mao'ti'mian
希西家,xi'xi'jia
喜笑,xi'xiao
戏笑,xi'xiao
洗心,xi'xin
洗一次,xi'yi'ci
喜悦,xi'yue
昔在,xi'zai
洗罪,xi'zui
下地狱的钩,xia'di'yu'de'gou
夏甲,xia'jia
瞎了眼,xia'le'yan
瞎眼,xia'yan
瞎眼领路,xia'yan'ling'lu
辖制,xia'zhi
辖制人的轭,xia'zhi'ren'de'e
瞎子领瞎子,xia'zi'ling'xia'zi
显出莫大的能力,xian'chu'mo'da'de'neng'li
贤德,xian'de
贤德的妇人,xian'de'de'fu'ren
显多,xian'duo
陷害,xian'hai
献祭,xian'ji
先见,xian'jian
现今的世代邪恶,xian'jin'de'shi'dai'xie'e
显露出来,xian'lu'chu'lai
显明,xian'ming
先明白救恩后得恩赐,xian'ming'bai'jiu'en'hou'de'en'ci
显明给后来的世代看,xian'ming'gei'hou'lai'de'shi'dai'kan
显明神的义,xian'ming'shen'de'yi
先前的条例,xian'qian'de'tiao'li
先求,xian'qiu
先求祂的国和祂的义,xian'qiu'ta'de'guo'he'ta'de'yi
献上,xian'shang
献上一次,xian'shang'yi'ci
先时,xian'shi
先是犹太人,xian'shi'you'tai'ren
显为希奇,xian'wei'xi'qi
嫌隙,xian'xi
显现,xian'xian
显在,xian'zai
现在活着,xian'zai'huo'zhe
现在活着的不再是我,xian'zai'huo'zhe'de'bu'zai'shi'wo
先知的讲论,xian'zhi'de'jiang'lun
先知的灵,xian'zhi'de'ling
先知门徒,xian'zhi'men'tu
相爱,xiang'ai
向别人,xiang'bie'ren
相称,xiang'chen
相待,xiang'dai
相对,xiang'dui
降服,xiang'fu
相顾,xiang'gu
相交,xiang'jiao
向旧人死,xiang'jiu'ren'si
相离,xiang'li
想念,xiang'nian
向人,xiang'ren
像日本鬼子一样,xiang'ri'ben'gui'zi'yi'yang
向神,xiang'shen
向神活着,xiang'shen'huo'zhe
向神在基督耶稣里,xiang'shen'zai'ji'du'ye'su'li
像是给主作的,xiang'shi'gei'zhu'zuo'de
像是讨人喜欢的,xiang'shi'tao'ren'xi'huan'de
相通,xiang'tong
像小孩,xiang'xiao'hai
像小孩子,xiang'xiao'hai'zi
像小孩子的样式,xiang'xiao'hai'zi'de'yang'shi
相信的人,xiang'xin'de'ren
想要立,xiang'yao'li
想要立自己的义,xiang'yao'li'zi'ji'de'yi
相咬相吞,xiang'yao'xiang'tun
想要作教法师,xiang'yao'zuo'jiao'fa'shi
向义活,xiang'yi'huo
相遇,xiang'yu
向着标杆直跑,xiang'zhe'biao'gan'zhi'pao
相争,xiang'zheng
向罪,xiang'zui
向罪死,xiang'zui'si
向罪也当看自己是死的,xiang'zui'ye'dang'kan'zi'ji'shi'si'de
晓得,xiao'de
小恩小惠,xiao'en'xiao'hui
效法,xiao'fa
效法基督,xiao'fa'ji'du
效法祂的死,xiao'fa'ta'de'si
小孩子的先生,xiao'hai'zi'de'xian'sheng
销灭,xiao'mie
晓谕,xiao'yu
邪荡,xie'dang
亵渎,xie'du
亵渎神,xie'du'shen
邪恶,xie'e
谢恩,xie'en
歇工了,xie'gong'le
谢拉,xie'la
歇了救赎的工,xie'le'jiu'shu'de'gong
歇了祂创造的工,xie'le'ta'chuang'zao'de'gong
歇了祂救赎的工,xie'le'ta'jiu'shu'de'gong
歇了一切的工,xie'le'yi'qie'de'gong
邪灵,xie'ling
亵慢,xie'man
亵慢施恩的圣灵,xie'man'shi'en'de'sheng'ling
邪情,xie'qing
邪情私欲,xie'qing'si'yu
邪术,xie'shu
协调,xie'tiao
邪淫,xie'yin
邪淫的行为,xie'yin'de'xing'wei
挟制,xie'zhi
心版,xin'ban
心版上,xin'ban'shang
心被恩感,xin'bei'en'gan
信不信,xin'bu'xin
信不信福音,xin'bu'xin'fu'yin
心持二意,xin'chi'er'yi
心持两意,xin'chi'liang'yi
信从,xin'cong
信从虚谎,xin'cong'xu'huang
信从这光,xin'cong'zhe'guang
心存,xin'cun
信道,xin'dao
信道是从听道来的,xin'dao'shi'cong'ting'dao'lai'de
信德,xin'de
信的,xin'de
信的不被定罪,xin'de'bu'bei'ding'zui
信德当作藤牌,xin'de'dang'zuo'teng'pai
信的人,xin'de'ren
信的是律法,xin'de'shi'lv'fa
信的与不信的分开,xin'de'yu'bu'xin'de'fen'kai
心地昏昧,xin'di'hun'mei
信而明白真道,xin'er'ming'bai'zhen'dao
新方言,xin'fang'yan
信奉,xin'feng
信奉基督,xin'feng'ji'du
信服,xin'fu
新妇,xin'fu
信服基督,xin'fu'ji'du
信福音,xin'fu'yin
信和爱,xin'he'ai
心怀二意,xin'huai'er'yi
心怀意念,xin'huai'yi'nian
心欢喜灵快乐,xin'huan'xi'ling'kuai'le
信基督,xin'ji'du
信基督称义,xin'ji'du'cheng'yi
信基督的心也坚固,xin'ji'du'de'xin'ye'jian'gu
信靠,xin'kao
信靠神,xin'kao'shen
信靠祂的人,xin'kao'ta'de'ren
心力,xin'li
心里刚硬,xin'li'gang'ying
心里却不离别,xin'li'que'bu'li'bie
心里相信,xin'li'xiang'xin
心里作难,xin'li'zuo'nan
心灵诚实,xin'ling'cheng'shi
心灵的新样,xin'ling'de'xin'yang
心灵和诚实,xin'ling'he'cheng'shi
心灵却因义而活,xin'ling'que'yin'yi'er'huo
心灵是我的灵,xin'ling'shi'wo'de'ling
信律法,xin'lv'fa
新命令,xin'ming'ling
信那称罪人为义的神,xin'na'cheng'zui'ren'wei'yi'de'shen
心却与你们同在,xin'que'yu'ni'men'tong'zai
新人,xin'ren
信上,xin'shang
信上富足,xin'shang'fu'zu
信上加信,xin'shang'jia'xin
信上写的,xin'shang'xie'de
信神,xin'shen
信神所差来的,xin'shen'suo'cha'lai'de
信实,xin'shi
信是得着就必得着,xin'shi'de'zhao'jiu'bi'de'zhe
信是所望之事的实底,xin'shi'suo'wang'zhi'shi'de'shi'di
心思相同,xin'si'xiang'tong
信祂,xin'ta
信祂的,xin'ta'de
信祂的不被定罪,xin'ta'de'bu'bei'ding'zui
信祂的人,xin'ta'de'ren
新天新地,xin'tian'xin'di
信望爱,xin'wang'ai
信心充足,xin'xin'chong'zu
信心创始成终的耶稣,xin'xin'chuang'shi'cheng'zhong'de'ye'su
信心坚固,xin'xin'jian'gu
信心与所听见的道调和,xin'xin'yu'suo'ting'jian'de'dao'tiao'he
心眼,xin'yan
新样,xin'yang
新耶路撒冷,xin'ye'lu'sa'leng
信耶稣,xin'ye'su
信耶稣是福音的起头,xin'ye'su'shi'fu'yin'de'qi'tou
信耶稣为我称义复活了,xin'ye'su'wei'wo'cheng'yi'fu'huo'le
信耶稣为我的罪死了,xin'ye'su'wei'wo'de'zui'si'le
信耶稣为我旧人埋葬了,xin'ye'su'wei'wo'jiu'ren'mai'zang'le
信耶稣为我罪人埋葬了,xin'ye'su'wei'wo'zui'ren'mai'zang'le
心意更新,xin'yi'geng'xin
新约,xin'yue
新约的人,xin'yue'de'ren
新约的中保,xin'yue'de'zhong'bao
新约与旧约分开,xin'yue'yu'jiu'yue'fen'kai
新约彰显神的慈爱,xin'yue'zhang'xian'shen'de'ci'ai
心在天上,xin'zai'tian'shang
新造,xin'zao
新造的人,xin'zao'de'ren
心志,xin'zhi
心志改换一新,xin'zhi'gai'huan'yi'xin
心中的眼睛,xin'zhong'de'yan'jing
心中的意念,xin'zhong'de'yi'nian
心中天良的亏欠,xin'zhong'tian'liang'de'kui'qian
心中运行的邪灵,xin'zhong'yun'xing'de'xie'ling
信主,xin'zhu
信主的人,xin'zhu'de'ren
信主之道,xin'zhu'zhi'dao
行不义阻挡真理的人,xing'bu'yi'zu'dang'zhen'li'de'ren
形成面团,xing'cheng'mian'tuan
行道,xing'dao
行各样出于不义的诡诈,xing'ge'yang'chu'yu'bu'yi'de'gui'zha
行各样的异能,xing'ge'yang'de'yi'neng
行毁坏,xing'hui'huai
行毁坏的,xing'hui'huai'de
行律法,xing'lv'fa
行律法称义,xing'lv'fa'cheng'yi
行律法为本,xing'lv'fa'wei'ben
性命,xing'ming
行奇事,xing'qi'shi
行善,xing'shan
行善积德,xing'shan'ji'de
行神迹,xing'shen'ji
行事端正,xing'shi'duan'zheng
行事为人,xing'shi'wei'ren
行事为人对得起主,xing'shi'wei'ren'dui'de'qi'zhu
行尸走肉,xing'shi'zou'rou
形体,xing'ti
兴旺福音齐心努力,xing'wang'fu'yin'qi'xin'nu'li
形象,xing'xiang
行邪术,xing'xie'shu
行异能,xing'yi'neng
行淫,xing'yin
行淫和亲男色的,xing'yin'he'qin'nan'se'de
行作万事,xing'zuo'wan'shi
凶暴,xiong'bao
凶暴的豺狼,xiong'bao'de'chai'lang
凶杀,xiong'sha
朽坏,xiu'huai
修直,xiu'zhi
许多过犯,xu'duo'guo'fan
许多艰难,xu'duo'jian'nan
许多艰难险阻,xu'duo'jian'nan'xian'zu
许多肢体,xu'duo'zhi'ti
虚浮,xu'fu
虚浮的话,xu'fu'de'hua
虚浮的荣耀,xu'fu'de'rong'yao
虚谎,xu'huang
虚假,xu'jia
虚假的奇事,xu'jia'de'qi'shi
虚假的神迹,xu'jia'de'shen'ji
虚空,xu'kong
虚空的妄言,xu'kong'de'wang'yan
虚空的虚空,xu'kong'de'xu'kong
许米乃,xu'mi'nai
虚名,xu'ming
许配,xu'pei
虚妄,xu'wang
虚无缥缈,xu'wu'piao'miao
需用,xu'yong
需用的,xu'yong'de
宣读,xuan'du
选民,xuan'min
宣扬,xuan'yang
选召,xuan'zhao
学了基督,xue'le'ji'du
学了顺从,xue'le'shun'cong
血漏,xue'lou
血气,xue'qi
血洗,xue'xi
循都基,xun'dou'ji
循规蹈矩,xun'gui'dao'ju
训诲,xun'hui
训蒙,xun'meng
训蒙的师傅,xun'meng'de'shi'fu
寻迷羊是寻找迷羊的狼,xun'mi'yang'shi'xun'zhao'mi'yang'de'lang
寻迷羊异端,xun'mi'yang'yi'duan
寻索性命的,xun'suo'xing'ming'de
寻找迷羊的狼,xun'zhao'mi'yang'de'lang
亚比雅,ya'bi'ya
亚比玉,ya'bi'yu
亚伯拉罕,ya'bo'la'han
亚伯拉罕的后裔,ya'bo'la'han'de'hou'yi
亚伯拉罕的子孙,ya'bo'la'han'de'zi'sun
亚伯拉罕信神,ya'bo'la'han'xin'shen
亚当城,ya'dang'cheng
亚当的律法,ya'dang'de'lv'fa
亚当的善恶,ya'dang'de'shan'e
亚当里,ya'dang'li
亚当律法,ya'dang'lv'fa
亚当律法没守住,ya'dang'lv'fa'mei'shou'zhu
亚当前约之时,ya'dang'qian'yue'zhi'shi
亚当是属肉体的,ya'dang'shi'shu'rou'ti'de
亚当与基督分开,ya'dang'yu'ji'du'fen'kai
亚当之约,ya'dang'zhi'yue
雅弗,ya'fu
亚干,ya'gan
雅各,ya'ge
雅各书,ya'ge'shu
雅歌书,ya'ge'shu
雅各四条,ya'ge'si'tiao
亚哈斯,ya'ha'si
亚基布,ya'ji'bu
亚基老,ya'ji'lao
亚拉伯,ya'la'bo
亚兰,ya'lan
亚伦,ya'lun
亚们,ya'men
亚米念,ya'mi'nian
亚米念主义,ya'mi'nian'zhu'yi
亚撒,ya'sa
押沙龙,ya'sha'long
压伤的芦苇,ya'shang'de'lu'wei
压伤的芦苇祂不折断,ya'shang'de'lu'wei'ta'bu'zhe'duan
眼不能见,yan'bu'neng'jian
演给,yan'gei
眼见,yan'jian
眼见为,yan'jian'wei
眼见为虚,yan'jian'wei'xu
岩浆,yan'jiang
岩浆水,yan'jiang'shui
眼睛得开,yan'jing'de'kai
眼镜蛇,yan'jing'she
宴乐,yan'le
厌弃,yan'qi
严责,yan'ze
验中,yan'zhong
眼中的刺,yan'zhong'de'ci
验中了,yan'zhong'le
眼中挑刺,yan'zhong'tiao'ci
眼珠,yan'zhu
扬净他的场,yang'jing'ta'de'chang
羊群,yang'qun
羊入狼群,yang'ru'lang'qun
仰望,yang'wang
仰望基督,yang'wang'ji'du
要爱惜光阴,yao'ai'xi'guang'yin
要常常喜乐,yao'chang'chang'xi'le
要从这两样中出来,yao'cong'zhe'liang'yang'zhong'chu'lai
要存清洁的良心,yao'cun'qing'jie'de'liang'xin
要存着爱心,yao'cun'zhe'ai'xin
要得,yao'de
要凡事听从父母,yao'fan'shi'ting'cong'fu'mu
要奉,yao'feng
要观看,yao'guan'kan
要活出基督,yao'huo'chu'ji'du
摇祭,yao'ji
要警戒不守规矩的人,yao'jing'jie'bu'shou'gui'ju'de'ren
要惊奇,yao'jing'qi
要救一切相信的,yao'jiu'yi'qie'xiang'xin'de
要靠着主,yao'kao'zhe'zhu
要明白主的旨意如何,yao'ming'bai'zhu'de'zhi'yi'ru'he
要命的钩,yao'ming'de'gou
要拿起,yao'na'qi
要思念上面的事,yao'si'nian'shang'mian'de'shi
要用口中的气灭绝他,yao'yong'kou'zhong'de'qi'mie'jue'ta
要在这些事上恒心,yao'zai'zhe'xie'shi'shang'heng'xin
要站稳了,yao'zhan'wen'le
腰中,yao'zhong
要尊敬那真为寡妇的,yao'zun'jing'na'zhen'wei'gua'fu'de
也必,ye'bi
也不是出于行为,ye'bu'shi'chu'yu'xing'wei
也不是出于自己,ye'bu'shi'chu'yu'zi'ji
也不是用诡诈,ye'bu'shi'yong'gui'zha
也不要惊慌,ye'bu'yao'jing'huang
也不在该隐的恶里,ye'bu'zai'gai'yin'de'e'li
也不在该隐的坏里,ye'bu'zai'gai'yin'de'huai'li
也都要复活,ye'dou'yao'fu'huo
也该如此,ye'gai'ru'ci
耶哥尼雅,ye'ge'ni'ya
耶和华,ye'he'hua
耶和华救主,ye'he'hua'jiu'zhu
耶和华以勒,ye'he'hua'yi'le
也救你脱离律法,ye'jiu'ni'tuo'li'lv'fa
耶利哥,ye'li'ge
耶利哥的先知门徒,ye'li'ge'de'xian'zhi'men'tu
耶利米,ye'li'mi
耶利米哀歌,ye'li'mi'ai'ge
耶利米书,ye'li'mi'shu
耶路撒冷,ye'lu'sa'leng
耶罗波安,ye'luo'bo'an
也受了,ye'shou'le
耶稣不但救你脱离罪,ye'su'bu'dan'jiu'ni'tuo'li'zui
耶稣不是照属肉体条例,ye'su'bu'shi'zhao'shu'rou'ti'tiao'li
耶稣从死里复活,ye'su'cong'si'li'fu'huo
耶稣的,ye'su'de
耶稣的复活,ye'su'de'fu'huo
耶稣的降生,ye'su'de'jiang'sheng
耶稣的灵,ye'su'de'ling
耶稣的埋葬,ye'su'de'mai'zang
耶稣的门徒,ye'su'de'men'tu
耶稣的名,ye'su'de'ming
耶稣的生,ye'su'de'sheng
耶稣的升天,ye'su'de'sheng'tian
耶稣的死,ye'su'de'si
耶稣的死在我身上发动,ye'su'de'si'zai'wo'shen'shang'fa'dong
耶稣的洗,ye'su'de'xi
耶稣的再来,ye'su'de'zai'lai
耶稣都不守律法,ye'su'dou'bu'shou'lv'fa
耶稣复活,ye'su'fu'huo
耶稣还要救你脱离肉体,ye'su'hai'yao'jiu'ni'tuo'li'rou'ti
耶稣基督,ye'su'ji'du
耶稣基督的,ye'su'ji'du'de
耶稣基督的降生,ye'su'ji'du'de'jiang'sheng
耶稣基督复活,ye'su'ji'du'fu'huo
耶稣基督降生,ye'su'ji'du'jiang'sheng
