阿洪病,a'hong'bing
滇南千里光,dian'nan'qian'li'guang
电凝,dian'ning
滇羌活,dian'qiang'huo
颠茄草,dian'qie'cao
电切镜,dian'qie'jing
电热疗法,dian're'liao'fa
电热偶温度计,dian're'ou'wen'du'ji
滇肉棒,dian'rou'bang
点乳冷水花,dian'ru'leng'shui'hua
滇瑞香,dian'rui'xiang
滇山茶,dian'shan'cha
电烧伤,dian'shao'shang
电视胸腔镜手术,dian'shi'xiong'qiang'jing'shou'shu
电睡眠疗法,dian'shui'mian'liao'fa
电水浴疗法,dian'shui'yu'liao'fa
电损伤,dian'sun'shang
电体操疗法,dian'ti'cao'liao'fa
电透药法,dian'tou'yao'fa
点突变,dian'tu'bian
电外科,dian'wai'ke
滇五味,dian'wu'wei
点隙,dian'xi
滇西风毛菊,dian'xi'feng'mao'ju
癫痫持续状态,dian'xian'chi'xu'zhuang'tai
点腺过路黄,dian'xian'guo'lu'huang
电兴奋疗法,dian'xing'fen'liao'fa
电休克,dian'xiu'ke
电休克治疗,dian'xiu'ke'zhi'liao
滇绣球,dian'xiu'qiu
电泳疗法,dian'yong'liao'fa
碘疹,dian'zhen
电诊断法,dian'zhen'duan'fa
电诊断医学,dian'zhen'duan'yi'xue
点状感觉说,dian'zhuang'gan'jue'shuo
点状皮片,dian'zhuang'pi'pian
点状桥粒,dian'zhuang'qiao'li
点状掌跖角化病,dian'zhuang'zhang'zhi'jiao'hua'bing
电灼术,dian'zhuo'shu
电子减肥仪,dian'zi'jian'fei'yi
电子磨砂机,dian'zi'mo'sha'ji
电子染色,dian'zi'ran'se
电子显示器,dian'zi'xian'shi'qi
电子显微镜,dian'zi'xian'wei'jing
电子脂肪分解,dian'zi'zhi'fang'fen'jie
吊灯花,diao'deng'hua
吊灯花叶,diao'deng'hua'ye
吊吊果,diao'diao'guo
钓杆柴,diao'gan'chai
吊干麻,diao'gan'ma
雕骨,diao'gu
雕刻疗法,diao'ke'liao'fa
雕刻器,diao'ke'qi
吊兰,diao'lan
吊罗果,diao'luo'guo
凋亡,diao'wang
貂尾,diao'wei
掉眩,diao'xuan
吊岩风,diao'yan'feng
钓鱼秆,diao'yu'gan
钓樟根皮,diao'zhang'gen'pi
钓樟枝叶,diao'zhang'zhi'ye
吊竹梅,diao'zhu'mei
蝶鞍点,die'an'dian
叠板反应器,die'ban'fan'ying'qi
迭达,die'da
跌打草,die'da'cao
跌打老,die'da'lao
跌打七厘片,die'da'qi'li'pian
跌打丸,die'da'wan
叠盖线,die'gai'xian
蝶骨嵴脑膜瘤,die'gu'ji'nao'mo'liu
蝶兰,die'lan
迭裂黄堇,die'lie'huang'jin
蝶毛菌,die'mao'jun
碟片式氧合器,die'pian'shi'yang'he'qi
跌破勒,die'po'le
跌仆伤胎证,die'pu'shang'tai'zheng
跌伤,die'shang
叠瓦癣,die'wa'xuan
蝶形槽浴,die'xing'cao'yu
碟状脸,die'zhuang'lian
钉板型种植体,ding'ban'xing'zhong'zhi'ti
顶部入路,ding'bu'ru'lu
顶部胸廓成形术,ding'bu'xiong'kuo'cheng'xing'shu
定喘,ding'chuan
定喘白果与麻黄,ding'chuan'bai'guo'yu'ma'huang
定喘汤,ding'chuan'tang
钉洞,ding'dong
疔毒草,ding'du'cao
耵耳病,ding'er'bing
顶峰体验,ding'feng'ti'yan
丁公藤,ding'gong'teng
丁癸草,ding'gui'cao
丁癸草根,ding'gui'cao'gen
顶果膜蕨,ding'guo'mo'jue
丁锅树叶,ding'guo'shu'ye
钉合吻合,ding'he'wen'he
定居巨噬细胞,ding'ju'ju'shi'xi'bao
丁卡因,ding'ka'yin
丁榔皮,ding'lang'pi
丁蛎,ding'li
定量沉淀试验,ding'liang'chen'dian'shi'yan
定量凝胶扩散试验,ding'liang'ning'jiao'kuo'san'shi'yan
丁萝卜,ding'luo'bo
顶泌汗腺,ding'mi'han'xian
丁哌卡因,ding'pai'ka'yin
钉嵌体,ding'qian'ti
丁茄,ding'qie
定势理论,ding'shi'li'lun
顶体,ding'ti
顶体蛋白,ding'ti'dan'bai
顶体反应,ding'ti'fan'ying
顶体球,ding'ti'qiu
钉头果,ding'tou'guo
顶头马蓝,ding'tou'ma'lan
定位缝合,ding'wei'feng'he
定位平面斜度,ding'wei'ping'mian'xie'du
定痫丸,ding'xian'wan
定向反应,ding'xiang'fan'ying
丁香根,ding'xiang'gen
丁香公丁香,ding'xiang'gong'ding'xiang
丁香胶艾汤,ding'xiang'jiao'ai'tang
定向力,ding'xiang'li
丁香蓼,ding'xiang'liao
丁香蓼根,ding'xiang'liao'gen
丁香露,ding'xiang'lu
丁香柿蒂汤,ding'xiang'shi'di'tang
丁香树皮,ding'xiang'shu'pi
定向细胞,ding'xiang'xi'bao
定向训练,ding'xiang'xun'lian
丁香油,ding'xiang'you
定向诱变,ding'xiang'you'bian
丁香油酚,ding'xiang'you'fen
定向障碍,ding'xiang'zhang'ai
丁香枝,ding'xiang'zhi
定心散,ding'xin'san
钉形固位,ding'xing'gu'wei
钉形固位体,ding'xing'gu'wei'ti
定型细胞,ding'xing'xi'bao
顶叶,ding'ye
顶枕入路,ding'zhen'ru'lu
顶正波,ding'zheng'bo
定志,ding'zhi
顶质分泌,ding'zhi'fen'mi
定志丸,ding'zhi'wan
钉状牙,ding'zhuang'ya
丁子香,ding'zi'xiang
丢了棒,diu'le'bang
东北蛔蒿,dong'bei'hui'hao
东北堇菜,dong'bei'jin'cai
东北雷公藤,dong'bei'lei'gong'teng
东北桤木,dong'bei'qi'mu
东北溲疏,dong'bei'sou'shu
东北卫矛,dong'bei'wei'mao
东北细辛,dong'bei'xi'xin
东北延胡索,dong'bei'yan'hu'suo
东北羊角芹,dong'bei'yang'jiao'qin
洞衬剂,dong'chen'ji
冬沉夏洪,dong'chen'xia'hong
冬虫草,dong'chong'cao
洞穿缺损,dong'chuan'que'sun
冻疮样红斑狼疮,dong'chuang'yang'hong'ban'lang'chuang
动磁场疗法,dong'ci'chang'liao'fa
东当归,dong'dang'gui
东方肝脉,dong'fang'gan'mai
东方狗脊,dong'fang'gou'ji
东方荚果蕨,dong'fang'jia'guo'jue
东方蝾螈,dong'fang'rong'yuan
东方乌毛蕨叶,dong'fang'wu'mao'jue'ye
东风菜,dong'feng'cai
东风草,dong'feng'cao
东风螺,dong'feng'luo
东风螺壳,dong'feng'luo'ke
动功,dong'gong
冬菇,dong'gu
冬瓜,dong'gua
冬瓜皮,dong'gua'pi
冬瓜瓤,dong'gua'rang
冬瓜仁,dong'gua'ren
冬瓜藤,dong'gua'teng
冬瓜叶,dong'gua'ye
冬瓜子,dong'gua'zi
动合子,dong'he'zi
动机本能说,dong'ji'ben'neng'shuo
动机层次,dong'ji'ceng'ci
冬季瘙痒,dong'ji'sao'yang
动机享乐说,dong'ji'xiang'le'shuo
动机性选择,dong'ji'xing'xuan'ze
动机性遗忘,dong'ji'xing'yi'wang
动机训练,dong'ji'xun'lian
动静脉分流术,dong'jing'mai'fen'liu'shu
动静脉瘘,dong'jing'mai'lou
动静脉血氧差,dong'jing'mai'xue'yang'cha
动静脉血氧合,dong'jing'mai'xue'yang'he
动景器,dong'jing'qi
动景运动,dong'jing'yun'dong
动觉,dong'jue
动觉后效,dong'jue'hou'xiao
动觉计,dong'jue'ji
冬葵根,dong'kui'gen
冬葵果,dong'kui'guo
冬葵叶,dong'kui'ye
冬葵子,dong'kui'zi
动粒,dong'li
动力蛋白,dong'li'dan'bai
动力蛋白臂,dong'li'dan'bai'bi
动力定型,dong'li'ding'xing
冬里麻,dong'li'ma
冬里麻根,dong'li'ma'gen
动力心理学,dong'li'xin'li'xue
动力性尿路梗阻,dong'li'xing'niao'lu'geng'zu
动力性心肌成形术,dong'li'xing'xin'ji'cheng'xing'shu
动力性运动,dong'li'xing'yun'dong
动力悬吊,dong'li'xuan'diao
冬凌草,dong'ling'cao
冬凌草片,dong'ling'cao'pian
冻绿刺,dong'lv'ci
冻绿叶,dong'lv'ye
动脉,dong'mai
动脉泵,dong'mai'beng
动脉插管,dong'mai'cha'guan
动脉出血,dong'mai'chu'xie
动脉胆道瘘,dong'mai'dan'dao'lou
动脉反搏,dong'mai'fan'bo
动脉管路,dong'mai'guan'lu
动脉管路滤器,dong'mai'guan'lu'lv'qi
动脉管路气泡捕集器,dong'mai'guan'lu'qi'pao'bu'ji'qi
动脉灌注管路,dong'mai'guan'zhu'guan'lu
动脉瘤,dong'mai'liu
动脉瘤成形术,dong'mai'liu'cheng'xing'shu
动脉瘤缝闭术,dong'mai'liu'feng'bi'shu
动脉瘤结扎术,dong'mai'liu'jie'za'shu
动脉瘤切除术,dong'mai'liu'qie'chu'shu
动脉瘤切开术,dong'mai'liu'qie'kai'shu
动脉瘤性骨囊肿,dong'mai'liu'xing'gu'nang'zhong
动脉瘤造影,dong'mai'liu'zao'ying
动脉内化疗,dong'mai'nei'hua'liao
动脉内膜切除术,dong'mai'nei'mo'qie'chu'shu
动脉内膜血栓切除术,dong'mai'nei'mo'xue'shuan'qie'chu'shu
动脉旁路术,dong'mai'pang'lu'shu
动脉热交换器,dong'mai're'jiao'huan'qi
动脉输血,dong'mai'shu'xue
动脉输液,dong'mai'shu'ye
动脉血返回,dong'mai'xue'fan'hui
动脉压监测,dong'mai'ya'jian'ce
动脉炎,dong'mai'yan
动脉移植,dong'mai'yi'zhi
动脉硬化,dong'mai'ying'hua
动脉圆锥,dong'mai'yuan'zhui
动脉粥样硬化,dong'mai'zhou'yang'ying'hua
动脉贮血室,dong'mai'zhu'xue'shi
动脉贮血室截流活瓣,dong'mai'zhu'xue'shi'jie'liu'huo'ban
动脉转流术,dong'mai'zhuan'liu'shu
动脉转位术,dong'mai'zhuan'wei'shu
冬眠合剂,dong'mian'he'ji
洞面角,dong'mian'jiao
东廧子,dong'qiang'zi
冬青皮,dong'qing'pi
冻青叶,dong'qing'ye
冬青子,dong'qing'zi
动失纪纲,dong'shi'ji'gang
动数发息不满五十,dong'shu'fa'xi'bu'man'wu'shi
动态暗间隙,dong'tai'an'jian'xi
动态干扰电疗法,dong'tai'gan'rao'dian'liao'fa
动态平衡,dong'tai'ping'heng
动态视敏度,dong'tai'shi'min'du
动物本能,dong'wu'ben'neng
动物工具使用,dong'wu'gong'ju'shi'yong
动物交往,dong'wu'jiao'wang
动物求偶行为,dong'wu'qiu'ou'xing'wei
动物社会行为,dong'wu'she'hui'xing'wei
动物首领和随从关系,dong'wu'shou'ling'he'sui'cong'guan'xi
动物心理学,dong'wu'xin'li'xue
动物性关系,dong'wu'xing'guan'xi
动物早期经验,dong'wu'zao'qi'jing'yan
动物智能,dong'wu'zhi'neng
洞泄,dong'xie
洞斜面,dong'xie'mian
动则为痛,dong'ze'wei'tong
动质,dong'zhi
东紫堇,dong'zi'jin
董棕粉,dong'zong'fen
动作电位,dong'zuo'dian'wei
动作定向,dong'zuo'ding'xiang
动作概念,dong'zuo'gai'nian
动作感觉,dong'zuo'gan'jue
动作经济原则,dong'zuo'jing'ji'yuan'ze
动作练习曲线,dong'zuo'lian'xi'qu'xian
动作灵活性,dong'zuo'ling'huo'xing
动作模仿,dong'zuo'mo'fang
动作思维,dong'zuo'si'wei
动作稳定性,dong'zuo'wen'ding'xing
动作研究,dong'zuo'yan'jiu
动作与时间研究,dong'zuo'yu'shi'jian'yan'jiu
豆瓣还阳,dou'ban'huan'yang
豆瓣绿,dou'ban'lv
豆瓣七,dou'ban'qi
豆瓣香,dou'ban'xiang
豆包菌,dou'bao'jun
豆豉草,dou'chi'cao
豆豉姜,dou'chi'jiang
窦道,dou'dao
窦房结动脉,dou'fang'jie'dong'mai
豆腐,dou'fu
豆腐泔水,dou'fu'gan'shui
豆腐浆,dou'fu'jiang
豆腐皮,dou'fu'pi
豆腐渣,dou'fu'zha
豆腐渣果,dou'fu'zha'guo
豆腐渣果根,dou'fu'zha'guo'gen
兜冠黄共享,dou'guan'huang'gong'xiang
豆黄,dou'huang
豆姜,dou'jiang
豆角柴,dou'jiao'chai
豆蔻,dou'kou
豆蔻白豆蔻,dou'kou'bai'dou'kou
都拉,dou'la
豆列当,dou'lie'dang
兜铃,dou'ling
豆麻,dou'ma
痘疱样水疱病,dou'pao'yang'shui'pao'bing
都咸子,dou'xian'zi
都咸子树皮,dou'xian'zi'shu'pi
斗形纹,dou'xing'wen
痘样痤疮,dou'yang'cuo'chuang
豆叶参,dou'ye'can
豆叶七,dou'ye'qi
豆油,dou'you
豆渣树,dou'zha'shu
窦状隙,dou'zhuang'xi
杜阿梅尔手术,du'a'mei'er'shou'shu
犊鼻,du'bi
犊鼻穴,du'bi'xue
独参汤,du'can'tang
杜顿巨细胞,du'dun'ju'xi'bao
毒燔气血证,du'fan'qi'xue'zheng
毒燔气营证,du'fan'qi'ying'zheng
读方三年,du'fang'san'nian
毒腐肌骨证,du'fu'ji'gu'zheng
杜父鱼,du'fu'yu
杜桂,du'gui
杜衡,du'heng
独活,du'huo
独活寄生艽防辛,du'huo'ji'sheng'jiao'fang'xin
独活寄生汤,du'huo'ji'sheng'tang
独见若神,du'jian'ruo'shen
独椒,du'jiao
独脚蟾蜍,du'jiao'chan'chu
独脚柑,du'jiao'gan
独脚乌桕,du'jiao'wu'jiu
杜茎山,du'jing'shan
杜鹃,du'juan
杜鹃花,du'juan'hua
杜鹃花根,du'juan'hua'gen
杜鹃花果实,du'juan'hua'guo'shi
杜鹃花叶,du'juan'hua'ye
独蕨箕,du'jue'ji
读框,du'kuang
读框移位,du'kuang'yi'wei
堵喇,du'la
独立性检验,du'li'xing'jian'yan
独立组设计,du'li'zu'she'ji
杜楝,du'lian
督脉,du'mai
都气丸,du'qi'wan
毒侵肺卫证,du'qin'fei'wei'zheng
毒芹根,du'qin'gen
毒入气营证,du'ru'qi'ying'zheng
毒入血分证,du'ru'xue'fen'zheng
毒入营血证,du'ru'ying'xue'zheng
独生儿童,du'sheng'er'tong
毒盛酿脓证,du'sheng'niang'nong'zheng
毒盛肉腐证,du'sheng'rou'fu'zheng
杜松,du'song
毒素中和试验,du'su'zhong'he'shi'yan
独特位,du'te'wei
独特型,du'te'xing
独特型变异,du'te'xing'bian'yi
赌徒谬误,du'tu'miu'wu
毒陷心肝证,du'xian'xin'gan'zheng
杜小体,du'xiao'ti
毒邪流窜证,du'xie'liu'cuan'zheng
毒邪内闭证,du'xie'nei'bi'zheng
毒邪内攻证,du'xie'nei'gong'zheng
毒邪蕴结证,du'xie'yun'jie'zheng
独行千里,du'xing'qian'li
毒血症,du'xue'zheng
独叶山兰,du'ye'shan'lan
独叶岩珠,du'ye'yan'zhu
独叶一枝花,du'ye'yi'zhi'hua
独叶一枝枪,du'ye'yi'zhi'qiang
独一味,du'yi'wei
独阴,du'yin
毒壅气分证,du'yong'qi'fen'zheng
毒壅上焦证,du'yong'shang'jiao'zheng
独有决定簇,du'you'jue'ding'cu
独有特异性,du'you'te'yi'xing
督俞,du'yu
毒鱼刺伤,du'yu'ci'shang
毒鱼藤,du'yu'teng
督俞穴,du'yu'xue
毒蕴溃烂证,du'yun'kui'lan'zheng
毒在气营证,du'zai'qi'ying'zheng
毒滞肌肤证,du'zhi'ji'fu'zheng
杜仲,du'zhong
杜仲牛膝人参草,du'zhong'niu'xi'ren'shen'cao
杜仲牛膝桑寄生,du'zhong'niu'xi'sang'ji'sheng
杜仲皮,du'zhong'pi
杜仲炭,du'zhong'tan
杜仲藤,du'zhong'teng
杜仲藤叶,du'zhong'teng'ye
杜仲叶,du'zhong'ye
短瓣女娄菜,duan'ban'nv'lou'cai
短臂,duan'bi
短柄菝葜,duan'bing'ba'qia
短柄枹栎虫瘿,duan'bing'bao'li'chong'ying
短柄南蛇藤根,duan'bing'nan'she'teng'gen
短柄南蛇藤果,duan'bing'nan'she'teng'guo
短柄南蛇藤茎叶,duan'bing'nan'she'teng'jing'ye
短柄五加,duan'bing'wu'jia
短波疗法,duan'bo'liao'fa
端侧吻合,duan'ce'wen'he
断层皮片,duan'ceng'pi'pian
短肠综合征,duan'chang'zong'he'zheng
短程心理治疗,duan'cheng'xin'li'zhi'liao
短齿楼梯草,duan'chi'lou'ti'cao
煅赤石脂,duan'chi'shi'zhi
煅磁石,duan'ci'shi
端端吻合,duan'duan'wen'he
短萼蜂斗草,duan'e'feng'dou'cao
煅鹅管石,duan'e'guan'shi
断耳疮病,duan'er'chuang'bing
断发毛癣菌,duan'fa'mao'xuan'jun
煅浮海石,duan'fu'hai'shi
煅蛤粉,duan'ge'fen
煅蛤壳,duan'ge'ke
煅寒水石,duan'han'shui'shi
端哼,duan'heng
煅花蕊石,duan'hua'rui'shi
断节参,duan'jie'can
煅金礞石,duan'jin'meng'shi
短茎独活,duan'jing'du'huo
端粒,duan'li
断裂热点,duan'lie're'dian
煅龙齿,duan'long'chi
煅龙骨,duan'long'gu
煅龙牡,duan'long'mu
短毛熊巴掌,duan'mao'xiong'ba'zhang
煅牡蛎,duan'mu'li
短气而咳,duan'qi'er'ke
短期培养,duan'qi'pei'yang
短期未知决诊九候曾无仿佛,duan'qi'wei'zhi'jue'zhen'jiu'hou'ceng'wu'fang'fu
短气自汗,duan'qi'zi'han
煅青礞石,duan'qing'meng'shi
短蕊万寿竹,duan'rui'wan'shou'zhu
煅石膏,duan'shi'gao
短时记忆,duan'shi'ji'yi
短时记忆广度,duan'shi'ji'yi'guang'du
端式结肠造口术,duan'shi'jie'chang'zao'kou'shu
椴树根,duan'shu'gen
锻丝卡环,duan'si'ka'huan
短穗草胡椒,duan'sui'cao'hu'jiao
短穗兔耳草,duan'sui'tu'er'cao
段缩舌,duan'suo'she
短体鳗,duan'ti'man
短头畸形,duan'tou'ji'xing
煅瓦楞,duan'wa'leng
煅瓦楞子,duan'wa'leng'zi
断线蕨,duan'xian'jue
短小蛇根草,duan'xiao'she'gen'cao
断血流,duan'xue'liu
煅阳起石,duan'yang'qi'shi
椴叶独活,duan'ye'du'huo
短叶蹄盖蕨,duan'ye'ti'gai'jue
短语结构语法,duan'yu'jie'gou'yu'fa
煅禹粮石,duan'yu'liang'shi
短暂表达,duan'zan'biao'da
煅赭石,duan'zhe'shi
短趾,duan'zhi
短趾畸形,duan'zhi'ji'xing
短指畸形,duan'zhi'ji'xing
断肢再植,duan'zhi'zai'zhi
断指再植,duan'zhi'zai'zhi
短柱梅花草,duan'zhu'mei'hua'cao
端着丝粒染色体,duan'zhuo'si'li'ran'se'ti
煅自然铜,duan'zi'ran'tong
煅自燃铜,duan'zi'ran'tong
煅紫石英,duan'zi'shi'ying
对半甲,dui'ban'jia
对半卡环,dui'ban'ka'huan
对苯二胺皮炎,dui'ben'er'an'pi'yan
对比联想,dui'bi'lian'xiang
对比律,dui'bi'lv
对叉疔药,dui'cha'ding'yao
对称联体儿,dui'chen'lian'ti'er
对冲性损伤,dui'chong'xing'sun'shang
兑端,dui'duan
对端联会,dui'duan'lian'hui
兑端穴,dui'duan'xue
对对参,dui'dui'can
对耳轮,dui'er'lun
对耳轮脚,dui'er'lun'jiao
对耳轮上脚,dui'er'lun'shang'jiao
对耳轮弹性组织结节,dui'er'lun'tan'xing'zu'zhi'jie'jie
对耳轮下脚,dui'er'lun'xia'jiao
对耳屏,dui'er'ping
对节树根,dui'jie'shu'gen
对节叶,dui'jie'ye
对抗性条件作用,dui'kang'xing'tiao'jian'zuo'yong
对流免疫电泳,dui'liu'mian'yi'dian'yong
对马耳蕨,dui'ma'er'jue
对偶比较法,dui'ou'bi'jiao'fa
对偶皮瓣,dui'ou'pi'ban
对数定律,dui'shu'ding'lv
对位缝合,dui'wei'feng'he
堆莴苣,dui'wo'ju
对虾,dui'xia
对虾壳,dui'xia'ke
对向运输,dui'xiang'yun'shu
对叶豆,dui'ye'dou
对叶林,dui'ye'lin
对叶林根,dui'ye'lin'gen
对叶四块瓦,dui'ye'si'kuai'wa
对叶油麻根,dui'ye'you'ma'gen
对叶油麻叶,dui'ye'you'ma'ye
对掌成形术,dui'zhang'cheng'xing'shu
对照组,dui'zhao'zu
对座草,dui'zuo'cao
钝剥离,dun'bo'li
钝齿铃子香,dun'chi'ling'zi'xiang
钝齿青荚叶,dun'chi'qing'jia'ye
盾翅藤,dun'chi'teng
盾果草,dun'guo'cao
顿咳病,dun'ke'bing
钝伤,dun'shang
敦盛草,dun'sheng'cao
钝痛,dun'tong
钝头扁平苔藓,dun'tou'bian'ping'tai'xian
顿悟说,dun'wu'shuo
顿悟学习,dun'wu'xue'xi
钝叶草,dun'ye'cao
盾叶莓,dun'ye'mei
钝叶蔷薇,dun'ye'qiang'wei
钝缘支动脉,dun'yuan'zhi'dong'mai
多巴胺,duo'ba'an
多倍体,duo'bei'ti
多倍性,duo'bei'xing
多齿蹄盖蕨,duo'chi'ti'gai'jue
多重比较,duo'chong'bi'jiao
多重反应原则,duo'chong'fan'ying'yuan'ze
多重人格,duo'chong'ren'ge
多重相关,duo'chong'xiang'guan
多刺绿绒蒿,duo'ci'lv'rong'hao
多次肾移植,duo'ci'shen'yi'zhi
多导,duo'dao
多尔心室成形术,duo'er'xin'shi'cheng'xing'shu
多发对称性脂肪瘤病,duo'fa'dui'chen'xing'zhi'fang'liu'bing
多发伤,duo'fa'shang
多发性错构瘤综合征,duo'fa'xing'cuo'gou'liu'zong'he'zheng
多发性内分泌瘤病,duo'fa'xing'nei'fen'mi'liu'bing
多发性皮脂腺囊肿,duo'fa'xing'pi'zhi'xian'nang'zhong
多发性外生骨疣,duo'fa'xing'wai'sheng'gu'you
多发性纤维上皮增生,duo'fa'xing'xian'wei'shang'pi'zeng'sheng
多发性脂肪瘤,duo'fa'xing'zhi'fang'liu
多发性汁腺脓肿,duo'fa'xing'zhi'xian'nong'zhong
多房性囊性肾瘤,duo'fang'xing'nang'xing'shen'liu
多睾症,duo'gao'zheng
多功能美容机,duo'gong'neng'mei'rong'ji
多股丝,duo'gu'si
多关节炎,duo'guan'jie'yan
多汗症,duo'han'zheng
多核合子,duo'he'he'zi
多核配子,duo'he'pei'zi
多核糖体,duo'he'tang'ti
多核体,duo'he'ti
多花筋骨草,duo'hua'jin'gu'cao
多花猕猴桃,duo'hua'mi'hou'tao
多花猕猴桃根,duo'hua'mi'hou'tao'gen
多花猕猴桃茎叶,duo'hua'mi'hou'tao'jing'ye
多肌炎,duo'ji'yan
多基因病,duo'ji'yin'bing
多极有丝分裂,duo'ji'you'si'fen'lie
多价抗血清,duo'jia'kang'xue'qing
多价体,duo'jia'ti
咄嗟嗚呼,duo'jie'wu'hu
多精入卵,duo'jing'ru'luan
多聚甲醛干髓剂,duo'ju'jia'quan'gan'sui'ji
多克隆发育区,duo'ke'long'fa'yu'qu
多克隆活化因子,duo'ke'long'huo'hua'yin'zi
多克隆抗体,duo'ke'long'kang'ti
多裂独活,duo'lie'du'huo
多鳞鳞毛蕨,duo'lin'lin'mao'jue
多脉鹅耳枥,duo'mai'e'er'li
多寐,duo'mei
多寐病,duo'mei'bing
多模式神经元,duo'mo'shi'shen'jing'yuan
多囊肾,duo'nang'shen
多尿型肾,duo'niao'xing'shen
多泡体,duo'pao'ti
多胚现象,duo'pei'xian'xiang
多胚性,duo'pei'xing
多器官功能衰竭,duo'qi'guan'gong'neng'shuai'jie
多器官联合移植,duo'qi'guan'lian'he'yi'zhi
多器官整块移植,duo'qi'guan'zheng'kuai'yi'zhi
多潜能性,duo'qian'neng'xing
多乳房,duo'ru'fang
多生牙,duo'sheng'ya
多蒴曲尾藓,duo'shuo'qu'wei'xian
多穗蓼,duo'sui'liao
多穗石柯根,duo'sui'shi'ke'gen
多穗石柯果,duo'sui'shi'ke'guo
多穗石柯茎,duo'sui'shi'ke'jing
多穗石柯叶,duo'sui'shi'ke'ye
堕胎病,duo'tai'bing
多态现象,duo'tai'xian'xiang
多态性,duo'tai'xing
多态性信息含量,duo'tai'xing'xin'xi'han'liang
多糖包被,duo'tang'bao'bei
多体性,duo'ti'xing
多头绷带法,duo'tou'beng'dai'fa
多头苦荬,duo'tou'ku'mai
多闻博识知之次也,duo'wen'bo'shi'zhi'zhi'ci'ye
多细胞层,duo'xi'bao'ceng
多涎,duo'xian
多线期,duo'xian'qi
多线染色体,duo'xian'ran'se'ti
多腺性综合征,duo'xian'xing'zong'he'zheng
多项选择法,duo'xiang'xuan'ze'fa
多形,duo'xing
多形核,duo'xing'he
多形核白细胞,duo'xing'he'bai'xi'bao
多形性,duo'xing'xing
多形性低度恶性腺癌,duo'xing'xing'di'du'e'xing'xian'ai
多形性日光疹,duo'xing'xing'ri'guang'zhen
多形性腺瘤,duo'xing'xing'xian'liu
多血质,duo'xue'zhi
多因子病,duo'yin'zi'bing
多用夹板,duo'yong'jia'ban
多用生命以济危急,duo'yong'sheng'ming'yi'ji'wei'ji
多元分析,duo'yuan'fen'xi
多元回归,duo'yuan'hui'gui
多趾,duo'zhi
多趾畸形,duo'zhi'ji'xing
多指畸形,duo'zhi'ji'xing
多种硫酸酯酶缺乏症,duo'zhong'liu'suan'zhi'mei'que'fa'zheng
多着丝粒染色体,duo'zhuo'si'li'ran'se'ti
多足蕨,duo'zu'jue
鄂报春,e'bao'chun
额鼻突,e'bi'tu
恶病质,e'bing'zhi
腭不全裂,e'bu'quan'lie
额部入路,e'bu'ru'lu
鹅不食草,e'bu'shi'cao
峨参,e'can
峨参叶,e'can'ye
鹅肠菜,e'chang'cai
鹅肠草,e'chang'cao
鹅臎,e'cui
腭大孔注射法,e'da'kong'zhu'she'fa
鹅胆,e'dan
鹅蛋壳,e'dan'ke
额顶入路,e'ding'ru'lu
厄尔布麻痹,e'er'bu'ma'bi
恶风,e'feng
恶风发热,e'feng'fa're
腭杆,e'gan
鹗骨,e'gu
鹅管石,e'guan'shi
恶寒发热,e'han'fa're
恶寒蜷卧,e'han'quan'wo
恶寒无汗,e'han'wu'han
恶核,e'he
额横皱纹,e'heng'zhou'wen
恶候,e'hou
鹅喉管,e'hou'guan
额肌瓣悬吊术,e'ji'ban'xuan'diao'shu
鹅脚板,e'jiao'ban
阿胶鸡子黄汤,e'jiao'ji'zi'huang'tang
阿胶口服液,e'jiao'kou'fu'ye
阿胶珠,e'jiao'zhu
鹅颈畸形,e'jing'ji'xing
鹅口疮病,e'kou'chuang'bing
腭裂,e'lie
腭裂后推修复术,e'lie'hou'tui'xiu'fu'shu
腭裂减张切口修复术,e'lie'jian'zhang'qie'kou'xiu'fu'shu
腭裂四瓣修复术,e'lie'si'ban'xiu'fu'shu
腭裂系列治疗,e'lie'xi'lie'zhi'liao
腭裂修复术,e'lie'xiu'fu'shu
腭裂语音,e'lie'yu'yin
腭隆凸,e'long'tu
饿蚂蝗,e'ma'huang
鹅毛,e'mao
峨眉半边莲,e'mei'ban'bian'lian
峨眉耳蕨,e'mei'er'jue
峨眉黄芩,e'mei'huang'qin
峨眉蕨贯众,e'mei'jue'guan'zhong
峨眉石凤丹,e'mei'shi'feng'dan
峨眉香科,e'mei'xiang'ke
峨眉紫金牛,e'mei'zi'jin'niu
腭面,e'mian
鹅内金,e'nei'jin
呃逆病,e'ni'bing
呃逆日久不止,e'ni'ri'jiu'bu'zhi
腭黏膜下裂,e'nian'mo'xia'lie
额颞入路,e'nie'ru'lu
蛾皮炎,e'pi'yan
峨屏草,e'ping'cao
腭前孔注射法,e'qian'kong'zhu'she'fa
鹅绒藤,e'rong'teng
鹅肉,e'rou
腭乳头囊肿,e'ru'tou'nang'zhong
峨山草乌,e'shan'cao'wu
峨山雪莲花,e'shan'xue'lian'hua
恶实,e'shi
鹅首马先蒿,e'shou'ma'xian'hao
鹅腿骨,e'tui'gu
额外染色体,e'wai'ran'se'ti
额外肾,e'wai'shen
额外牙,e'wai'ya
腭完全裂,e'wan'quan'lie
鄂西天胡荽,e'xi'tian'hu'sui
额下入路,e'xia'ru'lu
腭腺,e'xian
鹅涎,e'xian
