艾昂尼尔锡青铜,ai'ang'ni'er'xi'qing'tong
煅烧白云石,duan'shao'bai'yun'shi
煅烧白云石砖,duan'shao'bai'yun'shi'zhuan
煅烧比,duan'shao'bi
煅烧操作,duan'shao'cao'zuo
煅烧产出率,duan'shao'chan'chu'lv
煅烧产物,duan'shao'chan'wu
煅烧厂装置,duan'shao'chang'zhuang'zhi
煅烧车间,duan'shao'che'jian
煅烧带,duan'shao'dai
煅烧粉,duan'shao'fen
煅烧高岭土,duan'shao'gao'ling'tu
煅烧过程,duan'shao'guo'cheng
煅烧过的焦炭,duan'shao'guo'de'jiao'tan
煅烧黄铁矿,duan'shao'huang'tie'kuang
煅烧技术,duan'shao'ji'shu
煅烧菱镁矿,duan'shao'ling'mei'kuang
煅烧炉,duan'shao'lu
煅烧粘土,duan'shao'nian'tu
煅烧区,duan'shao'qu
煅烧室,duan'shao'shi
煅烧石灰,duan'shao'shi'hui
煅烧苏打,duan'shao'su'da
煅烧碳酸盐,duan'shao'tan'suan'yan
煅烧温度,duan'shao'wen'du
煅烧氧化铝,duan'shao'yang'hua'lv
煅烧窑,duan'shao'yao
短时浸洗,duan'shi'jin'xi
短时脉冲群发生器,duan'shi'mai'chong'qun'fa'sheng'qi
锻铁炉,duan'tie'lu
锻铁炉炉缸,duan'tie'lu'lu'gang
断续,duan'xu
断续操作,duan'xu'cao'zuo
断续淬火,duan'xu'cui'huo
断续的,duan'xu'de
断续灯光,duan'xu'deng'guang
断续电流镀覆,duan'xu'dian'liu'du'fu
断续定位,duan'xu'ding'wei
断续放大器,duan'xu'fang'da'qi
断续负载额定出力,duan'xu'fu'zai'e'ding'chu'li
断续工作的发动机,duan'xu'gong'zuo'de'fa'dong'ji
断续过程,duan'xu'guo'cheng
断续焊,duan'xu'han
断续焊缝,duan'xu'han'feng
断续焊接,duan'xu'han'jie
断续加热,duan'xu'jia're
断续加压,duan'xu'jia'ya
断续加载,duan'xu'jia'zai
断续裂纹发展,duan'xu'lie'wen'fa'zhan
断续器,duan'xu'qi
断续式鼓风焙烧炉,duan'xu'shi'gu'feng'bei'shao'lu
断续寿命试验,duan'xu'shou'ming'shi'yan
断续下向过滤,duan'xu'xia'xiang'guo'lv
断续效应,duan'xu'xiao'ying
断续窑,duan'xu'yao
断续语言,duan'xu'yu'yan
断续运转,duan'xu'yun'zhuan
断续作用罐炉,duan'xu'zuo'yong'guan'lu
断一通比,duan'yi'tong'bi
短暂浸渍,duan'zan'jin'zi
锻造术,duan'zao'shu
锻造氧化铁皮,duan'zao'yang'hua'tie'pi
对抵接头,dui'di'jie'tou
堆锭场,dui'ding'chang
对焊,dui'han
对焊尺寸检查样板,dui'han'chi'cun'jian'cha'yang'ban
对焊机,dui'han'ji
对焊机夹头,dui'han'ji'jia'tou
对焊接头,dui'han'jie'tou
堆焊用焊条,dui'han'yong'han'tiao
对焊钻杆,dui'han'zuan'gan
堆积,dui'ji
堆集比重,dui'ji'bi'zhong
对讲电话,dui'jiang'dian'hua
对讲电话台,dui'jiang'dian'hua'tai
对讲系统,dui'jiang'xi'tong
对接,dui'jie
对接板,dui'jie'ban
对接边,dui'jie'bian
对接触点,dui'jie'chu'dian
对接缝焊机,dui'jie'feng'han'ji
对接盖板,dui'jie'gai'ban
对接滚焊焊缝,dui'jie'gun'han'han'feng
对接滚焊机,dui'jie'gun'han'ji
对接焊,dui'jie'han
对接焊缝,dui'jie'han'feng
对接接触,dui'jie'jie'chu
对接接头,dui'jie'jie'tou
对接平焊,dui'jie'ping'han
对接烧结,dui'jie'shao'jie
对开阳极电解槽,dui'kai'yang'ji'dian'jie'cao
堆垒煅烧,dui'lei'duan'shao
堆料,dui'liao
对某专利权的侵犯,dui'mou'zhuan'li'quan'de'qin'fan
对齐接头,dui'qi'jie'tou
对头焊接,dui'tou'han'jie
对头焊接法,dui'tou'han'jie'fa
对心碰撞,dui'xin'peng'zhuang
对心弹簧,dui'xin'tan'huang
堆渣场,dui'zha'chang
对照取样,dui'zhao'qu'yang
对照样品,dui'zhao'yang'pin
对正中心,dui'zheng'zhong'xin
对中辊,dui'zhong'gun
对中辊道,dui'zhong'gun'dao
对中环,dui'zhong'huan
对中螺丝,dui'zhong'luo'si
对中套筒,dui'zhong'tao'tong
对中心,dui'zhong'xin
对中装置,dui'zhong'zhuang'zhi
镦锻坯,dun'duan'pi
镦锻用圆形坯件,dun'duan'yong'yuan'xing'pi'jian
钝化作用,dun'hua'zuo'yong
钝金刚石锥体,dun'jin'gang'shi'zhui'ti
钝头锥体,dun'tou'zhui'ti
顿钻钻头,dun'zuan'zuan'tou
多次折光内孔窥视仪,duo'ci'zhe'guang'nei'kong'kui'shi'yi
多斗式挖泥船,duo'dou'shi'wa'ni'chuan
多斗提升机,duo'dou'ti'sheng'ji
多斗挖泥机,duo'dou'wa'ni'ji
多腹板箱形梁,duo'fu'ban'xiang'xing'liang
多股绞线,duo'gu'jiao'xian
多管除尘器,duo'guan'chu'chen'qi
多管式除尘器,duo'guan'shi'chu'chen'qi
多角柱,duo'jiao'zhu
多孔混凝土,duo'kong'hun'ning'tu
多孔结构,duo'kong'jie'gou
多孔粘土,duo'kong'nian'tu
多孔青铜过滤,duo'kong'qing'tong'guo'lv
多孔石英,duo'kong'shi'ying
多孔铁含油轴承金属,duo'kong'tie'han'you'zhou'cheng'jin'shu
多孔隙的,duo'kong'xi'de
多裂缝的,duo'lie'feng'de
惰轮,duo'lun
惰轮轴,duo'lun'zhou
多泡的,duo'pao'de
多气孔钢锭,duo'qi'kong'gang'ding
多气泡的,duo'qi'pao'de
多维几何,duo'wei'ji'he
多维空间,duo'wei'kong'jian
多芯导线,duo'xin'dao'xian
惰性,duo'xing
惰性材料炉衬,duo'xing'cai'liao'lu'chen
惰性常数,duo'xing'chang'shu
惰性尘埃,duo'xing'chen'ai
惰行冲程,duo'xing'chong'cheng
惰性导体,duo'xing'dao'ti
惰性电极,duo'xing'dian'ji
惰性电解质,duo'xing'dian'jie'zhi
惰性固体物质,duo'xing'gu'ti'wu'zhi
惰性固体载体,duo'xing'gu'ti'zai'ti
惰性硅酸盐,duo'xing'gui'suan'yan
惰性环境,duo'xing'huan'jing
惰性加稀气体,duo'xing'jia'xi'qi'ti
惰性气氛,duo'xing'qi'fen
惰性气氛锆电解槽,duo'xing'qi'fen'gao'dian'jie'cao
惰性气氛退火,duo'xing'qi'fen'tui'huo
惰性气体包层,duo'xing'qi'ti'bao'ceng
惰性气体保护层,duo'xing'qi'ti'bao'hu'ceng
惰性气体保护点焊法,duo'xing'qi'ti'bao'hu'dian'han'fa
惰性气体保护电弧法,duo'xing'qi'ti'bao'hu'dian'hu'fa
惰性气体保护电弧焊炬,duo'xing'qi'ti'bao'hu'dian'hu'han'ju
惰性气体保护电弧熔炼,duo'xing'qi'ti'bao'hu'dian'hu'rong'lian
惰性气体保护锻造,duo'xing'qi'ti'bao'hu'duan'zao
惰性气体保护焊炬,duo'xing'qi'ti'bao'hu'han'ju
惰性气体保护金属极弧焊,duo'xing'qi'ti'bao'hu'jin'shu'ji'hu'han
惰性气体保护炉,duo'xing'qi'ti'bao'hu'lu
惰性气体保护密封室,duo'xing'qi'ti'bao'hu'mi'feng'shi
惰性气体保护钎焊,duo'xing'qi'ti'bao'hu'qian'han
惰性气体保护钨极电弧焊,duo'xing'qi'ti'bao'hu'wu'ji'dian'hu'han
惰性气体保护钨极电弧焊炬,duo'xing'qi'ti'bao'hu'wu'ji'dian'hu'han'ju
惰性气体保护罩,duo'xing'qi'ti'bao'hu'zhao
惰性气体电弧焊,duo'xing'qi'ti'dian'hu'han
惰性气体气氛,duo'xing'qi'ti'qi'fen
惰性气体碳极电弧焊,duo'xing'qi'ti'tan'ji'dian'hu'han
惰性气体消耗电极焊,duo'xing'qi'ti'xiao'hao'dian'ji'han
惰性气体原子,duo'xing'qi'ti'yuan'zi
惰性熔体,duo'xing'rong'ti
惰性添加剂,duo'xing'tian'jia'ji
惰性填料,duo'xing'tian'liao
惰性网格,duo'xing'wang'ge
惰性物料,duo'xing'wu'liao
惰性物质含量,duo'xing'wu'zhi'han'liang
惰性稀释剂,duo'xing'xi'shi'ji
惰性盐,duo'xing'yan
惰性盐类混合物,duo'xing'yan'lei'hun'he'wu
惰性氧化物,duo'xing'yang'hua'wu
惰性阳极,duo'xing'yang'ji
惰性液体介质,duo'xing'ye'ti'jie'zhi
惰性运载气体,duo'xing'yun'zai'qi'ti
惰性载体,duo'xing'zai'ti
惰性组分,duo'xing'zu'fen
多预焙阳极电解槽,duo'yu'bei'yang'ji'dian'jie'cao
多爪抓岩机,duo'zhao'zhua'yan'ji
鹅鹅头床,e'e'tou'chuang
恶果,e'guo
鹅颈台,e'jing'tai
扼流电阻,e'liu'dian'zu
扼流圈输入式整流电路,e'liu'quan'shu'ru'shi'zheng'liu'dian'lu
扼流圈调制,e'liu'quan'tiao'zhi
扼流凸缘,e'liu'tu'yuan
扼流线圈,e'liu'xian'quan
鹅头桩,e'tou'zhuang
恶性膨胀,e'xing'peng'zhang
耳,er
二苯醚,er'ben'mi
二重锯齿,er'chong'ju'chi
二重切的,er'chong'qie'de
二次增亮剂,er'ci'zeng'liang'ji
二等分线,er'deng'fen'xian
二碘化铟,er'dian'hua'yin
二丁醚,er'ding'mi
二甘醇乙醚,er'gan'chun'yi'mi
二硅酸盐,er'gui'suan'yan
二价,er'jia
二价的,er'jia'de
二价镉的,er'jia'ge'de
二价金属,er'jia'jin'shu
二价金属硫酸盐,er'jia'jin'shu'liu'suan'yan
二价铈,er'jia'shi
二进位组,er'jin'wei'zu
二进制位密度,er'jin'zhi'wei'mi'du
二硫化铯,er'liu'hua'se
二硫化碳,er'liu'hua'tan
二硫化物,er'liu'hua'wu
二硫酸根络铟铯,er'liu'suan'gen'luo'yin'se
二氯化铟,er'lv'hua'yin
鲕绿泥石,er'lv'ni'shi
二氯溴化物,er'lv'xiu'hua'wu
二氯氧化铈,er'lv'yang'hua'shi
二排风口,er'pai'feng'kou
二十四烷酸,er'shi'si'wan'suan
二相,er'xiang
二相平衡,er'xiang'ping'heng
二溴化氯,er'xiu'hua'lv
二溴化铟,er'xiu'hua'yin
二氧化铯,er'yang'hua'se
二氧化铈,er'yang'hua'shi
二氧化碳,er'yang'hua'tan
二氧化碳测定计,er'yang'hua'tan'ce'ding'ji
二氧化碳电弧焊,er'yang'hua'tan'dian'hu'han
二氧化碳激光,er'yang'hua'tan'ji'guang
二氧化碳灭火器,er'yang'hua'tan'mie'huo'qi
二氧化碳气氛,er'yang'hua'tan'qi'fen
二氧化碳气体自动记录仪,er'yang'hua'tan'qi'ti'zi'dong'ji'lu'yi
二氧化碳吸收器,er'yang'hua'tan'xi'shou'qi
二氧化碳型砂,er'yang'hua'tan'xing'sha
二氧化碳硬化砂法,er'yang'hua'tan'ying'hua'sha'fa
二氧化钨,er'yang'hua'wu
二异丁基甲酮,er'yi'ding'ji'jia'tong
发处理的,fa'chu'li'de
发动机在旁侧的驾驶室,fa'dong'ji'zai'pang'ce'de'jia'shi'shi
发动机制动试验的油耗,fa'dong'ji'zhi'dong'shi'yan'de'you'hao
发端,fa'duan
发光,fa'guang
发光的模拟工艺流程图,fa'guang'de'mo'ni'gong'yi'liu'cheng'tu
发光光泽,fa'guang'guang'ze
发光脉冲放大器,fa'guang'mai'chong'fang'da'qi
发光体,fa'guang'ti
法国钢铁研究院连续炼钢法,fa'guo'gang'tie'yan'jiu'yuan'lian'xu'lian'gang'fa
发黑,fa'hei
发黑处理,fa'hei'chu'li
发火花,fa'huo'hua
发蓝薄钢板,fa'lan'bo'gang'ban
发蓝处理,fa'lan'chu'li
发蓝处理炉,fa'lan'chu'li'lu
发蓝处理用盐,fa'lan'chu'li'yong'yan
发蓝钢丝,fa'lan'gang'si
发蓝加热处理,fa'lan'jia're'chu'li
法兰盲板,fa'lan'mang'ban
发蓝退火,fa'lan'tui'huo
发蓝退火的薄钢板,fa'lan'tui'huo'de'bo'gang'ban
发蓝氧化色,fa'lan'yang'hua'se
发亮光泽,fa'liang'guang'ze
发面冒口,fa'mian'mao'kou
发明,fa'ming
发泡的,fa'pao'de
发票,fa'piao
发热,fa're
发热铬铁,fa're'ge'tie
发热量,fa're'liang
发热能力,fa're'neng'li
发生,fa'sheng
发生腐蚀,fa'sheng'fu'shi
发生脉冲,fa'sheng'mai'chong
反白口,fan'bai'kou
反比,fan'bi
反比例的,fan'bi'li'de
帆布,fan'bu
帆布带,fan'bu'dai
帆布隔膜,fan'bu'ge'mo
帆布过滤器,fan'bu'guo'lv'qi
帆布软管,fan'bu'ruan'guan
帆布手套,fan'bu'shou'tao
帆布输送带,fan'bu'shu'song'dai
帆布输送带导向板,fan'bu'shu'song'dai'dao'xiang'ban
帆布水管,fan'bu'shui'guan
帆布鞋罩,fan'bu'xie'zhao
反常炉况,fan'chang'lu'kuang
反常运行,fan'chang'yun'xing
翻车机,fan'che'ji
反冲压力机,fan'chong'ya'li'ji
范畴,fan'chou
翻锭机,fan'ding'ji
翻锭座框架,fan'ding'zuo'kuang'jia
反感应线圈,fan'gan'ying'xian'quan
饭高铜镍铝合金,fan'gao'tong'nie'lv'he'jin
反拱度,fan'gong'du
反光电效应,fan'guang'dian'xiao'ying
反灰口,fan'hui'kou
返回指令,fan'hui'zhi'ling
反击式破碎机,fan'ji'shi'po'sui'ji
反挤压,fan'ji'ya
反尖晶石型铁氧体,fan'jian'jing'shi'xing'tie'yang'ti
反尖晶型,fan'jian'jing'xing
反接绕组,fan'jie'rao'zu
反接线圈,fan'jie'xian'quan
反偏析,fan'pian'xi
反曲面,fan'qu'mian
反热电效应,fan're'dian'xiao'ying
翻砂间,fan'sha'jian
反射光组,fan'she'guang'zu
反射系统,fan'she'xi'tong
反射线标定,fan'she'xian'biao'ding
反射信号,fan'she'xin'hao
反射增宽,fan'she'zeng'kuan
反渗透法,fan'shen'tou'fa
反时,fan'shi
反石墨化元素,fan'shi'mo'hua'yuan'su
反时限延时,fan'shi'xian'yan'shi
反时针的,fan'shi'zhen'de
反向,fan'xiang
反向变流器,fan'xiang'bian'liu'qi
反向布居,fan'xiang'bu'ju
反向穿孔模,fan'xiang'chuan'kong'mo
反向电压,fan'xiang'dian'ya
反相放大器,fan'xiang'fang'da'qi
反向光程显微镜,fan'xiang'guang'cheng'xian'wei'jing
反向几何,fan'xiang'ji'he
反向挤压,fan'xiang'ji'ya
反向夹层生长,fan'xiang'jia'ceng'sheng'zhang
反向流,fan'xiang'liu
反相器,fan'xiang'qi
反相气体色层法,fan'xiang'qi'ti'se'ceng'fa
翻箱铸造,fan'xiang'zhu'zao
反效应,fan'xiao'ying
反谐振,fan'xie'zhen
反压电效应,fan'ya'dian'xiao'ying
反压辊式矫直机,fan'ya'gun'shi'jiao'zhi'ji
反压式四排辊辊式矫直机,fan'ya'shi'si'pai'gun'gun'shi'jiao'zhi'ji
反演,fan'yan
反演电路,fan'yan'dian'lu
反演二重轴,fan'yan'er'chong'zhou
反演几何学,fan'yan'ji'he'xue
反演六重轴,fan'yan'liu'zhong'zhou
反演三重轴,fan'yan'san'chong'zhou
反演轴,fan'yan'zhou
翻译机,fan'yi'ji
反应堆内蠕变,fan'ying'dui'nei'ru'bian
反应器中形沟流,fan'ying'qi'zhong'xing'gou'liu
反余割,fan'yu'ge
反元,fan'yuan
反原子,fan'yuan'zi
反运算,fan'yun'suan
翻转位置,fan'zhuan'wei'zhi
翻装箕斗装置,fan'zhuang'ji'dou'zhuang'zhi
反作用电压,fan'zuo'yong'dian'ya
房,fang
防碍,fang'ai
妨碍,fang'ai
方案,fang'an
防爆盘,fang'bao'pan
防潮纸,fang'chao'zhi
防冲托辊,fang'chong'tuo'gun
放出孔,fang'chu'kong
放出液体或汽体,fang'chu'ye'ti'huo'qi'ti
放大器级间谐振电路,fang'da'qi'ji'jian'xie'zhen'dian'lu
放风阀,fang'feng'fa
防腐处理,fang'fu'chu'li
防腐蚀,fang'fu'shi
防腐蚀作用,fang'fu'shi'zuo'yong
方格,fang'ge
方盒信号,fang'he'xin'hao
房基线,fang'ji'xian
防溅垫,fang'jian'dian
方解石,fang'jie'shi
方解石晶体,fang'jie'shi'jing'ti
仿金,fang'jin
方颈螺栓,fang'jing'luo'shuan
放空阀,fang'kong'fa
方块料,fang'kuai'liao
方块图,fang'kuai'tu
方块字型组织,fang'kuai'zi'xing'zu'zhi
防裂环,fang'lie'huan
方硫铁镍矿,fang'liu'tie'nie'kuang
防鸟格栅,fang'niao'ge'shan
方硼矿,fang'peng'kuang
方硼石,fang'peng'shi
方坯板坯初轧机,fang'pi'ban'pi'chu'zha'ji
方坯初轧机,fang'pi'chu'zha'ji
方坯打印机,fang'pi'da'yin'ji
方坯的切头,fang'pi'de'qie'tou
方坯检查,fang'pi'jian'cha
方坯轧辊,fang'pi'zha'gun
放汽,fang'qi
放气阀,fang'qi'fa
放气干燥器,fang'qi'gan'zao'qi
放气管节气门,fang'qi'guan'jie'qi'men
放气开关,fang'qi'kai'guan
放气喷嘴,fang'qi'pen'zui
放气压榨机,fang'qi'ya'zha'ji
放散阀,fang'san'fa
放散管煤气压力,fang'san'guan'mei'qi'ya'li
放射线病,fang'she'xian'bing
防渗层,fang'shen'ceng
防渗碳漆防渗碳涂料,fang'shen'tan'qi'fang'shen'tan'tu'liao
方铈矿,fang'shi'kuang
房式烟道,fang'shi'yan'dao
防蚀纸,fang'shi'zhi
防水帆布屋面,fang'shui'fan'bu'wu'mian
放水管,fang'shui'guan
放水管调节门,fang'shui'guan'tiao'jie'men
防松螺母,fang'song'luo'mu
防松螺栓,fang'song'luo'shuan
房屋重建,fang'wu'chong'jian
房屋构架,fang'wu'gou'jia
房屋构造,fang'wu'gou'zao
房屋建筑学,fang'wu'jian'zhu'xue
房屋界线,fang'wu'jie'xian
房屋勘测员,fang'wu'kan'ce'yuan
房屋跨度,fang'wu'kua'du
房屋体积,fang'wu'ti'ji
仿形机,fang'xing'ji
方形偏析,fang'xing'pian'xi
方形穴播尺度索向导器,fang'xing'xue'bo'chi'du'suo'xiang'dao'qi
方形穴播机,fang'xing'xue'bo'ji
方形穴播装置,fang'xing'xue'bo'zhuang'zhi
仿银合金,fang'yin'he'jin
放油管调节门,fang'you'guan'tiao'jie'men
仿造铂合金,fang'zao'bo'he'jin
仿造锰青铜,fang'zao'meng'qing'tong
防震层,fang'zhen'ceng
仿真线,fang'zhen'xian
沸点,fei'dian
沸点测高器,fei'dian'ce'gao'qi
沸点差,fei'dian'cha
沸点气压计,fei'dian'qi'ya'ji
沸点曲线,fei'dian'qu'xian
沸点升高,fei'dian'sheng'gao
沸点压力,fei'dian'ya'li
非定期观察,fei'ding'qi'guan'cha
非定期检验,fei'ding'qi'jian'yan
非定重线捆,fei'ding'zhong'xian'kun
非镀锌管,fei'du'xin'guan
飞蛾,fei'e
非法指令,fei'fa'zhi'ling
废风阀,fei'feng'fa
废钢铁料,fei'gang'tie'liao
非共格晶粒间界,fei'gong'ge'jing'li'jian'jie
非工作位置,fei'gong'zuo'wei'zhi
非互溶的,fei'hu'rong'de
废黄铜,fei'huang'tong
非活性的,fei'huo'xing'de
非精炼混铁炉,fei'jing'lian'hun'tie'lu
非均质晶体,fei'jun'zhi'jing'ti
非可逆催化反应,fei'ke'ni'cui'hua'fan'ying
非理想气体,fei'li'xiang'qi'ti
非炼焦煤,fei'lian'jiao'mei
非灵敏区,fei'ling'min'qu
肥煤,fei'mei
废气阀,fei'qi'fa
废青铜,fei'qing'tong
非渗透性,fei'shen'tou'xing
废石,fei'shi
沸水,fei'shui
沸水冷却,fei'shui'leng'que
沸水式反应堆,fei'shui'shi'fan'ying'dui
废水综合处理厂,fei'shui'zong'he'chu'li'chang
非弹性,fei'tan'xing
非弹性变形,fei'tan'xing'bian'xing
非弹性电子散射,fei'tan'xing'dian'zi'san'she
非弹性范围,fei'tan'xing'fan'wei
非弹性区,fei'tan'xing'qu
非弹性散射,fei'tan'xing'san'she
非弹性体,fei'tan'xing'ti
非弹性衍射,fei'tan'xing'yan'she
非弹性作用,fei'tan'xing'zuo'yong
沸腾,fei'teng
沸腾层,fei'teng'ceng
沸腾层直接炼铁法,fei'teng'ceng'zhi'jie'lian'tie'fa
沸腾层直接炼铁炉,fei'teng'ceng'zhi'jie'lian'tie'lu
沸腾传热,fei'teng'chuan're
沸腾期,fei'teng'qi
沸腾温度,fei'teng'wen'du
沸腾硝酸,fei'teng'xiao'suan
沸腾压力,fei'teng'ya'li
废铁,fei'tie
非相干光学装置,fei'xiang'gan'guang'xue'zhuang'zhi
非相干强度,fei'xiang'gan'qiang'du
非相干散射,fei'xiang'gan'san'she
非延性的,fei'yan'xing'de
废蒸汽,fei'zheng'qi
沸煮炉,fei'zhu'lu
分,fen
分辨率提高,fen'bian'lv'ti'gao
分叉,fen'cha
分厂经理,fen'chang'jing'li
分程序结构,fen'cheng'xu'jie'gou
分程序首部,fen'cheng'xu'shou'bu
分程序体,fen'cheng'xu'ti
分度,fen'du
分度工作台,fen'du'gong'zuo'tai
分度虎钳,fen'du'hu'qian
分度镜,fen'du'jing
分度盘,fen'du'pan
分度式铣夹具,fen'du'shi'xi'jia'ju
分度头,fen'du'tou
分度误差,fen'du'wu'cha
分度销,fen'du'xiao
分段穿孔带读出器,fen'duan'chuan'kong'dai'du'chu'qi
分断电流,fen'duan'dian'liu
分段多层焊,fen'duan'duo'ceng'han
分段多层钎焊,fen'duan'duo'ceng'qian'han
分段汽缸,fen'duan'qi'gang
分断容量,fen'duan'rong'liang
分隔式均热炉,fen'ge'shi'jun're'lu
分公司,fen'gong'si
分管,fen'guan
焚化,fen'hua
粉化,fen'hua
焚化炉,fen'hua'lu
分级淬火,fen'ji'cui'huo
分级收尘器,fen'ji'shou'chen'qi
分解,fen'jie
分界表面的,fen'jie'biao'mian'de
分解槽,fen'jie'cao
分解产物,fen'jie'chan'wu
分解矿糊,fen'jie'kuang'hu
分界面上的波运动,fen'jie'mian'shang'de'bo'yun'dong
分界面振荡,fen'jie'mian'zhen'dang
分解能力,fen'jie'neng'li
分解容器,fen'jie'rong'qi
分解设备,fen'jie'she'bei
分流电路,fen'liu'dian'lu
分流电容器,fen'liu'dian'rong'qi
分馏塔底板,fen'liu'ta'di'ban
分路传送辊道,fen'lu'chuan'song'gun'dao
粉煤仓,fen'mei'cang
粉煤喷吹,fen'mei'pen'chui
粉末包套锻结法,fen'mo'bao'tao'duan'jie'fa
粉末包套剂压法,fen'mo'bao'tao'ji'ya'fa
粉末法衍射花样解释,fen'mo'fa'yan'she'hua'yang'jie'shi
粉末法衍射线强度,fen'mo'fa'yan'she'xian'qiang'du
粉末率,fen'mo'lv
分批过滤器,fen'pi'guo'lv'qi
分批装,fen'pi'zhuang
分批装料,fen'pi'zhuang'liao
分批装运,fen'pi'zhuang'yun
分期会款,fen'qi'hui'kuan
粉刷,fen'shua
分线盒,fen'xian'he
分箱装置,fen'xiang'zhuang'zhi
分压装置,fen'ya'zhuang'zhi
分支,fen'zhi
分支溜槽,fen'zhi'liu'cao
分支排气道,fen'zhi'pai'qi'dao
分置式油缸,fen'zhi'shi'you'gang
分支线,fen'zhi'xian
分支运输系统,fen'zhi'yun'shu'xi'tong
分支状,fen'zhi'zhuang
分枝状浇口,fen'zhi'zhuang'jiao'kou
分支状流槽,fen'zhi'zhuang'liu'cao
分柱法,fen'zhu'fa
分装料车装料,fen'zhuang'liao'che'zhuang'liao
粉状渗碳剂,fen'zhuang'shen'tan'ji
分子的大小,fen'zi'de'da'xiao
分子间的,fen'zi'jian'de
分子间力,fen'zi'jian'li
分子间引力,fen'zi'jian'yin'li
分子内部滑移,fen'zi'nei'bu'hua'yi
分子内的,fen'zi'nei'de
封闭,feng'bi
封闭的孔,feng'bi'de'kong
风铲工,feng'chan'gong
封顶,feng'ding
封顶钢,feng'ding'gang
封顶钢锭,feng'ding'gang'ding
风阀,feng'fa
蜂房式烧结矿冷却机,feng'fang'shi'shao'jie'kuang'leng'que'ji
风沟,feng'gou
风机风量,feng'ji'feng'liang
风机工人,feng'ji'gong'ren
风机能力,feng'ji'neng'li
风口带炉缸外壳,feng'kou'dai'lu'gang'wai'ke
风口带炉壳,feng'kou'dai'lu'ke
风口法兰,feng'kou'fa'lan
封口焊缝,feng'kou'han'feng
风口小弯管,feng'kou'xiao'wan'guan
风量纪录,feng'liang'ji'lu
风量控制,feng'liang'kong'zhi
风量控制器,feng'liang'kong'zhi'qi
风量调节器,feng'liang'tiao'jie'qi
风量消耗,feng'liang'xiao'hao
风帽,feng'mao
蜂鸣制动器,feng'ming'zhi'dong'qi
风扇外罩,feng'shan'wai'zhao
风速,feng'su
封锁的,feng'suo'de
风温鼓风温度,feng'wen'gu'feng'wen'du
蜂窝,feng'wo
蜂窝式放热器,feng'wo'shi'fang're'qi
蜂窝状沉淀,feng'wo'zhuang'chen'dian
蜂窝状二氧化硅,feng'wo'zhuang'er'yang'hua'gui
蜂窝状结构,feng'wo'zhuang'jie'gou
蜂窝状晶体,feng'wo'zhuang'jing'ti
蜂窝状枝晶,feng'wo'zhuang'zhi'jing
风箱盖,feng'xiang'gai
风压,feng'ya
风压表,feng'ya'biao
风压计,feng'ya'ji
风压指示器,feng'ya'zhi'shi'qi
风眼损坏,feng'yan'sun'huai
蜂音器,feng'yin'qi
峰值电压,feng'zhi'dian'ya
风嘴,feng'zui
扶壁坝,fu'bi'ba
浮标,fu'biao
浮槽式分级机,fu'cao'shi'fen'ji'ji
复层板,fu'ceng'ban
复层薄钢板,fu'ceng'bo'gang'ban
覆层材料,fu'ceng'cai'liao
覆层脆度检验,fu'ceng'cui'du'jian'yan
复层钢,fu'ceng'gang
复层管,fu'ceng'guan
副产氨,fu'chan'an
副产焦,fu'chan'jiao
副产矿物,fu'chan'kuang'wu
副产炼焦法,fu'chan'lian'jiao'fa
副产品,fu'chan'pin
副产品回收设备,fu'chan'pin'hui'shou'she'bei
副产品回收装置,fu'chan'pin'hui'shou'zhuang'zhi
副产物,fu'chan'wu
副产物回收,fu'chan'wu'hui'shou
副产烟气,fu'chan'yan'qi
副产烟雾,fu'chan'yan'wu
副产银,fu'chan'yin
浮冲畜电池组,fu'chong'chu'dian'chi'zu
浮冲畜压器,fu'chong'chu'ya'qi
浮冲电瓶,fu'chong'dian'ping
覆带,fu'dai
覆带车,fu'dai'che
覆带传动,fu'dai'chuan'dong
覆带给料式矫直机,fu'dai'gei'liao'shi'jiao'zhi'ji
覆带式起重机,fu'dai'shi'qi'zhong'ji
覆带式牵引装置,fu'dai'shi'qian'yin'zhuang'zhi
覆带式拖拉机,fu'dai'shi'tuo'la'ji
覆带式挖土机,fu'dai'shi'wa'tu'ji
覆带式运输机,fu'dai'shi'yun'shu'ji
覆带式装载机,fu'dai'shi'zhuang'zai'ji
覆带装置,fu'dai'zhuang'zhi
负担,fu'dan
负电极,fu'dian'ji
浮吊,fu'diao
浮动坞门,fu'dong'wu'men
扶垛式挡土墙,fu'duo'shi'dang'tu'qiang
负反馈,fu'fan'kui
覆盖宝石,fu'gai'bao'shi
覆盖材料,fu'gai'cai'liao
复钢导压制品,fu'gang'dao'ya'zhi'pin
富铬合金,fu'ge'he'jin
