阿德勒心理学,a'de'le'xin'li'xue
共显性,gong'xian'xing
弓形切口,gong'xing'qie'kou
弓形体病,gong'xing'ti'bing
弓形腿支具,gong'xing'tui'zhi'ju
弓形纹,gong'xing'wen
供血动脉夹闭术,gong'xue'dong'mai'jia'bi'shu
供血皮瓣,gong'xue'pi'ban
工业工程,gong'ye'gong'cheng
工业社会心理学,gong'ye'she'hui'xin'li'xue
工业心理学,gong'ye'xin'li'xue
工业性皮炎,gong'ye'xing'pi'yan
工艺疗法,gong'yi'liao'fa
共有决定簇,gong'you'jue'ding'cu
共有特异性,gong'you'te'yi'xing
共有序列,gong'you'xu'lie
供者,gong'zhe
供者特异性输血,gong'zhe'te'yi'xing'shu'xue
供者预处理,gong'zhe'yu'chu'li
共转染,gong'zhuan'ran
工作安全,gong'zuo'an'quan
工作安置,gong'zuo'an'zhi
工作侧,gong'zuo'ce
工作场所设计,gong'zuo'chang'suo'she'ji
工作分析,gong'zuo'fen'xi
工作丰富化,gong'zuo'feng'fu'hua
工作负荷,gong'zuo'fu'he
工作记忆,gong'zuo'ji'yi
工作简单化,gong'zuo'jian'dan'hua
工作扩大化,gong'zuo'kuo'da'hua
工作疗法,gong'zuo'liao'fa
工作满意,gong'zuo'man'yi
工作评价,gong'zuo'ping'jia
工作曲线,gong'zuo'qu'xian
工作热量,gong'zuo're'liang
工作生活质量,gong'zuo'sheng'huo'zhi'liang
工作效率,gong'zuo'xiao'lv
工作姿势,gong'zuo'zi'shi
钩虫皮炎,gou'chong'pi'yan
佝偻病,gou'lou'bing
购买动机,gou'mai'dong'ji
购买过程,gou'mai'guo'cheng
购买决策,gou'mai'jue'ce
购买行为,gou'mai'xing'wei
购买意识,gou'mai'yi'shi
购买意图,gou'mai'yi'tu
沟内牙医学,gou'nei'ya'yi'xue
沟通模式,gou'tong'mo'shi
沟通网络,gou'tong'wang'luo
构想效度,gou'xiang'xiao'du
钩形切口,gou'xing'qie'kou
构造论,gou'zao'lun
构造心理学,gou'zao'xin'li'xue
垢着病,gou'zhe'bing
沟状伤,gou'zhuang'shang
股白肿,gu'bai'zhong
股薄肌移植术,gu'bao'ji'yi'zhi'shu
骨成形瓣,gu'cheng'xing'ban
骨成形术,gu'cheng'xing'shu
鼓槌体,gu'chui'ti
骨脆症,gu'cui'zheng
古德帕斯丘综合征,gu'de'pa'si'qiu'zong'he'zheng
古迪纳夫,gu'di'na'fu
古典式电诊断法,gu'dian'shi'dian'zhen'duan'fa
固定,gu'ding
固定动作模式,gu'ding'dong'zuo'mo'shi
固定矫治器,gu'ding'jiao'zhi'qi
固定连接体,gu'ding'lian'jie'ti
固定桥,gu'ding'qiao
固定性药疹,gu'ding'xing'yao'zhen
固定修复术,gu'ding'xiu'fu'shu
固定义齿修复学,gu'ding'yi'chi'xiu'fu'xue
孤独,gu'du
孤独症,gu'du'zheng
股骨头骨骺骨软骨病,gu'gu'tou'gu'hou'gu'ruan'gu'bing
骨关节病,gu'guan'jie'bing
骨关节炎,gu'guan'jie'yan
骨骺过早融合,gu'hou'guo'zao'rong'he
骨骺滑脱,gu'hou'hua'tuo
骨化,gu'hua
骨化性肌炎,gu'hua'xing'ji'yan
骨化性纤维瘤,gu'hua'xing'xian'wei'liu
骨坏死,gu'huai'si
骨基质明胶,gu'ji'zhi'ming'jiao
骨痂,gu'jia
骨科学,gu'ke'xue
股蓝肿,gu'lan'zhong
孤立肾,gu'li'shen
孤立性毛发上皮瘤,gu'li'xing'mao'fa'shang'pi'liu
孤立性肾囊肿,gu'li'xing'shen'nang'zhong
孤立性血管角化瘤,gu'li'xing'xue'guan'jiao'hua'liu
骨连结,gu'lian'jie
骨瘤,gu'liu
骨梅毒,gu'mei'du
骨膜上浸润麻醉,gu'mo'shang'jin'run'ma'zui
骨膜下浸润麻醉,gu'mo'xia'jin'run'ma'zui
骨膜下植入桥基,gu'mo'xia'zhi'ru'qiao'ji
骨膜下种植体,gu'mo'xia'zhong'zhi'ti
骨膜炎,gu'mo'yan
骨膜移植物,gu'mo'yi'zhi'wu
骨内袋,gu'nei'dai
骨内固定器种植体,gu'nei'gu'ding'qi'zhong'zhi'ti
骨内叶状闭口种植体,gu'nei'ye'zhuang'bi'kou'zhong'zhi'ti
骨内叶状开口种植体,gu'nei'ye'zhuang'kai'kou'zhong'zhi'ti
骨内种植术,gu'nei'zhong'zhi'shu
骨内种植体,gu'nei'zhong'zhi'ti
骨旁骨肉瘤,gu'pang'gu'rou'liu
鼓泡氧合柱,gu'pao'yang'he'zhu
骨盆内移截骨术,gu'pen'nei'yi'jie'gu'shu
骨盆直肠窝脓肿,gu'pen'zhi'chang'wo'nong'zhong
钴皮炎,gu'pi'yan
骨嵌入移植术,gu'qian'ru'yi'zhi'shu
骨肉瘤,gu'rou'liu
骨软骨病,gu'ruan'gu'bing
骨软骨骨折,gu'ruan'gu'gu'zhe
骨软骨瘤病,gu'ruan'gu'liu'bing
骨软骨炎,gu'ruan'gu'yan
骨软骨营养不良,gu'ruan'gu'ying'yang'bu'liang
骨软化,gu'ruan'hua
骨扫描,gu'sao'miao
股疝,gu'shan
骨闪烁测量,gu'shan'shuo'ce'liang
骨烧伤,gu'shao'shang
骨生长因子,gu'sheng'zhang'yin'zi
鼓式取皮机,gu'shi'qu'pi'ji
骨嗜酸细胞肉芽肿,gu'shi'suan'xi'bao'rou'ya'zhong
故事语法,gu'shi'yu'fa
骨髓瘤,gu'sui'liu
骨髓瘤球蛋白,gu'sui'liu'qiu'dan'bai
骨髓炎,gu'sui'yan
骨髓衍生细胞,gu'sui'yan'sheng'xi'bao
骨髓移植,gu'sui'yi'zhi
骨贴附移植术,gu'tie'fu'yi'zhi'shu
骨外成釉细胞瘤,gu'wai'cheng'you'xi'bao'liu
骨外造釉细胞瘤,gu'wai'zao'you'xi'bao'liu
固位,gu'wei
固位体,gu'wei'ti
固位形,gu'wei'xing
固位指,gu'wei'zhi
骨下袋,gu'xia'dai
骨下袋植骨术,gu'xia'dai'zhi'gu'shu
骨纤维性结构不良,gu'xian'wei'xing'jie'gou'bu'liang
骨性分类,gu'xing'fen'lei
骨性颞下颌关节强直,gu'xing'nie'xia'he'guan'jie'qiang'zhi
骨形态生成蛋白,gu'xing'tai'sheng'cheng'dan'bai
股癣,gu'xuan
骨牙粘连,gu'ya'zhan'lian
骨衍生生长因子,gu'yan'sheng'sheng'zhang'yin'zi
骨样骨瘤,gu'yang'gu'liu
骨样牙本质,gu'yang'ya'ben'zhi
谷痒症,gu'yang'zheng
骨移植,gu'yi'zhi
骨移植术,gu'yi'zhi'shu
骨移植物,gu'yi'zhi'wu
骨隐窝,gu'yin'wo
骨硬化病,gu'ying'hua'bing
骨营养不良性关节病,gu'ying'yang'bu'liang'xing'guan'jie'bing
固有牙槽骨,gu'you'ya'cao'gu
骨圆针,gu'yuan'zhen
故障树分析,gu'zhang'shu'fen'xi
骨折,gu'zhe
箍趾病,gu'zhi'bing
骨质减少,gu'zhi'jian'shao
骨质溶解,gu'zhi'rong'jie
骨质疏松,gu'zhi'shu'song
骨赘病,gu'zhui'bing
刮匙,gua'chi
刮除术,gua'chu'shu
瓜尔涅里包涵体,gua'er'nie'li'bao'han'ti
寡核苷酸探针,gua'he'gan'suan'tan'zhen
瓜尼瑞包涵体,gua'ni'rui'bao'han'ti
刮治,gua'zhi
观测线,guan'ce'xian
观察法,guan'cha'fa
观察学习,guan'cha'xue'xi
贯穿缝合,guan'chuan'feng'he
贯穿褥式缝合,guan'chuan'ru'shi'feng'he
关键点,guan'jian'dian
关键期,guan'jian'qi
关键事件法,guan'jian'shi'jian'fa
关节,guan'jie
关节病,guan'jie'bing
关节病性银屑病,guan'jie'bing'xing'yin'xie'bing
关节成形术,guan'jie'cheng'xing'shu
关节点,guan'jie'dian
关节钙化,guan'jie'gai'hua
关节活动度,guan'jie'huo'dong'du
关节活动度测量,guan'jie'huo'dong'du'ce'liang
关节结节,guan'jie'jie'jie
关节镜检查,guan'jie'jing'jian'cha
关节挛缩,guan'jie'luan'suo
关节面骨折,guan'jie'mian'gu'zhe
关节囊缝合术,guan'jie'nang'feng'he'shu
关节囊切除术,guan'jie'nang'qie'chu'shu
关节囊切开术,guan'jie'nang'qie'kai'shu
关节内陷,guan'jie'nei'xian
关节盘,guan'jie'pan
关节强直,guan'jie'qiang'zhi
关节融合术,guan'jie'rong'he'shu
关节软骨钙沉着症,guan'jie'ruan'gu'gai'chen'zhuo'zheng
关节烧伤,guan'jie'shao'shang
关节松弛,guan'jie'song'chi
关节窝,guan'jie'wo
关节炎,guan'jie'yan
关节造影,guan'jie'zao'ying
关节周围炎,guan'jie'zhou'wei'yan
管扩张,guan'kuo'zhang
管理方格,guan'li'fang'ge
管理决策,guan'li'jue'ce
管理开发,guan'li'kai'fa
管理科学,guan'li'ke'xue
管理理论,guan'li'li'lun
管理系统,guan'li'xi'tong
管理心理学,guan'li'xin'li'xue
管理信息系统,guan'li'xin'xi'xi'tong
关联,guan'lian
官僚机构,guan'liao'ji'gou
冠内固位,guan'nei'gu'wei
冠内固位体,guan'nei'gu'wei'ti
冠内空隙,guan'nei'kong'xi
官能心理学,guan'neng'xin'li'xue
观念运动,guan'nian'yun'dong
冠桥学,guan'qiao'xue
贯通伤,guan'tong'shang
冠外固位,guan'wai'gu'wei
关系论,guan'xi'lun
关系妄想,guan'xi'wang'xiang
关系学说,guan'xi'xue'shuo
冠向复位瓣,guan'xiang'fu'wei'ban
冠心病监护治疗病房,guan'xin'bing'jian'hu'zhi'liao'bing'fang
管形石膏,guan'xing'shi'gao
管形牙,guan'xing'ya
观众效应,guan'zhong'xiao'ying
观众心理,guan'zhong'xin'li
冠周炎,guan'zhou'yan
灌注不足,guan'zhu'bu'zu
灌注充分,guan'zhu'chong'fen
灌注肺,guan'zhu'fei
灌注后综合征,guan'zhu'hou'zong'he'zheng
灌注机,guan'zhu'ji
灌注损伤,guan'zhu'sun'shang
灌注压,guan'zhu'ya
灌注液,guan'zhu'ye
冠状动脉,guan'zhuang'dong'mai
冠状动脉侧枝血流,guan'zhuang'dong'mai'ce'zhi'xue'liu
冠状动脉搭桥术,guan'zhuang'dong'mai'da'qiao'shu
冠状动脉盗血综合征,guan'zhuang'dong'mai'dao'xue'zong'he'zheng
冠状动脉灌注,guan'zhuang'dong'mai'guan'zhu
管状动脉瘤,guan'zhuang'dong'mai'liu
冠状动脉流入血流,guan'zhuang'dong'mai'liu'ru'xue'liu
冠状动脉旁路移植术,guan'zhuang'dong'mai'pang'lu'yi'zhi'shu
冠状动脉血栓形成,guan'zhuang'dong'mai'xue'shuan'xing'cheng
冠状动脉血吸引装置,guan'zhuang'dong'mai'xue'xi'yin'zhuang'zhi
冠状窦瓣,guan'zhuang'dou'ban
冠状窦逆行灌注,guan'zhuang'dou'ni'xing'guan'zhu
管状发鞘,guan'zhuang'fa'qiao
冠状切口,guan'zhuang'qie'kou
管状腺瘤,guan'zhuang'xian'liu
胱氨酸结石,guang'an'suan'jie'shi
胱氨酸尿症,guang'an'suan'niao'zheng
胱氨酸贮积症,guang'an'suan'zhu'ji'zheng
光斑贴试验,guang'ban'tie'shi'yan
光变应性药疹,guang'bian'ying'xing'yao'zhen
广场恐怖,guang'chang'kong'bu
光导,guang'dao
光动反应,guang'dong'fan'ying
光动力学疗法,guang'dong'li'xue'liao'fa
光毒性反应,guang'du'xing'fan'ying
光毒性焦油皮炎,guang'du'xing'jiao'you'pi'yan
光毒性药疹,guang'du'xing'yao'zhen
广泛性获得性黑变病,guang'fan'xing'huo'de'xing'hei'bian'bing
光感受器,guang'gan'shou'qi
广告设计,guang'gao'she'ji
广告心理学,guang'gao'xin'li'xue
光固化复合树脂,guang'gu'hua'fu'he'shu'zhi
光固化树脂,guang'gu'hua'shu'zhi
光固化装置,guang'gu'hua'zhuang'zhi
光过敏反应,guang'guo'min'fan'ying
光滑髓针,guang'hua'sui'zhen
光化性扁平苔藓,guang'hua'xing'bian'ping'tai'xian
光化性唇炎,guang'hua'xing'chun'yan
光化性角化病,guang'hua'xing'jiao'hua'bing
光化性肉芽肿,guang'hua'xing'rou'ya'zhong
光化性弹性组织变性,guang'hua'xing'tan'xing'zu'zhi'bian'xing
光化学疗法,guang'hua'xue'liao'fa
光环效应,guang'huan'xiao'ying
广阔,guang'kuo
光亮度函数,guang'liang'du'han'shu
光量子血液疗法,guang'liang'zi'xue'ye'liao'fa
光疗法,guang'liao'fa
光敏疗法,guang'min'liao'fa
光敏性皮炎,guang'min'xing'pi'yan
光谱光效率曲线,guang'pu'guang'xiao'lv'qu'xian
光谱色,guang'pu'se
光纤喉镜,guang'xian'hou'jing
光线性扁平苔藓,guang'xian'xing'bian'ping'tai'xian
光线性唇炎,guang'xian'xing'chun'yan
光线性角化病,guang'xian'xing'jiao'hua'bing
光线性肉芽肿,guang'xian'xing'rou'ya'zhong
光线性弹性组织变性,guang'xian'xing'tan'xing'zu'zhi'bian'xing
光源显色性,guang'yuan'xian'se'xing
光泽苔藓,guang'ze'tai'xian
硅沉着病,gui'chen'zhuo'bing
硅结节,gui'jie'jie
归纳推理,gui'na'tui'li
硅凝胶,gui'ning'jiao
硅凝胶肉芽肿,gui'ning'jiao'rou'ya'zhong
硅凝胶乳房植入术,gui'ning'jiao'ru'fang'zhi'ru'shu
硅肉芽肿,gui'rou'ya'zhong
归属学习,gui'shu'xue'xi
硅酸盐粘固剂,gui'suan'yan'zhan'gu'ji
硅酮,gui'tong
硅橡胶,gui'xiang'jiao
硅橡胶印模材料,gui'xiang'jiao'yin'mu'cai'liao
归因理论,gui'yin'li'lun
归因偏向,gui'yin'pian'xiang
硅油,gui'you
规则学习,gui'ze'xue'xi
辊轴刀,gun'zhou'dao
滚轴取皮刀,gun'zhou'qu'pi'dao
滚子泵,gun'zi'beng
过饱和结晶学说,guo'bao'he'jie'jing'xue'shuo
过渡监护治疗病房,guo'du'jian'hu'zhi'liao'bing'fang
过渡型,guo'du'xing
过多症,guo'duo'zheng
国际疾病分类,guo'ji'ji'bing'fen'lei
过继免疫,guo'ji'mian'yi
过继耐受,guo'ji'nai'shou
过继转移,guo'ji'zhuan'yi
过路白细胞,guo'lu'bai'xi'bao
过滤器模型,guo'lv'qi'mo'xing
过滤式分析,guo'lv'shi'fen'xi
过敏毒素,guo'min'du'su
过敏毒素灭活因子,guo'min'du'su'mie'huo'yin'zi
过敏反应,guo'min'fan'ying
国民性,guo'min'xing
过敏性慢反应物质,guo'min'xing'man'fan'ying'wu'zhi
过敏性紫癜,guo'min'xing'zi'dian
过敏样反应,guo'min'yang'fan'ying
过氧化物酶,guo'yang'hua'wu'mei
过氧化物酶体病,guo'yang'hua'wu'mei'ti'bing
哈伯德浴池,ha'bo'de'yu'chi
哈莱利保持器,ha'lai'li'bao'chi'qi
哈勒曼,ha'le'man
哈里森热交换器,ha'li'sen're'jiao'huan'qi
哈里斯,ha'li'si
哈里斯画人测验,ha'li'si'hua'ren'ce'yan
哈瑙咬合关系组合图,ha'nao'yao'he'guan'xi'zu'he'tu
哈钦森牙,ha'qin'sen'ya
哈氏棒手术,ha'shi'bang'shou'shu
哈特纳普病,ha'te'na'pu'bing
海豹肢畸形,hai'bao'zhi'ji'xing
海贝皮炎,hai'bei'pi'yan
海滨疗法,hai'bin'liao'fa
海德归因理论,hai'de'gui'yin'li'lun
氦镉激光疗法,hai'ge'ji'guang'liao'fa
海马,hai'ma
海马结构,hai'ma'jie'gou
海绵采集者皮炎,hai'mian'cai'ji'zhe'pi'yan
海绵刺伤,hai'mian'ci'shang
海绵窦脑膜瘤,hai'mian'dou'nao'mo'liu
海绵肾,hai'mian'shen
海绵状淋巴管瘤,hai'mian'zhuang'lin'ba'guan'liu
海绵状血管淋巴管瘤,hai'mian'zhuang'xue'guan'lin'ba'guan'liu
海绵状血管瘤,hai'mian'zhuang'xue'guan'liu
亥姆霍茨错觉,hai'mu'huo'ci'cuo'jue
亥姆霍茨视觉说,hai'mu'huo'ci'shi'jue'shuo
海姆利希手法,hai'mu'li'xi'shou'fa
氦氖激光疗法,hai'nai'ji'guang'liao'fa
氦氖激光器,hai'nai'ji'guang'qi
海水浴,hai'shui'yu
海水浴皮疹,hai'shui'yu'pi'zhen
海螅皮炎,hai'xi'pi'yan
海藻皮炎,hai'zao'pi'yan
海蜇皮炎,hai'zhe'pi'yan
含氟磨光糊剂,han'fu'mo'guang'hu'ji
汗管瘤,han'guan'liu
汉科克生物心脏瓣膜,han'ke'ke'sheng'wu'xin'zang'ban'mo
汗孔,han'kong
汗孔角化病,han'kong'jiao'hua'bing
寒冷性荨麻疹,han'leng'xing'qian'ma'zhen
寒冷性脂膜炎,han'leng'xing'zhi'mo'yan
汗毛,han'mao
汗疱疹,han'pao'zhen
含铁小结,han'tie'xiao'jie
含铁血黄素,han'tie'xue'huang'su
含铁血黄素沉着症,han'tie'xue'huang'su'chen'zhuo'zheng
汗腺,han'xian
汗腺毛囊角化病,han'xian'mao'nang'jiao'hua'bing
寒性脓肿,han'xing'nong'zhong
含牙囊肿,han'ya'nang'zhong
旱灾,han'zai
汗疹,han'zhen
行波说,hang'bo'shuo
航空航天心理学,hang'kong'hang'tian'xin'li'xue
航空心理学,hang'kong'xin'li'xue
航空牙疼,hang'kong'ya'teng
航天心理学,hang'tian'xin'li'xue
壕沟足,hao'gou'zu
毫米波疗法,hao'mi'bo'liao'fa
好奇心,hao'qi'xin
郝秦生牙,hao'qin'sheng'ya
豪氏钳,hao'shi'qian
荷包缝合,he'bao'feng'he
合并伤,he'bing'shang
合成分数,he'cheng'fen'shu
合成抗原,he'cheng'kang'yuan
合成树脂皮炎,he'cheng'shu'zhi'pi'yan
合成橡胶印模材料,he'cheng'xiang'jiao'yin'mu'cai'liao
核磁共振,he'ci'gong'zhen
颌导板,he'dao'ban
颌动瞬目综合征,he'dong'shun'mu'zong'he'zheng
颌骨间关系,he'gu'jian'guan'xi
颌骨间正中关系,he'gu'jian'zheng'zhong'guan'xi
颌骨囊肿综合征,he'gu'nang'zhong'zong'he'zheng
核固缩,he'gu'suo
颌骨正中关系,he'gu'zheng'zhong'guan'xi
颌骨中枢癌,he'gu'zhong'shu'ai
颌后缩,he'hou'suo
褐黄病,he'huang'bing
颌间瘢痕挛缩,he'jian'ban'hen'luan'suo
颌间垂直关系,he'jian'chui'zhi'guan'xi
颌间固定,he'jian'gu'ding
颌间间隙,he'jian'jian'xi
颌间距离,he'jian'ju'li
颌间挛缩,he'jian'luan'suo
颌间牵引,he'jian'qian'yin
颌间水平关系,he'jian'shui'ping'guan'xi
颌间支抗,he'jian'zhi'kang
何杰金病,he'jie'jin'bing
合理化作用,he'li'hua'zuo'yong
颌力计,he'li'ji
合理情绪疗法,he'li'qing'xu'liao'fa
颌裂,he'lie
赫曼斯基,he'man'si'ji
颌面侧位投照术,he'mian'ce'wei'tou'zhao'shu
颌面美容外科学,he'mian'mei'rong'wai'ke'xue
颌面修复学,he'mian'xiu'fu'xue
和睦关系,he'mu'guan'xi
核内复制,he'nei'fu'zhi
颌内支抗,he'nei'zhi'kang
合取概念,he'qu'gai'nian
核仁组织区,he'ren'zu'zhi'qu
核溶解,he'rong'jie
褐色萎缩,he'se'wei'suo
褐色硬变,he'se'ying'bian
颌舌骨嵴,he'she'gu'ji
核酸,he'suan
核酸酶作图,he'suan'mei'zuo'tu
核碎裂,he'sui'lie
核糖核酸,he'tang'he'suan
核糖核酸酶保护测定,he'tang'he'suan'mei'bao'hu'ce'ding
赫特维希上皮根鞘,he'te'wei'xi'shang'pi'gen'qiao
颌外支抗,he'wai'zhi'kang
核网期,he'wang'qi
颌下腺炎,he'xia'xian'yan
核小体,he'xiao'ti
核心家庭,he'xin'jia'ting
核心特质,he'xin'te'zhi
核型,he'xing
核性别,he'xing'bie
核型模式图,he'xing'mo'shi'tu
颌学,he'xue
合页皮瓣,he'ye'pi'ban
合音,he'yin
核桩冠,he'zhuang'guan
合子,he'zi
合作,he'zuo
黑变病,hei'bian'bing
黑棘皮病,hei'ji'pi'bing
黑棘皮瘤,hei'ji'pi'liu
黑甲,hei'jia
黑勒贲门肌切开术,hei'le'ben'men'ji'qie'kai'shu
黑林错觉,hei'lin'cuo'jue
黑林视觉说,hei'lin'shi'jue'shuo
黑毛舌,hei'mao'she
黑热病,hei're'bing
黑色毛结节菌病,hei'se'mao'jie'jie'jun'bing
黑色丘疹性皮肤病,hei'se'qiu'zhen'xing'pi'fu'bing
黑色素,hei'se'su
黑色素瘤,hei'se'su'liu
黑色素母细胞,hei'se'su'mu'xi'bao
黑色素神经外胚瘤,hei'se'su'shen'jing'wai'pei'liu
黑色素细胞,hei'se'su'xi'bao
黑色萎缩,hei'se'wei'suo
黑头粉刺,hei'tou'fen'ci
黑头粉刺样痣,hei'tou'fen'ci'yang'zhi
黑箱论,hei'xiang'lun
黑踵病,hei'zhong'bing
痕迹理论,hen'ji'li'lun
恒定刺激法,heng'ding'ci'ji'fa
恒定区,heng'ding'qu
恒定误差,heng'ding'wu'cha
横窦脑膜瘤,heng'dou'nao'mo'liu
横断,heng'duan
横断设计,heng'duan'she'ji
横嵴,heng'ji
恒基托,heng'ji'tuo
横结肠造口术,heng'jie'chang'zao'kou'shu
横褥式缝合,heng'ru'shi'feng'he
横竖错觉,heng'shu'cuo'jue
亨廷顿舞蹈症,heng'ting'dun'wu'dao'zheng
横纹肌瘤,heng'wen'ji'liu
横纹肌溶解,heng'wen'ji'rong'jie
横纹肌肉瘤,heng'wen'ji'rou'liu
横纹肌样肾母细胞瘤,heng'wen'ji'yang'shen'mu'xi'bao'liu
横纤维,heng'xian'wei
恒牙,heng'ya
恒牙列,heng'ya'lie
恒压软组织扩张术,heng'ya'ruan'zu'zhi'kuo'zhang'shu
红斑,hong'ban
红斑狼疮,hong'ban'lang'chuang
红斑量,hong'ban'liang
红斑型天疱疮,hong'ban'xing'tian'pao'chuang
红斑性肢痛病,hong'ban'xing'zhi'tong'bing
红斑性肢痛症,hong'ban'xing'zhi'tong'zheng
红宝石激光疗法,hong'bao'shi'ji'guang'liao'fa
红宝石激光器,hong'bao'shi'ji'guang'qi
红唇,hong'chun
红唇皮肤交界处,hong'chun'pi'fu'jiao'jie'chu
红唇切除术,hong'chun'qie'chu'shu
红痱,hong'fei
红绀病,hong'gan'bing
红光疗法,hong'guang'liao'fa
红绿色盲,hong'lv'se'mang
红皮病,hong'pi'bing
红皮病性银屑病,hong'pi'bing'xing'yin'xie'bing
红色盲,hong'se'mang
红色毛癣菌,hong'se'mao'xuan'jun
红色弱,hong'se'ruo
红色血栓,hong'se'xue'shuan
红外线疗法,hong'wai'xian'liao'fa
红外线热像仪,hong'wai'xian're'xiang'yi
红细胞粘附试验,hong'xi'bao'nian'fu'shi'yan
红癣,hong'xuan
厚唇,hou'chun
后概率,hou'gai'lv
骺骨干固定术,hou'gu'gan'gu'ding'shu
后交通动脉动脉瘤,hou'jiao'tong'dong'mai'dong'mai'liu
喉镜,hou'jing
喉痉挛,hou'jing'luan
喉裂,hou'lie
后脑,hou'nao
后尿道瓣膜,hou'niao'dao'ban'mo
厚皮性骨膜病,hou'pi'xing'gu'mo'bing
后期,hou'qi
后期迟延,hou'qi'chi'yan
后期反应,hou'qi'fan'ying
喉气管切除术,hou'qi'guan'qie'chu'shu
后期修复,hou'qi'xiu'fu
后送,hou'song
后送分类,hou'song'fen'lei
后随链,hou'sui'lian
后天畸形,hou'tian'ji'xing
后天免疫,hou'tian'mian'yi
后天性并趾,hou'tian'xing'bing'zhi
后天性并指,hou'tian'xing'bing'zhi
喉头水肿,hou'tou'shui'zhong
后退接触位,hou'tui'jie'chu'wei
后推术,hou'tui'shu
后外侧开胸术,hou'wai'ce'kai'xiong'shu
后习俗道德,hou'xi'su'dao'de
后象,hou'xiang
后向掩蔽,hou'xiang'yan'bi
后牙,hou'ya
后牙言语空隙,hou'ya'yan'yu'kong'xi
后遗畸形,hou'yi'ji'xing
喉罩,hou'zhao
互补,hu'bu
互补位,hu'bu'wei
互补性,hu'bu'xing
互斥相,hu'chi'xiang
互动论,hu'dong'lun
互反性,hu'fan'xing
互换,hu'huan
护理美学,hu'li'mei'xue
护理心理学,hu'li'xin'li'xue
胡萝卜素性黄皮病,hu'luo'bo'su'xing'huang'pi'bing
琥珀胆碱,hu'po'dan'jian
琥珀型突变,hu'po'xing'tu'bian
呼气活瓣,hu'qi'huo'ban
呼气末正压,hu'qi'mo'zheng'ya
呼气延缓,hu'qi'yan'huan
呼吸道出血,hu'xi'dao'chu'xie
呼吸道烧伤,hu'xi'dao'shao'shang
呼吸机,hu'xi'ji
呼吸窘迫综合征,hu'xi'jiong'po'zong'he'zheng
呼吸停止,hu'xi'ting'zhi
呼吸运动,hu'xi'yun'dong
互相仿效行为,hu'xiang'fang'xiao'xing'wei
弧形切口,hu'xing'qie'kou
互引相,hu'yin'xiang
护幼活动,hu'you'huo'dong
花斑癣,hua'ban'xuan
滑动模型,hua'dong'mo'xing
滑动器械台,hua'dong'qi'xie'tai
滑动性食管裂孔疝,hua'dong'xing'shi'guan'lie'kong'shan
花朵形梅毒疹,hua'duo'xing'mei'du'zhen
花粉超敏反应,hua'fen'chao'min'fan'ying
花粉皮炎,hua'fen'pi'yan
华勒变性,hua'le'bian'xing
滑膜瘤,hua'mo'liu
滑膜切除术,hua'mo'qie'chu'shu
滑膜肉瘤,hua'mo'rou'liu
滑膜炎,hua'mo'yan
滑囊炎,hua'nang'yan
化脓,hua'nong
化脓性汗腺炎,hua'nong'xing'han'xian'yan
化脓性甲沟炎,hua'nong'xing'jia'gou'yan
化脓性阑尾炎,hua'nong'xing'lan'wei'yan
化脓性门静脉炎,hua'nong'xing'men'jing'mai'yan
化脓性肉芽肿,hua'nong'xing'rou'ya'zhong
化脓性腮腺炎,hua'nong'xing'sai'xian'yan
化脓性血栓性静脉炎,hua'nong'xing'xue'shuan'xing'jing'mai'yan
化脓性炎,hua'nong'xing'yan
滑润剂,hua'run'ji
滑疝,hua'shan
化生,hua'sheng
滑行截骨术,hua'xing'jie'gu'shu
化学,hua'xue
化学病理学,hua'xue'bing'li'xue
化学剥脱除皱术,hua'xue'bo'tuo'chu'zhou'shu
化学剥脱术,hua'xue'bo'tuo'shu
化学发光自显影,hua'xue'fa'guang'zi'xian'ying
化学番木质,hua'xue'fan'mu'zhi
化学感觉,hua'xue'gan'jue
化学感受器,hua'xue'gan'shou'qi
化学感受器瘤,hua'xue'gan'shou'qi'liu
化学睾丸切除,hua'xue'gao'wan'qie'chu
化学免疫抑制,hua'xue'mian'yi'yi'zhi
化学烧伤,hua'xue'shao'shang
化学烧伤全身中毒,hua'xue'shao'shang'quan'shen'zhong'du
化学性膀胱炎,hua'xue'xing'pang'guang'yan
化学性吸入损伤,hua'xue'xing'xi'ru'sun'shang
化学性阉割,hua'xue'xing'yan'ge
话在嘴边现象,hua'zai'zui'bian'xian'xiang
化妆品痤疮,hua'zhuang'pin'cuo'chuang
化妆品皮肤病,hua'zhuang'pin'pi'fu'bing
化妆品皮肤损害,hua'zhuang'pin'pi'fu'sun'hai
化妆品皮炎,hua'zhuang'pin'pi'yan
坏疽,huai'ju
坏疽痘,huai'ju'dou
坏疽性胆囊炎,huai'ju'xing'dan'nang'yan
坏疽性龟头炎,huai'ju'xing'gui'tou'yan
坏疽性口炎,huai'ju'xing'kou'yan
坏疽性阑尾炎,huai'ju'xing'lan'wei'yan
坏疽性牛痘,huai'ju'xing'niu'dou
坏疽性脓皮病,huai'ju'xing'nong'pi'bing
坏疽性膀胱炎,huai'ju'xing'pang'guang'yan
坏疽性皮炎,huai'ju'xing'pi'yan
坏死,huai'si
坏死斑,huai'si'ban
坏死后肝硬化,huai'si'hou'gan'ying'hua
坏死松解,huai'si'song'jie
