阿春家,a'chun'jia
嗯呢呢,en'ne'ne
嗯行吧,en'xing'ba
二拨子,er'bo'zi
二层的,er'ceng'de
二高速,er'gao'su
二号线了,er'hao'xian'le
二号院,er'hao'yuan
二环边上,er'huan'bian'shang
二环里,er'huan'li
二环上,er'huan'shang
二级部门,er'ji'bu'men
二级页,er'ji'ye
二级页面,er'ji'ye'mian
二教,er'jiao
二居,er'ju
二居室,er'ju'shi
二里,er'li
二里沟,er'li'gou
二里庄,er'li'zhuang
二六三,er'liu'san
二六一,er'liu'yi
二龙路,er'long'lu
二炮医院,er'pao'yi'yuan
二七厂,er'qi'chang
二食,er'shi
儿童城,er'tong'cheng
儿童医院,er'tong'yi'yuan
耳挖勺,er'wa'shao
二外,er'wai
二外的,er'wai'de
二位好,er'wei'hao
二校门,er'xiao'men
儿研所,er'yan'suo
二中院,er'zhong'yuan
发北京,fa'bei'jing
发布广告,fa'bu'guang'gao
发布系统,fa'bu'xi'tong
发憷,fa'chu
发串了,fa'chuan'le
发错地了,fa'cuo'di'le
发到北京,fa'dao'bei'jing
发到您的,fa'dao'nin'de
发稿,fa'gao
发给您吧,fa'gei'nin'ba
发给您了,fa'gei'nin'le
发公邮,fa'gong'you
法规司,fa'gui'si
法海寺,fa'hai'si
法华寺,fa'hua'si
发了邮件,fa'le'you'jian
法律部,fa'lv'bu
法律出版社,fa'lv'chu'ban'she
法律事务部,fa'lv'shi'wu'bu
发面饼,fa'mian'bing
发您邮箱,fa'nin'you'xiang
发您邮箱了,fa'nin'you'xiang'le
发妞,fa'niu
法培课,fa'pei'ke
发票机,fa'piao'ji
发票内容,fa'piao'nei'rong
发票信息,fa'piao'xin'xi
法人签字,fa'ren'qian'zi
发送量,fa'song'liang
发送邮件,fa'song'you'jian
垡头,fa'tou
垡头西里,fa'tou'xi'li
法图,fa'tu
发完邮件,fa'wan'you'jian
法务,fa'wu
发小儿,fa'xiao'er
发行部,fa'xing'bu
发行方,fa'xing'fang
发行公司,fa'xing'gong'si
法雅体育,fa'ya'ti'yu
发一短信,fa'yi'duan'xin
法意瑞,fa'yi'rui
发邮件吧,fa'you'jian'ba
发邮件了,fa'you'jian'le
发邮件呢,fa'you'jian'ne
法源寺,fa'yuan'si
发展大会,fa'zhan'da'hui
发展会,fa'zhan'hui
发展研究中心,fa'zhan'yan'jiu'zhong'xin
法制进行时,fa'zhi'jin'xing'shi
法制晚报,fa'zhi'wan'bao
法制网,fa'zhi'wang
犯病呢,fan'bing'ne
饭补,fan'bu
翻肠子,fan'chang'zi
饭点儿,fan'dian'er
翻斗乐,fan'dou'le
犯二逼,fan'er'bi
范各庄,fan'ge'zhuang
梵谷,fan'gu
梵谷水郡,fan'gu'shui'jun
饭馆儿,fan'guan'er
饭馆呢,fan'guan'ne
泛海国际,fan'hai'guo'ji
返回北京,fan'hui'bei'jing
樊家村,fan'jia'cun
返京,fan'jing
犯困呢,fan'kun'ne
犯懒,fan'lan
犯懒了,fan'lan'le
烦了啊,fan'le'a
泛利大厦,fan'li'da'sha
反垄断,fan'long'duan
犯脾气,fan'pi'qi
翻片儿,fan'pian'er
犯欠,fan'qian
饭前饭后,fan'qian'fan'hou
番茄菜花,fan'qie'cai'hua
烦请您,fan'qing'nin
犯傻逼,fan'sha'bi
犯傻逼了,fan'sha'bi'le
饭统,fan'tong
饭统网,fan'tong'wang
樊羊路,fan'yang'lu
翻译费,fan'yi'fei
翻译稿,fan'yi'gao
反作弊,fan'zuo'bi
房本,fang'ben
房本上,fang'ben'shang
方便回电,fang'bian'hui'dian
方便回电话,fang'bian'hui'dian'hua
方便时,fang'bian'shi
方便时候,fang'bian'shi'hou
芳草地,fang'cao'di
芳城园,fang'cheng'yuan
放单位了,fang'dan'wei'le
放放味,fang'fang'wei
芳菲路,fang'fei'lu
芳古园,fang'gu'yuan
方恒国际,fang'heng'guo'ji
防化学院,fang'hua'xue'yuan
防火道,fang'huo'dao
方家村,fang'jia'cun
方家胡同,fang'jia'hu'tong
放你大爷,fang'ni'da'ye
放你大爷屁,fang'ni'da'ye'pi
放炮竹,fang'pao'zhu
方清平,fang'qing'ping
芳清园,fang'qing'yuan
房权证,fang'quan'zheng
芳群,fang'qun
芳群园,fang'qun'yuan
房山,fang'shan
房山啊,fang'shan'a
房山吧,fang'shan'ba
房山的,fang'shan'de
房山了,fang'shan'le
房山吗,fang'shan'ma
房山呢,fang'shan'ne
房山区,fang'shan'qu
房山人,fang'shan'ren
房山线,fang'shan'xian
方仕通,fang'shi'tong
防暑降温费,fang'shu'jiang'wen'fei
方硕,fang'shuo
访谈提纲,fang'tan'ti'gang
访谈中,fang'tan'zhong
房屋管理局,fang'wu'guan'li'ju
房辛店,fang'xin'dian
放心房,fang'xin'fang
芳星园,fang'xing'yuan
芳园,fang'yuan
房源编号,fang'yuan'bian'hao
芳园里,fang'yuan'li
房源网,fang'yuan'wang
房源信息,fang'yuan'xin'xi
方正宽带,fang'zheng'kuan'dai
仿制药,fang'zhi'yao
方舟苑,fang'zhou'yuan
方庄,fang'zhuang
方庄的,fang'zhuang'de
方庄店,fang'zhuang'dian
方庄环岛,fang'zhuang'huan'dao
方庄了,fang'zhuang'le
方庄南路,fang'zhuang'nan'lu
方庄桥,fang'zhuang'qiao
方庄桥东,fang'zhuang'qiao'dong
方庄桥南,fang'zhuang'qiao'nan
方庄桥西,fang'zhuang'qiao'xi
房子还在,fang'zi'hai'zai
费半天,fei'ban'tian
费半天劲,fei'ban'tian'jin
非北京,fei'bei'jing
肥槽,fei'cao
非常干净,fei'chang'gan'jing
非常泰,fei'chang'tai
沸城,fei'cheng
翡翠岛,fei'cui'dao
费点儿,fei'dian'er
非公开,fei'gong'kai
非技术,fei'ji'shu
费家村,fei'jia'cun
费劲巴拉,fei'jin'ba'la
非京籍,fei'jing'ji
飞康达,fei'kang'da
费了半天劲,fei'le'ban'tian'jin
费了劲,fei'le'jin
飞利信,fei'li'xin
肥牛饭,fei'niu'fan
非农户,fei'nong'hu
废票,fei'piao
费森,fei'sen
废什么,fei'shen'me
费什么话,fei'shen'me'hua
非他妈,fei'ta'ma
沸腾夜话,fei'teng'ye'hua
沸腾鱼乡,fei'teng'yu'xiang
飞天大厦,fei'tian'da'sha
肺头,fei'tou
非唯一,fei'wei'yi
废物点心,fei'wu'dian'xin
肺纤维化,fei'xian'wei'hua
飞行区,fei'xing'qu
非银行,fei'yin'hang
费用票,fei'yong'piao
飞鱼秀,fei'yu'xiu
非政府,fei'zheng'fu
非政府组织,fei'zheng'fu'zu'zhi
非中心,fei'zhong'xin
分案,fen'an
分成比例,fen'cheng'bi'li
分儿,fen'er
分割单,fen'ge'dan
分给谁,fen'gei'shui
分类号,fen'lei'hao
芬理希梦,fen'li'xi'meng
分论坛,fen'lun'tan
份钱,fen'qian
分赛区,fen'sai'qu
分事儿,fen'shi'er
分手大师,fen'shou'da'shi
分司厅,fen'si'ting
分系统,fen'xi'tong
分着,fen'zhe
分着的,fen'zhe'de
分着买,fen'zhe'mai
分着睡,fen'zhe'shui
分诊台,fen'zhen'tai
分钟寺,fen'zhong'si
枫吧,feng'ba
丰葆路,feng'bao'lu
丰北,feng'bei
丰北路,feng'bei'lu
丰北桥,feng'bei'qiao
疯逼,feng'bi
俸伯,feng'bo
风波庄,feng'bo'zhuang
蜂巢剧场,feng'chao'ju'chang
冯村,feng'cun
丰大,feng'da
枫丹丽舍,feng'dan'li'she
风度柏林,feng'du'bo'lin
缝儿,feng'er
风干牛肉,feng'gan'niu'rou
风格派,feng'ge'pai
疯狗逼,feng'gou'bi
丰管,feng'guan
丰管路,feng'guan'lu
疯果,feng'guo
风荷曲苑,feng'he'qu'yuan
凤河营,feng'he'ying
丰和园,feng'he'yuan
丰户营,feng'hu'ying
枫桦豪景,feng'hua'hao'jing
枫花园,feng'hua'yuan
凤凰汇,feng'huang'hui
凤凰岭,feng'huang'ling
凤凰网,feng'huang'wang
丰汇园,feng'hui'yuan
冯家峪,feng'jia'yu
风巨大,feng'ju'da
枫蓝国际,feng'lan'guo'ji
丰联,feng'lian
丰联广场,feng'lian'guang'chang
风林绿洲,feng'lin'lv'zhou
蜂蜜蛋糕,feng'mi'dan'gao
丰宁,feng'ning
丰桥路,feng'qiao'lu
冯如杯,feng'ru'bei
风尚志,feng'shang'zhi
丰盛胡同,feng'sheng'hu'tong
丰盛医院,feng'sheng'yi'yuan
丰台,feng'tai
丰台吧,feng'tai'ba
丰台北路,feng'tai'bei'lu
丰台的,feng'tai'de
丰台店,feng'tai'dian
丰台东大街,feng'tai'dong'da'jie
丰台二中,feng'tai'er'zhong
丰台分局,feng'tai'fen'ju
丰台花园,feng'tai'hua'yuan
丰台火车站,feng'tai'huo'che'zhan
丰台科技园,feng'tai'ke'ji'yuan
丰台了,feng'tai'le
丰台路,feng'tai'lu
丰台路口,feng'tai'lu'kou
丰台哪,feng'tai'na
丰台哪里,feng'tai'na'li
丰台南路,feng'tai'nan'lu
丰台呢,feng'tai'ne
丰台区,feng'tai'qu
丰台人,feng'tai'ren
丰台体育中心,feng'tai'ti'yu'zhong'xin
丰台西站,feng'tai'xi'zhan
丰台医院,feng'tai'yi'yuan
丰台站,feng'tai'zhan
丰台这边,feng'tai'zhe'bian
丰台镇,feng'tai'zhen
丰台支行,feng'tai'zhi'hang
风特大,feng'te'da
丰体时代,feng'ti'shi'dai
疯玩儿,feng'wan'er
风险管理部,feng'xian'guan'li'bu
风雅园,feng'ya'yuan
丰益花园,feng'yi'hua'yuan
丰益桥,feng'yi'qiao
丰益桥西,feng'yi'qiao'xi
凤仪轩,feng'yi'xuan
风月体验,feng'yue'ti'yan
丰泽园,feng'ze'yuan
封站,feng'zhan
丰职,feng'zhi
枫竹苑,feng'zhu'yuan
佛罗伦萨小镇,fo'luo'lun'sa'xiao'zhen
佛牌,fo'pai
佛牌链,fo'pai'lian
佛香阁,fo'xiang'ge
佛子庄,fo'zi'zhuang
否了,fou'le
复查去,fu'cha'qu
妇产医院,fu'chan'yi'yuan
福长街,fu'chang'jie
福成,fu'cheng
福成肥牛,fu'cheng'fei'niu
阜成路,fu'cheng'lu
阜成门,fu'cheng'men
阜成门了,fu'cheng'men'le
阜成门内,fu'cheng'men'nei
阜成门外,fu'cheng'men'wai
福成五期,fu'cheng'wu'qi
副导演,fu'dao'yan
府东苑,fu'dong'yuan
富顿中心,fu'dun'zhong'xin
富尔大厦,fu'er'da'sha
富丰路,fu'feng'lu
富丰桥,fu'feng'qiao
富丰园,fu'feng'yuan
富贵园,fu'gui'yuan
富国海底世界,fu'guo'hai'di'shi'jie
富国里,fu'guo'li
富海大厦,fu'hai'da'sha
扶好了,fu'hao'le
复合钙,fu'he'gai
富河园,fu'he'yuan
富华大厦,fu'hua'da'sha
福建大厦,fu'jian'da'sha
附件里,fu'jian'li
附件里是,fu'jian'li'shi
附件中,fu'jian'zhong
附件中是,fu'jian'zhong'shi
富锦嘉园,fu'jin'jia'yuan
福卡,fu'ka
富凯大厦,fu'kai'da'sha
福口居,fu'kou'ju
付款通知,fu'kuan'tong'zhi
富来宫,fu'lai'gong
富莱茵,fu'lai'yin
福兰德,fu'lan'de
服了气,fu'le'qi
服了气了,fu'le'qi'le
肤乐霜,fu'le'shuang
服了我都,fu'le'wo'dou
富力城,fu'li'cheng
富力城店,fu'li'cheng'dian
富力地产,fu'li'di'chan
富力广场,fu'li'guang'chang
富力会,fu'li'hui
富丽客,fu'li'ke
富力摩根,fu'li'mo'gen
福利农场,fu'li'nong'chang
富力桃园,fu'li'tao'yuan
福利特,fu'li'te
富力万丽,fu'li'wan'li
富力新城,fu'li'xin'cheng
富力又一城,fu'li'you'yi'cheng
福连家,fu'lian'jia
福临门,fu'lin'men
拂林园,fu'lin'yuan
茯苓饼,fu'ling'bing
福楼,fu'lou
辅路,fu'lu
辅路上,fu'lu'shang
福码大厦,fu'ma'da'sha
富媒体,fu'mei'ti
负面信息,fu'mian'xin'xi
富民街,fu'min'jie
福奈特,fu'nai'te
府前东街,fu'qian'dong'jie
府前西街,fu'qian'xi'jie
富强粉,fu'qiang'fen
富强西里,fu'qiang'xi'li
付娆,fu'rao
辅仁大学,fu'ren'da'xue
芙蓉里,fu'rong'li
富润家园,fu'run'jia'yuan
富盛大厦,fu'sheng'da'sha
阜石路,fu'shi'lu
福寿斋,fu'shou'zhai
福顺居,fu'shun'ju
富思特,fu'si'te
副司长,fu'si'zhang
赴台证,fu'tai'zheng
福田汽车,fu'tian'qi'che
阜通,fu'tong
阜通东大街,fu'tong'dong'da'jie
阜通西大街,fu'tong'xi'da'jie
阜外,fu'wai
阜外大街,fu'wai'da'jie
阜外西口,fu'wai'xi'kou
阜外医院,fu'wai'yi'yuan
付完啦,fu'wan'la
福伟路,fu'wei'lu
服务产品,fu'wu'chan'pin
服务器端,fu'wu'qi'duan
福熙大道,fu'xi'da'dao
复兴国际,fu'xing'guo'ji
复兴里,fu'xing'li
复兴路,fu'xing'lu
复兴门,fu'xing'men
复兴门了,fu'xing'men'le
复兴门内,fu'xing'men'nei
复兴门内大街,fu'xing'men'nei'da'jie
复兴门外,fu'xing'men'wai
复兴门外大街,fu'xing'men'wai'da'jie
复兴商业城,fu'xing'shang'ye'cheng
复兴医院,fu'xing'yi'yuan
府学,fu'xue
府学路,fu'xue'lu
副研究员,fu'yan'jiu'yuan
富燕新村,fu'yan'xin'cun
富驿时尚,fu'yi'shi'shang
福怡苑,fu'yi'yuan
府右街,fu'you'jie
富余,fu'yu
富裕钱,fu'yu'qian
富源里,fu'yuan'li
福缘门,fu'yuan'men
福苑小区,fu'yuan'xiao'qu
负载均衡,fu'zai'jun'heng
副账户,fu'zhang'hu
傅政华,fu'zheng'hua
副主编,fu'zhu'bian
服装服饰,fu'zhuang'fu'shi
服装学院,fu'zhuang'xue'yuan
富卓,fu'zhuo
富卓苑,fu'zhuo'yuan
副总编,fu'zong'bian
副总编辑,fu'zong'bian'ji
副总裁,fu'zong'cai
该不高兴了,gai'bu'gao'xing'le
盖菜,gai'cai
改成吧,gai'cheng'ba
改地,gai'di
盖笛欣,gai'di'xin
该队,gai'dui
盖饭,gai'fan
盖饭吧,gai'fan'ba
盖饭了,gai'fan'le
盖好了啊,gai'hao'le'a
盖红章,gai'hong'zhang
该坏了,gai'huai'le
该剧,gai'ju
该觉得,gai'jue'de
该了吧,gai'le'ba
钙水,gai'shui
该下车了,gai'xia'che'le
该页面,gai'ye'mian
该怎么着,gai'zen'me'zhe
盖章去,gai'zhang'qu
改锥,gai'zhui
干部局,gan'bu'ju
干蛋呢,gan'dan'ne
干点儿,gan'dian'er
干点活儿,gan'dian'huo'er
肝儿颤,gan'er'chan
干烦了,gan'fan'le
赶个晚集,gan'ge'wan'ji
干锅土豆片,gan'guo'tu'dou'pian
干锅鸭头,gan'guo'ya'tou
干黄酱,gan'huang'jiang
干会儿,gan'hui'er
干活儿,gan'huo'er
干活儿了,gan'huo'er'le
干活儿呢,gan'huo'er'ne
甘家口,gan'jia'kou
甘家口大厦,gan'jia'kou'da'sha
肝尖,gan'jian
赶紧弄吧,gan'jin'nong'ba
赶紧歇会,gan'jin'xie'hui
赶紧歇会吧,gan'jin'xie'hui'ba
赶紧着,gan'jin'zhe
赶紧着吧,gan'jin'zhe'ba
杆坑,gan'keng
橄榄核,gan'lan'he
橄榄胡,gan'lan'hu
甘露园,gan'lu'yuan
干嘛来的,gan'ma'lai'de
干嘛来着,gan'ma'lai'zhe
干嘛使,gan'ma'shi
干嘛使得,gan'ma'shi'de
干嘛用啊,gan'ma'yong'a
干嘛用呀,gan'ma'yong'ya
感冒冲剂,gan'mao'chong'ji
赶上个,gan'shang'ge
赶上过,gan'shang'guo
赶上雨,gan'shang'yu
干事儿,gan'shi'er
甘石桥,gan'shi'qiao
干熟么,gan'shu'me
干熟么呢,gan'shu'me'ne
干熟木,gan'shu'mu
干刷,gan'shua
甘水桥,gan'shui'qiao
干完活儿,gan'wan'huo'er
干系人,gan'xi'ren
感谢惠顾,gan'xie'hui'gu
感谢您的支持,gan'xie'nin'de'zhi'chi
干丫,gan'ya
干丫的,gan'ya'de
干杨树,gan'yang'shu
港澳中心,gang'ao'zhong'xin
刚半年,gang'ban'nian
刚才给您,gang'cai'gei'nin
刚才开会去了,gang'cai'kai'hui'qu'le
刚吃饭来着,gang'chi'fan'lai'zhe
刚出地铁,gang'chu'di'tie
刚出公司,gang'chu'gong'si
刚出家门,gang'chu'jia'men
刚到北京,gang'dao'bei'jing
刚到地铁,gang'dao'di'tie
刚多大,gang'duo'da
刚多久,gang'duo'jiu
刚给您,gang'gei'nin
刚跟您,gang'gen'nin
刚和您,gang'he'nin
刚回北京,gang'hui'bei'jing
刚回京,gang'hui'jing
刚几点,gang'ji'dian
刚几点啊,gang'ji'dian'a
刚几点呀,gang'ji'dian'ya
刚几号,gang'ji'hao
刚几天,gang'ji'tian
刚进地铁,gang'jin'di'tie
刚九点,gang'jiu'dian
刚开会去了,gang'kai'hui'qu'le
刚看完球,gang'kan'wan'qiu
刚来北京,gang'lai'bei'jing
港丽,gang'li
港丽餐厅,gang'li'can'ting
刚两天,gang'liang'tian
刚遛弯,gang'liu'wan
刚起吧,gang'qi'ba
刚起呀,gang'qi'ya
刚上地铁,gang'shang'di'tie
刚十点,gang'shi'dian
刚他妈,gang'ta'ma
刚特么,gang'te'me
缸瓦市,gang'wa'shi
刚完事儿,gang'wan'shi'er
刚问完,gang'wen'wan
刚下地铁,gang'xia'di'tie
钢协,gang'xie
港馨,gang'xin
刚要给你发,gang'yao'gei'ni'fa
钢院,gang'yuan
港中文,gang'zhong'wen
刚走一辆,gang'zou'yi'liang
刚坐地铁,gang'zuo'di'tie
刚坐上地铁,gang'zuo'shang'di'tie
高安屯,gao'an'tun
高碑店,gao'bei'dian
高碑店了,gao'bei'dian'le
高并发,gao'bing'fa
高德大厦,gao'de'da'sha
高等教育出版社,gao'deng'jiao'yu'chu'ban'she
告儿,gao'er
高级道,gao'ji'dao
高级嗯嗯,gao'ji'en'en
高级顾问,gao'ji'gu'wen
高级经理,gao'ji'jing'li
高级软卧,gao'ji'ruan'wo
高加会,gao'jia'hui
高家堡,gao'jia'pu
高家园,gao'jia'yuan
高检,gao'jian
高教社,gao'jiao'she
高教新城,gao'jiao'xin'cheng
高教园,gao'jiao'yuan
高井,gao'jing
高净值,gao'jing'zhi
高可用,gao'ke'yong
高丽营,gao'li'ying
高丽营镇,gao'li'ying'zhen
高里掌,gao'li'zhang
高立庄,gao'li'zhuang
高粱桥,gao'liang'qiao
高粱桥斜街,gao'liang'qiao'xie'jie
高玲玲,gao'ling'ling
高楼村,gao'lou'cun
高楼金,gao'lou'jin
高米店,gao'mi'dian
高米店北,gao'mi'dian'bei
高米店南,gao'mi'dian'nan
高能所,gao'neng'suo
高然,gao'ran
高姗,gao'shan
高思,gao'si
告诉您,gao'su'nin
高速上呢,gao'su'shang'ne
告诉说,gao'su'shuo
告诉咱们,gao'su'zan'men
搞同,gao'tong
高晓攀,gao'xiao'pan
高杨树,gao'yang'shu
稿源,gao'yuan
高原街,gao'yuan'jie
高跃,gao'yue
高中楼,gao'zhong'lou
葛布店,ge'bu'dian
各部委,ge'bu'wei
各大区,ge'da'qu
疙瘩汤,ge'da'tang
歌德学院,ge'de'xue'yuan
隔断的,ge'duan'de
隔断房,ge'duan'fang
隔断间,ge'duan'jian
隔断墙,ge'duan'qiang
个儿高,ge'er'gao
哥儿俩,ge'er'lia
各个公司,ge'ge'gong'si
歌华,ge'hua
歌华大厦,ge'hua'da'sha
歌华有线,ge'hua'you'xian
搁进去,ge'jin'qu
格兰晴天,ge'lan'qing'tian
格兰山水,ge'lan'shan'shui
格林格林,ge'lin'ge'lin
格林童趣,ge'lin'tong'qu
格隆,ge'long
哥们家,ge'men'jia
哥们结婚,ge'men'jie'hun
哥们姐们,ge'men'jie'men
哥们那,ge'men'na
哥们去,ge'men'qu
哥们说,ge'men'shuo
戈拿旺,ge'na'wang
各平台,ge'ping'tai
隔墙板,ge'qiang'ban
个人出租,ge'ren'chu'zu
个人网银,ge'ren'wang'yin
格瑞雅居,ge'rui'ya'ju
个头儿,ge'tou'er
各向异性,ge'xiang'yi'xing
革新里,ge'xin'li
个性发展,ge'xing'fa'zhan
隔夜假,ge'ye'jia
个展,ge'zhan
咯吱盒,ge'zhi'he
各种事儿,ge'zhong'shi'er
各中心,ge'zhong'xin
各庄,ge'zhuang
给带过去,gei'dai'guo'qu
给个信儿,gei'ge'xin'er
给户口,gei'hu'kou
给面儿,gei'mian'er
给你捣乱,gei'ni'dao'luan
给你发邮件了,gei'ni'fa'you'jian'le
给你快递过去,gei'ni'kuai'di'guo'qu
给你信儿,gei'ni'xin'er
给你丫,gei'ni'ya
给你邮件,gei'ni'you'jian
给您吧,gei'nin'ba
给您打,gei'nin'da
给您打电话,gei'nin'da'dian'hua
给您打过去,gei'nin'da'guo'qu
给您发,gei'nin'fa
给您发的,gei'nin'fa'de
给您发过去,gei'nin'fa'guo'qu
给您发过去了,gei'nin'fa'guo'qu'le
给您发了,gei'nin'fa'le
给您回,gei'nin'hui
给您回复,gei'nin'hui'fu
给您了,gei'nin'le
给您钱,gei'nin'qian
给您送,gei'nin'song
给您送过去,gei'nin'song'guo'qu
给您做,gei'nin'zuo
给钱少,gei'qian'shao
给他脸了,gei'ta'lian'le
给特么,gei'te'me
给我吵醒了,gei'wo'chao'xing'le
给我打电话来的,gei'wo'da'dian'hua'lai'de
给我打电话来着,gei'wo'da'dian'hua'lai'zhe
给我打一电话,gei'wo'da'yi'dian'hua
给我哥们,gei'wo'ge'men
给我个信儿,gei'wo'ge'xin'er
给我姐们,gei'wo'jie'men
给我就成,gei'wo'jiu'cheng
给我信儿,gei'wo'xin'er
给信儿,gei'xin'er
给丫,gei'ya
给丫的,gei'ya'de
给业主,gei'ye'zhu
给咱们的,gei'zan'men'de
给支票,gei'zhi'piao
跟北京,gen'bei'jing
根本没戏,gen'ben'mei'xi
根底,gen'di
根儿,gen'er
跟哥们,gen'ge'men
跟姑娘,gen'gu'niang
跟闺女,gen'gui'nv
跟家,gen'jia
跟家吃,gen'jia'chi
跟家呆着,gen'jia'dai'zhe
跟家呢,gen'jia'ne
根节点,gen'jie'dian
跟姐们,gen'jie'men
跟剧组,gen'ju'zu
跟那,gen'na
跟哪儿,gen'na'er
跟哪儿呢,gen'na'er'ne
跟哪里,gen'na'li
跟哪呢,gen'na'ne
跟你待会,gen'ni'dai'hui
跟你哥们,gen'ni'ge'men
跟你较劲,gen'ni'jiao'jin
跟你是的,gen'ni'shi'de
跟你丫,gen'ni'ya
跟你爷们,gen'ni'ye'men
跟你这儿,gen'ni'zhe'er
跟您,gen'nin
跟您联系,gen'nin'lian'xi
跟您请个假,gen'nin'qing'ge'jia
跟您说,gen'nin'shuo
跟您说的,gen'nin'shuo'de
跟您说了,gen'nin'shuo'le
跟您说一声,gen'nin'shuo'yi'sheng
跟您说一下,gen'nin'shuo'yi'xia
跟孙子,gen'sun'zi
跟特么,gen'te'me
跟投,gen'tou
跟外边,gen'wai'bian
跟我待会,gen'wo'dai'hui
跟我哥们,gen'wo'ge'men
跟我闺女,gen'wo'gui'nv
跟我急,gen'wo'ji
跟我急了,gen'wo'ji'le
跟我较劲,gen'wo'jiao'jin
跟我姐们,gen'wo'jie'men
跟我聊会天,gen'wo'liao'hui'tian
跟我面前,gen'wo'mian'qian
跟我去趟,gen'wo'qu'tang
跟我嚷,gen'wo'rang
跟我嚷嚷,gen'wo'rang'rang
跟我是的,gen'wo'shi'de
跟我说来着,gen'wo'shuo'lai'zhe
跟我玩去,gen'wo'wan'qu
跟我媳妇儿,gen'wo'xi'fu'er
跟我爷们,gen'wo'ye'men
跟我一边大,gen'wo'yi'bian'da
跟我这,gen'wo'zhe
跟我这儿,gen'wo'zhe'er
跟丫,gen'ya
跟丫说,gen'ya'shuo
跟丫死磕,gen'ya'si'ke
跟业主,gen'ye'zhu
跟咱们,gen'zan'men
跟这,gen'zhe
跟这儿,gen'zhe'er
跟真的似的,gen'zhen'de'shi'de
跟中介,gen'zhong'jie
更甭说,geng'beng'shuo
更操蛋,geng'cao'dan
耿丹学院,geng'dan'xue'yuan
更逗,geng'dou
更没谱,geng'mei'pu
更没戏了,geng'mei'xi'le
更特么,geng'te'me
耿庄,geng'zhuang
公安部,gong'an'bu
公安大学,gong'an'da'xue
公安交通,gong'an'jiao'tong
公安交通管理局,gong'an'jiao'tong'guan'li'ju
宫保鸡丁,gong'bao'ji'ding
工程所,gong'cheng'suo
工大桥,gong'da'qiao
功德福,gong'de'fu
功德林,gong'de'lin
公费医疗,gong'fei'yi'liao
工服,gong'fu
工服了,gong'fu'le
公共区,gong'gong'qu
公关公司,gong'guan'gong'si
巩华城,gong'hua'cheng
工会大楼,gong'hui'da'lou
公积金卡,gong'ji'jin'ka
公交地铁,gong'jiao'di'tie
公交驾校,gong'jiao'jia'xiao
公交驾照,gong'jiao'jia'zhao
公交卡了,gong'jiao'ka'le
公交枢纽,gong'jiao'shu'niu
公交一卡通,gong'jiao'yi'ka'tong
工具柜,gong'ju'gui
公立园,gong'li'yuan
工龄假,gong'ling'jia
工美,gong'mei
工美大厦,gong'mei'da'sha
宫门口,gong'men'kou
公民社会,gong'min'she'hui
公募基金,gong'mu'ji'jin
功能测试,gong'neng'ce'shi
功能点,gong'neng'dian
供您,gong'nin
供您参考,gong'nin'can'kao
供暖费,gong'nuan'fei
供暖季,gong'nuan'ji
恭亲王府,gong'qin'wang'fu
供热厂,gong're'chang
工人俱乐部,gong'ren'ju'le'bu
工人日报,gong'ren'ri'bao
工人体育,gong'ren'ti'yu
工人体育场,gong'ren'ti'yu'chang
工人体育馆,gong'ren'ti'yu'guan
工商变更,gong'shang'bian'geng
工商总局,gong'shang'zong'ju
公使,gong'shi
公事儿,gong'shi'er
共识网,gong'shi'wang
公司搬家,gong'si'ban'jia
公司债,gong'si'zhai
公司走,gong'si'zou
工体,gong'ti
工体啊,gong'ti'a
工体北路,gong'ti'bei'lu
工体北门,gong'ti'bei'men
工体的,gong'ti'de
工体店,gong'ti'dian
工体东路,gong'ti'dong'lu
工体见,gong'ti'jian
工体了,gong'ti'le
工体南路,gong'ti'nan'lu
工体呢,gong'ti'ne
工体西路,gong'ti'xi'lu
宫廷菜,gong'ting'cai
公网,gong'wang
恭王府,gong'wang'fu
工位,gong'wei
工位了,gong'wei'le
工位上,gong'wei'shang
公务舱,gong'wu'cang
公务活动,gong'wu'huo'dong
公务机,gong'wu'ji
公务团,gong'wu'tuan
工信部,gong'xin'bu
工业和,gong'ye'he
工业和信息化部,gong'ye'he'xin'xi'hua'bu
工业开发区,gong'ye'kai'fa'qu
工业协会,gong'ye'xie'hui
公益东桥,gong'yi'dong'qiao
宫颐府,gong'yi'fu
公益桥,gong'yi'qiao
公益西,gong'yi'xi
公益西桥,gong'yi'xi'qiao
公益项目,gong'yi'xiang'mu
工银瑞信,gong'yin'rui'xin
公邮,gong'you
公邮了,gong'you'le
公邮里,gong'you'li
贡院,gong'yuan
公园大道,gong'yuan'da'dao
公园年票,gong'yuan'nian'piao
公招网,gong'zhao'wang
公主坟,gong'zhu'fen
公主坟了,gong'zhu'fen'le
公主坟南,gong'zhu'fen'nan
工作的事儿,gong'zuo'de'shi'er
工作居住证,gong'zuo'ju'zhu'zheng
